Datetime,AS-IDN-AC,AS-IDN-BA,AS-IDN-BB,AS-IDN-BE,AS-IDN-BT,AS-IDN-GO,AS-IDN-JA,AS-IDN-JB,AS-IDN-JI,AS-IDN-JK,AS-IDN-JT,AS-IDN-KB,AS-IDN-KI,AS-IDN-KR,AS-IDN-KS,AS-IDN-KT,AS-IDN-KU,AS-IDN-LA,AS-IDN-MA,AS-IDN-MU,AS-IDN-NB,AS-IDN-NT,AS-IDN-PA,AS-IDN-PB,AS-IDN-RI,AS-IDN-SA,AS-IDN-SB,AS-IDN-SG,AS-IDN-SN,AS-IDN-SS,AS-IDN-ST,AS-IDN-SU,AS-IDN-YO,AS-LAO-CE,AS-LAO-NO,AS-LAO-SO,AS-MMR-CE,AS-MMR-NO,AS-MMR-SO,AS-MYS-CE,AS-MYS-EA,AS-MYS-NO,AS-MYS-SH,AS-MYS-SK,AS-MYS-SO,AS-PHL-LU,AS-PHL-MI,AS-PHL-VI,AS-THA-CE,AS-THA-NE,AS-THA-NO,AS-THA-SO,AS-VNM-CH,AS-VNM-ME,AS-VNM-NC,AS-VNM-NE,AS-VNM-NW,AS-VNM-RR,AS-VNM-SC,AS-VNM-SE,AS-BRN-XX,AS-KHM-XX,AS-SGP-XX
01/01/2015 00:00,2.256,1.128,100,23.124,100,100,13.536,100,34.404,100,100,0,31.584,100,33.84,0,23.124,19.176,15.228,67.116,20.304,15.228,1.692,0.564,27.072,86.856,20.304,9.588,27.636,34.404,6.768,25.944,100,17.2,8.4,60,53.6,26.8,54.8,14,41.6,17.4,6.8,0.6,35.4,100,100,100,39.6,74.6,100,63,100,81.4,67.4,37.8,2.8,55.2,100,100,0.6,19.8,46.4
01/01/2015 01:00,0,6.204,100,78.396,100,100,21.996,100,72.192,100,100,2.256,82.908,100,29.892,0.564,52.452,70.5,8.46,74.448,16.92,20.304,4.512,1.692,1.128,100,23.124,12.408,15.792,57.528,23.124,11.844,100,31.8,5.6,100,10.8,14.4,66.6,20.4,50.8,38.4,19,0.2,36.8,100,100,100,53,100,100,70.8,100,98.8,80.4,34.4,3.6,50.2,100,100,1.2,66,43.6
01/01/2015 02:00,0.564,10.152,100,100,100,100,41.172,100,100,100,100,8.46,94.752,100,34.404,0.564,55.272,98.136,2.82,72.192,14.664,26.508,6.204,1.128,2.82,100,36.66,19.74,9.024,68.808,37.224,9.588,100,58.2,6.2,100,0.2,8.6,86.6,23,55.6,63.2,32.8,0.8,51.8,100,100,100,42.8,100,100,100,100,100,100,37,5.2,51.8,100,100,1.4,89.8,45.8
01/01/2015 03:00,1.692,16.356,100,100,100,100,36.096,100,100,100,100,9.588,76.14,100,36.096,0,51.324,90.24,0.564,71.064,25.38,38.916,12.408,1.692,16.356,100,46.248,30.456,11.844,73.32,40.608,10.716,100,82.6,7.8,100,0.2,11,75,21.2,79.4,71.6,42.8,0.4,51.2,100,100,100,27.4,100,100,100,100,100,100,34.8,7,47.2,100,100,1,92.2,41.2
01/01/2015 04:00,6.204,19.74,100,100,100,100,30.456,100,100,100,100,11.844,50.76,100,30.456,0,50.76,81.78,0.564,73.884,45.12,50.196,20.304,3.384,24.816,100,48.504,45.12,29.892,74.448,44.556,13.536,100,100,8,100,2.6,2.4,64.8,16.8,89.2,66.8,47,0,38.4,100,100,100,18.4,100,100,100,100,100,100,31.2,7.6,44,100,100,0.6,86.4,31
01/01/2015 05:00,11.844,21.996,100,100,100,100,28.764,100,89.676,100,100,10.716,25.38,100,20.304,0,49.632,75.012,2.256,80.088,44.556,56.964,23.688,5.64,30.456,100,49.068,43.428,53.58,75.012,37.788,18.048,100,100,7,100,11.2,0,51.4,10.8,84.4,50.2,41.6,0,25,100,100,100,16,100,100,100,100,100,100,28.4,7.6,40,100,100,0.4,76,21
01/01/2015 06:00,18.048,25.944,100,100,100,100,27.072,100,82.344,100,100,5.076,7.332,100,7.896,0,50.196,62.604,3.948,83.472,32.712,60.912,18.612,3.948,31.02,100,56.4,20.304,75.576,74.448,23.124,24.816,100,100,7,100,24.2,0,39.4,7.2,62.8,27,30.8,0,16.4,100,100,100,17.4,100,100,100,100,100,100,28.8,8.2,38.4,100,100,0.8,68.8,12.4
01/01/2015 07:00,20.868,27.072,100,100,100,100,27.072,100,81.78,100,100,0.564,3.948,91.932,0.564,0,43.428,38.916,5.64,84.036,20.868,50.76,20.304,1.128,26.508,100,59.784,11.844,86.292,75.012,10.716,27.636,100,100,8.2,100,33.2,0,32,5,35.4,12.2,17.8,0.2,11.8,100,100,100,21.2,100,87.2,100,100,100,100,33,9.6,39,100,100,3.2,67.4,6.2
01/01/2015 08:00,20.868,23.124,100,100,100,100,29.328,100,72.192,100,100,0,2.82,73.32,0,0,23.124,16.92,8.46,81.78,10.716,32.712,32.712,1.692,9.588,100,50.76,12.408,72.756,71.628,3.384,21.432,100,100,10.2,100,34.2,0,27.8,3.8,13.8,7.2,9,0.6,11.4,100,100,100,28,100,69.6,100,100,100,100,40.2,10.6,41.2,100,100,6,70.4,4
01/01/2015 09:00,15.792,18.048,100,100,100,100,36.66,100,66.552,100,77.268,0,9.588,52.452,0,0,15.792,3.948,6.768,63.732,5.64,24.252,51.324,6.768,1.692,100,36.096,20.868,50.196,69.372,3.384,10.716,100,90.2,11.4,100,29.2,0,26.2,2,10.8,3.4,16.6,3.2,16.6,100,100,100,36.4,100,56.2,91,100,100,89.6,44.6,9.8,44,100,100,12,64.2,4.4
01/01/2015 10:00,6.768,18.048,100,100,100,100,48.504,100,63.168,100,58.656,0.564,48.504,44.556,0,0,20.304,2.82,2.256,43.428,5.076,30.456,40.044,7.332,2.256,100,21.996,21.996,54.144,56.964,5.076,5.076,100,80.2,12.4,100,24.4,0,32.2,0.4,9.4,2,34.4,28.4,26.4,100,100,100,47.6,100,51.2,81.2,100,100,73.4,67.2,13.8,57,100,100,29.2,60,9.4
01/01/2015 11:00,5.076,18.048,100,100,100,100,60.912,100,64.296,100,58.092,2.82,43.992,48.504,0,2.256,28.764,3.948,0.564,29.892,6.768,38.916,19.74,2.82,18.612,63.168,23.688,12.408,63.168,47.376,2.82,7.896,100,88.8,18.6,100,14.2,0,41,0,8.4,3.2,31.4,54,38.6,100,100,100,58.8,100,48.6,82.8,100,100,84.2,81.4,17.2,74.2,100,100,35.8,65,20.6
01/01/2015 12:00,8.46,15.228,100,100,100,100,68.244,95.88,70.5,100,69.372,8.46,41.172,62.04,1.692,14.664,45.12,7.332,0,20.304,10.716,40.044,17.484,1.128,56.964,43.428,30.456,6.768,71.628,45.684,0.564,14.1,100,88.6,16.4,100,4.2,4,42,0,16.2,4.2,33.8,51.8,46.6,100,100,100,56.8,100,43.4,84,100,100,91.4,80,16.4,88.4,100,100,36,68.8,31.8
01/01/2015 13:00,7.896,10.716,100,100,100,100,74.448,100,90.24,100,77.832,14.1,42.864,81.216,18.048,31.02,50.76,7.896,0,12.972,18.048,41.172,14.664,5.64,84.6,31.584,35.532,9.588,86.856,40.608,0,21.996,100,82.6,16.4,100,0.6,19,39.2,0,41.6,5.4,61.8,46.6,49.4,100,100,100,46.6,100,37.2,77.4,100,100,90.8,69.8,14.6,94.4,100,100,27.2,62,40
01/01/2015 14:00,3.384,11.28,100,100,100,94.188,78.396,98.7,100,100,95.316,8.46,40.044,100,46.812,47.94,53.58,16.92,0,7.332,28.764,47.376,11.28,19.176,84.036,24.816,38.916,18.048,100,36.096,0,31.584,100,83.6,17.4,100,0.6,33.2,34.2,0,73.4,3.8,72.4,49.6,47.2,100,100,100,36.8,100,37.6,74.2,100,100,91.8,65.2,14,90.4,100,100,23.4,55,42.6
01/01/2015 15:00,1.128,11.28,100,100,100,93.06,82.908,100,100,100,100,1.128,30.456,100,72.192,68.244,47.94,14.664,0.564,6.204,40.608,50.76,6.768,28.2,86.856,23.124,51.888,19.74,100,46.812,0.564,37.788,100,77.4,17.6,100,4.2,39,33.4,0.6,62.2,4.4,71,51.2,50.2,100,100,100,39.8,100,30.4,70,100,100,89.8,63.8,9.8,83,100,100,24,53.6,42.6
01/01/2015 16:00,0.564,13.536,100,100,100,95.316,90.804,100,92.496,100,100,0,18.048,100,71.064,75.576,38.916,5.64,3.948,6.204,49.068,54.144,3.384,25.38,95.316,20.868,58.656,32.148,100,63.168,3.948,40.044,100,72.8,17.8,100,16.8,37.2,27,4.6,48.2,10.4,60.4,43.8,50.4,100,100,100,57.2,100,17.4,63.4,100,100,89.4,56,8.6,80.4,100,100,24,54.8,40.2
01/01/2015 17:00,1.692,33.276,100,100,100,98.7,99.828,100,81.216,100,100,0.564,19.176,100,62.604,81.216,46.248,3.948,9.588,4.512,58.656,55.836,2.82,16.92,87.984,18.048,67.68,49.068,80.088,69.372,10.716,47.94,100,68.2,12,100,32.8,36.4,21.6,8.6,40.2,17.8,55.6,45,40.8,100,100,100,79,100,10.6,59,100,100,89.6,51.4,6.8,77.6,100,100,22.2,54.4,33.6
01/01/2015 18:00,1.128,77.268,100,100,100,98.7,100,100,68.808,100,100,9.024,46.248,100,55.836,66.552,90.804,9.024,12.972,2.256,51.888,51.888,2.256,9.588,82.908,14.664,73.884,66.552,63.168,70.5,14.1,59.784,100,65,8.4,100,48,36.6,23.2,7.2,31.4,26.6,65.6,44.6,33.2,100,100,100,93.8,100,11,57.8,100,100,92,50.6,4.8,71.2,100,100,18.2,54.4,26.2
01/01/2015 19:00,1.692,100,100,100,100,88.548,96.444,100,68.244,100,100,18.612,48.504,100,43.992,42.864,94.188,40.608,12.408,1.128,40.044,45.12,1.128,3.948,82.908,8.46,91.932,82.344,53.58,69.372,16.92,73.884,100,62.2,5,100,58.6,41.8,26,3.4,17.8,33.6,76,41.2,35.6,100,100,100,97.6,100,8,65,100,100,98.2,51.2,4.2,64,100,100,15.2,54,20.4
01/01/2015 20:00,2.82,100,100,100,100,80.652,85.728,100,72.192,100,100,32.712,32.712,100,25.38,14.1,60.912,36.66,10.152,0.564,38.352,40.044,0.564,1.692,80.652,2.82,100,76.704,54.144,66.552,19.176,85.164,100,58.2,3.6,100,66.2,44.2,29.6,2.4,13.6,36.4,75.8,31,36.2,100,100,100,96.6,100,5.6,79.8,100,100,100,52.2,3.6,59.6,100,100,11.6,50.2,16.4
01/01/2015 21:00,2.256,100,100,100,100,77.268,61.476,100,65.424,100,100,46.812,19.74,100,8.46,14.664,54.144,23.688,10.152,0,46.248,32.148,0.564,0.564,58.092,0.564,100,63.168,58.092,65.988,14.664,71.628,100,54.6,6,100,75.8,44,41.4,1.8,5.6,32,45.4,16.4,28.4,100,100,100,86.8,100,4,80.2,100,100,100,55.4,3.4,57.2,100,99.8,5.4,40.6,10.6
01/01/2015 22:00,2.256,100,100,100,100,72.192,32.712,98.7,41.172,100,87.42,43.992,14.664,100,2.256,11.844,24.816,19.74,8.46,0,44.556,24.252,0,0,50.76,0.564,100,50.76,44.556,50.76,9.588,49.068,100,56.4,7.2,100,86.8,45,49,0.4,5.2,27.8,16,6,22.2,100,100,100,74.4,100,2.8,75.2,100,85.6,100,57,2.6,55.4,100,77.8,1.4,31.6,6.4
01/01/2015 23:00,3.384,100,100,100,100,62.604,14.664,78.96,24.816,100,53.58,24.252,10.152,100,1.128,6.768,1.692,21.996,1.128,0,25.38,14.664,0,0.564,58.656,0.564,95.316,42.864,52.452,27.636,3.948,30.456,100,54.8,10.6,95.2,94,49.8,55.8,0.4,13.6,25,0.4,1.4,16.4,100,90,100,63.8,63.4,1.8,76.2,100,68.2,100,50.4,2.6,50.8,100,62.8,0.2,26,4
02/01/2015 00:00,5.076,64.296,100,75.012,100,50.76,2.256,100,38.352,100,56.964,1.128,1.128,100,1.128,4.512,0.564,10.716,0.564,0.564,11.844,20.868,0,1.128,25.944,1.128,51.888,54.144,71.064,7.332,2.82,12.972,100,44,8,73.4,88.4,50,54.8,1,26.8,27.2,0,0,9,100,71,100,44,56.2,2,66.4,100,64.6,100,29.4,1.8,33.8,100,56.4,0,23.4,1.8
02/01/2015 01:00,2.82,50.76,100,100,100,32.148,4.512,100,67.68,100,64.296,2.82,0.564,100,4.512,2.82,0.564,15.228,0.564,0.564,10.152,29.328,0.564,1.692,4.512,2.82,34.404,55.836,64.296,19.176,1.692,4.512,100,54,5.4,100,22.8,22.4,61.6,4.2,49,51.4,0,0,10.8,100,56,100,69.6,100,1.8,62,100,92.8,100,31.4,2.4,37.4,100,74.8,0,57.4,1.2
02/01/2015 02:00,2.82,73.32,100,100,100,16.356,7.332,100,98.7,100,81.78,1.692,1.692,100,14.1,3.384,1.128,33.84,0.564,0.564,15.792,36.096,4.512,2.82,7.896,6.768,28.764,49.632,65.988,28.764,0.564,1.128,100,63.4,1.4,100,7.6,2.8,75.4,11.8,38,71.8,1.4,0,7.6,100,53,100,65.2,100,1.2,91.6,100,100,100,16.8,3.8,31,100,93.2,0,80.4,0.4
02/01/2015 03:00,11.844,77.268,100,100,100,9.588,11.28,100,100,100,100,0.564,2.256,100,28.2,5.076,3.384,50.76,3.948,0,20.304,55.836,16.92,5.64,16.92,8.46,26.508,38.352,67.68,41.736,0,1.692,100,65.8,0.4,100,13,1.8,65.6,17.4,43.8,80.8,9.8,0,5.4,100,55.6,100,52.2,100,1,100,100,100,100,3.8,3.4,20,100,100,0,87.4,0.2
02/01/2015 04:00,13.536,63.168,100,100,100,11.844,20.868,100,100,100,100,0.564,0,100,43.992,3.948,3.948,65.424,18.612,0,20.868,75.576,38.352,9.588,20.868,7.332,31.584,25.38,69.936,60.348,0,2.82,100,62.6,0.2,100,20.8,0,51,18,47.2,75.4,21,0,5.2,100,61,100,39.8,100,1.2,100,100,100,100,0.4,2,13.2,100,100,0.4,82.8,0.2
02/01/2015 05:00,14.1,46.812,100,100,100,21.996,33.276,100,100,100,100,0.564,0,100,47.94,1.692,4.512,81.216,30.456,0,17.484,83.472,59.784,10.716,32.148,3.948,35.532,11.844,68.808,83.472,0,3.384,100,57,0,100,30.4,0,33.4,12.4,41.8,56.4,29.2,0,5,100,63.4,100,31.6,100,2.6,100,100,100,100,0.2,1.2,9.4,100,100,1,72.8,0.2
02/01/2015 06:00,15.792,28.2,100,100,100,40.044,42.864,100,100,100,100,0.564,0,100,40.044,0.564,5.076,81.216,18.048,0,10.716,96.444,66.552,11.844,31.02,2.256,45.12,4.512,65.424,100,1.692,2.82,100,53.2,0,100,35.8,0.6,22,6.2,32.4,35.2,29.6,0.2,7.6,100,63.4,100,28,100,6.6,100,100,100,100,0.6,1,7.8,100,100,0.4,65,1
02/01/2015 07:00,18.612,16.356,100,100,100,64.296,43.992,100,89.112,100,100,0,3.948,100,20.304,0,9.024,66.552,8.46,0,3.384,100,63.168,6.768,18.048,7.332,56.964,1.692,60.348,100,7.896,1.692,100,50.2,0,100,35,3.2,17,2.4,22.2,17.8,17.8,0.2,15.2,100,63.4,100,28.2,100,13,100,100,100,100,1,1,7.2,100,100,0,63.6,2.6
02/01/2015 08:00,19.74,8.46,100,100,100,95.316,41.736,100,63.732,100,78.96,0,7.332,100,6.204,0.564,7.332,43.992,6.768,2.256,1.128,100,71.064,4.512,6.204,49.632,63.168,0.564,50.196,100,7.896,1.128,100,49,0,100,28,5.8,12.4,1,8.6,4.8,5.4,0,21.2,100,66.4,100,31.4,100,18.6,100,100,100,100,1.4,1.2,7,100,100,0,66.6,4.6
02/01/2015 09:00,15.228,6.768,100,100,100,99.828,38.916,100,47.376,100,60.912,0,5.64,100,7.332,1.128,5.076,23.124,6.204,4.512,1.692,100,76.14,15.792,1.692,100,53.58,0.564,38.352,100,6.768,0.564,100,38.2,0,100,20.6,5.8,9.2,0.4,8.2,1,9.2,0,21.4,100,91.4,100,36.6,100,26,99,100,100,78.8,2.6,3.2,9.2,100,100,0.2,65,6.6
02/01/2015 10:00,6.768,10.716,100,90.804,100,90.24,29.892,100,39.48,100,46.812,0,5.64,100,15.228,7.332,12.408,14.1,5.64,2.256,4.512,100,61.476,32.148,3.384,100,39.48,10.716,42.864,100,6.204,0.564,100,26.2,0.8,100,18.6,5,12.6,0.2,8.8,0.4,21,2.4,22.4,100,100,100,47.4,100,34.2,89.4,100,100,58.2,3.4,8.8,16.4,100,100,3,57.8,9.2
02/01/2015 11:00,3.948,14.1,100,73.884,100,86.856,24.252,100,36.096,100,50.196,0,4.512,100,36.096,20.304,12.408,11.844,7.332,1.692,6.768,100,58.092,26.508,16.92,82.344,35.532,32.712,55.836,87.42,2.256,3.948,100,27.8,2.2,100,12.4,4.8,30.2,0,3.8,0.6,32.6,11.6,28.4,100,100,100,59.8,100,36.6,84.4,100,100,64.6,2.8,12.2,23.4,100,100,7.4,60.8,16.6
02/01/2015 12:00,5.64,15.792,100,63.732,100,76.704,19.176,100,33.276,100,69.936,0,0.564,100,58.092,23.688,5.076,11.844,10.152,2.256,10.716,84.6,47.94,28.2,47.376,71.064,42.864,40.044,81.78,77.832,3.948,16.92,100,20.8,2.6,100,3.2,2.4,56.8,0,2.4,1.2,17.6,17,36,100,100,100,60.8,100,32.2,78.8,100,100,60,2.8,11.8,29.2,100,100,6.2,60,27.4
02/01/2015 13:00,7.332,18.048,94.752,59.784,100,67.68,14.664,100,33.84,100,91.932,4.512,1.128,100,60.912,13.536,2.256,15.792,15.792,1.692,19.74,76.14,34.968,27.072,99.828,28.764,55.836,46.812,83.472,76.704,4.512,37.224,100,17.4,1.8,100,0.2,1,62,0,2.8,2.4,12.6,19.8,41.8,100,100,100,54,100,25.6,75.8,100,100,56.2,3.4,10,31,100,100,2.8,53.2,40.2
02/01/2015 14:00,7.896,24.252,87.984,62.04,100,25.38,17.484,100,34.968,100,100,23.124,13.536,100,52.452,7.332,2.256,25.944,23.688,0.564,29.328,75.012,23.124,28.764,100,9.024,74.448,44.556,89.112,85.728,6.204,53.016,100,12.2,1.8,100,0.4,3.4,49.8,0,3.2,3,7.4,18.8,51,100,100,100,47.6,100,19.4,72.2,100,99,52,4,8,26.6,100,100,0.4,43.8,53
02/01/2015 15:00,10.152,25.38,96.444,56.964,100,12.972,28.764,100,26.508,100,100,42.864,27.636,100,42.864,5.64,2.82,34.404,34.404,0,28.764,81.216,21.432,15.228,79.524,4.512,84.6,34.404,93.624,100,3.384,46.248,100,9.2,6,100,6.2,9,32.8,0,3.4,4.6,1.6,19.8,43.8,100,100,100,48.4,100,14,68.6,100,99.6,56.8,3.6,6.4,19.4,100,100,0,44.8,56
02/01/2015 16:00,16.92,27.072,100,59.22,100,12.972,48.504,100,14.1,100,100,47.376,27.636,100,29.892,5.64,2.82,42.864,50.196,0,23.688,75.576,23.124,11.844,73.32,6.768,87.42,31.02,84.6,100,3.948,46.248,100,7.8,13.8,100,21.4,15.8,27.4,0,3.6,4.8,0.2,27.6,38.4,100,100,100,56.6,100,6.4,70.6,100,100,47,2.4,5.8,11.4,100,100,0,52.4,55.8
02/01/2015 17:00,25.38,30.456,100,68.808,100,14.664,62.04,100,6.204,100,100,45.12,19.176,100,11.844,7.896,3.384,53.016,68.808,1.692,21.432,71.064,15.228,14.1,68.808,13.536,87.984,36.096,72.756,100,10.716,56.964,100,9.6,21.4,93.4,35.8,26.4,25,0.2,6,5.2,0,30,44,100,100,100,71.6,100,2.2,68,100,100,52.2,1.4,6,4.2,100,100,0.8,62.4,61.8
02/01/2015 18:00,34.968,32.712,100,92.496,100,15.792,59.22,100,2.82,100,100,32.712,4.512,100,2.82,16.92,4.512,49.632,75.012,6.768,17.484,74.448,3.384,21.996,64.296,27.072,81.216,43.992,65.424,100,12.972,53.016,100,12.4,24.6,81.4,45.4,37.6,24.4,0.6,12.4,5.6,0,23.8,45,100,100,100,83,100,3.6,62.2,100,100,54.4,0.8,5.6,1.2,100,100,5.8,65.4,71.6
02/01/2015 19:00,38.916,32.148,99.264,100,100,16.92,53.58,100,1.692,100,100,17.484,0,100,1.128,27.636,2.82,34.968,74.448,14.1,15.228,65.424,0.564,29.328,64.296,50.76,69.372,63.732,57.528,96.444,9.588,50.196,100,14.8,16.8,78.8,56,46.2,23.4,2.2,23.6,8.2,0.2,10.6,49.8,100,100,100,86.2,100,9.4,62.8,100,100,53.8,0.2,5.4,1,100,96.8,15.2,61,83.6
02/01/2015 20:00,38.916,30.456,81.216,100,100,19.74,46.248,100,1.692,100,100,17.484,0,100,0.564,26.508,1.692,20.304,70.5,16.92,14.1,51.888,0.564,38.352,64.86,66.552,60.912,77.832,58.656,67.68,10.152,48.504,100,10.2,8.2,83.6,68.2,55.6,23.4,3.4,27,11.6,5.2,2,53,100,100,100,86.8,100,26.2,62,100,96.8,57.2,0,3.6,3.2,100,90.2,23.2,56.6,96.2
02/01/2015 21:00,27.072,29.892,68.244,97.008,100,28.2,32.148,100,2.256,100,100,15.228,0,100,0.564,20.868,1.692,16.356,67.116,18.048,14.1,41.172,14.664,42.3,60.348,51.324,56.4,72.756,56.4,39.48,11.28,50.76,100,9.6,3.2,84.8,77.6,56.4,24,6.2,35.2,11.4,14.6,0,52.8,100,100,100,82.2,100,40.6,59.4,100,80.4,57.8,0,2,7.2,100,80.4,25.8,44.4,97.6
02/01/2015 22:00,16.356,33.276,64.296,100,100,36.66,24.816,100,3.948,100,100,4.512,0,100,0.564,5.64,0.564,17.484,41.172,15.792,14.1,37.788,20.304,12.972,60.348,30.456,57.528,43.992,54.144,21.432,12.408,58.092,100,10.8,0.8,88.4,86.8,43.4,26.4,10.8,38.2,20.6,16.8,0.4,49,100,100,100,74.8,98.2,44,58.8,100,65.6,44.2,0.6,0.8,12,100,73.8,28.4,33,88
02/01/2015 23:00,5.64,34.968,69.372,100,100,38.352,21.432,100,23.124,100,71.064,0.564,0.564,100,11.28,0.564,0,18.048,18.612,11.28,10.152,33.84,41.172,1.128,58.656,24.252,57.528,9.588,47.376,9.588,9.588,68.808,100,11.6,0.6,83.8,92,36.2,29.4,11.2,21.6,27.6,5.8,3,50.4,100,100,100,66.8,89.6,35.8,60.6,100,55.8,46.4,3,0.4,16.8,100,74.8,13.4,27.2,73.8
03/01/2015 00:00,1.128,36.096,64.86,100,100,38.916,5.076,100,53.58,100,32.148,0,0,100,41.736,10.152,0,72.756,22.56,6.768,10.716,18.612,67.68,2.82,7.896,29.328,34.968,10.152,76.14,6.204,24.252,49.632,100,5.4,1.4,57.8,83,37.2,24.6,9.6,16.8,28.8,3,2.4,28.4,100,100,100,54.8,71.2,36.2,47,90,41.4,32.6,3.4,0.4,15.4,100,81,4.8,30.4,49.2
03/01/2015 01:00,0,51.324,69.372,100,100,38.916,16.356,100,68.808,100,33.276,0,0,100,37.224,16.92,8.46,100,36.096,4.512,17.484,51.324,82.344,7.896,27.636,32.148,54.708,31.02,100,60.348,18.612,45.684,100,11.6,0.4,100,23.2,18.6,18.6,23,58.2,53,8,0.4,26.2,100,100,100,57,100,35.8,51.6,100,59.4,49,0,0.4,10.8,100,100,2,87.4,32
03/01/2015 02:00,0.564,82.344,80.088,100,100,34.968,34.404,100,72.756,100,61.476,0,0,100,49.068,9.588,10.716,100,44.556,3.948,29.328,100,93.624,18.048,58.656,23.688,70.5,53.58,100,91.368,14.664,48.504,100,17.2,0.6,100,27.8,3,49.6,28.8,49.8,65,9.4,0.6,46.4,100,100,100,45,100,25,94.8,100,88.8,55.4,0.4,0.4,9,100,100,0.2,96.8,31.6
03/01/2015 03:00,2.82,100,81.216,100,100,37.224,41.172,100,77.268,100,86.292,0,0,100,81.216,6.204,15.228,100,49.068,3.948,40.608,100,100,21.432,99.264,20.868,89.676,56.964,100,92.496,21.432,57.528,100,23.6,1,100,34.8,4.2,34,24.6,57.4,57.8,10.8,0.2,65.6,100,100,100,32.8,100,16.4,100,100,100,57.8,1.4,0.2,6.6,100,100,0.4,84.4,32
03/01/2015 04:00,5.076,100,70.5,100,100,47.376,34.968,100,79.524,100,83.472,0,0,100,100,3.948,18.612,100,36.096,3.948,54.144,100,100,20.304,100,19.74,100,47.376,100,85.728,28.764,60.348,100,28.8,0.8,100,42.2,0.6,20.2,17.2,61,42,9.8,0.2,63.4,100,100,100,23,80.4,21.6,100,100,100,62.8,2.8,0,5.2,100,100,0.6,72.4,25.4
03/01/2015 05:00,7.332,100,54.144,100,100,58.092,26.508,100,81.216,100,74.448,0,0,100,100,2.256,19.74,100,19.74,5.076,66.552,100,100,25.38,100,17.484,100,23.124,100,77.832,26.508,56.964,100,30.8,0.4,100,53,0,11.8,8.2,51.8,26.2,7.4,2.8,51,100,100,100,17.2,65.2,33.6,100,100,100,67.8,5.2,0,4.6,100,100,1.6,61.8,20.4
03/01/2015 06:00,11.28,100,39.48,100,100,67.116,17.484,100,76.14,100,63.732,0,0,100,82.908,1.692,17.484,100,10.152,6.204,79.524,94.188,100,23.688,100,16.92,100,11.844,100,67.68,21.996,52.452,100,33.4,0.2,100,57.6,0,8.6,1.8,38.2,13.6,3.6,8.2,39.4,100,100,100,14.2,59,49.6,100,100,100,73.4,7.6,0,5.2,100,100,2.2,53.2,20
03/01/2015 07:00,12.972,98.7,26.508,100,100,72.192,8.46,84.036,62.604,100,46.812,0,0,100,47.376,0.564,15.792,100,5.076,10.716,78.96,69.936,100,27.636,100,19.74,100,6.204,100,59.784,16.92,42.864,100,40.8,0,100,49.6,0,8.4,0,24.2,6.8,1.4,6.8,29.2,100,100,100,14.2,61,64,100,100,100,79,9.4,0.2,8.2,100,100,1,47.6,18
03/01/2015 08:00,14.1,86.856,14.1,100,100,73.884,2.82,63.732,43.992,100,23.688,0,0,100,15.228,0.564,7.896,98.136,2.82,19.74,85.728,47.376,100,42.864,47.376,32.712,100,3.384,100,54.144,11.28,32.148,100,50.2,0,100,32,0,7,0,12.8,3.4,1.6,2.2,19.4,100,100,100,16.8,71.4,74,99.6,100,100,78.6,11.6,0.2,14.2,100,100,0.2,45.6,11.6
03/01/2015 09:00,10.716,75.012,6.204,100,100,61.476,1.128,53.016,25.38,100,9.588,0,3.384,86.292,12.408,1.128,12.972,100,1.692,41.736,82.908,40.044,100,52.452,25.944,50.76,100,5.076,100,58.656,6.204,18.048,87.42,44.6,0.2,100,16.4,0,4,0,16,0.8,9,2.8,19.6,100,100,100,23.8,89.4,73.6,78.8,93.8,100,52.2,13.8,1,23.2,93.4,100,0.2,46.6,10
03/01/2015 10:00,7.896,73.884,1.692,63.732,100,42.864,0,39.48,11.28,100,3.384,0.564,25.38,60.348,7.332,2.82,42.864,82.908,1.692,78.96,89.112,54.144,100,77.832,28.764,64.86,77.268,6.204,74.448,60.912,8.46,11.844,62.604,39,0.8,100,10,0.8,7.6,0,11.6,0.4,26.8,14.4,19.8,100,100,100,38.8,100,68.6,67.4,100,100,42.8,15.8,4,35.6,94.6,100,0.8,48.6,12.8
03/01/2015 11:00,3.948,66.552,0,61.476,100,31.584,0,28.764,4.512,100,1.128,1.692,41.736,52.452,2.256,6.204,53.58,73.32,0.564,100,88.548,59.784,100,85.728,50.196,65.424,75.576,3.384,61.476,58.092,14.1,10.716,43.992,41.4,3,100,7.6,2.8,25,0,4.2,0.8,37.4,24.8,21.2,100,100,100,54.8,100,77.2,62.2,99.2,100,45,16.8,8.2,44,89.8,100,1.6,51.8,18.6
03/01/2015 12:00,6.768,53.016,0,74.448,100,28.2,0,29.892,1.128,100,0,2.256,37.788,51.888,0,6.204,37.788,89.112,0.564,100,77.268,72.756,70.5,77.832,73.32,51.888,78.96,1.692,54.708,58.092,15.228,11.844,28.764,37.4,5.4,100,5,6.8,44,0,3.6,1.6,40.2,32,24.6,100,100,100,58.2,100,81.4,61.2,95.8,100,46.2,18.2,8.2,46.4,92,100,3,50,25.8
