TECHNOLOGY,MAX_BUILD,START_YEAR,END_YEAR
TRNAUSQLAUSSW,0,2025,2050
TRNAUSQLPNGXX,0,2025,2050
TRNAUSSAAUSSW,0,2025,2050
TRNAUSSAAUSVI,0,2025,2050
TRNAUSSAAUSWA,0,2025,2050
TRNAUSSWAUSVI,0,2025,2050
TRNAUSTAAUSVI,0,2025,2050
TRNAUSWAIDNXX,0,2025,2050
TRNAUSWATLSXX,0,2025,2050
TRNAUTXXCHEXX,0,2025,2050
TRNAUTXXCZEXX,0,2025,2050
TRNAUTXXDEUXX,0,2025,2050
TRNAUTXXHUNXX,0,2025,2050
TRNAUTXXITAXX,0,2025,2050
TRNAUTXXSVKXX,0,2025,2050
TRNAUTXXSVNXX,0,2025,2050
TRNAZEXXGEOXX,0,2025,2050
TRNAZEXXIRNXX,0,2025,2050
TRNAZEXXRUSSO,0,2025,2050
TRNBDIXXCODXX,0,2025,2050
TRNBDIXXRWAXX,0,2025,2050
TRNBDIXXTZAXX,0,2025,2050
TRNBELXXDEUXX,0,2025,2050
TRNBELXXFRAXX,0,2025,2050
TRNBELXXGBRXX,0,2025,2050
TRNBELXXLUXXX,0,2025,2050
TRNBELXXNLDXX,0,2025,2050
TRNBENXXBFAXX,0,2025,2050
TRNBENXXGHAXX,0,2025,2050
TRNBENXXNERXX,0,2025,2050
TRNBENXXNGAXX,0,2025,2050
TRNBENXXTGOXX,0,2025,2050
TRNBFAXXCIVXX,0,2025,2050
TRNBFAXXGHAXX,0,2025,2050
TRNBFAXXMLIXX,0,2025,2050
TRNBFAXXNERXX,0,2025,2050
TRNBFAXXTGOXX,0,2025,2050
TRNBGDXXINDEA,0,2025,2050
TRNBGDXXINDNE,0,2025,2050
TRNBGDXXMMRXX,0,2025,2050
TRNBGRXXGRCXX,0,2025,2050
TRNBGRXXMKDXX,0,2025,2050
TRNBGRXXROUXX,0,2025,2050
TRNBGRXXSRBXX,0,2025,2050
TRNBGRXXTURXX,0,2025,2050
TRNBHRXXSAUXX,0,2025,2050
TRNBIHXXHRVXX,0,2025,2050
TRNBIHXXMNEXX,0,2025,2050
TRNBIHXXSRBXX,0,2025,2050
TRNBLRXXLTUXX,0,2025,2050
TRNBLRXXLVAXX,0,2025,2050
TRNBLRXXPOLXX,0,2025,2050
TRNBLRXXRUSCE,0,2025,2050
TRNBLRXXRUSNW,0,2025,2050
TRNBLRXXUKRXX,0,2025,2050
TRNBLZXXGTMXX,0,2025,2050
TRNBLZXXMEXXX,0,2025,2050
TRNBOLXXBRACW,0,2025,2050
TRNBOLXXBRAWE,0,2025,2050
TRNBOLXXCHLXX,0,2025,2050
TRNBOLXXPERXX,0,2025,2050
TRNBOLXXPRYXX,0,2025,2050
TRNBRACNBRACW,0,2025,2050
TRNBRACNBRANE,0,2025,2050
TRNBRACNBRANW,0,2025,2050
TRNBRACNBRASE,0,2025,2050
TRNBRACNGUYXX,0,2025,2050
TRNBRACNSURXX,0,2025,2050
TRNBRACWBRANE,0,2025,2050
TRNBRACWBRANW,0,2025,2050
TRNBRACWBRASE,0,2025,2050
TRNBRACWBRASO,0,2025,2050
TRNBRACWBRAWE,0,2025,2050
TRNBRACWPRYXX,0,2025,2050
TRNBRANEBRASE,0,2025,2050
TRNBRANWBRAWE,0,2025,2050
TRNBRANWCOLXX,0,2025,2050
TRNBRANWGUFXX,0,2025,2050
TRNBRANWGUYXX,0,2025,2050
TRNBRANWPERXX,0,2025,2050
TRNBRANWSURXX,0,2025,2050
TRNBRANWVENXX,0,2025,2050
TRNBRASEBRASO,0,2025,2050
TRNBRASEBRAWE,0,2025,2050
TRNBRASOPRYXX,0,2025,2050
TRNBRASOURYXX,0,2025,2050
TRNBRAWEPERXX,0,2025,2050
TRNBRNXXMYSXX,0,2025,2050
TRNBTNXXCHNTI,0,2025,2050
TRNBTNXXINDEA,0,2025,2050
TRNBWAXXNAMXX,0,2025,2050
TRNBWAXXZAFXX,0,2025,2050
TRNBWAXXZMBXX,0,2025,2050
TRNBWAXXZWEXX,0,2025,2050
TRNCAFXXCMRXX,0,2025,2050
TRNCAFXXCODXX,0,2025,2050
TRNCAFXXCOGXX,0,2025,2050
TRNCAFXXSDNXX,0,2025,2050
TRNCAFXXSSDXX,0,2025,2050
TRNCAFXXTCDXX,0,2025,2050
TRNCANABCANBC,0,2025,2050
TRNCANABCANNO,0,2025,2050
TRNCANABCANSK,0,2025,2050
TRNCANABUSANW,0,2025,2050
TRNCANARCANNL,0,2025,2050
TRNCANARCANQC,0,2025,2050
TRNCANARUSANE,0,2025,2050
TRNCANBCCANNO,0,2025,2050
TRNCANBCUSAAK,0,2025,2050
TRNCANBCUSANW,0,2025,2050
TRNCANMBCANNO,0,2025,2050
TRNCANMBCANON,0,2025,2050
TRNCANMBCANSK,0,2025,2050
TRNCANMBUSAMW,0,2025,2050
TRNCANNLCANQC,0,2025,2050
TRNCANNLGRLXX,0,2025,2050
TRNCANNOCANSK,0,2025,2050
TRNCANNOUSAAK,0,2025,2050
TRNCANONCANQC,0,2025,2050
TRNCANONUSAMW,0,2025,2050
TRNCANONUSANY,0,2025,2050
TRNCANONUSARE,0,2025,2050
TRNCANONUSARM,0,2025,2050
TRNCANQCUSANE,0,2025,2050
TRNCANQCUSANY,0,2025,2050
TRNCANSKUSAMW,0,2025,2050
TRNCANSKUSANW,0,2025,2050
TRNCHEXXDEUXX,0,2025,2050
TRNCHEXXFRAXX,0,2025,2050
TRNCHEXXITAXX,0,2025,2050
TRNCHLXXPERXX,0,2025,2050
TRNCHNANCHNHB,0,2025,2050
TRNCHNANCHNHE,0,2025,2050
TRNCHNANCHNHU,0,2025,2050
TRNCHNANCHNJS,0,2025,2050
TRNCHNANCHNJX,0,2025,2050
TRNCHNANCHNSD,0,2025,2050
TRNCHNANCHNZH,0,2025,2050
TRNCHNBECHNEM,0,2025,2050
TRNCHNBECHNHB,0,2025,2050
TRNCHNBECHNTJ,0,2025,2050
TRNCHNBECHNWM,0,2025,2050
TRNCHNCHCHNGU,0,2025,2050
TRNCHNCHCHNHB,0,2025,2050
TRNCHNCHCHNHN,0,2025,2050
TRNCHNCHCHNHU,0,2025,2050
TRNCHNCHCHNSC,0,2025,2050
TRNCHNCHCHNSI,0,2025,2050
TRNCHNCHCHNSX,0,2025,2050
TRNCHNEMCHNHB,0,2025,2050
TRNCHNEMCHNHJ,0,2025,2050
TRNCHNEMCHNJI,0,2025,2050
TRNCHNEMCHNLI,0,2025,2050
TRNCHNEMCHNSD,0,2025,2050
TRNCHNEMCHNTJ,0,2025,2050
TRNCHNEMCHNWM,0,2025,2050
TRNCHNEMMNGXX,0,2025,2050
TRNCHNEMRUSSI,0,2025,2050
TRNCHNFUCHNGD,0,2025,2050
TRNCHNFUCHNJX,0,2025,2050
TRNCHNFUCHNZH,0,2025,2050
TRNCHNFUTWNXX,0,2025,2050
TRNCHNGACHNJS,0,2025,2050
TRNCHNGACHNNI,0,2025,2050
TRNCHNGACHNQI,0,2025,2050
TRNCHNGACHNSC,0,2025,2050
TRNCHNGACHNSD,0,2025,2050
TRNCHNGACHNSI,0,2025,2050
TRNCHNGACHNWM,0,2025,2050
TRNCHNGACHNXI,0,2025,2050
TRNCHNGAMNGXX,0,2025,2050
TRNCHNGDCHNGX,0,2025,2050
TRNCHNGDCHNHA,0,2025,2050
TRNCHNGDCHNHK,0,2025,2050
TRNCHNGDCHNHN,0,2025,2050
TRNCHNGDCHNJX,0,2025,2050
TRNCHNGDCHNMA,0,2025,2050
TRNCHNGDCHNSC,0,2025,2050
TRNCHNGDCHNYU,0,2025,2050
TRNCHNGUCHNGX,0,2025,2050
TRNCHNGUCHNHN,0,2025,2050
TRNCHNGUCHNJS,0,2025,2050
TRNCHNGUCHNSC,0,2025,2050
TRNCHNGUCHNYU,0,2025,2050
TRNCHNGXCHNHN,0,2025,2050
TRNCHNGXCHNXI,0,2025,2050
TRNCHNGXCHNYU,0,2025,2050
TRNCHNGXVNMXX,0,2025,2050
TRNCHNHBCHNHE,0,2025,2050
TRNCHNHBCHNLI,0,2025,2050
TRNCHNHBCHNSD,0,2025,2050
TRNCHNHBCHNSX,0,2025,2050
TRNCHNHBCHNTJ,0,2025,2050
TRNCHNHBCHNWM,0,2025,2050
TRNCHNHECHNHU,0,2025,2050
TRNCHNHECHNJS,0,2025,2050
TRNCHNHECHNQI,0,2025,2050
TRNCHNHECHNSD,0,2025,2050
TRNCHNHECHNSI,0,2025,2050
TRNCHNHECHNSX,0,2025,2050
TRNCHNHECHNXI,0,2025,2050
TRNCHNHJCHNJI,0,2025,2050
TRNCHNHJRUSFE,0,2025,2050
TRNCHNHJRUSSI,0,2025,2050
TRNCHNHNCHNHU,0,2025,2050
TRNCHNHNCHNJX,0,2025,2050
TRNCHNHNCHNNI,0,2025,2050
TRNCHNHNCHNSC,0,2025,2050
TRNCHNHNCHNSX,0,2025,2050
TRNCHNHUCHNJX,0,2025,2050
TRNCHNHUCHNSC,0,2025,2050
TRNCHNHUCHNSI,0,2025,2050
TRNCHNJICHNLI,0,2025,2050
TRNCHNJIPRKXX,0,2025,2050
TRNCHNJSCHNSC,0,2025,2050
TRNCHNJSCHNSD,0,2025,2050
TRNCHNJSCHNSH,0,2025,2050
TRNCHNJSCHNSI,0,2025,2050
TRNCHNJSCHNSX,0,2025,2050
TRNCHNJSCHNZH,0,2025,2050
TRNCHNJXCHNSC,0,2025,2050
TRNCHNJXCHNWM,0,2025,2050
TRNCHNJXCHNZH,0,2025,2050
TRNCHNLIPRKXX,0,2025,2050
TRNCHNNICHNSD,0,2025,2050
TRNCHNNICHNSI,0,2025,2050
TRNCHNNICHNWM,0,2025,2050
TRNCHNNICHNZH,0,2025,2050
TRNCHNQICHNSC,0,2025,2050
TRNCHNQICHNTI,0,2025,2050
TRNCHNQICHNXI,0,2025,2050
TRNCHNSCCHNSI,0,2025,2050
TRNCHNSCCHNTI,0,2025,2050
TRNCHNSCCHNYU,0,2025,2050
TRNCHNSCCHNZH,0,2025,2050
TRNCHNSDCHNSX,0,2025,2050
TRNCHNSDCHNTJ,0,2025,2050
TRNCHNSDKORXX,0,2025,2050
TRNCHNSDPRKXX,0,2025,2050
TRNCHNSHCHNZH,0,2025,2050
TRNCHNSICHNSX,0,2025,2050
TRNCHNSICHNWM,0,2025,2050
TRNCHNSXCHNWM,0,2025,2050
TRNCHNTICHNXI,0,2025,2050
TRNCHNTICHNYU,0,2025,2050
TRNCHNTIINDNE,0,2025,2050
TRNCHNTIINDNO,0,2025,2050
TRNCHNTIMMRXX,0,2025,2050
TRNCHNTINPLXX,0,2025,2050
TRNCHNTIPAKXX,0,2025,2050
TRNCHNWMMNGXX,0,2025,2050
TRNCHNXIINDNO,0,2025,2050
TRNCHNXIKAZXX,0,2025,2050
TRNCHNXIKGZXX,0,2025,2050
TRNCHNXIMNGXX,0,2025,2050
TRNCHNXIPAKXX,0,2025,2050
TRNCHNXIRUSSI,0,2025,2050
TRNCHNXITJKXX,0,2025,2050
TRNCHNYUCHNZH,0,2025,2050
TRNCHNYULAOXX,0,2025,2050
TRNCHNYUMMRXX,0,2025,2050
TRNCHNYUVNMXX,0,2025,2050
TRNCIVXXGHAXX,0,2025,2050
TRNCIVXXGINXX,0,2025,2050
TRNCIVXXLBRXX,0,2025,2050
TRNCIVXXMLIXX,0,2025,2050
TRNCMRXXCOGXX,0,2025,2050
TRNCMRXXGABXX,0,2025,2050
TRNCMRXXGNQXX,0,2025,2050
TRNCMRXXNGAXX,0,2025,2050
TRNCMRXXTCDXX,0,2025,2050
TRNCODXXCOGXX,0,2025,2050
TRNCODXXRWAXX,0,2025,2050
TRNCODXXSSDXX,0,2025,2050
TRNCODXXTZAXX,0,2025,2050
TRNCODXXUGAXX,0,2025,2050
TRNCODXXZMBXX,0,2025,2050
TRNCOGXXGABXX,0,2025,2050
TRNCOLXXECUXX,0,2025,2050
TRNCOLXXPANXX,0,2025,2050
TRNCOLXXPERXX,0,2025,2050
TRNCOLXXVENXX,0,2025,2050
TRNCRIXXNICXX,0,2025,2050
TRNCRIXXPANXX,0,2025,2050
TRNCYPXXEGYXX,0,2025,2050
TRNCYPXXGRCXX,0,2025,2050
TRNCYPXXISRXX,0,2025,2050
TRNCYPXXLBNXX,0,2025,2050
TRNCYPXXSYRXX,0,2025,2050
TRNCYPXXTURXX,0,2025,2050
TRNCZEXXDEUXX,0,2025,2050
TRNCZEXXPOLXX,0,2025,2050
TRNCZEXXSVKXX,0,2025,2050
TRNDEUXXDNKXX,0,2025,2050
TRNDEUXXFRAXX,0,2025,2050
TRNDEUXXGBRXX,0,2025,2050
TRNDEUXXLUXXX,0,2025,2050
TRNDEUXXNLDXX,0,2025,2050
TRNDEUXXNORXX,0,2025,2050
TRNDEUXXPOLXX,0,2025,2050
TRNDEUXXSWEXX,0,2025,2050
TRNDJIXXERIXX,0,2025,2050
TRNDJIXXETHXX,0,2025,2050
TRNDJIXXSOMXX,0,2025,2050
TRNDJIXXYEMXX,0,2025,2050
TRNDNKXXGBRXX,0,2025,2050
TRNDNKXXNLDXX,0,2025,2050
TRNDNKXXNORXX,0,2025,2050
TRNDNKXXSWEXX,0,2025,2050
TRNDOMXXHTIXX,0,2025,2050
TRNDZAXXESHXX,0,2025,2050
TRNDZAXXESPXX,0,2025,2050
TRNDZAXXFRAXX,0,2025,2050
TRNDZAXXITAXX,0,2025,2050
TRNDZAXXLBYXX,0,2025,2050
TRNDZAXXMARXX,0,2025,2050
TRNDZAXXMLIXX,0,2025,2050
TRNDZAXXMRTXX,0,2025,2050
TRNDZAXXNERXX,0,2025,2050
TRNDZAXXTUNXX,0,2025,2050
TRNECUXXPERXX,0,2025,2050
TRNEGYXXGRCXX,0,2025,2050
TRNEGYXXISRXX,0,2025,2050
TRNEGYXXJORXX,0,2025,2050
TRNEGYXXLBYXX,0,2025,2050
TRNEGYXXSAUXX,0,2025,2050
TRNEGYXXSDNXX,0,2025,2050
TRNERIXXETHXX,0,2025,2050
TRNERIXXSAUXX,0,2025,2050
TRNERIXXSDNXX,0,2025,2050
TRNERIXXYEMXX,0,2025,2050
TRNESHXXMARXX,0,2025,2050
TRNESHXXMRTXX,0,2025,2050
TRNESPXXFRAXX,0,2025,2050
TRNESPXXMARXX,0,2025,2050
TRNESPXXPRTXX,0,2025,2050
TRNESTXXFINXX,0,2025,2050
TRNESTXXLVAXX,0,2025,2050
TRNESTXXRUSNW,0,2025,2050
TRNETHXXKENXX,0,2025,2050
TRNETHXXSDNXX,0,2025,2050
TRNETHXXSSDXX,0,2025,2050
TRNFINXXNORXX,0,2025,2050
TRNFINXXRUSNW,0,2025,2050
TRNFINXXSWEXX,0,2025,2050
TRNFRAXXGBRXX,0,2025,2050
TRNFRAXXIRLXX,0,2025,2050
TRNFRAXXITAXX,0,2025,2050
TRNFRAXXLUXXX,0,2025,2050
TRNGABXXGNQXX,0,2025,2050
TRNGBRXXIRLXX,0,2025,2050
TRNGBRXXISLXX,0,2025,2050
TRNGBRXXNLDXX,0,2025,2050
TRNGBRXXNORXX,0,2025,2050
TRNGEOXXRUSSO,0,2025,2050
TRNGEOXXTURXX,0,2025,2050
TRNGHAXXTGOXX,0,2025,2050
TRNGINXXGNBXX,0,2025,2050
TRNGINXXLBRXX,0,2025,2050
TRNGINXXMLIXX,0,2025,2050
TRNGINXXSENXX,0,2025,2050
TRNGINXXSLEXX,0,2025,2050
TRNGMBXXSENXX,0,2025,2050
TRNGNBXXSENXX,0,2025,2050
TRNGRCXXITAXX,0,2025,2050
TRNGRCXXLBYXX,0,2025,2050
TRNGRCXXMKDXX,0,2025,2050
TRNGRCXXTURXX,0,2025,2050
TRNGRLXXISLXX,0,2025,2050
TRNGTMXXHNDXX,0,2025,2050
TRNGTMXXMEXXX,0,2025,2050
TRNGTMXXSLVXX,0,2025,2050
TRNGUFXXSURXX,0,2025,2050
TRNGUYXXSURXX,0,2025,2050
TRNGUYXXVENXX,0,2025,2050
TRNHNDXXNICXX,0,2025,2050
TRNHNDXXSLVXX,0,2025,2050
TRNHRVXXHUNXX,0,2025,2050
TRNHRVXXMNEXX,0,2025,2050
TRNHRVXXSRBXX,0,2025,2050
TRNHRVXXSVNXX,0,2025,2050
TRNHUNXXROUXX,0,2025,2050
TRNHUNXXSRBXX,0,2025,2050
TRNHUNXXSVKXX,0,2025,2050
TRNHUNXXSVNXX,0,2025,2050
TRNHUNXXUKRXX,0,2025,2050
TRNIDNXXMYSXX,0,2025,2050
TRNIDNXXPNGXX,0,2025,2050
TRNIDNXXSGPXX,0,2025,2050
TRNIDNXXTLSXX,0,2025,2050
TRNINDEAINDNE,0,2025,2050
TRNINDEAINDNO,0,2025,2050
TRNINDEAINDSO,0,2025,2050
TRNINDEAINDWE,0,2025,2050
TRNINDEANPLXX,0,2025,2050
TRNINDNEINDNO,0,2025,2050
TRNINDNEMMRXX,0,2025,2050
TRNINDNOINDWE,0,2025,2050
TRNINDNONPLXX,0,2025,2050
TRNINDNOPAKXX,0,2025,2050
TRNINDSOINDWE,0,2025,2050
TRNINDSOLKAXX,0,2025,2050
TRNINDWEOMNXX,0,2025,2050
TRNINDWEPAKXX,0,2025,2050
TRNINDWESAUXX,0,2025,2050
TRNIRNXXIRQXX,0,2025,2050
TRNIRNXXOMNXX,0,2025,2050
TRNIRNXXPAKXX,0,2025,2050
TRNIRNXXTKMXX,0,2025,2050
TRNIRNXXTURXX,0,2025,2050
TRNIRQXXJORXX,0,2025,2050
TRNIRQXXKWTXX,0,2025,2050
TRNIRQXXSAUXX,0,2025,2050
TRNIRQXXSYRXX,0,2025,2050
TRNIRQXXTURXX,0,2025,2050
TRNISRXXJORXX,0,2025,2050
TRNISRXXLBNXX,0,2025,2050
TRNISRXXSYRXX,0,2025,2050
TRNITAXXMLTXX,0,2025,2050
TRNITAXXMNEXX,0,2025,2050
TRNITAXXSVNXX,0,2025,2050
TRNITAXXTUNXX,0,2025,2050
TRNJORXXSAUXX,0,2025,2050
TRNJORXXSYRXX,0,2025,2050
TRNJPNCEJPNKY,0,2025,2050
TRNJPNCEJPNSH,0,2025,2050
TRNJPNCEJPNTO,0,2025,2050
TRNJPNCEKORXX,0,2025,2050
TRNJPNHOJPNTO,0,2025,2050
TRNJPNHORUSFE,0,2025,2050
TRNJPNKYKORXX,0,2025,2050
TRNKAZXXKGZXX,0,2025,2050
TRNKAZXXRUSCE,0,2025,2050
TRNKAZXXRUSMV,0,2025,2050
TRNKAZXXRUSSI,0,2025,2050
TRNKAZXXRUSSO,0,2025,2050
TRNKAZXXRUSUR,0,2025,2050
TRNKAZXXTKMXX,0,2025,2050
TRNKAZXXUZBXX,0,2025,2050
TRNKENXXSOMXX,0,2025,2050
TRNKENXXSSDXX,0,2025,2050
TRNKENXXTZAXX,0,2025,2050
TRNKENXXUGAXX,0,2025,2050
TRNKGZXXTJKXX,0,2025,2050
TRNKGZXXUZBXX,0,2025,2050
TRNKHMXXLAOXX,0,2025,2050
TRNKHMXXTHAXX,0,2025,2050
TRNKHMXXVNMXX,0,2025,2050
TRNKORXXPRKXX,0,2025,2050
TRNKOSXXMKDXX,0,2025,2050
TRNKOSXXMNEXX,0,2025,2050
TRNKOSXXSRBXX,0,2025,2050
TRNKWTXXSAUXX,0,2025,2050
TRNLAOXXMMRXX,0,2025,2050
TRNLAOXXTHAXX,0,2025,2050
TRNLAOXXVNMXX,0,2025,2050
TRNLBNXXSYRXX,0,2025,2050
TRNLBRXXSLEXX,0,2025,2050
TRNLBYXXMLTXX,0,2025,2050
TRNLBYXXNERXX,0,2025,2050
TRNLBYXXSDNXX,0,2025,2050
TRNLBYXXTCDXX,0,2025,2050
TRNLBYXXTUNXX,0,2025,2050
TRNLSOXXZAFXX,0,2025,2050
TRNLTUXXLVAXX,0,2025,2050
TRNLTUXXPOLXX,0,2025,2050
TRNLTUXXRUSNW,0,2025,2050
TRNLTUXXSWEXX,0,2025,2050
TRNLVAXXRUSNW,0,2025,2050
TRNLVAXXSWEXX,0,2025,2050
TRNMARXXPRTXX,0,2025,2050
TRNMDAXXROUXX,0,2025,2050
TRNMDAXXUKRXX,0,2025,2050
TRNMEXXXUSAAZ,0,2025,2050
TRNMEXXXUSACA,0,2025,2050
TRNMEXXXUSAER,0,2025,2050
TRNMKDXXSRBXX,0,2025,2050
TRNMLIXXMRTXX,0,2025,2050
TRNMLIXXNERXX,0,2025,2050
TRNMLIXXSENXX,0,2025,2050
TRNMLTXXTUNXX,0,2025,2050
TRNMMRXXTHAXX,0,2025,2050
TRNMNEXXSRBXX,0,2025,2050
TRNMNGXXRUSSI,0,2025,2050
TRNMOZXXMWIXX,0,2025,2050
TRNMOZXXSWZXX,0,2025,2050
TRNMOZXXTZAXX,0,2025,2050
TRNMOZXXZAFXX,0,2025,2050
TRNMOZXXZMBXX,0,2025,2050
TRNMOZXXZWEXX,0,2025,2050
TRNMRTXXSENXX,0,2025,2050
TRNMWIXXTZAXX,0,2025,2050
TRNMWIXXZMBXX,0,2025,2050
TRNMYSXXPHLXX,0,2025,2050
TRNMYSXXSGPXX,0,2025,2050
TRNMYSXXTHAXX,0,2025,2050
TRNNAMXXZAFXX,0,2025,2050
TRNNAMXXZMBXX,0,2025,2050
TRNNERXXNGAXX,0,2025,2050
TRNNERXXTCDXX,0,2025,2050
TRNNGAXXTCDXX,0,2025,2050
TRNNGAXXTGOXX,0,2025,2050
TRNNLDXXNORXX,0,2025,2050
TRNNORXXRUSNW,0,2025,2050
TRNNORXXSWEXX,0,2025,2050
TRNOMNXXPAKXX,0,2025,2050
TRNOMNXXSAUXX,0,2025,2050
TRNOMNXXYEMXX,0,2025,2050
TRNPAKXXTJKXX,0,2025,2050
TRNPOLXXSVKXX,0,2025,2050
TRNPOLXXSWEXX,0,2025,2050
TRNPOLXXUKRXX,0,2025,2050
TRNPRKXXRUSFE,0,2025,2050
TRNQATXXSAUXX,0,2025,2050
TRNROUXXSRBXX,0,2025,2050
TRNROUXXUKRXX,0,2025,2050
TRNRUSCERUSMV,0,2025,2050
TRNRUSCERUSNW,0,2025,2050
TRNRUSCERUSSO,0,2025,2050
TRNRUSCEUKRXX,0,2025,2050
TRNRUSFERUSSI,0,2025,2050
TRNRUSMVRUSUR,0,2025,2050
TRNRUSNWRUSUR,0,2025,2050
TRNRUSSIRUSUR,0,2025,2050
TRNRUSSOUKRXX,0,2025,2050
TRNRWAXXTZAXX,0,2025,2050
TRNRWAXXUGAXX,0,2025,2050
TRNSAUXXSDNXX,0,2025,2050
TRNSAUXXYEMXX,0,2025,2050
TRNSDNXXSSDXX,0,2025,2050
TRNSDNXXTCDXX,0,2025,2050
TRNSOMXXYEMXX,0,2025,2050
TRNSSDXXUGAXX,0,2025,2050
TRNSVKXXUKRXX,0,2025,2050
TRNSWZXXZAFXX,0,2025,2050
TRNSYRXXTURXX,0,2025,2050
TRNTJKXXUZBXX,0,2025,2050
TRNTKMXXUZBXX,0,2025,2050
TRNTZAXXUGAXX,0,2025,2050
TRNTZAXXZMBXX,0,2025,2050
TRNUSAAZUSACA,0,2025,2050
TRNUSAAZUSAER,0,2025,2050
TRNUSAAZUSANW,0,2025,2050
TRNUSAAZUSARA,0,2025,2050
TRNUSAAZUSASS,0,2025,2050
TRNUSACAUSANW,0,2025,2050
TRNUSAERUSASA,0,2025,2050
TRNUSAERUSASC,0,2025,2050
TRNUSAERUSASS,0,2025,2050
TRNUSAFRUSASE,0,2025,2050
TRNUSAMEUSAMW,0,2025,2050
TRNUSAMEUSARW,0,2025,2050
TRNUSAMWUSANW,0,2025,2050
TRNUSAMWUSARA,0,2025,2050
TRNUSAMWUSARW,0,2025,2050
TRNUSAMWUSASN,0,2025,2050
TRNUSAMWUSASW,0,2025,2050
TRNUSANEUSANY,0,2025,2050
TRNUSANWUSARA,0,2025,2050
TRNUSANYUSARE,0,2025,2050
TRNUSARAUSASN,0,2025,2050
TRNUSARAUSASS,0,2025,2050
TRNUSAREUSARW,0,2025,2050
TRNUSAREUSASE,0,2025,2050
TRNUSAREUSASV,0,2025,2050
TRNUSARWUSASC,0,2025,2050
TRNUSARWUSASV,0,2025,2050
TRNUSARWUSASW,0,2025,2050
TRNUSASAUSASC,0,2025,2050
TRNUSASAUSASE,0,2025,2050
TRNUSASAUSASN,0,2025,2050
TRNUSASAUSASS,0,2025,2050
TRNUSASAUSASW,0,2025,2050
TRNUSASCUSASE,0,2025,2050
TRNUSASCUSASV,0,2025,2050
TRNUSASCUSASW,0,2025,2050
TRNUSASEUSASV,0,2025,2050
TRNUSASNUSASS,0,2025,2050
TRNUSASNUSASW,0,2025,2050
TRNUSASSUSASW,0,2025,2050
TRNZAFXXZWEXX,0,2025,2050
TRNZMBXXZWEXX,0,2025,2050
