FUEL_TYPE,CUSTOM_NODE,CAPACITY,,,
WON,CANCE,100,,,
WON,CANEA,100,,,
WON,CANNO,100,,,
WON,CANWE,100,,,
WON,CHEXX,59.31,,,
WON,CHLXX,100,,,
WON,CHNCE,1066.8,,,
WON,CHNEA,509.52,,,
WON,CHNNE,1535.35,,,
WON,CHNNO,4074.11,,,
WON,CHNNW,9044.1,,,
WON,CHNSO,100,,,
WON,CHNSW,6270.53,,,
WON,CIVXX,677.71,,,
WON,CMRXX,1267.77,,,
WON,CODXX,6358.96,,,
WON,COGXX,697.39,,,
WON,COLXX,2968.42,,,
WON,CPVXX,10.85,,,
WON,CRIXX,58.98,,,
WON,CUBXX,235.09,,,
WON,CYPXX,7.62,,,
WON,CZEXX,53.36,,,
WON,DEUXX,151.26,,,
WON,DJIXX,1000,,,
WON,DNKXX,100,,,
WON,DOMXX,1000,,,
WON,DZAXX,1000,,,
WON,ECUXX,595.64,,,
WON,EGYXX,2572.91,,,
WON,ESHXX,888.96,,,
WON,ESPXX,782.72,,,
WON,ESTXX,94.45,,,
WON,ETHXX,2869.02,,,
WON,FINXX,100,,,
WON,FJIXX,1000,,,
WON,FRAXX,100,,,
WON,GABXX,675.23,,,
WON,GBRXX,100,,,
WON,GEOXX,164.31,,,
WON,GHAXX,490.52,,,
WON,GINXX,497.65,,,
WON,GNBXX,63.92,,,
WON,GNQXX,64.62,,,
WON,GRCXX,170.51,,,
WON,GTMXX,200.29,,,
WON,GUFXX,125.92,,,
WON,HNDXX,226.42,,,
WON,HRVXX,58.1,,,
WON,HUNXX,122.25,,,
WON,IDNJW,87.03,,,
WON,IDNKA,1429.82,,,
WON,IDNML,208.83,,,
WON,IDNNU,158.88,,,
WON,IDNPP,1021.64,,,
WON,IDNSL,421.86,,,
WON,IDNSM,1005.23,,,
WON,INDEA,712.69,,,
WON,INDNE,100,,,
WON,INDNO,1855.77,,,
WON,INDSO,1265.96,,,
WON,INDWE,2021.74,,,
WON,IRLXX,99.72,,,
WON,IRNXX,4553.85,,,
WON,IRQXX,1270.73,,,
WON,ISLXX,247.9,,,
WON,ISRXX,31.29,,,
WON,ITAXX,297.32,,,
WON,JAMXX,14.69,,,
WON,JORXX,256.83,,,
WON,JPNXX,479.34,,,
WON,KAZXX,7779.04,,,
WON,KENXX,1506.54,,,
WON,KGZXX,543.96,,,
WON,KHMXX,261.86,,,
WON,KORXX,93.22,,,
WON,KWTXX,36.86,,,
WON,LAOXX,544.72,,,
WON,LBNXX,12.5,,,
WON,LBRXX,248.23,,,
WON,LBYXX,5303.48,,,
WON,LKAXX,88.23,,,
WON,LSOXX,74.33,,,
WON,LTUXX,115.53,,,
WON,LUXXX,0.62,,,
WON,LVAXX,144.75,,,
WON,MARXX,883.09,,,
WON,MDAXX,61.33,,,
WON,MDGXX,1478.76,,,
WON,MEXXX,4926.45,,,
WON,MKDXX,56.78,,,
WON,MLIXX,3574.04,,,
WON,MLTXX,0.01,,,
WON,MMRXX,1780.77,,,
WON,MNEXX,33.72,,,
WON,MNGXX,4139.04,,,
WON,MOZXX,1635.9,,,
WON,MRTXX,3420.22,,,
WON,MUSXX,1.68,,,
WON,MWIXX,93.74,,,
WON,MYSPE,240.45,,,
WON,MYSSH,159.68,,,
WON,MYSSK,356.29,,,
WON,NAMXX,1682.86,,,
WON,NERXX,3225.62,,,
WON,NGAXX,1634.77,,,
WON,NICXX,214.22,,,
WON,NLDXX,8.35,,,
WON,NORXX,100,,,
WON,NPLXX,322.22,,,
WON,NZLXX,100,,,
WON,OMNXX,956.61,,,
WON,PAKXX,2120.3,,,
WON,PANXX,154.69,,,
WON,PERXX,3349.75,,,
WON,PHLLU,234.67,,,
WON,PHLMI,248.92,,,
WON,PHLVI,110.17,,,
WON,PNGXX,1443.69,,,
WON,POLXX,185.09,,,
WON,PRKXX,337.82,,,
WON,PRTXX,112.88,,,
WON,PRYXX,1029.06,,,
WON,QATXX,22.46,,,
WON,ROUXX,359.17,,,
WON,RUSCE,1537.83,,,
WON,RUSFE,36854.81,,,
WON,RUSMV,2774.9,,,
WON,RUSNW,3963.98,,,
WON,RUSSI,100,,,
WON,RUSSO,1458.63,,,
WON,RUSUR,3517.77,,,
WON,RWAXX,43.46,,,
WON,SAUXX,4877.26,,,
WON,SDNXX,6049.64,,,
WON,SENXX,410.75,,,
WON,SGPXX,0.19,,,
WON,SLEXX,152.19,,,
WON,SLVXX,39.72,,,
WON,SOMXX,2084.89,,,
WON,SRBXX,155.4,,,
WON,SURXX,395.35,,,
WON,SVKXX,40.83,,,
WON,SVNXX,16.73,,,
WON,SWEXX,1026.16,,,
WON,SWZXX,50.73,,,
WON,SYRXX,507.61,,,
WON,TCDXX,3570.73,,,
WON,TGOXX,137.23,,,
WON,THACE,79.83,,,
WON,THANO,100,,,
WON,THASO,90.9,,,
WON,TJKXX,316.23,,,
WON,TKMXX,1430.09,,,
WON,TLSXX,38.72,,,
WON,TTOXX,5.05,,,
WON,TUNXX,323.21,,,
WON,TURXX,2003.84,,,
WON,TWNXX,46.06,,,
WON,TZAXX,1319.71,,,
WON,UGAXX,399.46,,,
WON,UKRXX,1122.03,,,
WON,URYXX,507.68,,,
WON,USAMR,3472.83,,,
WON,USANP,594.3,,,
WON,USARF,713.75,,,
WON,USASE,2902.25,,,
WON,USATE,1723.64,,,
WON,USAWE,7924.13,,,
WON,UZBXX,1171.88,,,
WON,VENXX,1179.46,,,
WON,VNMCE,272.42,,,
WON,VNMNO,265.84,,,
WON,VNMSO,44.47,,,
WON,YEMXX,1451.16,,,
WON,ZAFXX,3325.2,,,
WON,ZMBXX,1163.91,,,
WON,ZWEXX,892.05,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
