Datetime,IDNJW,IDNKA,IDNML,IDNNU,IDNPP,IDNSL,IDNSM,LAOXX,MMRXX,MYSPE,MYSSH,MYSSK,PHLLU,PHLMI,PHLVI,THACE,THANO,THASO,VNMCE,VNMNO,VNMSO,BRNXX,KHMXX,SGPXX
01/01/2015 0:00,50,16.92,33.558,10.152,0.846,50,50,0,27.4,41.6,6.8,0.6,100,100,100,39.6,0,63,44.6,27.6,50,0.6,19.8,46.4
01/01/2015 1:00,50,41.454,37.224,10.152,2.256,50,50,0,33.3,50.8,19,0.2,100,100,100,53,0,70.8,46.7,25.1,50,1.2,66,43.6
01/01/2015 2:00,50,47.376,36.096,13.254,3.102,50,50,0,43.3,63.2,32.8,0.8,100,100,100,42.8,0,100,50,25.9,50,1.4,89.8,45.8
01/01/2015 3:00,50,38.07,35.532,19.458,6.204,50,50,0,37.5,79.4,42.8,0.4,100,100,100,27.4,0,100,50,23.6,50,1,92.2,41.2
01/01/2015 4:00,50,25.38,36.942,25.098,10.152,50,50,0,32.4,89.2,47,0,100,100,100,18.4,0,100,50,22,50,0.6,86.4,31
01/01/2015 5:00,50,24.816,40.044,28.482,11.844,50,50,0,25.7,84.4,41.6,0,100,100,100,16,0,100,50,20,50,0.4,76,21
01/01/2015 6:00,50,25.098,41.736,30.456,9.306,50,50,0,19.7,62.8,30.8,0,100,100,100,17.4,0,100,50,19.2,50,0.8,68.8,12.4
01/01/2015 7:00,50,21.714,42.018,25.38,10.152,50,50,0,16.6,35.4,17.8,0.2,100,100,100,21.2,0,100,50,19.5,50,3.2,67.4,6.2
01/01/2015 8:00,50,11.562,40.89,16.356,16.356,50,50,0,17.1,13.8,9,0.6,100,100,100,28,0,100,50,20.6,50,6,70.4,4
01/01/2015 9:00,50,7.896,31.866,12.126,25.662,50,50,0,14.6,16.6,16.6,3.2,100,100,100,36.4,0,91,48.3,22.3,50,12,64.2,4.4
01/01/2015 10:00,50,24.252,21.714,15.228,20.022,50,50,0,16.1,26.4,34.4,28.4,100,100,100,47.6,0,81.2,45.6,33.6,50,29.2,60,9.4
01/01/2015 11:00,50,21.996,14.946,19.458,9.87,50,50,0,20.5,38.6,31.4,54,100,100,100,58.8,0,82.8,47.4,40.7,50,35.8,65,20.6
01/01/2015 12:00,50,22.56,10.152,20.022,8.742,50,50,0,21,46.6,33.8,51.8,100,100,100,56.8,0,84,48.6,44.2,50,36,68.8,31.8
01/01/2015 13:00,50,25.38,6.486,20.586,7.332,50,50,0,19.6,49.4,61.8,46.6,100,100,100,46.6,0,77.4,48.5,47.2,50,27.2,62,40
01/01/2015 14:00,50,26.79,3.666,23.688,9.588,50,50,0,17.1,73.4,72.4,49.6,100,100,100,36.8,0,74.2,48.6,45.2,50,23.4,55,42.6
01/01/2015 15:00,50,36.096,3.102,25.38,14.1,50,50,0,19.5,62.2,71,51.2,100,100,100,39.8,0,70,48.3,41.5,50,24,53.6,42.6
01/01/2015 16:00,50,37.788,3.102,27.072,12.69,50,50,0,18.6,50.4,60.4,43.8,100,100,100,57.2,0,63.4,48.2,40.2,50,24,54.8,40.2
01/01/2015 17:00,50,40.608,4.794,29.328,8.46,49.35,50,0,18.2,40.8,55.6,45,100,100,100,79,0,59,48.3,38.8,50,22.2,54.4,33.6
01/01/2015 18:00,50,45.402,6.486,38.634,4.794,49.35,50,0,24,33.2,65.6,44.6,100,100,100,93.8,0,57.8,48.7,35.6,50,18.2,54.4,26.2
01/01/2015 19:00,50,47.094,6.204,50,1.974,44.274,50,0,29.3,35.6,76,41.2,100,100,100,97.6,0,65,49.7,32,50,15.2,54,20.4
01/01/2015 20:00,50,30.456,5.076,50,0.846,40.326,50,0,33.1,36.4,75.8,31,100,100,100,96.6,0,79.8,50,29.8,50,11.6,50.2,16.4
01/01/2015 21:00,50,27.072,5.076,50,0.282,38.634,50,0,37.9,32,45.4,16.4,100,100,100,86.8,0,80.2,50,28.6,50,5.4,40.6,10.6
01/01/2015 22:00,50,21.996,4.23,50,0,36.096,50,0,43.4,27.8,16,6,100,100,100,74.4,0,75.2,50,28.5,50,1.4,31.6,6.4
01/01/2015 23:00,50,12.126,0.564,50,0.282,31.302,50,0,47,25,0.4,1.4,100,90,100,63.8,0,76.2,50,25.4,50,0.2,26,4
02/01/2015 0:00,50,2.256,0.282,32.148,0.564,35.532,50,0,44.2,27.2,0,0,100,71,100,44,0,66.4,50,16.9,50,0,23.4,1.8
02/01/2015 1:00,50,2.256,0.282,25.38,0.846,32.148,50,0,30.8,51.4,0,0,100,56,100,69.6,0,62,50,18.7,50,0,57.4,1.2
02/01/2015 2:00,50,7.05,0.282,36.66,2.256,32.994,50,0,37.7,71.8,1.4,0,100,53,100,65.2,0,91.6,50,15.5,50,0,80.4,0.4
02/01/2015 3:00,50,14.1,1.974,38.634,8.46,33.84,50,0,32.8,80.8,9.8,0,100,55.6,100,52.2,0,100,50,10,50,0,87.4,0.2
02/01/2015 4:00,50,21.996,9.306,37.788,19.176,34.968,50,0,25.5,75.4,21,0,100,61,100,39.8,0,100,50,6.6,50,0.4,82.8,0.2
02/01/2015 5:00,50,23.97,15.228,41.736,29.892,34.404,50,0,16.7,56.4,29.2,0,100,63.4,100,31.6,0,100,50,4.7,50,1,72.8,0.2
02/01/2015 6:00,50,20.022,9.024,48.222,33.276,32.712,50,0,17.9,35.2,29.6,0.2,100,63.4,100,28,0,100,50,3.9,50,0.4,65,1
02/01/2015 7:00,50,10.152,4.23,50,31.584,32.148,50,0,17.5,22.2,17.8,0.2,100,63.4,100,28.2,0,100,50,3.6,50,0,63.6,2.6
02/01/2015 8:00,50,3.666,3.384,50,35.532,47.658,50,0,14,21.2,5.4,0,100,66.4,100,31.4,0,100,50,3.5,50,0,66.6,4.6
02/01/2015 9:00,50,3.666,3.102,50,38.07,50,50,0,10.3,21.4,9.2,0,100,91.4,100,36.6,0,99,46.5,4.6,50,0.2,65,6.6
02/01/2015 10:00,50,7.614,2.82,50,30.738,50,50,0,9.3,22.4,21,2.4,100,100,100,47.4,0,89.4,43,8.2,50,3,57.8,9.2
02/01/2015 11:00,50,18.048,3.666,50,29.046,43.428,50,0,15.1,28.4,32.6,11.6,100,100,100,59.8,0,84.4,44.1,11.7,50,7.4,60.8,16.6
02/01/2015 12:00,50,29.046,5.076,42.3,23.97,40.89,50,0,28.4,36,17.6,17,100,100,100,60.8,0,78.8,43.3,14.6,50,6.2,60,27.4
02/01/2015 13:00,50,30.456,7.896,38.07,17.484,41.736,50,0,31,41.8,12.6,19.8,100,100,100,54,0,75.8,42.7,15.5,50,2.8,53.2,40.2
02/01/2015 14:00,50,26.226,11.844,37.506,14.382,44.556,50,0,24.9,51,7.4,18.8,100,100,100,47.6,0,72.2,42,13.3,50,0.4,43.8,53
02/01/2015 15:00,50,21.432,17.202,40.608,10.716,46.812,50,0,16.4,43.8,1.6,19.8,100,100,100,48.4,0,68.6,42.8,9.7,50,0,44.8,56
02/01/2015 16:00,50,23.688,25.098,37.788,11.562,42.3,50,0,13.7,38.4,0.2,27.6,100,100,100,56.6,0,70.6,41.2,5.7,50,0,52.4,55.8
02/01/2015 17:00,50,22.56,34.404,35.532,7.614,36.378,50,0,17.9,44,0,30,100,100,100,71.6,0,68,42,3,50,0.8,62.4,61.8
02/01/2015 18:00,50,16.356,37.506,37.224,10.998,32.712,50,0,22.7,45,0,23.8,100,100,100,83,0,62.2,42.4,2.8,50,5.8,65.4,71.6
02/01/2015 19:00,50,13.818,37.224,32.712,14.664,31.866,50,0,28,49.8,0.2,10.6,100,100,100,86.2,0,62.8,42.3,2.7,50,15.2,61,83.6
02/01/2015 20:00,50,13.254,35.25,25.944,19.176,38.916,50,0,34.1,53,5.2,2,100,100,100,86.8,0,62,42.9,1.8,50,23.2,56.6,96.2
02/01/2015 21:00,50,10.434,33.558,20.586,21.15,36.378,50,0,38.8,52.8,14.6,0,100,100,100,82.2,0,59.4,43,3.6,50,25.8,44.4,97.6
02/01/2015 22:00,50,2.82,20.586,18.894,10.152,27.072,50,0,43.4,49,16.8,0.4,100,100,100,74.8,0,58.8,40.7,6,50,28.4,33,88
02/01/2015 23:00,50,5.64,9.306,17.484,20.586,23.688,50,0,46,50.4,5.8,3,100,100,100,66.8,0,60.6,41.1,8.4,50,13.4,27.2,73.8
03/01/2015 0:00,50,20.868,11.28,18.048,33.84,38.07,50,0,41.5,28.8,3,2.4,100,100,100,54.8,0,47,37.1,7.7,50,4.8,30.4,49.2
03/01/2015 1:00,50,18.612,18.048,25.662,41.172,50,50,0,11.6,58.2,8,0.4,100,100,100,57,0,51.6,41.5,5.4,50,2,87.4,32
03/01/2015 2:00,50,24.534,22.278,50,46.812,50,50,0,24.8,65,9.4,0.6,100,100,100,45,0,94.8,42.6,4.5,50,0.2,96.8,31.6
03/01/2015 3:00,50,40.608,24.534,50,50,50,50,0,17.4,65.6,10.8,0.2,100,100,100,32.8,0,100,43,3.3,50,0.4,84.4,32
03/01/2015 4:00,50,50,18.048,50,50,50,50,0,21.1,63.4,9.8,0.2,100,100,100,23,0,100,43.8,2.6,50,0.6,72.4,25.4
03/01/2015 5:00,50,50,9.87,50,50,50,50,0,26.5,51.8,7.4,2.8,100,100,100,17.2,0,100,44.6,2.6,50,1.6,61.8,20.4
03/01/2015 6:00,50,41.454,5.076,50,50,50,50,0,28.8,39.4,3.6,8.2,100,100,100,14.2,0,100,45.6,3.8,50,2.2,53.2,20
03/01/2015 7:00,50,23.688,5.358,49.35,50,50,50,0,24.8,29.2,1.4,6.8,100,100,100,14.2,0,100,46.5,4.7,50,1,47.6,18
03/01/2015 8:00,50,7.614,9.87,43.428,50,50,50,0,16,19.4,1.6,2.2,100,100,100,16.8,0,99.6,46.4,7.1,50,0.2,45.6,11.6
03/01/2015 9:00,50,6.486,20.868,41.454,50,50,50,0,8.2,19.6,9,2.8,100,100,100,23.8,0,78.8,39.9,11.6,50,0.2,46.6,10
03/01/2015 10:00,50,21.432,39.48,44.556,50,37.224,41.454,0,5,19.8,26.8,14.4,100,100,100,38.8,0,67.4,39.6,17.8,50,0.8,48.6,12.8
03/01/2015 11:00,50,26.79,50,44.274,50,32.712,37.788,0,12.5,21.2,37.4,24.8,100,100,100,54.8,0,62.2,39,22,50,1.6,51.8,18.6
03/01/2015 12:00,50,18.894,50,38.634,38.916,27.354,44.556,0,22,24.6,40.2,32,100,100,100,58.2,0,61.2,39,23.2,50,3,50,25.8
03/01/2015 13:00,50,16.074,50,45.402,48.504,22.278,43.428,0,22.1,28.2,28.8,31.2,100,100,100,51,0,62.6,36.7,19.6,50,4.2,45.6,34
03/01/2015 14:00,50,16.356,50,50,32.148,20.586,47.376,0,25.5,29.8,24.4,21.6,100,100,100,40.6,0,61.2,35.7,12.5,50,6.4,44.6,40.6
03/01/2015 15:00,50,20.022,50,50,29.328,21.714,49.914,0,21.8,29.6,19.8,15.2,100,100,100,36,0,61.4,34.5,6.7,50,8.2,54,45.6
03/01/2015 16:00,50,15.51,50,50,26.508,23.97,49.632,0,16.6,32.2,14,10.8,100,100,100,38.4,0,58.8,33.5,4.6,50,8.2,63.6,48.8
03/01/2015 17:00,50,23.97,50,50,25.944,24.534,50,0,18.2,39.4,8.8,8.2,100,100,100,45,0,49.8,32,3.9,50,7.4,66.4,49
03/01/2015 18:00,50,30.456,45.684,50,26.79,23.124,50,0,17.1,41.4,5.4,6.6,100,100,100,55,0,36.8,31.8,2.7,50,7,58.8,47.2
03/01/2015 19:00,50,33.84,46.53,50,29.328,23.688,50,0,18.8,37.4,1.6,7,100,100,100,62.2,0,32.4,32.4,1.3,50,7,49.2,46.6
03/01/2015 20:00,50,34.968,49.35,50,34.122,26.508,50,0,21.3,34.4,0,9.6,100,100,100,63.8,0,31.4,34.4,1.7,47.6,7,45,50.8
03/01/2015 21:00,50,32.994,45.402,43.146,37.788,26.79,43.992,0,29.3,34,0,13.6,100,100,100,63.4,0,35.4,33.4,1.9,40.4,6.8,38.8,53.2
03/01/2015 22:00,50,29.61,34.686,21.714,16.638,26.508,37.788,0,35.1,35,0,23,100,100,100,53,0,37.2,30.2,1.6,39.3,7.2,28.4,50
03/01/2015 23:00,50,11.562,29.328,11.28,2.256,25.098,31.584,0,27,30.8,0,23.6,100,100,100,46,0,38,27.1,1.4,36.2,4.4,23.6,42.8
04/01/2015 0:00,50,19.176,27.918,17.766,9.588,31.02,31.02,0,21.9,15.2,1.6,0.4,100,100,100,26.6,0,27.2,22.2,0.9,34.1,0,28.8,31.6
04/01/2015 1:00,50,25.098,24.816,31.866,14.946,40.608,40.608,0,15.6,28.8,7.8,0,100,100,100,31.4,0,21,37.7,0.1,50,0,56.6,37
04/01/2015 2:00,34.404,25.38,21.432,37.506,12.69,46.248,43.146,0,4.6,33.2,9.8,0,100,100,100,27.6,0,28,40,1.2,50,0,46.6,40
04/01/2015 3:00,32.712,40.044,20.022,38.352,16.074,50,39.48,0,5.2,29.2,11.2,0,100,100,100,14.6,0,27.4,40.7,2.8,50,0,35.4,36.2
04/01/2015 4:00,39.198,50,19.176,34.968,17.484,50,34.122,0,2.6,21.4,10.8,0,100,100,100,8.6,0,27.4,41.1,4.6,50,0.8,32.2,28
04/01/2015 5:00,47.094,50,21.432,26.79,15.228,50,35.532,0,5.8,16,10,0,100,100,100,7.8,0,28,41.2,7.3,50,2.6,31,19.2
04/01/2015 6:00,50,50,26.79,17.202,8.742,50,40.608,0,9.3,15.8,11.6,0,100,100,100,9.2,0,26.2,41.5,8.5,50,4.2,31,12.8
04/01/2015 7:00,50,49.914,36.942,8.46,5.922,50,43.71,0,10.3,15.4,11.6,0.4,100,100,100,14.4,0,24.4,42.4,8,50,4,33.8,8
04/01/2015 8:00,50,24.252,50,4.23,13.536,50,40.89,0,8.6,17.8,5.8,1.4,98.2,92.8,100,22.8,0,23.6,41.2,8,48.1,2.2,39.8,5.2
04/01/2015 9:00,50,20.022,50,3.102,33.276,50,33.558,0,7.8,26.8,4,1.2,92.8,96.8,100,29.4,0,24.4,29.8,11.1,39.4,1.4,44.2,5.6
04/01/2015 10:00,50,31.866,50,4.512,43.71,44.274,21.432,0,12.3,31.6,14.6,11,93.6,100,100,39,0,26,27.4,26.1,38.8,2.6,47.2,10.2
04/01/2015 11:00,50,37.224,50,7.332,37.506,43.71,24.816,0,12.3,41.2,18,32.4,93.4,100,100,51.6,0,32.8,26.9,36.7,39.5,2.8,50.8,21.4
04/01/2015 12:00,50,38.634,50,7.05,20.586,43.992,30.456,0,6.3,43,20.2,36.6,88.6,100,100,60.2,0,32.2,24.2,36.4,41.3,2,46.2,33.4
04/01/2015 13:00,50,37.788,50,6.204,9.024,42.864,29.046,0,12.4,50.2,17.8,38.4,84,100,100,65,0,26.8,20.7,29.2,42,1.6,39.6,46.6
04/01/2015 14:00,50,36.096,50,5.64,4.23,37.224,28.482,0,18.7,55,17.6,40,87.4,100,100,63.4,0,23.6,17.8,17.8,45.9,2.6,34.2,56.2
04/01/2015 15:00,50,33.558,50,7.614,4.23,33.84,28.2,0,16.7,55.6,16.8,34.8,91.4,100,100,53.8,0,26.4,15.3,13.5,50,5.6,28.8,60.4
04/01/2015 16:00,50,34.404,50,11.844,11.28,35.532,28.482,0,16,54.4,17.6,34.2,100,100,100,46.2,0,31.6,15.8,11.3,50,12.6,23.6,57.6
04/01/2015 17:00,50,36.096,50,19.458,13.818,38.634,31.302,0,21.7,50.8,22.8,31.8,98.8,100,100,40.4,0,35.6,16.1,6.4,50,18.2,22.6,51.8
04/01/2015 18:00,50,34.686,50,25.098,15.51,43.428,35.25,0,24.5,49.8,24.2,28.2,94,100,100,39,0,35.8,16.6,2.3,50,17.6,24,52.8
04/01/2015 19:00,43.428,33.558,50,29.046,17.766,50,40.89,0,21.3,52.8,25.8,23.8,90.6,100,100,41.4,0,32.4,19,0.9,46.8,13.8,24.2,62.6
04/01/2015 20:00,36.66,26.79,50,30.738,16.638,50,44.838,0,29,51.2,29.2,21,92,100,100,40.2,0,26.8,22.2,0.5,40.3,10.2,26,70.6
04/01/2015 21:00,34.122,22.56,47.376,27.918,10.434,50,39.762,0,36.2,47,27.4,25.4,92.4,100,100,35.4,0,20.8,23.2,0.3,35.8,7.6,22.2,68.2
04/01/2015 22:00,33.84,23.97,32.148,19.458,0.282,50,31.584,0,39.8,45.6,29,34.2,92.8,100,100,32.4,0,13.6,23.4,0.2,32.1,8.2,17.2,60.8
04/01/2015 23:00,25.944,15.228,26.226,11.28,1.128,45.684,25.098,0,39.7,42.4,17.2,24.8,92.6,100,100,30.4,0,6,19.2,0.2,27,7.6,15.4,47.8
05/01/2015 0:00,9.87,6.768,28.482,12.126,7.896,50,19.458,0,37.9,25.8,4,1.6,100,100,100,15.4,0,2.6,11.1,0.2,31.9,1.6,12.2,29.6
05/01/2015 1:00,5.64,9.87,36.66,17.484,14.664,50,16.356,0,11.5,35.8,4.2,2,96.8,100,100,13.8,0,3.6,20.8,0.4,42.4,2.6,36.8,35.8
05/01/2015 2:00,9.87,16.92,48.504,23.688,21.432,41.172,12.408,0,1.1,40.2,17,6,84.8,100,100,19,0,6,20.6,0.6,40.7,2.6,32.8,43
05/01/2015 3:00,14.664,21.714,50,28.482,28.2,37.506,12.69,0,1.2,34,25,3.4,73,100,100,13.4,0,4.2,19.5,0.8,36.7,2.4,19.4,42.4
05/01/2015 4:00,17.202,19.74,50,29.61,32.43,38.916,14.382,0,0.5,26.4,24.6,0.8,64.6,91.2,100,10,0,3.4,18.6,1.3,34.4,2.4,14.2,38.4
05/01/2015 5:00,16.074,17.766,50,26.79,33.276,42.582,15.228,0,1.1,22,16.4,0.8,58.8,83.6,100,8.2,0,3.6,18.3,1.8,35.2,2.8,13.2,33.6
05/01/2015 6:00,12.69,17.202,50,20.022,26.226,43.992,16.356,0,3.4,20.4,8.6,2.2,54.8,78.2,98.2,6.2,0,4.8,19.4,2,37,3.2,12.2,26.6
05/01/2015 7:00,9.024,10.716,50,10.434,28.2,50,22.842,0,7.3,19.2,4.4,3.4,55.4,73.6,93.2,5,0,6.2,21,1.9,38.2,2.4,11.8,20.6
05/01/2015 8:00,6.204,2.538,50,2.256,36.66,50,27.918,0,13.7,20.4,4.2,2.4,58.8,64.6,79,5.2,0,8,20.8,1.4,35.7,0.8,12,18
05/01/2015 9:00,6.204,1.692,50,0.564,42.864,50,27.072,0,18.9,22,16.6,1.4,66.8,65.8,77.8,6.6,0,10,19.3,1.2,27.8,0.6,12.6,19.6
05/01/2015 10:00,7.332,12.972,39.762,1.974,36.942,50,38.634,0,17.5,18.6,39.2,8.8,79,89.4,92,11.4,0,12.8,24.5,6.9,28.1,1.8,12.4,21.6
05/01/2015 11:00,13.818,36.942,26.79,3.384,35.532,50,45.12,0,7.1,23.2,40.4,24.6,76.2,100,100,17.6,0,21,24.9,16,29.4,2.2,12.2,26.2
05/01/2015 12:00,12.408,45.966,23.97,3.666,34.122,50,50,0,2.1,31.4,37.2,25.2,66.6,100,100,20,0,27.4,20.5,25.2,29.7,1.2,11,31
05/01/2015 13:00,3.666,39.48,26.226,3.102,36.66,40.044,42.864,0,2.2,38.6,28.8,16,61.8,100,100,19,0,31,18.5,29.7,30,0.4,8.4,34.4
05/01/2015 14:00,2.538,43.428,25.944,3.102,38.634,29.046,32.43,0,3.5,45.6,22.4,9,58,100,100,14.8,0,31.2,16.7,26.4,27.8,0.2,6.4,38.8
05/01/2015 15:00,3.384,40.608,29.046,3.666,36.66,28.764,24.534,0,5.6,54,9.8,2.2,57.8,100,100,10.6,0,32.4,16.1,19,27.9,0,7,42.8
05/01/2015 16:00,3.948,43.71,37.506,4.794,31.302,28.482,27.918,0,9.1,51.2,0.6,0.2,59.6,100,100,7.2,0,33.6,17.3,12.9,30.5,0,7.4,47.6
05/01/2015 17:00,5.076,42.582,46.248,4.794,31.866,27.072,28.764,0,15.5,51.8,0.4,0,61,100,100,4.8,0,35,18,9.5,30.5,0.6,6.4,56.6
05/01/2015 18:00,7.332,43.428,50,4.512,32.994,26.79,31.584,0,23.3,56,1,0.2,62.2,100,100,4.4,0,33.4,19,4.9,30,2.4,6.2,67.8
05/01/2015 19:00,8.46,48.222,50,5.076,36.378,27.072,40.608,0,27.4,61.6,0.8,0.6,65.8,100,100,7.4,0,29.4,20,2.5,30,3.6,7.4,75.8
05/01/2015 20:00,9.024,50,50,5.358,38.352,26.79,50,0,31.5,59.8,0.6,1.6,69.2,100,100,15.8,0,27,21.7,2.6,30.6,4.8,10,74.8
05/01/2015 21:00,8.742,47.376,50,5.922,22.842,21.15,50,0,38.4,52.6,0.8,6.8,67.4,100,100,26.6,0,26.8,21.4,4.2,31.7,4.6,12.6,71.6
05/01/2015 22:00,8.178,43.71,50,5.076,7.896,15.228,50,0,44,49.4,1,18.2,64.6,100,100,34,0,28,20.5,5.8,31,4.4,12,66.4
05/01/2015 23:00,4.23,21.432,50,0.846,14.946,13.254,50,0,49,42.4,1.6,17,51.4,100,100,34.8,0,31,19.4,7.2,29.5,4.2,10.2,56.6
06/01/2015 0:00,0.564,18.33,47.658,0.564,24.534,13.818,23.97,0,49.1,22.2,0,0.2,50.8,100,100,15.6,0,22.4,19.2,5.4,28.9,0.2,8.8,39.8
06/01/2015 1:00,1.692,21.714,39.762,1.128,24.252,11.844,8.742,0,17.9,32.4,0,0,46.2,94.2,100,6,0,19.8,29.1,6.1,40.2,0,27.8,35.8
06/01/2015 2:00,3.948,14.664,32.712,1.974,23.124,14.382,3.384,0,2.5,37,0.2,0,39,73.8,80.6,10.8,0,26.4,30.3,8.4,41.5,0,20.6,36.6
06/01/2015 3:00,9.024,9.024,30.456,2.82,24.534,16.638,6.204,0,5.1,37,0.2,0,33.4,63.8,65.4,10.4,0,29,31.5,11.2,43.7,0,11.8,38.4
06/01/2015 4:00,13.536,9.588,31.302,3.102,28.2,23.97,10.716,0,4.5,35.8,0.2,0,29.4,58.8,59.4,9.8,0,30.4,32.1,12.2,44.8,0,9,38.6
06/01/2015 5:00,16.074,9.024,32.148,3.948,27.636,30.174,18.894,0,3.8,31,0.4,0,28.2,55.4,57,9.8,0,30.4,32,13.5,45,0,7.4,35.2
06/01/2015 6:00,15.51,11.844,33.276,5.076,31.02,31.302,24.816,0,6.4,26,0.4,0.4,30.4,52.2,56,9.4,0,29.8,33,14.7,45,0,6.8,30.8
06/01/2015 7:00,12.69,14.946,31.584,5.076,50,24.816,28.482,0,6.2,21,0.4,0.6,34,52.2,54.4,9.4,0,29.4,35,17,45.4,0,7.4,26.8
06/01/2015 8:00,10.152,15.228,26.226,2.256,50,15.228,34.404,0,4.8,18,0.2,0.2,37.4,49,49.8,10.8,0,30,35.6,22.4,46.7,0,9,24.6
06/01/2015 9:00,10.152,9.588,23.124,1.974,50,8.46,40.608,0,5,22.4,1,0,44.6,51.8,45,14.2,0,30.6,29.2,28.1,50,0,12.8,26.6
06/01/2015 10:00,11.562,10.152,22.278,1.974,50,7.332,43.992,0,10.4,28.8,15,0.4,62.2,64.6,44.8,23,0,35.2,29.2,34.9,50,0.2,20.2,30.6
06/01/2015 11:00,12.408,12.126,28.2,2.82,39.48,8.742,48.222,0,11.8,39.4,27.6,2.6,72.2,77.2,49.4,32.4,0,42.4,28.1,34.4,50,1.6,30.4,34.8
06/01/2015 12:00,14.664,19.74,30.456,5.076,37.506,10.716,50,0,8.5,45.6,29.6,10.2,70.4,87.6,54,38,0,37,28.9,28,50,5.8,38.8,36.2
06/01/2015 13:00,16.638,27.072,30.456,7.614,36.942,10.716,50,0,12.6,47.6,29.6,19.6,70.4,95.8,57.2,36.6,0,31.8,29.3,25.9,50,8.4,42.2,36.4
06/01/2015 14:00,20.868,31.866,31.302,10.998,37.506,10.716,50,0,17.7,48,24.8,22.4,72.2,100,60,27.8,0,29,28.3,26.4,50,8.8,38.8,33.4
06/01/2015 15:00,23.688,39.48,29.328,12.972,37.224,11.844,50,0,18.5,46.2,19.2,22.4,74.4,100,68.2,15.4,0,28,29.9,27.4,50,8.2,31.4,34.8
06/01/2015 16:00,21.714,38.352,28.482,15.51,38.352,17.202,50,0,18.1,46.8,17,24.8,76.2,100,79,5.8,0,29,32.4,31.2,50,7.2,28.6,40.4
06/01/2015 17:00,17.484,33.276,28.764,23.124,39.198,20.868,50,0,20.7,51.4,16.8,27.4,73.4,100,91.2,1.4,0,32.4,33.1,36.5,50,6.2,38,47.2
06/01/2015 18:00,12.126,30.456,30.456,22.56,33.276,20.304,50,0,24.6,50.2,15.6,28.4,73.6,99.6,100,0.4,0,39.6,34.8,42,50,4.8,49.8,50.2
06/01/2015 19:00,7.332,31.584,31.584,24.252,25.098,19.74,50,0,32.3,52.2,12.4,22.8,73,91.4,100,0.6,0,42.4,35.4,46.7,50,5,55.8,53.2
06/01/2015 20:00,4.23,32.994,34.686,25.098,24.252,17.766,50,0,31.8,49.8,11.2,17.4,70.4,84.6,100,3.2,0,50.2,38.7,50,50,6.6,68,52.2
06/01/2015 21:00,4.23,37.224,33.84,21.432,18.33,18.048,50,0,29.5,43.6,8.2,10.8,69.4,77.8,99.8,11.2,0,51.4,40.3,50,50,6.8,64,45.4
06/01/2015 22:00,5.64,47.094,25.662,15.51,5.64,16.074,50,0,29.1,37.4,6.6,5,67.4,67.4,90.8,19,0,48,41.3,50,50,6.4,55.8,35.8
06/01/2015 23:00,4.23,11.28,27.636,6.768,9.024,11.562,50,0,30,29.2,10,3,60.4,61.6,88.2,25.2,0,50.6,38,50,50,3.4,44,25.2
07/01/2015 0:00,2.256,8.178,45.966,5.922,19.74,20.586,50,0,31.3,9.4,3,0,62.8,71.8,100,15.8,0,38.4,38.7,50,50,0.4,51.8,10.8
07/01/2015 1:00,3.102,9.024,45.12,5.076,25.944,43.146,50,0,9.6,20,11.6,0,56.4,68.6,100,9.6,0,42.4,46.9,50,50,0.2,90,6
07/01/2015 2:00,5.64,11.562,40.608,3.948,25.098,50,50,0,2.5,18.6,14.2,0,46.2,63.4,95.8,27.6,0,58.8,49.4,50,50,0,83.6,4.6
07/01/2015 3:00,8.46,15.792,39.48,2.538,22.278,50,50,0,3.2,15.8,15,0,38.6,58,85.2,40,0,61,48.5,50,50,0,65,5.8
07/01/2015 4:00,10.998,21.432,38.352,3.102,18.33,50,50,0,6.8,15.2,16,0.6,34.2,48.6,71.6,32.2,0,58.6,47.2,45.9,50,0.2,49,9
07/01/2015 5:00,11.844,25.662,38.634,5.922,18.048,50,50,0,10.7,18.6,16.6,3.4,28.8,40.6,58.8,21,0,54.4,45.6,42.2,50,2.4,37.2,11.8
07/01/2015 6:00,14.382,22.56,37.788,9.024,21.996,50,50,0,13.1,21.4,17.2,6,22.4,36.2,54,12.8,0,50,44.6,40.1,50,7,30,14.6
07/01/2015 7:00,16.356,18.048,33.558,9.87,30.738,50,50,0,12.6,23,12.4,6.4,21.8,31,53.6,8.6,0,47.6,43.9,38.8,50,9.4,27,16.6
07/01/2015 8:00,17.484,19.458,26.226,9.024,46.53,34.968,50,0,9.9,23.8,9.4,3.4,24,22.8,45.4,7.4,0,47.4,40.1,39.6,50,6.8,27.8,18.6
07/01/2015 9:00,19.458,10.434,19.74,7.332,50,21.714,50,0,6.8,31.4,17.4,1.8,29.6,18.8,42,9.6,0,42,32.7,38.1,50,4,32.4,23.2
07/01/2015 10:00,26.79,10.716,12.408,9.87,50,18.612,50,0,5.9,33.2,33.8,10.6,43.4,22.2,44,18.6,0,40.2,34.1,36.2,50,7.4,45.4,27.6
07/01/2015 11:00,31.302,25.098,9.306,11.844,50,21.996,50,0,6.1,40.8,39.4,20,57.2,31,48.6,30.6,0,48.2,31.3,34.6,50,12.4,61,32.8
07/01/2015 12:00,28.2,24.534,9.024,9.588,50,24.816,44.274,0,13.5,40.4,39.8,17.8,53.4,40.8,63.4,37.6,0,50.8,30,32,50,12.8,66.4,35
