Datetime,BTNXX,INDEA,INDNE,INDNO,INDSO,INDWE
27/02/2015 11:00,2.3,8.8,2.5,37,22.5,36.8
27/02/2015 12:00,0,0,0,5.3,1.8,6.5
27/02/2015 13:00,0,0,0,0,0,0
27/02/2015 14:00,0,0,0,0,0,0
27/02/2015 15:00,0,0,0,0,0,0
27/02/2015 16:00,0,0,0,0,0,0
27/02/2015 17:00,0,0,0,0,0,0
27/02/2015 18:00,0,0,0,0,0,0
27/02/2015 19:00,0,0,0,0,0,0
27/02/2015 20:00,0,0,0,0,0,0
27/02/2015 21:00,0,0,0,0,0,0
27/02/2015 22:00,0,0,0,0,0,0
27/02/2015 23:00,0,0,0,0,0,0
28/02/2015 00:00,14,0.8,4.8,0,2,0
28/02/2015 01:00,80.8,26.3,34.5,1.3,14.8,3.3
28/02/2015 02:00,124,60.8,69,17,45.5,32.3
28/02/2015 03:00,154.3,87.8,93.3,39.8,74.3,62.8
28/02/2015 04:00,171.5,104.8,107.5,66.3,94.8,85
28/02/2015 05:00,176,112.5,113,89,103.3,99.8
28/02/2015 06:00,173.3,112.5,110,94.3,100.5,103.5
28/02/2015 07:00,159,104.5,97.8,87.8,92.8,100.5
28/02/2015 08:00,132,89,76.8,69.3,75,90.5
28/02/2015 09:00,90.5,65.5,49,45,58.3,73
28/02/2015 10:00,43.3,35.8,20.8,26,37.8,50.3
28/02/2015 11:00,3.8,9,2.3,10.5,14.8,24.5
28/02/2015 12:00,0,0,0,0.8,1,4
28/02/2015 13:00,0,0,0,0,0,0
28/02/2015 14:00,0,0,0,0,0,0
28/02/2015 15:00,0,0,0,0,0,0
28/02/2015 16:00,0,0,0,0,0,0
28/02/2015 17:00,0,0,0,0,0,0
28/02/2015 18:00,0,0,0,0,0,0
28/02/2015 19:00,0,0,0,0,0,0
28/02/2015 20:00,0,0,0,0,0,0
28/02/2015 21:00,0,0,0,0,0,0
28/02/2015 22:00,0,0,0,0,0,0
28/02/2015 23:00,0,0,0,0,0,0
01/03/2015 0:00,3.8,0.5,2.5,0,1.3,0
01/03/2015 1:00,32.3,21.3,16.3,0.5,13,2.3
01/03/2015 2:00,77.8,53,38.5,10.3,43.5,24
01/03/2015 3:00,120.5,80.3,63.8,26.3,72.5,53.5
01/03/2015 4:00,139.8,95.5,80.8,45.5,96.3,77.3
01/03/2015 5:00,147,102,90.5,65.5,109.3,96.5
01/03/2015 6:00,143.8,101.5,86.8,79.3,112.8,104.5
01/03/2015 7:00,131.8,94.8,77.8,83.8,110.5,101.3
01/03/2015 8:00,106,81.5,61.8,77.8,99.3,89.3
01/03/2015 9:00,70.5,59,41.8,63.3,80,72.3
01/03/2015 10:00,32.3,32.8,18.5,44.5,51.8,49.8
01/03/2015 11:00,2.8,8.5,2,21.5,22,25
01/03/2015 12:00,0,0,0,2.8,1.8,4.8
01/03/2015 13:00,0,0,0,0,0,0
01/03/2015 14:00,0,0,0,0,0,0
01/03/2015 15:00,0,0,0,0,0,0
01/03/2015 16:00,0,0,0,0,0,0
01/03/2015 17:00,0,0,0,0,0,0
01/03/2015 18:00,0,0,0,0,0,0
01/03/2015 19:00,0,0,0,0,0,0
01/03/2015 20:00,0,0,0,0,0,0
01/03/2015 21:00,0,0,0,0,0,0
01/03/2015 22:00,0,0,0,0,0,0
01/03/2015 23:00,0,0,0,0,0,0
02/03/2015 0:00,4,1,3,0,1.5,0
02/03/2015 1:00,46.8,27.3,28.5,1.3,15.3,3.3
02/03/2015 2:00,96.8,58.5,60,28.5,48,35.8
02/03/2015 3:00,129.5,82.8,85,65,78.3,71.5
02/03/2015 4:00,143.8,97.8,102.3,93.8,98.3,97.8
02/03/2015 5:00,149.5,103.3,107,112.3,110.8,113.8
02/03/2015 6:00,143.5,103.8,106.5,117.3,112.5,121.3
02/03/2015 7:00,131.3,96,94.3,112.8,110.8,119.8
02/03/2015 8:00,107.3,75.8,72.8,101,99.3,108
02/03/2015 9:00,67.8,49.5,45.5,83.3,80.5,91
02/03/2015 10:00,28.8,26.3,19.8,60.3,53.5,68
02/03/2015 11:00,1.5,6.5,2.5,30.5,22.5,37.3
02/03/2015 12:00,0,0,0,4.8,2,7.3
02/03/2015 13:00,0,0,0,0,0,0
02/03/2015 14:00,0,0,0,0,0,0
02/03/2015 15:00,0,0,0,0,0,0
02/03/2015 16:00,0,0,0,0,0,0
02/03/2015 17:00,0,0,0,0,0,0
02/03/2015 18:00,0,0,0,0,0,0
02/03/2015 19:00,0,0,0,0,0,0
02/03/2015 20:00,0,0,0,0,0,0
02/03/2015 21:00,0,0,0,0,0,0
02/03/2015 22:00,0,0,0,0,0,0
02/03/2015 23:00,0,0,0,0,0,0
03/03/2015 0:00,16.8,1.3,6.5,0,1.5,0
03/03/2015 1:00,84,24.5,39,3.3,15.8,6.3
03/03/2015 2:00,127.5,53.3,68.8,41.3,46.8,45
03/03/2015 3:00,157.5,80,91.5,78.5,75.5,79.8
03/03/2015 4:00,174,101.5,107.8,104,95.8,104.5
03/03/2015 5:00,178,110.5,114.3,119.5,107.3,120.5
03/03/2015 6:00,175.8,112.5,113.5,127,111,126
03/03/2015 7:00,161.3,106.5,103.8,125.3,108.3,123.8
03/03/2015 8:00,127,92.3,87,115.3,97.8,112.8
03/03/2015 9:00,87.3,69,61.3,97,78.8,96.5
03/03/2015 10:00,38.8,39,30.3,70,53.5,70.3
03/03/2015 11:00,2.8,9.3,4,35,23.8,38.3
03/03/2015 12:00,0,0,0,5,2.3,7.3
03/03/2015 13:00,0,0,0,0,0,0
03/03/2015 14:00,0,0,0,0,0,0
03/03/2015 15:00,0,0,0,0,0,0
03/03/2015 16:00,0,0,0,0,0,0
03/03/2015 17:00,0,0,0,0,0,0
03/03/2015 18:00,0,0,0,0,0,0
03/03/2015 19:00,0,0,0,0,0,0
03/03/2015 20:00,0,0,0,0,0,0
03/03/2015 21:00,0,0,0,0,0,0
03/03/2015 22:00,0,0,0,0,0,0
03/03/2015 23:00,0,0,0,0,0,0
04/03/2015 0:00,14.3,0.8,8.5,0,1.3,0
04/03/2015 1:00,78.3,23,39.8,3.8,16.3,6.8
04/03/2015 2:00,128,56.8,68.3,42.8,48.5,45
04/03/2015 3:00,159.5,85.5,87,79.8,78.3,80
04/03/2015 4:00,175.5,107.8,100.3,105.3,100,104.8
04/03/2015 5:00,179.5,118,115.3,121,111.8,120
04/03/2015 6:00,176.8,116.3,115,129.8,113.8,127.3
04/03/2015 7:00,159.5,109.3,100.5,128,109.3,125.8
04/03/2015 8:00,129,90.8,79.5,117.8,99.5,116.5
04/03/2015 9:00,92,68,55.3,98.3,79.5,97.5
04/03/2015 10:00,45,39,27.5,71.3,52.5,71.8
04/03/2015 11:00,4.3,10.3,3.8,37,23.5,38.8
04/03/2015 12:00,0,0,0,6,2,7.5
04/03/2015 13:00,0,0,0,0,0,0
04/03/2015 14:00,0,0,0,0,0,0
04/03/2015 15:00,0,0,0,0,0,0
04/03/2015 16:00,0,0,0,0,0,0
04/03/2015 17:00,0,0,0,0,0,0
04/03/2015 18:00,0,0,0,0,0,0
04/03/2015 19:00,0,0,0,0,0,0
04/03/2015 20:00,0,0,0,0,0,0
04/03/2015 21:00,0,0,0,0,0,0
04/03/2015 22:00,0,0,0,0,0,0
04/03/2015 23:00,0,0,0,0,0,0
05/03/2015 0:00,18.3,1.5,7.8,0,1.3,0
05/03/2015 1:00,83.8,35.8,45.8,4,17.5,6.5
05/03/2015 2:00,128.3,72.5,82.3,41.3,53.5,44
05/03/2015 3:00,158,99.3,105.8,77.3,83,78.5
05/03/2015 4:00,172.8,116,119.5,101.8,103.3,102.8
05/03/2015 5:00,177.3,124.3,123.5,116.8,115,117.8
05/03/2015 6:00,174,125.3,119.8,123.3,119.3,123.5
05/03/2015 7:00,158.8,117.5,110.3,121.5,115,122
05/03/2015 8:00,130,102,92.3,110.5,103,112.8
05/03/2015 9:00,86.5,77.3,65.3,91.3,82.8,96.3
05/03/2015 10:00,44,45.8,32.5,63.3,55.8,70.8
05/03/2015 11:00,4.8,12.5,4.8,30,24.3,38.3
05/03/2015 12:00,0,0,0,4.5,2.3,7.5
05/03/2015 13:00,0,0,0,0,0,0
05/03/2015 14:00,0,0,0,0,0,0
05/03/2015 15:00,0,0,0,0,0,0
05/03/2015 16:00,0,0,0,0,0,0
05/03/2015 17:00,0,0,0,0,0,0
05/03/2015 18:00,0,0,0,0,0,0
05/03/2015 19:00,0,0,0,0,0,0
05/03/2015 20:00,0,0,0,0,0,0
05/03/2015 21:00,0,0,0,0,0,0
05/03/2015 22:00,0,0,0,0,0,0
05/03/2015 23:00,0,0,0,0,0,0
06/03/2015 0:00,18,2,10.3,0,1.5,0
06/03/2015 1:00,82.3,36.8,50.5,3.8,15,6
06/03/2015 2:00,127,73.5,84.8,38.8,49.5,41.3
06/03/2015 3:00,155.5,97.8,106.3,75.5,80.5,76
06/03/2015 4:00,172.5,114.8,119.8,101,103.3,100.5
06/03/2015 5:00,177,123,124.8,116.5,115,115.5
06/03/2015 6:00,174.3,121.5,122,125.3,117,122.5
06/03/2015 7:00,159.3,113.8,110.5,123,111.3,121
06/03/2015 8:00,127.5,97.5,90.8,112,98.8,112
06/03/2015 9:00,82.8,73.3,63.5,92,79.5,93.8
06/03/2015 10:00,39,41.8,31.3,64,50.5,68.8
06/03/2015 11:00,3.8,10.5,4.5,32.5,23.3,36.8
06/03/2015 12:00,0,0,0,5.3,2.3,7
06/03/2015 13:00,0,0,0,0,0,0
06/03/2015 14:00,0,0,0,0,0,0
06/03/2015 15:00,0,0,0,0,0,0
06/03/2015 16:00,0,0,0,0,0,0
06/03/2015 17:00,0,0,0,0,0,0
06/03/2015 18:00,0,0,0,0,0,0
06/03/2015 19:00,0,0,0,0,0,0
06/03/2015 20:00,0,0,0,0,0,0
06/03/2015 21:00,0,0,0,0,0,0
06/03/2015 22:00,0,0,0,0,0,0
06/03/2015 23:00,0,0,0,0,0,0
07/03/2015 0:00,15.8,1.8,8.5,0,1.8,0
07/03/2015 1:00,77.8,34,46.5,3.5,17.5,6
07/03/2015 2:00,124.8,70.3,80.8,36.5,51,39.3
07/03/2015 3:00,155.5,97,104,70.3,81.8,73.8
07/03/2015 4:00,171.5,113.8,117,89.3,102.5,98
07/03/2015 5:00,174.8,122,120.3,99.3,114.5,113.3
07/03/2015 6:00,167,122.3,121,100.3,116,118.3
07/03/2015 7:00,147.5,114.5,107.3,97,110.5,117.3
07/03/2015 8:00,115.5,99.3,87.3,84.8,98.8,107.8
07/03/2015 9:00,75.8,74.5,60.5,69.3,78,90.5
07/03/2015 10:00,35.3,43.3,30.3,51.3,52.3,66
07/03/2015 11:00,3.8,11.5,4.5,27,22.8,35.3
07/03/2015 12:00,0,0,0,5,2,7
07/03/2015 13:00,0,0,0,0,0,0
07/03/2015 14:00,0,0,0,0,0,0
07/03/2015 15:00,0,0,0,0,0,0
07/03/2015 16:00,0,0,0,0,0,0
07/03/2015 17:00,0,0,0,0,0,0
07/03/2015 18:00,0,0,0,0,0,0
07/03/2015 19:00,0,0,0,0,0,0
07/03/2015 20:00,0,0,0,0,0,0
07/03/2015 21:00,0,0,0,0,0,0
07/03/2015 22:00,0,0,0,0,0,0
07/03/2015 23:00,0,0,0,0,0,0
08/03/2015 0:00,15.3,2,8,0,1.3,0
08/03/2015 1:00,74.8,34.5,45.5,4.5,15.8,5.5
08/03/2015 2:00,120.5,70.8,79.5,43.3,49,38.5
08/03/2015 3:00,151.5,96.5,102.8,79.3,80.8,73.3
08/03/2015 4:00,169.3,113,116.8,104.3,103.3,98.5
08/03/2015 5:00,174.5,121,122.5,120.3,115.3,114.3
08/03/2015 6:00,171.5,119.8,118.8,125,119,121
08/03/2015 7:00,155.8,112,108.8,123.8,114.3,120.5
08/03/2015 8:00,126,96.3,90.5,114,100.8,111.3
08/03/2015 9:00,85,72.8,64.3,91.8,80.5,92.3
08/03/2015 10:00,41.8,42.3,32.3,64,50,66.5
08/03/2015 11:00,4.8,11.3,4.8,32,20.3,35
08/03/2015 12:00,0,0,0,5.3,1.5,6.8
08/03/2015 13:00,0,0,0,0,0,0
08/03/2015 14:00,0,0,0,0,0,0
08/03/2015 15:00,0,0,0,0,0,0
08/03/2015 16:00,0,0,0,0,0,0
08/03/2015 17:00,0,0,0,0,0,0
08/03/2015 18:00,0,0,0,0,0,0
08/03/2015 19:00,0,0,0,0,0,0
08/03/2015 20:00,0,0,0,0,0,0
08/03/2015 21:00,0,0,0,0,0,0
08/03/2015 22:00,0,0,0,0,0,0
08/03/2015 23:00,0,0,0,0,0,0
09/03/2015 0:00,17.5,2,8.5,0,1.3,0
09/03/2015 1:00,78.5,32.5,44.5,5.5,14,4.8
09/03/2015 2:00,122.5,68.5,78,49.5,46.8,35.8
09/03/2015 3:00,153.3,94.5,101,86.5,77.8,70
09/03/2015 4:00,170.3,111,114.8,111.3,99.8,95
09/03/2015 5:00,175.5,118.8,119.5,126.3,112.5,110.5
09/03/2015 6:00,172.5,117,117,132.8,116.3,118.3
09/03/2015 7:00,158.5,108.8,106,130.8,112.8,117
09/03/2015 8:00,131.8,90.8,86.3,121,101,108.8
09/03/2015 9:00,92.3,65,54.5,101.8,79.5,92
09/03/2015 10:00,46.8,36.3,25,74.8,51.5,67.8
09/03/2015 11:00,5.5,9.3,3.5,40.3,22,36.8
09/03/2015 12:00,0,0,0,7.5,1.8,7.8
09/03/2015 13:00,0,0,0,0,0,0
09/03/2015 14:00,0,0,0,0,0,0
09/03/2015 15:00,0,0,0,0,0,0
09/03/2015 16:00,0,0,0,0,0,0
09/03/2015 17:00,0,0,0,0,0,0
09/03/2015 18:00,0,0,0,0,0,0
09/03/2015 19:00,0,0,0,0,0,0
09/03/2015 20:00,0,0,0,0,0,0
09/03/2015 21:00,0,0,0,0,0,0
09/03/2015 22:00,0,0,0,0,0,0
09/03/2015 23:00,0,0,0,0,0,0
10/03/2015 0:00,24.3,2,8.5,0,0.8,0
10/03/2015 1:00,87.8,30.8,43.5,5.8,14,5.8
10/03/2015 2:00,130.3,66,75.5,48,46,40.8
10/03/2015 3:00,159.8,92.5,100.5,85,75,74
10/03/2015 4:00,175,109.3,114,110.3,96,97.8
10/03/2015 5:00,178.5,117.5,117.5,125.5,108.8,112.8
10/03/2015 6:00,175.3,117.5,114.3,132.5,114.8,118.8
10/03/2015 7:00,161.5,109.5,101.3,130.3,112.3,118.8
10/03/2015 8:00,134.3,94.3,82,120,102,110.5
10/03/2015 9:00,95.3,68.8,57.8,98.8,82.8,93.5
10/03/2015 10:00,47.3,38.5,29.3,67,57.8,68.3
10/03/2015 11:00,5.8,9.8,4.8,32.5,27.3,36.8
10/03/2015 12:00,0,0,0,5.8,3,7.8
10/03/2015 13:00,0,0,0,0,0,0
10/03/2015 14:00,0,0,0,0,0,0
10/03/2015 15:00,0,0,0,0,0,0
10/03/2015 16:00,0,0,0,0,0,0
10/03/2015 17:00,0,0,0,0,0,0
10/03/2015 18:00,0,0,0,0,0,0
10/03/2015 19:00,0,0,0,0,0,0
10/03/2015 20:00,0,0,0,0,0,0
10/03/2015 21:00,0,0,0,0,0,0
10/03/2015 22:00,0,0,0,0,0,0
10/03/2015 23:00,0,0,0,0,0,0
11/03/2015 0:00,22.8,2.5,11.5,0,1,0
11/03/2015 1:00,84,35.8,51.3,4.8,16.8,5.8
11/03/2015 2:00,126.8,71.3,85,38.3,52.3,38.5
11/03/2015 3:00,155.3,96.5,106.5,77.8,83.3,72.3
11/03/2015 4:00,171.8,113,119.8,106,105.3,96.8
11/03/2015 5:00,176,120.8,124,120.3,117.5,112
11/03/2015 6:00,172.8,120.8,119.5,126,121,118.8
11/03/2015 7:00,158.5,113.5,108.3,124.8,117,117.5
11/03/2015 8:00,130,98.3,89.5,115.5,105.5,107.8
11/03/2015 9:00,87.5,74,64.3,98,86,89.8
11/03/2015 10:00,43,43.5,33,71,59.5,63.8
11/03/2015 11:00,5.5,12.3,5.8,34,28,33.8
11/03/2015 12:00,0,0,0,5.3,3,7.5
11/03/2015 13:00,0,0,0,0,0,0
11/03/2015 14:00,0,0,0,0,0,0
11/03/2015 15:00,0,0,0,0,0,0
11/03/2015 16:00,0,0,0,0,0,0
11/03/2015 17:00,0,0,0,0,0,0
11/03/2015 18:00,0,0,0,0,0,0
11/03/2015 19:00,0,0,0,0,0,0
11/03/2015 20:00,0,0,0,0,0,0
11/03/2015 21:00,0,0,0,0,0,0
11/03/2015 22:00,0,0,0,0,0,0
11/03/2015 23:00,0,0,0,0,0,0
12/03/2015 0:00,18.5,2.8,9.8,0,1.5,0
12/03/2015 1:00,76,36.3,48.5,3.3,17,4.8
12/03/2015 2:00,120,71.8,81.8,27.3,53.3,35
12/03/2015 3:00,150.8,97.3,104.3,56,84.3,67.3
12/03/2015 4:00,168.3,113.3,116.3,79.5,105.8,91.3
12/03/2015 5:00,173.5,121,118.8,95.5,117.5,107
12/03/2015 6:00,167.3,120.8,116.5,103.8,121.5,112.8
12/03/2015 7:00,150.3,113.3,102.8,103.8,117.8,111.5
12/03/2015 8:00,122.5,98.3,83.8,95,106.8,102
12/03/2015 9:00,82.8,73.3,58.3,78,87,85.5
12/03/2015 10:00,39.8,42.8,29.5,55.5,60.3,62.8
12/03/2015 11:00,5.3,12,5.3,29,28.5,34.3
12/03/2015 12:00,0,0,0,5.8,3.3,7.3
12/03/2015 13:00,0,0,0,0,0,0
12/03/2015 14:00,0,0,0,0,0,0
12/03/2015 15:00,0,0,0,0,0,0
12/03/2015 16:00,0,0,0,0,0,0
12/03/2015 17:00,0,0,0,0,0,0
12/03/2015 18:00,0,0,0,0,0,0
12/03/2015 19:00,0,0,0,0,0,0
12/03/2015 20:00,0,0,0,0,0,0
12/03/2015 21:00,0,0,0,0,0,0
12/03/2015 22:00,0,0,0,0,0,0
12/03/2015 23:00,0,0,0,0,0,0
13/03/2015 00:00,17.8,2.5,8.3,0,1.5,0
13/03/2015 01:00,73.5,32.5,44.3,4,17.5,6
13/03/2015 02:00,117.3,68,77.3,36,53.5,37.8
13/03/2015 03:00,148.3,91.5,99.3,70.8,84.5,70.5
13/03/2015 04:00,166,108,112.5,93.8,105.5,93.3
13/03/2015 05:00,170.8,116.3,117,104.3,117,107.3
13/03/2015 06:00,164,115.3,113.5,100,120.5,113
13/03/2015 07:00,144.8,107.8,102.3,87.3,116.5,110.5
13/03/2015 08:00,117,92.5,83,76,105.3,102.8
13/03/2015 09:00,81.3,69.5,57,58.5,86,85.5
13/03/2015 10:00,39.8,40.3,27.8,42.3,58.8,62
13/03/2015 11:00,5.3,11,4.5,22.8,26.3,33
13/03/2015 12:00,0,0,0,5,2.8,7.3
13/03/2015 13:00,0,0,0,0,0,0
13/03/2015 14:00,0,0,0,0,0,0
13/03/2015 15:00,0,0,0,0,0,0
13/03/2015 16:00,0,0,0,0,0,0
13/03/2015 17:00,0,0,0,0,0,0
13/03/2015 18:00,0,0,0,0,0,0
13/03/2015 19:00,0,0,0,0,0,0
13/03/2015 20:00,0,0,0,0,0,0
13/03/2015 21:00,0,0,0,0,0,0
13/03/2015 22:00,0,0,0,0,0,0
13/03/2015 23:00,0,0,0,0,0,0
14/03/2015 00:00,19.5,2,9,0,1.3,0
14/03/2015 01:00,76,29.5,43,2.3,17.3,4.8
14/03/2015 02:00,119.8,63.8,75.8,16.8,52.8,26.5
14/03/2015 03:00,150.5,89.8,98.8,32.8,83.8,51
14/03/2015 04:00,168.8,106.8,112.3,49.8,104.3,74.5
14/03/2015 05:00,174,114.8,116.5,66,115.5,93.8
14/03/2015 06:00,165.5,114,112.3,76.8,118.3,100.5
14/03/2015 07:00,149.3,106,100.5,78.8,114.3,99.3
14/03/2015 08:00,121,89.8,81.8,73.8,101.8,90.3
14/03/2015 09:00,79.3,63.3,56.8,54.5,78.5,73.8
14/03/2015 10:00,38.8,35.8,28.5,32.5,50,53.5
14/03/2015 11:00,5.3,10.3,4.8,12.5,22.5,29
14/03/2015 12:00,0,0,0,2,2.3,6.8
14/03/2015 13:00,0,0,0,0,0,0
14/03/2015 14:00,0,0,0,0,0,0
14/03/2015 15:00,0,0,0,0,0,0
14/03/2015 16:00,0,0,0,0,0,0
14/03/2015 17:00,0,0,0,0,0,0
14/03/2015 18:00,0,0,0,0,0,0
14/03/2015 19:00,0,0,0,0,0,0
14/03/2015 20:00,0,0,0,0,0,0
14/03/2015 21:00,0,0,0,0,0,0
14/03/2015 22:00,0,0,0,0,0,0
14/03/2015 23:00,0,0,0,0,0,0
15/03/2015 00:00,21.8,2,9.3,0,1.5,0
15/03/2015 01:00,78.3,30,42.8,3.5,15.8,5.8
15/03/2015 02:00,122,64,75,31.5,46.3,38.5
15/03/2015 03:00,145.5,90.5,99.3,65.3,74.8,72.8
15/03/2015 04:00,164,107.5,113,90.5,95.5,98.8
15/03/2015 05:00,170,115.5,118.3,105.5,109,114.8
15/03/2015 06:00,167.3,114.3,115.5,111.3,114.8,121.3
15/03/2015 07:00,150,106.3,105.3,105,112,119.3
15/03/2015 08:00,120.8,90,87.3,91.8,100.5,110.3
15/03/2015 09:00,81.5,66.8,61,75.3,79.3,91.8
15/03/2015 10:00,38.8,39,30.3,54.3,54,67
15/03/2015 11:00,5.3,11.8,5.3,29.5,24.3,36
15/03/2015 12:00,0,0,0,6,2.8,8.8
15/03/2015 13:00,0,0,0,0,0,0
15/03/2015 14:00,0,0,0,0,0,0
15/03/2015 15:00,0,0,0,0,0,0
15/03/2015 16:00,0,0,0,0,0,0
15/03/2015 17:00,0,0,0,0,0,0
15/03/2015 18:00,0,0,0,0,0,0
15/03/2015 19:00,0,0,0,0,0,0
15/03/2015 20:00,0,0,0,0,0,0
15/03/2015 21:00,0,0,0,0,0,0
15/03/2015 22:00,0,0,0,0,0,0
15/03/2015 23:00,0,0,0,0,0,0
16/03/2015 00:00,22.8,2,9,0,1.8,0
16/03/2015 01:00,78.5,25.8,40.5,5.8,16,6
16/03/2015 02:00,122,53.8,70.5,42.5,46.3,40.5
16/03/2015 03:00,152,79.3,93.8,76.8,74.5,74.8
16/03/2015 04:00,168.8,99.3,109,101.5,94.8,99.5
16/03/2015 05:00,173.3,110.3,114,116.8,106,114.8
16/03/2015 06:00,163.8,110.3,112.3,124.8,109.8,120.3
16/03/2015 07:00,143.3,102.5,100.5,123.3,107,118.3
16/03/2015 08:00,111,88.3,80.3,112.5,97,109.3
16/03/2015 09:00,73.8,67.8,54.5,93,78.3,93.8
16/03/2015 10:00,35.8,40,28.5,66,53.3,69
16/03/2015 11:00,5,12,5.3,35,24.8,39
16/03/2015 12:00,0,0.3,0,7.8,2.8,9.5
16/03/2015 13:00,0,0,0,0,0,0
16/03/2015 14:00,0,0,0,0,0,0
16/03/2015 15:00,0,0,0,0,0,0
16/03/2015 16:00,0,0,0,0,0,0
16/03/2015 17:00,0,0,0,0,0,0
16/03/2015 18:00,0,0,0,0,0,0
16/03/2015 19:00,0,0,0,0,0,0
16/03/2015 20:00,0,0,0,0,0,0
16/03/2015 21:00,0,0,0,0,0,0
16/03/2015 22:00,0,0,0,0,0,0
16/03/2015 23:00,0,0,0,0,0,0
17/03/2015 00:00,26.8,2.5,10.5,0,1.3,0
17/03/2015 01:00,83.3,30.5,44.5,6.5,16.3,6.8
17/03/2015 02:00,126,64,76.8,36.8,48.5,41.3
17/03/2015 03:00,156.3,89.5,99.5,69,77.3,75.5
17/03/2015 04:00,172.8,107.5,113,99.3,97.3,100.5
17/03/2015 05:00,177.3,117,116,117.8,109.3,116
17/03/2015 06:00,174.5,116.8,113,125.8,114.5,123.3
17/03/2015 07:00,158.3,109,100.5,124.5,112,121.8
17/03/2015 08:00,130.8,93.8,80.5,115,101.3,112.5
17/03/2015 09:00,92,70.8,55.5,96.5,81.8,95
17/03/2015 10:00,46.3,40.5,28.5,70.5,55.5,70.3
17/03/2015 11:00,6.8,11.8,5.3,37.5,25.8,38.8
17/03/2015 12:00,0,0.3,0,7.8,3,9.3
17/03/2015 13:00,0,0,0,0,0,0
17/03/2015 14:00,0,0,0,0,0,0
17/03/2015 15:00,0,0,0,0,0,0
17/03/2015 16:00,0,0,0,0,0,0
17/03/2015 17:00,0,0,0,0,0,0
17/03/2015 18:00,0,0,0,0,0,0
17/03/2015 19:00,0,0,0,0,0,0
17/03/2015 20:00,0,0,0,0,0,0
17/03/2015 21:00,0,0,0,0,0,0
17/03/2015 22:00,0,0,0,0,0,0
17/03/2015 23:00,0,0,0,0,0,0
18/03/2015 00:00,13.3,2,9.8,0,1.5,0
18/03/2015 01:00,70,26.3,41.8,8,16.8,8.5
18/03/2015 02:00,114.3,56.3,65,47.3,47.3,43.8
18/03/2015 03:00,138.3,81.8,83.8,82,74.8,78
18/03/2015 04:00,153.3,100,103.3,106.3,96.5,102
18/03/2015 05:00,160,110.8,108.8,121,111.3,116.5
18/03/2015 06:00,151.5,107.5,106.5,128,116.5,123.3
18/03/2015 07:00,122.5,99.3,97,125.8,113.8,121.3
18/03/2015 08:00,91.3,86,79.3,116,103.8,112.3
18/03/2015 09:00,57.8,64.5,55.8,97.5,83.3,93.8
18/03/2015 10:00,29.8,37.8,29,71.5,56.8,68.8
18/03/2015 11:00,5.3,11.3,5.5,38.8,25.8,38.5
18/03/2015 12:00,0,0,0,8.5,3,9.3
18/03/2015 13:00,0,0,0,0,0,0
18/03/2015 14:00,0,0,0,0,0,0
18/03/2015 15:00,0,0,0,0,0,0
18/03/2015 16:00,0,0,0,0,0,0
18/03/2015 17:00,0,0,0,0,0,0
18/03/2015 18:00,0,0,0,0,0,0
18/03/2015 19:00,0,0,0,0,0,0
18/03/2015 20:00,0,0,0,0,0,0
18/03/2015 21:00,0,0,0,0,0,0
18/03/2015 22:00,0,0,0,0,0,0
18/03/2015 23:00,0,0,0,0,0,0
19/03/2015 00:00,23.8,3,11.3,0,1.5,0
19/03/2015 01:00,78.8,34,47.8,7.5,17.8,8.8
19/03/2015 02:00,125.8,68.8,81,43,49.5,44
19/03/2015 03:00,157.5,94.8,103.5,78.8,77.5,77.3
19/03/2015 04:00,173.8,111.5,117.3,102.8,97,100.8
19/03/2015 05:00,177.8,119.5,122,117.5,108.8,115.3
19/03/2015 06:00,174.3,120.3,118.8,124.3,113,121
19/03/2015 07:00,157,112,107.5,122.5,109.8,119.8
19/03/2015 08:00,123,96,88.3,112.8,99.5,111
19/03/2015 09:00,82,72.3,62.3,94.5,80.5,95.3
19/03/2015 10:00,39.8,42.8,32.3,65.3,55.3,70.8
19/03/2015 11:00,6.8,12.8,6.5,30.8,26,39.8
19/03/2015 12:00,0,0,0,7,3,9.5
19/03/2015 13:00,0,0,0,0,0,0
19/03/2015 14:00,0,0,0,0,0,0
19/03/2015 15:00,0,0,0,0,0,0
19/03/2015 16:00,0,0,0,0,0,0
19/03/2015 17:00,0,0,0,0,0,0
19/03/2015 18:00,0,0,0,0,0,0
19/03/2015 19:00,0,0,0,0,0,0
19/03/2015 20:00,0,0,0,0,0,0
19/03/2015 21:00,0,0,0,0,0,0
19/03/2015 22:00,0,0,0,0,0,0
19/03/2015 23:00,0,0,0,0,0,0
20/03/2015 00:00,21.8,3.5,10,0,1.5,0
20/03/2015 01:00,71.3,33,45,7,17,8.3
20/03/2015 02:00,116.8,65.8,77.5,40.3,49.5,42.3
20/03/2015 03:00,151.3,88.5,100,73.5,80,75
20/03/2015 04:00,169.3,105.3,113.8,98.5,101.5,98.5
20/03/2015 05:00,173.5,113.8,118.8,114.3,113.8,113.3
20/03/2015 06:00,169.5,113.8,115.5,121.8,116,119.8
20/03/2015 07:00,154.3,105.3,104.3,120.3,112,118.8
20/03/2015 08:00,126.3,89,85.5,111,101.3,110.3
20/03/2015 09:00,88.3,65,63.3,92.8,81.5,92.5
20/03/2015 10:00,42,37.5,32.5,67.5,55.3,68.3
