Datetime,BTNXX,INDEA,INDNE,INDNO,INDSO,INDWE
01/01/2015 0:00,0,0,0,0,0.8,0
01/01/2015 1:00,9.3,4,5.8,0,9.3,0.3
01/01/2015 2:00,31.8,20.5,23.3,11.5,38.5,12
01/01/2015 3:00,59.3,38.5,41,46.5,67.5,36.8
01/01/2015 4:00,85,51.8,60.5,77.5,90.5,62.5
01/01/2015 5:00,101,64.3,71.5,95.5,99.5,81.5
01/01/2015 6:00,108.3,69.8,64.5,101.5,103,92
01/01/2015 7:00,107.8,65,55.8,98.8,101,91
01/01/2015 8:00,96.8,50.3,45,87.8,90.5,80
01/01/2015 9:00,63.3,32.5,29.8,65.3,72,61
01/01/2015 10:00,18.5,15,9,38,44.8,37.3
01/01/2015 11:00,0,1.5,0,10.8,15.3,13
01/01/2015 12:00,0,0,0,0,0.3,0.3
01/01/2015 13:00,0,0,0,0,0,0
01/01/2015 14:00,0,0,0,0,0,0
01/01/2015 15:00,0,0,0,0,0,0
01/01/2015 16:00,0,0,0,0,0,0
01/01/2015 17:00,0,0,0,0,0,0
01/01/2015 18:00,0,0,0,0,0,0
01/01/2015 19:00,0,0,0,0,0,0
01/01/2015 20:00,0,0,0,0,0,0
01/01/2015 21:00,0,0,0,0,0,0
01/01/2015 22:00,0,0,0,0,0,0
01/01/2015 23:00,0,0,0,0,0,0
02/01/2015 0:00,0,0,0.3,0,0.8,0
02/01/2015 1:00,26,9.5,17.8,0,9.8,0.3
02/01/2015 2:00,78.8,35.8,49.3,7.5,39.8,15.8
02/01/2015 3:00,117.8,60,72,33,68.8,47.3
02/01/2015 4:00,138,74.8,83,63.3,90.3,73.8
02/01/2015 5:00,146.8,82.5,81.8,84.3,107.3,90.8
02/01/2015 6:00,145.3,86.3,75,86.5,111,94.5
02/01/2015 7:00,133.8,80.5,63,88,107.8,93.8
02/01/2015 8:00,109.8,66.8,48.5,80.5,95.3,84.8
02/01/2015 9:00,69.5,45,29,58.8,74.5,67
02/01/2015 10:00,21.3,20.8,9,35.3,48.5,44.3
02/01/2015 11:00,0,2.5,0,10.8,18.5,16.8
02/01/2015 12:00,0,0,0,0,0.3,0.8
02/01/2015 13:00,0,0,0,0,0,0
02/01/2015 14:00,0,0,0,0,0,0
02/01/2015 15:00,0,0,0,0,0,0
02/01/2015 16:00,0,0,0,0,0,0
02/01/2015 17:00,0,0,0,0,0,0
02/01/2015 18:00,0,0,0,0,0,0
02/01/2015 19:00,0,0,0,0,0,0
02/01/2015 20:00,0,0,0,0,0,0
02/01/2015 21:00,0,0,0,0,0,0
02/01/2015 22:00,0,0,0,0,0,0
02/01/2015 23:00,0,0,0,0,0,0
03/01/2015 0:00,0,0,0.3,0,0.8,0
03/01/2015 1:00,39,12,18.5,0,10.3,0.3
03/01/2015 2:00,90.8,45.8,46,14.3,40,16.8
03/01/2015 3:00,126.8,74.5,69,50.3,72.3,50
03/01/2015 4:00,152.5,91.3,80.5,80.3,93.8,78
03/01/2015 5:00,155.3,97,83.8,98.5,106.5,92.8
03/01/2015 6:00,141.5,96.5,77,109.3,109.3,98.5
03/01/2015 7:00,119.8,88.8,63.8,108,105,97.3
03/01/2015 8:00,90.8,73.8,48.5,98.5,93.8,88.8
03/01/2015 9:00,55.8,51.3,28.5,76.5,75,73.8
03/01/2015 10:00,16.5,21.8,8,48.5,48.5,50.3
03/01/2015 11:00,0,2,0,16.8,18.5,20.5
03/01/2015 12:00,0,0,0,0,0.5,0.8
03/01/2015 13:00,0,0,0,0,0,0
03/01/2015 14:00,0,0,0,0,0,0
03/01/2015 15:00,0,0,0,0,0,0
03/01/2015 16:00,0,0,0,0,0,0
03/01/2015 17:00,0,0,0,0,0,0
03/01/2015 18:00,0,0,0,0,0,0
03/01/2015 19:00,0,0,0,0,0,0
03/01/2015 20:00,0,0,0,0,0,0
03/01/2015 21:00,0,0,0,0,0,0
03/01/2015 22:00,0,0,0,0,0,0
03/01/2015 23:00,0,0,0,0,0,0
04/01/2015 0:00,0,0,0.3,0,0.8,0
04/01/2015 1:00,18.3,7.3,10.3,0,10,0.5
04/01/2015 2:00,51.5,29.3,26.3,16.8,40.3,22.3
04/01/2015 3:00,76.3,50,36.8,55.5,74.8,60.8
04/01/2015 4:00,83,68,52.5,86,96.8,88.3
04/01/2015 5:00,95,77.3,69,103.3,109.3,104.3
04/01/2015 6:00,96,77.8,78.3,111,113.3,109.8
04/01/2015 7:00,99.3,76,68.3,109.8,108,107.5
04/01/2015 8:00,71,67.3,56,99.8,96.8,98.5
04/01/2015 9:00,45.5,47.3,36.3,74.3,77,81.3
04/01/2015 10:00,15.3,20,12.8,46.3,50.5,55.5
04/01/2015 11:00,0,1.8,0.3,14.8,17.5,23.3
04/01/2015 12:00,0,0,0,0,0.3,1
04/01/2015 13:00,0,0,0,0,0,0
04/01/2015 14:00,0,0,0,0,0,0
04/01/2015 15:00,0,0,0,0,0,0
04/01/2015 16:00,0,0,0,0,0,0
04/01/2015 17:00,0,0,0,0,0,0
04/01/2015 18:00,0,0,0,0,0,0
04/01/2015 19:00,0,0,0,0,0,0
04/01/2015 20:00,0,0,0,0,0,0
04/01/2015 21:00,0,0,0,0,0,0
04/01/2015 22:00,0,0,0,0,0,0
04/01/2015 23:00,0,0,0,0,0,0
05/01/2015 0:00,0,0,0.3,0,0.8,0
05/01/2015 1:00,48,17.5,24.5,0.3,10.3,1
05/01/2015 2:00,100.3,57.8,61.5,15.5,43,30.8
05/01/2015 3:00,142.8,88.3,89.5,52.8,77.8,69.5
05/01/2015 4:00,162,107,105.3,83.8,99.8,95.8
05/01/2015 5:00,168,116,112,102,111.5,111.3
05/01/2015 6:00,162.8,116,110.3,111.3,115.8,117.5
05/01/2015 7:00,141.5,108,99,109.8,112,116.3
05/01/2015 8:00,112.8,91.5,81.5,99.5,100.8,107
05/01/2015 9:00,71.8,66,53.3,81.3,81,89.5
05/01/2015 10:00,23.8,32.5,18.5,52.8,52.3,63.3
05/01/2015 11:00,0,4,0.3,18.8,19.5,28.8
05/01/2015 12:00,0,0,0,0,0.3,1.5
05/01/2015 13:00,0,0,0,0,0,0
05/01/2015 14:00,0,0,0,0,0,0
05/01/2015 15:00,0,0,0,0,0,0
05/01/2015 16:00,0,0,0,0,0,0
05/01/2015 17:00,0,0,0,0,0,0
05/01/2015 18:00,0,0,0,0,0,0
05/01/2015 19:00,0,0,0,0,0,0
05/01/2015 20:00,0,0,0,0,0,0
05/01/2015 21:00,0,0,0,0,0,0
05/01/2015 22:00,0,0,0,0,0,0
05/01/2015 23:00,0,0,0,0,0,0
06/01/2015 0:00,0,0,0.3,0,1.3,0
06/01/2015 1:00,56.3,17.5,19.3,0.3,12,1.3
06/01/2015 2:00,105.3,56.3,55.8,13.5,46.8,32.5
06/01/2015 3:00,134.3,80.3,77.8,48,79.3,70.8
06/01/2015 4:00,154.5,99.8,95.8,79,100.5,97
06/01/2015 5:00,162.3,109,102.5,97.8,112.8,111.8
06/01/2015 6:00,157.3,108.8,99.8,112,114.8,118.3
06/01/2015 7:00,138.8,100.5,89,109.8,111.5,117
06/01/2015 8:00,106,84,70.5,98.5,100,107.8
06/01/2015 9:00,65,60.8,44.3,75,80,89.5
06/01/2015 10:00,18,29.8,13.3,46.3,52.8,63.3
06/01/2015 11:00,0,4.3,0,14.8,20,28.8
06/01/2015 12:00,0,0,0,0,0.5,1.5
06/01/2015 13:00,0,0,0,0,0,0
06/01/2015 14:00,0,0,0,0,0,0
06/01/2015 15:00,0,0,0,0,0,0
06/01/2015 16:00,0,0,0,0,0,0
06/01/2015 17:00,0,0,0,0,0,0
06/01/2015 18:00,0,0,0,0,0,0
06/01/2015 19:00,0,0,0,0,0,0
06/01/2015 20:00,0,0,0,0,0,0
06/01/2015 21:00,0,0,0,0,0,0
06/01/2015 22:00,0,0,0,0,0,0
06/01/2015 23:00,0,0,0,0,0,0
07/01/2015 0:00,0,0,0.5,0,1,0
07/01/2015 1:00,45,14.3,17,0.3,11.3,1
07/01/2015 2:00,96.5,50,49.5,13.5,45.5,29.8
07/01/2015 3:00,131.3,80,77.3,49.5,77.3,67.8
07/01/2015 4:00,144.5,99.3,95.8,81.3,98.3,94
07/01/2015 5:00,147.8,108.3,103.3,100,110.5,109.3
07/01/2015 6:00,141.3,107.5,97,110.5,114.8,115
07/01/2015 7:00,123,99.5,86.3,109.5,110.8,113.5
07/01/2015 8:00,96,82.8,66,99.3,99.3,104.3
07/01/2015 9:00,58.5,56,36.5,78.5,79.3,87
07/01/2015 10:00,17,27.3,9.8,50.5,51.3,60.5
07/01/2015 11:00,0,4,0,17.5,19,26.5
07/01/2015 12:00,0,0,0,0,0.5,1.3
07/01/2015 13:00,0,0,0,0,0,0
07/01/2015 14:00,0,0,0,0,0,0
07/01/2015 15:00,0,0,0,0,0,0
07/01/2015 16:00,0,0,0,0,0,0
07/01/2015 17:00,0,0,0,0,0,0
07/01/2015 18:00,0,0,0,0,0,0
07/01/2015 19:00,0,0,0,0,0,0
07/01/2015 20:00,0,0,0,0,0,0
07/01/2015 21:00,0,0,0,0,0,0
07/01/2015 22:00,0,0,0,0,0,0
07/01/2015 23:00,0,0,0,0,0,0
08/01/2015 0:00,0,0,0.5,0,0.8,0
08/01/2015 1:00,26.8,12,14.8,0,10.3,1.3
08/01/2015 2:00,66.3,44.3,40.3,21.3,43,31.5
08/01/2015 3:00,101.3,73,71.8,62.8,76.5,69.5
08/01/2015 4:00,123.8,92.5,89.3,93.3,98.3,96
08/01/2015 5:00,129.5,102.8,93.5,110.3,110.5,111.3
08/01/2015 6:00,124.3,106.3,93.8,119.5,113,118.3
08/01/2015 7:00,108,98.5,81.8,117.5,109.3,117
08/01/2015 8:00,81.3,81.8,61.8,107.3,97.5,107.8
08/01/2015 9:00,46.3,56.5,36.8,86,76.8,88.3
08/01/2015 10:00,14.3,26.5,11.3,57.3,49,61.8
08/01/2015 11:00,0,3.5,0,21.5,17,27.5
08/01/2015 12:00,0,0,0,0.3,0.3,1.3
08/01/2015 13:00,0,0,0,0,0,0
08/01/2015 14:00,0,0,0,0,0,0
08/01/2015 15:00,0,0,0,0,0,0
08/01/2015 16:00,0,0,0,0,0,0
08/01/2015 17:00,0,0,0,0,0,0
08/01/2015 18:00,0,0,0,0,0,0
08/01/2015 19:00,0,0,0,0,0,0
08/01/2015 20:00,0,0,0,0,0,0
08/01/2015 21:00,0,0,0,0,0,0
08/01/2015 22:00,0,0,0,0,0,0
08/01/2015 23:00,0,0,0,0,0,0
09/01/2015 0:00,0,0,0.3,0,0.8,0
09/01/2015 1:00,46.5,13.3,16.3,0,9.3,1
09/01/2015 2:00,91.3,49.3,46.8,22.8,39.8,31.8
09/01/2015 3:00,122,80.8,73.5,63.3,71,70
09/01/2015 4:00,144.8,100.8,88.8,94.3,92.8,96.5
09/01/2015 5:00,146,110.8,96.5,110.5,105,111.8
09/01/2015 6:00,128.8,114.8,93.5,117.3,108.5,118
09/01/2015 7:00,117.3,107,80.8,115,105.5,116.5
09/01/2015 8:00,95,90.5,62.8,104,94.8,107.3
09/01/2015 9:00,58.5,63.3,35.3,81.8,75.5,90
09/01/2015 10:00,19.8,30.8,12,52.8,48.3,63.8
09/01/2015 11:00,0,4,0.3,18.5,17.8,29
09/01/2015 12:00,0,0,0,0.3,0.3,1.5
09/01/2015 13:00,0,0,0,0,0,0
09/01/2015 14:00,0,0,0,0,0,0
09/01/2015 15:00,0,0,0,0,0,0
09/01/2015 16:00,0,0,0,0,0,0
09/01/2015 17:00,0,0,0,0,0,0
09/01/2015 18:00,0,0,0,0,0,0
09/01/2015 19:00,0,0,0,0,0,0
09/01/2015 20:00,0,0,0,0,0,0
09/01/2015 21:00,0,0,0,0,0,0
09/01/2015 22:00,0,0,0,0,0,0
09/01/2015 23:00,0,0,0,0,0,0
10/01/2015 0:00,0.5,0,0.3,0,0.8,0
10/01/2015 1:00,71,19.3,21.5,0.3,10.8,1.3
10/01/2015 2:00,120,60,57.8,15,48.3,34.3
10/01/2015 3:00,151,91.5,87.3,50.8,80.5,72
10/01/2015 4:00,168.5,109.8,104.8,82.8,102.3,97.8
10/01/2015 5:00,173.5,118.3,111.8,102,114.8,112.5
10/01/2015 6:00,170.3,117.5,108,115.5,118.3,119.8
10/01/2015 7:00,155.3,109,95.5,113.8,114.3,118.3
10/01/2015 8:00,127.8,92,75.5,102.8,102.5,109
10/01/2015 9:00,87.5,66,48.8,80,82.8,90.5
10/01/2015 10:00,34.3,32.5,17.8,50.8,55.5,64
10/01/2015 11:00,0,4.3,0.3,17.3,23,29.5
10/01/2015 12:00,0,0,0,0,0.8,1.5
10/01/2015 13:00,0,0,0,0,0,0
10/01/2015 14:00,0,0,0,0,0,0
10/01/2015 15:00,0,0,0,0,0,0
10/01/2015 16:00,0,0,0,0,0,0
10/01/2015 17:00,0,0,0,0,0,0
10/01/2015 18:00,0,0,0,0,0,0
10/01/2015 19:00,0,0,0,0,0,0
10/01/2015 20:00,0,0,0,0,0,0
10/01/2015 21:00,0,0,0,0,0,0
10/01/2015 22:00,0,0,0,0,0,0
10/01/2015 23:00,0,0,0,0,0,0
11/01/2015 0:00,0.5,0,0.8,0,0.8,0
11/01/2015 1:00,72.5,18.3,28.5,0.3,13,1.3
11/01/2015 2:00,119.8,58.5,66.8,21,53.3,34.5
11/01/2015 3:00,150.3,89.5,94.5,61.8,83.5,72.3
11/01/2015 4:00,168,108,110,92.3,104.8,98.3
11/01/2015 5:00,173,117,116,109.5,115.8,113
11/01/2015 6:00,169.5,115,107.8,115.5,119.3,119
11/01/2015 7:00,154,106.5,97,113.8,115.3,117.5
11/01/2015 8:00,126.5,89.5,77.5,102.8,103.8,107.8
11/01/2015 9:00,86.5,63.8,49.8,83,84.5,90
11/01/2015 10:00,33.5,31.3,16.8,53.5,57,63.5
11/01/2015 11:00,0,4.3,0.3,18.5,24,29
11/01/2015 12:00,0,0,0,0.3,0.8,1.5
11/01/2015 13:00,0,0,0,0,0,0
11/01/2015 14:00,0,0,0,0,0,0
11/01/2015 15:00,0,0,0,0,0,0
11/01/2015 16:00,0,0,0,0,0,0
11/01/2015 17:00,0,0,0,0,0,0
11/01/2015 18:00,0,0,0,0,0,0
11/01/2015 19:00,0,0,0,0,0,0
11/01/2015 20:00,0,0,0,0,0,0
11/01/2015 21:00,0,0,0,0,0,0
11/01/2015 22:00,0,0,0,0,0,0
11/01/2015 23:00,0,0,0,0,0,0
12/01/2015 0:00,0.3,0,0.5,0,0.3,0
12/01/2015 1:00,63.5,17.3,24.5,0.3,10.5,1.5
12/01/2015 2:00,112,55.8,64.3,22,49.3,33.8
12/01/2015 3:00,144.8,87,93,62.8,81.5,71.5
12/01/2015 4:00,163.5,105.8,108.3,93.3,102.5,97.5
12/01/2015 5:00,170.3,114.8,114.5,109.8,115.3,112.8
12/01/2015 6:00,166.8,109.8,107.5,117.5,120.3,120.3
12/01/2015 7:00,149.8,101.5,97,115.8,116.5,118.8
12/01/2015 8:00,122,84.5,77.5,105.5,104.8,109.3
12/01/2015 9:00,82,58.5,49,82.3,84.8,91.5
12/01/2015 10:00,29.3,27.5,15.8,54,56.8,65
12/01/2015 11:00,0,3.5,0.3,20,24,30.8
12/01/2015 12:00,0,0,0,0.3,0.8,2
12/01/2015 13:00,0,0,0,0,0,0
12/01/2015 14:00,0,0,0,0,0,0
12/01/2015 15:00,0,0,0,0,0,0
12/01/2015 16:00,0,0,0,0,0,0
12/01/2015 17:00,0,0,0,0,0,0
12/01/2015 18:00,0,0,0,0,0,0
12/01/2015 19:00,0,0,0,0,0,0
12/01/2015 20:00,0,0,0,0,0,0
12/01/2015 21:00,0,0,0,0,0,0
12/01/2015 22:00,0,0,0,0,0,0
12/01/2015 23:00,0,0,0,0,0,0
13/01/2015 00:00,0.3,0,1.3,0,0.8,0
13/01/2015 01:00,60,12.3,27.5,0,12,1.3
13/01/2015 02:00,107,46.3,60,16.8,51.5,34
13/01/2015 03:00,137.5,77.3,86.5,53.8,83.3,71.8
13/01/2015 04:00,156.3,97.3,102,83,103.5,98
13/01/2015 05:00,163.5,107,108.3,99.8,114.8,113
13/01/2015 06:00,164,107.5,103.8,110.3,118,117.5
13/01/2015 07:00,144.5,99.3,93.8,107.8,114.3,116
13/01/2015 08:00,114.3,82.3,74.8,94.8,103,106.5
13/01/2015 09:00,74.5,56,48.3,69,84.5,87
13/01/2015 10:00,25.5,26,15.8,40.5,56.8,60.3
13/01/2015 11:00,0,3.5,0.3,11.8,24,26.3
13/01/2015 12:00,0,0,0,0,0.8,1.5
13/01/2015 13:00,0,0,0,0,0,0
13/01/2015 14:00,0,0,0,0,0,0
13/01/2015 15:00,0,0,0,0,0,0
13/01/2015 16:00,0,0,0,0,0,0
13/01/2015 17:00,0,0,0,0,0,0
13/01/2015 18:00,0,0,0,0,0,0
13/01/2015 19:00,0,0,0,0,0,0
13/01/2015 20:00,0,0,0,0,0,0
13/01/2015 21:00,0,0,0,0,0,0
13/01/2015 22:00,0,0,0,0,0,0
13/01/2015 23:00,0,0,0,0,0,0
14/01/2015 00:00,0.3,0,1.3,0,0.8,0
14/01/2015 01:00,56.8,12,26,0,12.8,1.3
14/01/2015 02:00,107.3,46.5,58.5,12.5,51.8,26
14/01/2015 03:00,142.3,77.8,84.3,46,83.3,61
14/01/2015 04:00,158.8,97.8,102.5,77.3,103.8,87.8
14/01/2015 05:00,163,107.3,109.3,96.3,115.5,104
14/01/2015 06:00,152.8,107.8,105.8,104.5,119.5,111.8
14/01/2015 07:00,131,100,94.8,103.8,115.5,110.5
14/01/2015 08:00,97.5,83.3,74,93.8,104,101.5
14/01/2015 09:00,60.5,57.8,44,68.8,84.3,84.5
14/01/2015 10:00,19.8,27.3,14.5,41.5,56.3,57.5
14/01/2015 11:00,0,3.5,0.3,13,23.5,24.5
14/01/2015 12:00,0,0,0,0,0.8,1.3
14/01/2015 13:00,0,0,0,0,0,0
14/01/2015 14:00,0,0,0,0,0,0
14/01/2015 15:00,0,0,0,0,0,0
14/01/2015 16:00,0,0,0,0,0,0
14/01/2015 17:00,0,0,0,0,0,0
14/01/2015 18:00,0,0,0,0,0,0
14/01/2015 19:00,0,0,0,0,0,0
14/01/2015 20:00,0,0,0,0,0,0
14/01/2015 21:00,0,0,0,0,0,0
14/01/2015 22:00,0,0,0,0,0,0
14/01/2015 23:00,0,0,0,0,0,0
15/01/2015 00:00,0.3,0,1,0,0.5,0
15/01/2015 01:00,62,13,26.5,0,11,1.3
15/01/2015 02:00,108.8,47.3,59,16,48.5,26.8
15/01/2015 03:00,141.3,79.5,91.3,53.5,82,63.8
15/01/2015 04:00,162.8,99.8,106.8,85.5,102.8,91.5
15/01/2015 05:00,168.8,109.5,111.3,104.3,115,107.8
15/01/2015 06:00,162.8,109.8,108.5,112.5,117.5,114.8
15/01/2015 07:00,145.3,102,98,111.5,113.8,113.5
15/01/2015 08:00,119.5,85.5,79.8,101.3,102.3,104
15/01/2015 09:00,83,62.3,50.8,78,82.3,82.8
15/01/2015 10:00,32.3,29.5,18.3,49.5,54.5,55.8
15/01/2015 11:00,0,3.3,0.3,17,22,23.3
15/01/2015 12:00,0,0,0,0.3,0.8,1.3
15/01/2015 13:00,0,0,0,0,0,0
15/01/2015 14:00,0,0,0,0,0,0
15/01/2015 15:00,0,0,0,0,0,0
15/01/2015 16:00,0,0,0,0,0,0
15/01/2015 17:00,0,0,0,0,0,0
15/01/2015 18:00,0,0,0,0,0,0
15/01/2015 19:00,0,0,0,0,0,0
15/01/2015 20:00,0,0,0,0,0,0
15/01/2015 21:00,0,0,0,0,0,0
15/01/2015 22:00,0,0,0,0,0,0
15/01/2015 23:00,0,0,0,0,0,0
16/01/2015 00:00,0.5,0,1,0,0.5,0
16/01/2015 01:00,72,15.5,29.8,0,9.3,0.8
16/01/2015 02:00,118.5,51.3,67.5,19,42.8,26.3
16/01/2015 03:00,149.8,81.5,93.8,58.5,76,64.3
16/01/2015 04:00,167.8,100.8,108.3,89.5,99.3,92
16/01/2015 05:00,173.3,110.3,110.5,107.5,111.5,108
16/01/2015 06:00,170.3,111.8,105,114.3,115.5,113
16/01/2015 07:00,155,104.3,93.5,112.8,112,112
16/01/2015 08:00,127,87.8,69.5,102,100.5,102.5
16/01/2015 09:00,85.3,59.8,40.8,83.3,81,86.8
16/01/2015 10:00,32.5,28.5,13,54,53.3,60
16/01/2015 11:00,0,3.5,0.3,19.3,22,26.3
16/01/2015 12:00,0,0,0,0.3,0.8,1.5
16/01/2015 13:00,0,0,0,0,0,0
16/01/2015 14:00,0,0,0,0,0,0
16/01/2015 15:00,0,0,0,0,0,0
16/01/2015 16:00,0,0,0,0,0,0
16/01/2015 17:00,0,0,0,0,0,0
16/01/2015 18:00,0,0,0,0,0,0
16/01/2015 19:00,0,0,0,0,0,0
16/01/2015 20:00,0,0,0,0,0,0
16/01/2015 21:00,0,0,0,0,0,0
16/01/2015 22:00,0,0,0,0,0,0
16/01/2015 23:00,0,0,0,0,0,0
17/01/2015 00:00,0.5,0,0.8,0,0.8,0
17/01/2015 01:00,66.5,15.3,24.8,0.3,10.8,1
17/01/2015 02:00,114,52.8,60.5,23,45.8,31.5
17/01/2015 03:00,148.3,84,87,64.5,78.3,70.3
17/01/2015 04:00,164.3,103,101.5,95.5,100.5,97
17/01/2015 05:00,167.3,112,106.8,112.8,112.5,112.8
17/01/2015 06:00,158.3,112,101,122.5,113.8,119.3
17/01/2015 07:00,127.5,103.8,88.8,120.8,110.3,117.8
17/01/2015 08:00,84.3,87,63.3,110.5,98.8,108.3
17/01/2015 09:00,43,61.8,37.8,88.8,78.3,88.8
17/01/2015 10:00,12,29.8,13.5,59.8,50.3,61.8
17/01/2015 11:00,0,4,0.3,23.5,19,27.5
17/01/2015 12:00,0,0,0,0.3,0.5,1.8
17/01/2015 13:00,0,0,0,0,0,0
17/01/2015 14:00,0,0,0,0,0,0
17/01/2015 15:00,0,0,0,0,0,0
17/01/2015 16:00,0,0,0,0,0,0
17/01/2015 17:00,0,0,0,0,0,0
17/01/2015 18:00,0,0,0,0,0,0
17/01/2015 19:00,0,0,0,0,0,0
17/01/2015 20:00,0,0,0,0,0,0
17/01/2015 21:00,0,0,0,0,0,0
17/01/2015 22:00,0,0,0,0,0,0
17/01/2015 23:00,0,0,0,0,0,0
18/01/2015 00:00,0.5,0,0.8,0,0.8,0
18/01/2015 01:00,57.8,19.8,27.5,0.3,10.8,1.3
18/01/2015 02:00,105.5,60.5,64.5,26.8,45,31.3
18/01/2015 03:00,139.8,90.8,90.5,68.3,76.5,70
18/01/2015 04:00,156.5,109.3,105.5,97.5,97.8,97
18/01/2015 05:00,154.3,118,110.5,113.3,110.3,112
18/01/2015 06:00,138.3,118.3,105,118,113.8,117.8
18/01/2015 07:00,111.8,110.3,92.8,116,109.8,116.3
18/01/2015 08:00,81.5,93.5,71.8,105.5,98.3,106.8
18/01/2015 09:00,40.8,65,41.8,85.3,77.8,89.3
18/01/2015 10:00,12,32.5,14.8,56.3,50,62.5
18/01/2015 11:00,0,4.8,0.3,20.8,19,28.3
18/01/2015 12:00,0,0,0,0.3,0.5,2
18/01/2015 13:00,0,0,0,0,0,0
18/01/2015 14:00,0,0,0,0,0,0
18/01/2015 15:00,0,0,0,0,0,0
18/01/2015 16:00,0,0,0,0,0,0
18/01/2015 17:00,0,0,0,0,0,0
18/01/2015 18:00,0,0,0,0,0,0
18/01/2015 19:00,0,0,0,0,0,0
18/01/2015 20:00,0,0,0,0,0,0
18/01/2015 21:00,0,0,0,0,0,0
18/01/2015 22:00,0,0,0,0,0,0
18/01/2015 23:00,0,0,0,0,0,0
19/01/2015 00:00,0.5,0,0.8,0,0.8,0
19/01/2015 01:00,57.8,21.5,24.5,0.3,10.3,1.3
19/01/2015 02:00,108.5,62.3,62.3,26.3,45.3,33
19/01/2015 03:00,142.3,92.3,94.3,67.3,77.3,71
19/01/2015 04:00,159.8,110.3,109.3,96.5,99,97.5
19/01/2015 05:00,158.8,119,115,113,111.3,112.5
19/01/2015 06:00,148,117.5,109.3,119.5,115.3,118.8
19/01/2015 07:00,129,109.5,97.5,117.8,111.5,117.3
19/01/2015 08:00,97,92.8,79.3,107.3,99.8,107.8
19/01/2015 09:00,61.5,66.8,50.8,85.5,79.8,88.5
19/01/2015 10:00,23.3,33.5,17.5,56.5,51.8,61.8
19/01/2015 11:00,0,4.8,0.3,21.3,20,27.5
19/01/2015 12:00,0,0,0,0.3,0.8,2
19/01/2015 13:00,0,0,0,0,0,0
19/01/2015 14:00,0,0,0,0,0,0
19/01/2015 15:00,0,0,0,0,0,0
19/01/2015 16:00,0,0,0,0,0,0
19/01/2015 17:00,0,0,0,0,0,0
19/01/2015 18:00,0,0,0,0,0,0
19/01/2015 19:00,0,0,0,0,0,0
19/01/2015 20:00,0,0,0,0,0,0
19/01/2015 21:00,0,0,0,0,0,0
19/01/2015 22:00,0,0,0,0,0,0
19/01/2015 23:00,0,0,0,0,0,0
20/01/2015 00:00,0.5,0,0.8,0,1,0
20/01/2015 01:00,66.3,21,29.8,0.3,11.3,1.3
20/01/2015 02:00,114,61.3,66.8,25.3,45.3,26.5
20/01/2015 03:00,146,91.5,95,65.3,76.8,63
20/01/2015 04:00,164.8,109.5,110.5,94.3,98.3,90.3
20/01/2015 05:00,170.5,118,116.8,110.3,110.3,106.3
20/01/2015 06:00,167.3,118.3,114.5,114,112,108.5
20/01/2015 07:00,149.8,110.3,103.5,111.5,108.3,107.3
20/01/2015 08:00,120.8,93.5,83.8,99.8,97,97.5
20/01/2015 09:00,80.5,66.3,52.3,75.8,75.5,78.8
20/01/2015 10:00,30.8,33,19,46.5,47.5,52.3
20/01/2015 11:00,0,4.5,0.5,15.3,17.8,21.8
20/01/2015 12:00,0,0,0,0.3,0.8,1.5
20/01/2015 13:00,0,0,0,0,0,0
20/01/2015 14:00,0,0,0,0,0,0
20/01/2015 15:00,0,0,0,0,0,0
20/01/2015 16:00,0,0,0,0,0,0
20/01/2015 17:00,0,0,0,0,0,0
20/01/2015 18:00,0,0,0,0,0,0
20/01/2015 19:00,0,0,0,0,0,0
20/01/2015 20:00,0,0,0,0,0,0
20/01/2015 21:00,0,0,0,0,0,0
20/01/2015 22:00,0,0,0,0,0,0
20/01/2015 23:00,0,0,0,0,0,0
21/01/2015 00:00,1,0,1.5,0,1,0
21/01/2015 01:00,72.5,20.3,33.3,0.3,9.8,0.8
21/01/2015 02:00,117.8,59.8,70.5,10,39.5,18.5
21/01/2015 03:00,147.8,90,96,34.5,73.3,47.8
21/01/2015 04:00,165.5,108.3,111,58.3,96.5,71.8
21/01/2015 05:00,171.3,117,116.8,72.5,109.8,87
21/01/2015 06:00,168.8,116,114.3,79.8,114.8,90.5
21/01/2015 07:00,153.3,108,103.3,82.8,110.5,86
21/01/2015 08:00,126.3,91.3,83.8,75.5,99,74.5
21/01/2015 09:00,86.5,66,55.3,58.3,77.5,58.8
21/01/2015 10:00,33.8,32.5,20.5,35.5,50.5,40
21/01/2015 11:00,0,4.3,0.5,11.3,19,17.3
21/01/2015 12:00,0,0,0,0.3,0.8,1.3
21/01/2015 13:00,0,0,0,0,0,0
21/01/2015 14:00,0,0,0,0,0,0
21/01/2015 15:00,0,0,0,0,0,0
21/01/2015 16:00,0,0,0,0,0,0
21/01/2015 17:00,0,0,0,0,0,0
21/01/2015 18:00,0,0,0,0,0,0
21/01/2015 19:00,0,0,0,0,0,0
21/01/2015 20:00,0,0,0,0,0,0
21/01/2015 21:00,0,0,0,0,0,0
21/01/2015 22:00,0,0,0,0,0,0
21/01/2015 23:00,0,0,0,0,0,0
22/01/2015 00:00,1,0,1.5,0,1.3,0
22/01/2015 01:00,71,21.3,32.3,0.3,11.5,0.8
