Datetime,AS-IDN-AC,AS-IDN-BA,AS-IDN-BB,AS-IDN-BE,AS-IDN-BT,AS-IDN-GO,AS-IDN-JA,AS-IDN-JB,AS-IDN-JI,AS-IDN-JK,AS-IDN-JT,AS-IDN-KB,AS-IDN-KI,AS-IDN-KR,AS-IDN-KS,AS-IDN-KT,AS-IDN-KU,AS-IDN-LA,AS-IDN-MA,AS-IDN-MU,AS-IDN-NB,AS-IDN-NT,AS-IDN-PA,AS-IDN-PB,AS-IDN-RI,AS-IDN-SA,AS-IDN-SB,AS-IDN-SG,AS-IDN-SN,AS-IDN-SS,AS-IDN-ST,AS-IDN-SU,AS-IDN-YO,AS-LAO-CE,AS-LAO-NO,AS-LAO-SO,AS-MMR-CE,AS-MMR-NO,AS-MMR-SO,AS-MYS-CE,AS-MYS-EA,AS-MYS-NO,AS-MYS-SH,AS-MYS-SK,AS-MYS-SO,AS-PHL-LU,AS-PHL-MI,AS-PHL-VI,AS-THA-CE,AS-THA-NE,AS-THA-NO,AS-THA-SO,AS-VNM-CH,AS-VNM-ME,AS-VNM-NC,AS-VNM-NE,AS-VNM-NW,AS-VNM-RR,AS-VNM-SC,AS-VNM-SE,AS-BRN-XX,AS-KHM-XX,AS-SGP-XX
01/01/2015 00:00,0.752,0.376,87.984,7.708,65.236,72.568,4.512,52.452,11.468,55.272,52.64,0,10.528,65.612,11.28,0,7.708,6.392,5.076,22.372,6.768,5.076,0.564,0.188,9.024,28.952,6.768,3.196,9.212,11.468,2.256,8.648,95.88,8.6,4.2,30,26.8,13.4,27.4,7,20.8,8.7,3.4,0.3,17.7,80.3,84,95.5,19.8,37.3,50.6,31.5,60.7,40.7,33.7,18.9,1.4,27.6,68.4,54.2,0.3,9.9,23.2
01/01/2015 01:00,0,2.068,88.736,26.132,70.312,91.744,7.332,68.056,24.064,64.484,65.612,0.752,27.636,59.596,9.964,0.188,17.484,23.5,2.82,24.816,5.64,6.768,1.504,0.564,0.376,61.476,7.708,4.136,5.264,19.176,7.708,3.948,100,15.9,2.8,57.2,5.4,7.2,33.3,10.2,25.4,19.2,9.5,0.1,18.4,82.9,86.2,96.8,26.5,71.4,54.1,35.4,79.1,49.4,40.2,17.2,1.8,25.1,85,58.7,0.6,33,21.8
01/01/2015 02:00,0.188,3.384,84.976,37.224,72.568,100,13.724,82.156,40.984,72.568,73.508,2.82,31.584,55.272,11.468,0.188,18.424,32.712,0.94,24.064,4.888,8.836,2.068,0.376,0.94,72.756,12.22,6.58,3.008,22.936,12.408,3.196,100,29.1,3.1,77,0.1,4.3,43.3,11.5,27.8,31.6,16.4,0.4,25.9,84.2,86.2,97.1,21.4,78.3,57.4,56,85.5,57.8,57.1,18.5,2.6,25.9,90.5,63.3,0.7,44.9,22.9
01/01/2015 03:00,0.564,5.452,79.336,42.864,79.148,100,12.032,87.796,46.812,77.08,78.396,3.196,25.38,49.632,12.032,0,17.108,30.08,0.188,23.688,8.46,12.972,4.136,0.564,5.452,72.568,15.416,10.152,3.948,24.44,13.536,3.572,100,41.3,3.9,84.1,0.1,5.5,37.5,10.6,39.7,35.8,21.4,0.2,25.6,85.6,85.3,97.1,13.7,74.4,57.5,63.7,88.2,63.5,65,17.4,3.5,23.6,92.4,70,0.5,46.1,20.6
01/01/2015 04:00,2.068,6.58,73.696,55.272,87.232,91.744,10.152,88.172,37.788,75.2,81.216,3.948,16.92,43.804,10.152,0,16.92,27.26,0.188,24.628,15.04,16.732,6.768,1.128,8.272,68.996,16.168,15.04,9.964,24.816,14.852,4.512,100,52.3,4,86.2,1.3,1.2,32.4,8.4,44.6,33.4,23.5,0,19.2,86.6,83.8,96.7,9.2,69.3,54.7,64.2,89,69.5,70.7,15.6,3.8,22,92.7,76.8,0.3,43.2,15.5
01/01/2015 05:00,3.948,7.332,70.312,72.756,92.872,83.472,9.588,84.224,29.892,74.26,72.568,3.572,8.46,39.292,6.768,0,16.544,25.004,0.752,26.696,14.852,18.988,7.896,1.88,10.152,63.356,16.356,14.476,17.86,25.004,12.596,6.016,100,57.4,3.5,87.4,5.6,0,25.7,5.4,42.2,25.1,20.8,0,12.5,86.7,81.8,95.9,8,66.6,52.5,61.9,89.7,73.9,72.4,14.2,3.8,20,91.7,79.4,0.2,38,10.5
01/01/2015 06:00,6.016,8.648,66.176,81.216,97.572,79.336,9.024,74.26,27.448,68.996,58.28,1.692,2.444,35.344,2.632,0,16.732,20.868,1.316,27.824,10.904,20.304,6.204,1.316,10.34,61.1,18.8,6.768,25.192,24.816,7.708,8.272,100,58.3,3.5,87.7,12.1,0,19.7,3.6,31.4,13.5,15.4,0,8.2,86.1,77.8,94.9,8.7,67.2,50.4,58.6,88.4,76.8,72.7,14.4,4.1,19.2,90.1,80.6,0.4,34.4,6.2
01/01/2015 07:00,6.956,9.024,58.468,79.712,98.512,77.644,9.024,65.236,27.26,60.724,45.684,0.188,1.316,30.644,0.188,0,14.476,12.972,1.88,28.012,6.956,16.92,6.768,0.376,8.836,64.108,19.928,3.948,28.764,25.004,3.572,9.212,96.444,59.6,4.1,86.2,16.6,0,16,2.5,17.7,6.1,8.9,0.1,5.9,84.3,73.2,92.9,10.6,71.2,43.6,55.2,87.2,79.2,71.8,16.5,4.8,19.5,88.2,80.6,1.6,33.7,3.1
01/01/2015 08:00,6.956,7.708,49.632,74.824,98.136,71.064,9.776,57.34,24.064,52.264,34.216,0,0.94,24.44,0,0,7.708,5.64,2.82,27.26,3.572,10.904,10.904,0.564,3.196,63.544,16.92,4.136,24.252,23.876,1.128,7.144,92.496,59.4,5.1,82.3,17.1,0,13.9,1.9,6.9,3.6,4.5,0.3,5.7,81.2,67.4,90,14,76.8,34.8,51,83.4,79.9,66.7,20.1,5.3,20.6,82.7,80,3,35.2,2
01/01/2015 09:00,5.264,6.016,42.676,60.912,91.556,59.596,12.22,47.94,22.184,44.556,25.756,0,3.196,17.484,0,0,5.264,1.316,2.256,21.244,1.88,8.084,17.108,2.256,0.564,51.136,12.032,6.956,16.732,23.124,1.128,3.572,88.36,45.1,5.7,76.5,14.6,0,13.1,1,5.4,1.7,8.3,1.6,8.3,76.6,64.7,87.8,18.2,80,28.1,45.5,71.7,76,44.8,22.3,4.9,22,73,79.1,6,32.1,2.2
01/01/2015 10:00,2.256,6.016,36.284,42.112,83.284,49.444,16.168,36.284,21.056,47.376,19.552,0.188,16.168,14.852,0,0,6.768,0.94,0.752,14.476,1.692,10.152,13.348,2.444,0.752,33.652,7.332,7.332,18.048,18.988,1.692,1.692,81.216,40.1,6.2,73.2,12.2,0,16.1,0.2,4.7,1,17.2,14.2,13.2,71.8,63,87.4,23.8,78.1,25.6,40.6,65.1,68.6,36.7,33.6,6.9,28.5,74.2,82,14.6,30,4.7
01/01/2015 11:00,1.692,6.016,34.592,38.352,83.096,41.924,20.304,33.652,21.432,61.1,19.364,0.94,14.664,16.168,0,0.752,9.588,1.316,0.188,9.964,2.256,12.972,6.58,0.94,6.204,21.056,7.896,4.136,21.056,15.792,0.94,2.632,85.352,44.4,9.3,72.7,7.1,0,20.5,0,4.2,1.6,15.7,27,19.3,70.5,67.4,88.9,29.4,77.2,24.3,41.4,62.4,61.7,42.1,40.7,8.6,37.1,78.4,87.7,17.9,32.5,10.3
01/01/2015 12:00,2.82,5.076,37.412,41.924,83.472,39.48,22.748,31.96,23.5,71.816,23.124,2.82,13.724,20.68,0.564,4.888,15.04,2.444,0,6.768,3.572,13.348,5.828,0.376,18.988,14.476,10.152,2.256,23.876,15.228,0.188,4.7,95.88,44.3,8.2,71.4,2.1,2,21,0,8.1,2.1,16.9,25.9,23.3,70,71.5,89.6,28.4,74.2,21.7,42,61.2,57.1,45.7,40,8.2,44.2,79.3,90.7,18,34.4,15.9
01/01/2015 13:00,2.632,3.572,42.488,59.22,81.592,35.156,24.816,33.84,30.08,72.568,25.944,4.7,14.288,27.072,6.016,10.34,16.92,2.632,0,4.324,6.016,13.724,4.888,1.88,28.2,10.528,11.844,3.196,28.952,13.536,0,7.332,100,41.3,8.2,67.4,0.3,9.5,19.6,0,20.8,2.7,30.9,23.3,24.7,70.4,75.2,89.7,23.3,70.3,18.6,38.7,61.3,55.7,45.4,34.9,7.3,47.2,79.5,90.8,13.6,31,20
01/01/2015 14:00,1.128,3.76,44.18,60.16,79.9,31.396,26.132,32.9,39.292,71.628,31.772,2.82,13.348,34.968,15.604,15.98,17.86,5.64,0,2.444,9.588,15.792,3.76,6.392,28.012,8.272,12.972,6.016,50.384,12.032,0,10.528,100,41.8,8.7,60.7,0.3,16.6,17.1,0,36.7,1.9,36.2,24.8,23.6,70.5,76.2,89.1,18.4,66.3,18.8,37.1,62,55.2,45.9,32.6,7,45.2,77.4,88.4,11.7,27.5,21.3
01/01/2015 15:00,0.376,3.76,42.676,63.356,82.344,31.02,27.636,35.532,38.352,77.268,39.48,0.376,10.152,47.94,24.064,22.748,15.98,4.888,0.188,2.068,13.536,16.92,2.256,9.4,28.952,7.708,17.296,6.58,43.804,15.604,0.188,12.596,100,38.7,8.8,58,2.1,19.5,16.7,0.3,31.1,2.2,35.5,25.6,25.1,71.3,75.6,89,19.9,66.1,15.2,35,62.4,58.3,44.9,31.9,4.9,41.5,73.5,83.7,12,26.8,21.3
01/01/2015 16:00,0.188,4.512,40.984,68.056,81.216,31.772,30.268,37.036,30.832,83.284,47.376,0,6.016,65.612,23.688,25.192,12.972,1.88,1.316,2.068,16.356,18.048,1.128,8.46,31.772,6.956,19.552,10.716,35.532,21.056,1.316,13.348,100,36.4,8.9,58.3,8.4,18.6,13.5,2.3,24.1,5.2,30.2,21.9,25.2,72,75.8,88.6,28.6,64.4,8.7,31.7,64.4,61.3,44.7,28,4.3,40.2,68.2,78.5,12,27.4,20.1
01/01/2015 17:00,0.564,11.092,44.18,71.252,82.344,32.9,33.276,39.104,27.072,87.608,55.272,0.188,6.392,84.6,20.868,27.072,15.416,1.316,3.196,1.504,19.552,18.612,0.94,5.64,29.328,6.016,22.56,16.356,26.696,23.124,3.572,15.98,100,34.1,6,57,16.4,18.2,10.8,4.3,20.1,8.9,27.8,22.5,20.4,73.4,75.5,87.5,39.5,64.2,5.3,29.5,63.3,71.2,44.8,25.7,3.4,38.8,67.2,72.7,11.1,27.2,16.8
01/01/2015 18:00,0.376,25.756,54.896,63.168,82.908,32.9,34.216,43.24,22.936,88.736,55.46,3.008,15.416,100,18.612,22.184,30.268,3.008,4.324,0.752,17.296,17.296,0.752,3.196,27.636,4.888,24.628,22.184,21.056,23.5,4.7,19.928,95.88,32.5,4.2,56.4,24,18.3,11.6,3.6,15.7,13.3,32.8,22.3,16.6,74.4,74.8,87,46.9,68.2,5.5,28.9,61,72.1,46,25.3,2.4,35.6,69.7,68.7,9.1,27.2,13.1
01/01/2015 19:00,0.564,41.924,69.748,57.34,83.472,29.516,32.148,38.54,22.748,87.608,54.708,6.204,16.168,100,14.664,14.288,31.396,13.536,4.136,0.376,13.348,15.04,0.376,1.316,27.636,2.82,30.644,27.448,17.86,23.124,5.64,24.628,93.248,31.1,2.5,57.8,29.3,20.9,13,1.7,8.9,16.8,38,20.6,17.8,75.6,73.2,87,48.8,70,4,32.5,57.6,69.1,49.1,25.6,2.1,32,74.1,63.8,7.6,27,10.2
01/01/2015 20:00,0.94,54.896,84.6,58.092,85.352,26.884,28.576,42.3,24.064,81.968,47.188,10.904,10.904,100,8.46,4.7,20.304,12.22,3.384,0.188,12.784,13.348,0.188,0.564,26.884,0.94,41.924,25.568,18.048,22.184,6.392,28.388,84.036,29.1,1.8,59.2,33.1,22.1,14.8,1.2,6.8,18.2,37.9,15.5,18.1,76.5,69,86.7,48.3,72,2.8,39.9,60.8,65,52.6,26.1,1.8,29.8,74,59.2,5.8,25.1,8.2
01/01/2015 21:00,0.752,52.828,90.428,52.452,82.344,25.756,20.492,39.48,21.808,71.816,37.976,15.604,6.58,100,2.82,4.888,18.048,7.896,3.384,0,15.416,10.716,0.188,0.188,19.364,0.188,41.736,21.056,19.364,21.996,4.888,23.876,74.636,27.3,3,57.1,37.9,22,20.7,0.9,2.8,16,22.7,8.2,14.2,76.5,63,87.1,43.4,65.2,2,40.1,63.5,56,57.8,27.7,1.7,28.6,78.5,49.9,2.7,20.3,5.3
01/01/2015 22:00,0.752,48.504,90.052,42.3,75.2,24.064,10.904,32.9,13.724,60.912,29.14,14.664,4.888,100,0.752,3.948,8.272,6.58,2.82,0,14.852,8.084,0,0,16.92,0.188,40.044,16.92,14.852,16.92,3.196,16.356,64.484,28.2,3.6,56,43.4,22.5,24.5,0.2,2.6,13.9,8,3,11.1,76.5,54.8,88.7,37.2,50.1,1.4,37.6,65.3,42.8,61.5,28.5,1.3,27.7,76.9,38.9,0.7,15.8,3.2
01/01/2015 23:00,1.128,35.156,87.608,34.592,57.34,20.868,4.888,26.32,8.272,48.692,17.86,8.084,3.384,91.556,0.376,2.256,0.564,7.332,0.376,0,8.46,4.888,0,0.188,19.552,0.188,31.772,14.288,17.484,9.212,1.316,10.152,50.76,27.4,5.3,47.6,47,24.9,27.9,0.2,6.8,12.5,0.2,0.7,8.2,76.6,45,90.9,31.9,31.7,0.9,38.1,63.3,34.1,61.8,25.2,1.3,25.4,70.4,31.4,0.1,13,2
02/01/2015 00:00,1.692,21.432,72.004,25.004,70.5,16.92,0.752,38.728,12.784,62.416,18.988,0.376,0.376,79.336,0.376,1.504,0.188,3.572,0.188,0.188,3.948,6.956,0,0.376,8.648,0.376,17.296,18.048,23.688,2.444,0.94,4.324,54.332,22,4,36.7,44.2,25,27.4,0.5,13.4,13.6,0,0,4.5,81.3,35.5,93.3,22,28.1,1,33.2,62,32.3,57.8,14.7,0.9,16.9,68.9,28.2,0,11.7,0.9
02/01/2015 01:00,0.94,16.92,53.204,34.592,85.352,10.716,1.504,54.332,22.56,83.284,21.432,0.94,0.188,69.56,1.504,0.94,0.188,5.076,0.188,0.188,3.384,9.776,0.188,0.564,1.504,0.94,11.468,18.612,21.432,6.392,0.564,1.504,57.904,27,2.7,66.1,11.4,11.2,30.8,2.1,24.5,25.7,0,0,5.4,85.1,28,93.9,34.8,67.5,0.9,31,78.9,46.4,67.2,15.7,1.2,18.7,83.3,37.4,0,28.7,0.6
02/01/2015 02:00,0.94,24.44,42.488,52.264,92.496,5.452,2.444,66.176,32.9,94.188,27.26,0.564,0.564,63.544,4.7,1.128,0.376,11.28,0.188,0.188,5.264,12.032,1.504,0.94,2.632,2.256,9.588,16.544,21.996,9.588,0.188,0.376,62.416,31.7,0.7,81.4,3.8,1.4,37.7,5.9,19,35.9,0.7,0,3.8,86.2,26.5,93,32.6,77.3,0.6,45.8,82.3,54.4,78.5,8.4,1.9,15.5,89.7,46.6,0,40.2,0.2
02/01/2015 03:00,3.948,25.756,51.136,63.356,98.324,3.196,3.76,74.448,37.788,100,33.464,0.188,0.752,64.108,9.4,1.692,1.128,16.92,1.316,0,6.768,18.612,5.64,1.88,5.64,2.82,8.836,12.784,22.56,13.912,0,0.564,66.176,32.9,0.2,83.6,6.5,0.9,32.8,8.7,21.9,40.4,4.9,0,2.7,86.2,27.8,90.8,26.1,72.8,0.5,51.6,85.2,60.7,78.9,1.9,1.7,10,91.3,59,0,43.7,0.1
02/01/2015 04:00,4.512,21.056,70.688,77.832,100,3.948,6.956,79.9,36.66,100,37.6,0.188,0,67.304,14.664,1.316,1.316,21.808,6.204,0,6.956,25.192,12.784,3.196,6.956,2.444,10.528,8.46,23.312,20.116,0,0.94,68.056,31.3,0.1,84.2,10.4,0,25.5,9,23.6,37.7,10.5,0,2.6,84.9,30.5,88.1,19.9,63.7,0.6,55.4,87.7,67.6,78.5,0.2,1,6.6,91.4,70.5,0.2,41.4,0.1
02/01/2015 05:00,4.7,15.604,84.036,86.856,100,7.332,11.092,82.156,35.156,100,39.856,0.188,0,68.432,15.98,0.564,1.504,27.072,10.152,0,5.828,27.824,19.928,3.572,10.716,1.316,11.844,3.948,22.936,27.824,0,1.128,68.996,28.5,0,84.1,15.2,0,16.7,6.2,20.9,28.2,14.6,0,2.5,83.6,31.7,85.2,15.8,56.2,1.3,58.4,88,71.6,75.7,0.1,0.6,4.7,90.5,76.3,0.5,36.4,0.1
02/01/2015 06:00,5.264,9.4,86.292,87.796,100,13.348,14.288,77.644,33.84,100,40.232,0.188,0,71.252,13.348,0.188,1.692,27.072,6.016,0,3.572,32.148,22.184,3.948,10.34,0.752,15.04,1.504,21.808,34.404,0.564,0.94,67.304,26.6,0,83.8,17.9,0.3,11,3.1,16.2,17.6,14.8,0.1,3.8,82.9,31.7,81.9,14,52.5,3.3,60.3,86.7,74,71.8,0.3,0.5,3.9,89.3,79.2,0.2,32.5,0.5
02/01/2015 07:00,6.204,5.452,78.96,81.968,100,21.432,14.664,69.748,29.704,95.128,34.216,0,1.316,76.516,6.768,0,3.008,22.184,2.82,0,1.128,37.224,21.056,2.256,6.016,2.444,18.988,0.564,20.116,37.412,2.632,0.564,60.912,25.1,0,81.6,17.5,1.6,8.5,1.2,11.1,8.9,8.9,0.1,7.6,82.5,31.7,77.3,14.1,52.7,6.5,61.8,85.4,75.7,65.7,0.5,0.5,3.6,88.3,81.6,0,31.8,1.3
02/01/2015 08:00,6.58,2.82,66.176,71.44,95.316,31.772,13.912,60.16,21.244,87.608,26.32,0,2.444,79.524,2.068,0.188,2.444,14.664,2.256,0.752,0.376,36.66,23.688,1.504,2.068,16.544,21.056,0.188,16.732,36.66,2.632,0.376,51.136,24.5,0,77.4,14,2.9,6.2,0.5,4.3,2.4,2.7,0,10.6,80,33.2,73.8,15.7,56.4,9.3,57.8,79.2,75.9,58.6,0.7,0.6,3.5,82.3,84.6,0,33.3,2.3
02/01/2015 09:00,5.076,2.256,52.64,54.708,90.24,33.276,12.972,54.332,15.792,85.352,20.304,0,1.88,81.78,2.444,0.376,1.692,7.708,2.068,1.504,0.564,50.76,25.38,5.264,0.564,36.66,17.86,0.188,12.784,37.976,2.256,0.188,43.992,19.1,0,70.2,10.3,2.9,4.6,0.2,4.1,0.5,4.6,0,10.7,75.9,45.7,76.7,18.3,61.9,13,49.5,64.2,69.8,39.4,1.3,1.6,4.6,70.1,86.5,0.1,32.5,3.3
02/01/2015 10:00,2.256,3.572,40.796,30.268,81.216,30.08,9.964,41.736,13.16,84.412,15.604,0,1.88,83.284,5.076,2.444,4.136,4.7,1.88,0.752,1.504,45.684,20.492,10.716,1.128,39.292,13.16,3.572,14.288,33.464,2.068,0.188,41.924,13.1,0.4,68.2,9.3,2.5,6.3,0.1,4.4,0.2,10.5,1.2,11.2,72.8,58.6,79.2,23.7,66.8,17.1,44.7,61.4,62,29.1,1.7,4.4,8.2,65.9,87.9,1.5,28.9,4.6
02/01/2015 11:00,1.316,4.7,35.344,24.628,81.216,28.952,8.084,40.232,12.032,84.224,16.732,0,1.504,81.404,12.032,6.768,4.136,3.948,2.444,0.564,2.256,37.976,19.364,8.836,5.64,27.448,11.844,10.904,18.612,29.14,0.752,1.316,46.812,13.9,1.1,70.5,6.2,2.4,15.1,0,1.9,0.3,16.3,5.8,14.2,71.4,65.8,82.4,29.9,74.8,18.3,42.2,63.9,58.3,32.3,1.4,6.1,11.7,68.7,89,3.7,30.4,8.3
02/01/2015 12:00,1.88,5.264,34.216,21.244,88.548,25.568,6.392,44.18,11.092,80.464,23.312,0,0.188,78.208,19.364,7.896,1.692,3.948,3.384,0.752,3.572,28.2,15.98,9.4,15.792,23.688,14.288,13.348,27.26,25.944,1.316,5.64,56.588,10.4,1.3,69,1.6,1.2,28.4,0,1.2,0.6,8.8,8.5,18,69.7,71.2,84.5,30.4,74.4,16.1,39.4,63.9,54.4,30,1.4,5.9,14.6,69,89.2,3.1,30,13.7
02/01/2015 13:00,2.444,6.016,31.584,19.928,98.7,22.56,4.888,46.624,11.28,78.584,30.644,1.504,0.376,75.576,20.304,4.512,0.752,5.264,5.264,0.564,6.58,25.38,11.656,9.024,33.276,9.588,18.612,15.604,27.824,25.568,1.504,12.408,68.244,8.7,0.9,66.8,0.1,0.5,31,0,1.4,1.2,6.3,9.9,20.9,67.7,78.8,85.5,27,67.4,12.8,37.9,61.4,52.5,28.1,1.7,5,15.5,67.8,87.5,1.4,26.6,20.1
02/01/2015 14:00,2.632,8.084,29.328,20.68,100,8.46,5.828,47.188,11.656,84.412,34.592,7.708,4.512,71.44,17.484,2.444,0.752,8.648,7.896,0.188,9.776,25.004,7.708,9.588,36.096,3.008,24.816,14.852,29.704,28.576,2.068,17.672,81.592,6.1,0.9,64.4,0.2,1.7,24.9,0,1.6,1.5,3.7,9.4,25.5,66.2,82.9,85.6,23.8,63.2,9.7,36.1,59.6,49.5,26,2,4,13.3,65.7,81.6,0.2,21.9,26.5
02/01/2015 15:00,3.384,8.46,32.148,18.988,100,4.324,9.588,50.948,8.836,90.428,41.36,14.288,9.212,72.568,14.288,1.88,0.94,11.468,11.468,0,9.588,27.072,7.144,5.076,26.508,1.504,28.2,11.468,31.208,34.028,1.128,15.416,95.128,4.6,3,59.8,3.1,4.5,16.4,0,1.7,2.3,0.8,9.9,21.9,66.6,82.6,85.4,24.2,58.8,7,34.3,61.3,49.8,28.4,1.8,3.2,9.7,69,75.2,0,22.4,28
02/01/2015 16:00,5.64,9.024,38.164,19.74,100,4.324,16.168,62.04,4.7,96.632,55.46,15.792,9.212,77.644,9.964,1.88,0.94,14.288,16.732,0,7.896,25.192,7.708,3.948,24.44,2.256,29.14,10.34,28.2,39.104,1.316,15.416,100,3.9,6.9,56.6,10.7,7.9,13.7,0,1.8,2.4,0.1,13.8,19.2,68.2,80.2,85.6,28.3,54.6,3.2,35.3,61,53.5,23.5,1.2,2.9,5.7,71.5,67.5,0,26.2,27.9
02/01/2015 17:00,8.46,10.152,41.924,22.936,100,4.888,20.68,52.076,2.068,100,85.916,15.04,6.392,84.036,3.948,2.632,1.128,17.672,22.936,0.564,7.144,23.688,5.076,4.7,22.936,4.512,29.328,12.032,24.252,41.924,3.572,18.988,100,4.8,10.7,46.7,17.9,13.2,12.5,0.1,3,2.6,0,15,22,70.5,78.6,86,35.8,59.7,1.1,34,61.3,61.5,26.1,0.7,3,2.1,71.9,59.7,0.4,31.2,30.9
02/01/2015 18:00,11.656,10.904,39.668,30.832,100,5.264,19.74,49.82,0.94,100,100,10.904,1.504,90.428,0.94,5.64,1.504,16.544,25.004,2.256,5.828,24.816,1.128,7.332,21.432,9.024,27.072,14.664,21.808,39.292,4.324,17.672,100,6.2,12.3,40.7,22.7,18.8,12.2,0.3,6.2,2.8,0,11.9,22.5,72.9,75.8,86.7,41.5,61.2,1.8,31.1,61.7,59.8,27.2,0.4,2.8,0.6,68.6,53.8,2.9,32.7,35.8
02/01/2015 19:00,12.972,10.716,33.088,40.42,100,5.64,17.86,60.536,0.564,100,87.232,5.828,0,97.008,0.376,9.212,0.94,11.656,24.816,4.7,5.076,21.808,0.188,9.776,21.432,16.92,23.124,21.244,19.176,32.148,3.196,16.732,100,7.4,8.4,39.4,28,23.1,11.7,1.1,11.8,4.1,0.1,5.3,24.9,74.4,74.4,87.4,43.1,65.3,4.7,31.4,62.1,53.5,26.9,0.1,2.7,0.5,69.1,48.4,7.6,30.5,41.8
02/01/2015 20:00,12.972,10.152,27.072,46.248,100,6.58,15.416,57.34,0.564,100,88.924,5.828,0,100,0.188,8.836,0.564,6.768,23.5,5.64,4.7,17.296,0.188,12.784,21.62,22.184,20.304,25.944,19.552,22.56,3.384,16.168,100,5.1,4.1,41.8,34.1,27.8,11.7,1.7,13.5,5.8,2.6,1,26.5,75.7,72.2,87.6,43.4,64.9,13.1,31,61,48.4,28.6,0,1.8,1.6,70,45.1,11.6,28.3,48.1
02/01/2015 21:00,9.024,9.964,22.748,32.336,100,9.4,10.716,57.904,0.752,88.736,75.764,5.076,0,100,0.188,6.956,0.564,5.452,22.372,6.016,4.7,13.724,4.888,14.1,20.116,17.108,18.8,24.252,18.8,13.16,3.76,16.92,100,4.8,1.6,42.4,38.8,28.2,12,3.1,17.6,5.7,7.3,0,26.4,74.8,71,88,41.1,54.8,20.3,29.7,57.6,40.2,28.9,0,1,3.6,67.9,40.2,12.9,22.2,48.8
02/01/2015 22:00,5.452,11.092,21.432,51.136,92.308,12.22,8.272,52.076,1.316,73.32,51.7,1.504,0,100,0.188,1.88,0.188,5.828,13.724,5.264,4.7,12.596,6.768,4.324,20.116,10.152,19.176,14.664,18.048,7.144,4.136,19.364,100,5.4,0.4,44.2,43.4,21.7,13.2,5.4,19.1,10.3,8.4,0.2,24.5,73.9,68,88.6,37.4,49.1,22,29.4,54.4,32.8,22.1,0.3,0.4,6,65.3,36.9,14.2,16.5,44
02/01/2015 23:00,1.88,11.656,23.124,44.556,71.252,12.784,7.144,39.292,7.708,55.648,23.688,0.188,0.188,100,3.76,0.188,0,6.016,6.204,3.76,3.384,11.28,13.724,0.376,19.552,8.084,19.176,3.196,15.792,3.196,3.196,22.936,66.176,5.8,0.3,41.9,46,18.1,14.7,5.6,10.8,13.8,2.9,1.5,25.2,72.6,65.9,89.8,33.4,44.8,17.9,30.3,51.3,27.9,23.2,1.5,0.2,8.4,61.5,37.4,6.7,13.6,36.9
03/01/2015 00:00,0.376,12.032,21.62,37.788,78.96,12.972,1.692,52.264,17.86,64.86,10.716,0,0,93.624,13.912,3.384,0,24.252,7.52,2.256,3.572,6.204,22.56,0.94,2.632,9.776,11.656,3.384,25.38,2.068,8.084,16.544,42.488,2.7,0.7,28.9,41.5,18.6,12.3,4.8,8.4,14.4,1.5,1.2,14.2,75,65.7,93.1,27.4,35.6,18.1,23.5,45,20.7,16.3,1.7,0.2,7.7,56.1,40.5,2.4,15.2,24.6
03/01/2015 01:00,0,17.108,23.124,37.976,81.216,12.972,5.452,57.34,22.936,77.832,11.092,0,0,85.54,12.408,5.64,2.82,37.6,12.032,1.504,5.828,17.108,27.448,2.632,9.212,10.716,18.236,10.34,33.652,20.116,6.204,15.228,46.06,5.8,0.2,57.8,11.6,9.3,9.3,11.5,29.1,26.5,4,0.2,13.1,77.4,72.6,93.9,28.5,60.9,17.9,25.8,65.4,29.7,24.5,0,0.2,5.4,74.2,51,1,43.7,16
03/01/2015 02:00,0.188,27.448,26.696,54.332,76.328,11.656,11.468,53.58,24.252,82.908,20.492,0,0,75.388,16.356,3.196,3.572,37.788,14.852,1.316,9.776,38.728,31.208,6.016,19.552,7.896,23.5,17.86,37.412,30.456,4.888,16.168,53.204,8.6,0.3,66.1,13.9,1.5,24.8,14.4,24.9,32.5,4.7,0.3,23.2,77.3,75.1,93.3,22.5,62.3,12.5,47.4,74.4,44.4,27.7,0.2,0.2,4.5,76.8,61.9,0.1,48.4,15.8
03/01/2015 03:00,0.94,40.232,27.072,68.056,75.388,12.408,13.724,47.188,25.756,83.472,28.764,0,0,70.312,27.072,2.068,5.076,35.156,16.356,1.316,13.536,47.564,39.292,7.144,33.088,6.956,29.892,18.988,45.308,30.832,7.144,19.176,56.776,11.8,0.5,64.9,17.4,2.1,17,12.3,28.7,28.9,5.4,0.1,32.8,75.1,74.8,91.4,16.4,51.3,8.2,61.7,76.8,59.1,28.9,0.7,0.1,3.3,76.1,72.4,0.2,42.2,16
03/01/2015 04:00,1.692,49.82,23.5,68.056,77.644,15.792,11.656,45.12,26.508,81.78,27.824,0,0,66.176,35.908,1.316,6.204,34.592,12.032,1.316,18.048,46.06,47,6.768,46.06,6.58,33.84,15.792,58.468,28.576,9.588,20.116,58.468,14.4,0.4,64.4,21.1,0.3,10.1,8.6,30.5,21,4.9,0.1,31.7,71.4,74.1,88.2,11.5,40.2,10.8,66.5,77.7,69.3,31.4,1.4,0,2.6,76.6,81.4,0.3,36.2,12.7
