Month,Day,Hour,BTNXX,INDEA,INDNE,INDNO,INDSO,INDWE,BGDXX,COLXX,GHAXX,HONXX
1,1,0,0.00012,0.00009,0.00011,0.0001,0.00011,0.00011,7.58E-05,9.60E-05,9.10E-05,0.000104195
1,1,1,0.00013,0.00009,0.00012,0.00011,0.00011,0.00012,7.26E-05,9.33E-05,9.09E-05,0.000100315
1,1,2,0.00013,0.0001,0.00011,0.00012,0.00011,0.00012,7.01E-05,9.02E-05,9.17E-05,9.73E-05
1,1,3,0.00013,0.0001,0.00011,0.00012,0.00011,0.00012,6.73E-05,8.69E-05,9.29E-05,9.51E-05
1,1,4,0.00013,0.0001,0.0001,0.00012,0.00011,0.00012,6.60E-05,8.44E-05,9.30E-05,9.52E-05
1,1,5,0.00013,0.0001,0.0001,0.00012,0.00011,0.00013,6.94E-05,8.29E-05,9.77E-05,9.79E-05
1,1,6,0.00013,0.0001,0.0001,0.00011,0.00011,0.00012,7.23E-05,7.64E-05,0.00010364,9.95E-05
1,1,7,0.00013,0.0001,0.0001,0.00011,0.00011,0.00012,8.07E-05,7.72E-05,0.00010879,0.000104379
1,1,8,0.00013,0.00009,0.0001,0.00011,0.00011,0.00012,8.69E-05,8.08E-05,0.000112,0.000110791
1,1,9,0.00013,0.00009,0.0001,0.00011,0.00011,0.00012,8.51E-05,8.40E-05,0.0001151,0.000114277
1,1,10,0.00013,0.00009,0.00011,0.00011,0.00011,0.00012,8.59E-05,8.70E-05,0.00011428,0.000118328
1,1,11,0.00013,0.0001,0.00014,0.00011,0.00011,0.00012,9.08E-05,8.90E-05,0.00011183,0.000123251
1,1,12,0.00013,0.00011,0.00015,0.00011,0.00011,0.00012,9.33E-05,9.09E-05,0.000111,0.00012347
1,1,13,0.00014,0.00011,0.00015,0.00012,0.00012,0.00012,9.05E-05,9.03E-05,0.00011148,0.000124496
1,1,14,0.00014,0.00011,0.00015,0.00011,0.00012,0.00012,8.56E-05,8.85E-05,0.00011118,0.000125225
1,1,15,0.00014,0.00011,0.00015,0.00011,0.00012,0.00012,8.40E-05,8.76E-05,0.00011363,0.000124749
1,1,16,0.00013,0.0001,0.00012,0.00011,0.00012,0.00012,8.61E-05,8.64E-05,0.00011835,0.000122189
1,1,17,0.00012,0.0001,0.00012,0.0001,0.00011,0.00011,9.48E-05,8.88E-05,0.00012523,0.000120629
1,1,18,0.00012,0.0001,0.00011,0.0001,0.00011,0.00011,9.86E-05,0.00010452,0.00013413,0.000129299
1,1,19,0.00012,0.00009,0.0001,0.0001,0.00011,0.00011,9.76E-05,0.00010959,0.00014076,0.000131903
1,1,20,0.00012,0.00009,0.0001,0.0001,0.00011,0.00011,9.42E-05,0.00010793,0.0001438,0.000128079
1,1,21,0.00012,0.00009,0.0001,0.0001,0.00011,0.0001,8.86E-05,0.00010277,0.00013887,0.000122931
1,1,22,0.00012,0.00009,0.0001,0.00009,0.00011,0.0001,8.31E-05,9.85E-05,0.00012841,0.000116477
1,1,23,0.00012,0.0001,0.0001,0.00009,0.00011,0.0001,7.92E-05,9.23E-05,0.00011571,0.00010986
2,1,0,0.00012,0.0001,0.00011,0.0001,0.00011,0.00011,7.74E-05,9.84E-05,9.06E-05,0.000104195
2,1,1,0.00013,0.0001,0.00011,0.00011,0.00011,0.00012,7.52E-05,9.45E-05,9.07E-05,0.000100315
2,1,2,0.00013,0.0001,0.00011,0.00011,0.00011,0.00012,7.22E-05,9.16E-05,9.03E-05,9.73E-05
2,1,3,0.00013,0.0001,0.00011,0.00011,0.00011,0.00012,7.01E-05,9.12E-05,9.15E-05,9.51E-05
2,1,4,0.00013,0.0001,0.00011,0.00012,0.00011,0.00012,6.96E-05,9.51E-05,9.32E-05,9.52E-05
2,1,5,0.00013,0.0001,0.0001,0.00011,0.00011,0.00013,7.43E-05,0.00010595,9.77E-05,9.79E-05
2,1,6,0.00013,0.0001,0.0001,0.00011,0.00011,0.00012,8.27E-05,0.00010957,0.00010279,9.95E-05
2,1,7,0.00013,0.0001,0.0001,0.00011,0.00011,0.00012,8.84E-05,0.00011346,0.00011044,0.000104379
2,1,8,0.00013,0.00009,0.0001,0.00011,0.00011,0.00012,9.49E-05,0.00012164,0.00011378,0.000110791
2,1,9,0.00013,0.00009,0.0001,0.00011,0.00011,0.00012,9.64E-05,0.00012754,0.00011444,0.000114277
2,1,10,0.00013,0.0001,0.00011,0.00011,0.00011,0.00012,9.73E-05,0.00013388,0.00011553,0.000118328
2,1,11,0.00013,0.00011,0.00013,0.00011,0.00011,0.00012,0.00010259,0.0001373,0.00011192,0.000123251
2,1,12,0.00013,0.00011,0.00014,0.00012,0.00011,0.00012,0.00010499,0.00013451,0.00011245,0.00012347
2,1,13,0.00014,0.00012,0.00014,0.00012,0.00012,0.00012,0.000101991,0.00013529,0.00011081,0.000124496
2,1,14,0.00014,0.00012,0.00015,0.00011,0.00012,0.00012,9.80E-05,0.00013838,0.00011087,0.000125225
2,1,15,0.00014,0.00012,0.00014,0.00011,0.00012,0.00011,9.40E-05,0.00013893,0.00011343,0.000124749
2,1,16,0.00013,0.00011,0.00013,0.0001,0.00012,0.00011,9.63E-05,0.00013634,0.00011752,0.000122189
2,1,17,0.00012,0.0001,0.00012,0.0001,0.00011,0.00011,0.000101691,0.0001325,0.00012524,0.000120629
2,1,18,0.00012,0.0001,0.00011,0.0001,0.00011,0.00011,0.000103345,0.00014199,0.00013419,0.000129299
2,1,19,0.00011,0.0001,0.0001,0.0001,0.00011,0.0001,0.000102281,0.00014749,0.00014303,0.000131903
2,1,20,0.00011,0.00009,0.0001,0.0001,0.00011,0.0001,0.000101181,0.00014445,0.00014438,0.000128079
2,1,21,0.00011,0.00009,0.0001,0.0001,0.00011,0.0001,9.59E-05,0.00013672,0.00013989,0.000122931
2,1,22,0.00012,0.0001,0.0001,0.00009,0.00011,0.0001,9.00E-05,0.00012425,0.00012755,0.000116477
2,1,23,0.00012,0.0001,0.0001,0.0001,0.00011,0.0001,8.71E-05,0.00011221,0.00011422,0.00010986
3,1,0,0.00012,0.0001,0.00011,0.0001,0.00011,0.00011,8.91E-05,9.95E-05,9.04E-05,0.000104195
3,1,1,0.00012,0.0001,0.00011,0.00011,0.00011,0.00012,8.48E-05,9.60E-05,9.09E-05,0.000100315
3,1,2,0.00013,0.0001,0.00011,0.00012,0.00011,0.00012,8.22E-05,9.38E-05,9.12E-05,9.73E-05
3,1,3,0.00013,0.0001,0.0001,0.00012,0.00011,0.00012,8.03E-05,9.32E-05,9.25E-05,9.51E-05
3,1,4,0.00013,0.0001,0.0001,0.00012,0.00011,0.00012,7.90E-05,9.65E-05,9.50E-05,9.52E-05
3,1,5,0.00013,0.0001,0.0001,0.00012,0.00011,0.00013,8.09E-05,0.00010662,9.72E-05,9.79E-05
3,1,6,0.00013,0.0001,0.00011,0.00011,0.00011,0.00012,8.46E-05,0.00010876,0.00010328,9.95E-05
3,1,7,0.00012,0.0001,0.0001,0.00011,0.00011,0.00012,9.09E-05,0.00011287,0.00010836,0.000104379
3,1,8,0.00012,0.00009,0.0001,0.00011,0.00011,0.00012,9.19E-05,0.00012056,0.00011409,0.000110791
3,1,9,0.00012,0.00009,0.0001,0.00011,0.00011,0.00012,9.15E-05,0.0001257,0.00011508,0.000114277
3,1,10,0.00013,0.0001,0.00012,0.00011,0.00011,0.00012,9.34E-05,0.00013129,0.00011472,0.000118328
3,1,11,0.00013,0.0001,0.00014,0.00011,0.00011,0.00012,9.86E-05,0.0001345,0.00011277,0.000123251
3,1,12,0.00013,0.00012,0.00015,0.00012,0.0001,0.00012,0.000101441,0.00013095,0.00011142,0.00012347
3,1,13,0.00014,0.00012,0.00015,0.00012,0.00012,0.00013,8.91E-05,0.00013175,0.00011039,0.000124496
3,1,14,0.00014,0.00012,0.00016,0.00011,0.00012,0.00012,8.72E-05,0.00013504,0.00011131,0.000125225
3,1,15,0.00013,0.00012,0.00015,0.00011,0.00012,0.00012,8.55E-05,0.00013467,0.00011353,0.000124749
3,1,16,0.00012,0.00011,0.00013,0.00011,0.00011,0.00011,8.35E-05,0.00013221,0.0001181,0.000122189
3,1,17,0.00012,0.0001,0.00012,0.0001,0.00011,0.00011,8.88E-05,0.00012844,0.00012508,0.000120629
3,1,18,0.00011,0.0001,0.00011,0.0001,0.00011,0.00011,0.000100841,0.00013944,0.00013512,0.000129299
3,1,19,0.00011,0.00009,0.00011,0.0001,0.00011,0.0001,9.97E-05,0.00014534,0.00014245,0.000131903
3,1,20,0.00011,0.00009,0.0001,0.0001,0.0001,0.0001,9.75E-05,0.00014135,0.00014444,0.000128079
3,1,21,0.00011,0.00009,0.0001,0.00009,0.0001,0.0001,9.45E-05,0.00013268,0.00013984,0.000122931
3,1,22,0.00011,0.00009,0.0001,0.00009,0.0001,0.0001,9.02E-05,0.00011771,0.00012967,0.000116477
3,1,23,0.00011,0.0001,0.00011,0.00009,0.00011,0.0001,8.84E-05,0.00010701,0.00011507,0.00010986
4,1,0,0.00012,0.0001,0.00011,0.0001,0.00011,0.00011,0.000120989,9.64E-05,9.03E-05,0.000104195
4,1,1,0.00012,0.0001,0.00013,0.00011,0.00011,0.00011,0.000122989,9.14E-05,9.00E-05,0.000100315
4,1,2,0.00012,0.0001,0.00012,0.00011,0.00011,0.00012,0.000124988,8.87E-05,9.06E-05,9.73E-05
4,1,3,0.00012,0.0001,0.00011,0.00011,0.00011,0.00012,0.000123989,8.75E-05,9.15E-05,9.51E-05
4,1,4,0.00012,0.0001,0.0001,0.00011,0.00011,0.00012,0.000117989,9.05E-05,9.42E-05,9.52E-05
4,1,5,0.00012,0.0001,0.00011,0.00011,0.00011,0.00013,0.00011149,9.99E-05,9.92E-05,9.79E-05
4,1,6,0.00012,0.0001,0.00011,0.00011,0.00011,0.00012,0.00010999,0.00010099,0.00010344,9.95E-05
4,1,7,0.00011,0.0001,0.00011,0.00011,0.00011,0.00012,0.00011199,0.00010494,0.00010914,0.000104379
4,1,8,0.00011,0.00009,0.0001,0.00011,0.00011,0.00012,0.000116989,0.0001114,0.00011263,0.000110791
4,1,9,0.00011,0.00009,0.0001,0.0001,0.00011,0.00012,0.000122489,0.00011806,0.00011525,0.000114277
4,1,10,0.00012,0.0001,0.00011,0.0001,0.00011,0.00012,0.000124488,0.00012422,0.00011549,0.000118328
4,1,11,0.00012,0.0001,0.00013,0.0001,0.0001,0.00012,0.000128488,0.00012829,0.00011393,0.000123251
4,1,12,0.00012,0.00012,0.00015,0.00011,0.0001,0.00012,0.000130488,0.0001251,0.00011213,0.00012347
4,1,13,0.00013,0.00012,0.00015,0.00012,0.00012,0.00012,0.000132688,0.00012588,0.00011159,0.000124496
4,1,14,0.00014,0.00011,0.00015,0.00011,0.00011,0.00012,0.000133188,0.00012806,0.00011265,0.000125225
4,1,15,0.00013,0.00011,0.00014,0.0001,0.00011,0.00012,0.000132488,0.00012848,0.00011422,0.000124749
4,1,16,0.00012,0.0001,0.00013,0.0001,0.00011,0.00011,0.000131988,0.00012616,0.00011655,0.000122189
4,1,17,0.00011,0.0001,0.00012,0.0001,0.00011,0.00011,0.000134288,0.00012209,0.00012561,0.000120629
4,1,18,0.00011,0.00009,0.00011,0.0001,0.00011,0.0001,0.000143637,0.00013064,0.00013535,0.000129299
4,1,19,0.00011,0.00009,0.0001,0.00009,0.0001,0.0001,0.000143487,0.00013423,0.0001435,0.000131903
4,1,20,0.00011,0.00009,0.0001,0.00009,0.0001,0.0001,0.000146486,0.00012965,0.0001459,0.000128079
4,1,21,0.00011,0.00009,0.0001,0.00009,0.0001,0.0001,0.000145487,0.00012141,0.00013858,0.000122931
4,1,22,0.00011,0.00009,0.0001,0.00009,0.0001,0.0001,0.000142487,0.0001121,0.00012855,0.000116477
4,1,23,0.00012,0.00009,0.0001,0.00009,0.00011,0.0001,0.000137487,0.00010289,0.00011586,0.00010986
5,1,0,0.00012,0.0001,0.00011,0.0001,0.00011,0.00011,0.000160485,9.25E-05,9.05E-05,0.000104195
5,1,1,0.00012,0.00009,0.00012,0.00011,0.00011,0.00012,0.000158485,8.86E-05,9.03E-05,0.000100315
5,1,2,0.00012,0.0001,0.00011,0.00011,0.00011,0.00012,0.000156486,8.51E-05,9.08E-05,9.73E-05
5,1,3,0.00012,0.0001,0.00011,0.00011,0.00011,0.00012,0.000153986,8.34E-05,9.28E-05,9.51E-05
5,1,4,0.00012,0.0001,0.0001,0.00011,0.00011,0.00013,0.000151486,8.39E-05,9.38E-05,9.52E-05
5,1,5,0.00012,0.0001,0.0001,0.00011,0.00011,0.00013,1.44E-05,8.34E-05,9.83E-05,9.79E-05
5,1,6,0.00012,0.0001,0.0001,0.00011,0.00011,0.00012,0.000139987,8.17E-05,0.00010443,9.95E-05
5,1,7,0.00012,0.0001,0.00011,0.0001,0.00011,0.00012,0.000137487,8.55E-05,0.00010914,0.000104379
5,1,8,0.00011,0.00009,0.00011,0.0001,0.00011,0.00012,0.000133988,8.95E-05,0.00011207,0.000110791
5,1,9,0.00012,0.00009,0.00011,0.0001,0.00011,0.00012,0.000129488,9.32E-05,0.00011493,0.000114277
5,1,10,0.00012,0.0001,0.00012,0.00011,0.00011,0.00012,0.000130988,9.77E-05,0.00011339,0.000118328
5,1,11,0.00012,0.00011,0.00015,0.00011,0.00011,0.00011,0.000133988,9.92E-05,0.00011335,0.000123251
5,1,12,0.00012,0.00012,0.00015,0.00011,0.00011,0.00012,0.000138987,9.96E-05,0.00011252,0.00012347
5,1,13,0.00013,0.00012,0.00016,0.00012,0.00012,0.00013,0.000141287,9.96E-05,0.00011322,0.000124496
5,1,14,0.00014,0.00012,0.00016,0.00011,0.00012,0.00012,0.000140987,9.76E-05,0.00011347,0.000125225
5,1,15,0.00013,0.00012,0.00015,0.0001,0.00012,0.00012,0.000139787,9.65E-05,0.00011449,0.000124749
5,1,16,0.00012,0.00011,0.00014,0.0001,0.00012,0.00011,0.000138487,9.62E-05,0.00011813,0.000122189
5,1,17,0.00012,0.0001,0.00012,0.0001,0.00011,0.00011,0.000130988,9.84E-05,0.00012515,0.000120629
5,1,18,0.00011,0.0001,0.00011,0.0001,0.00011,0.0001,0.000153086,0.00011254,0.00013563,0.000129299
5,1,19,0.00011,0.00009,0.0001,0.00009,0.00011,0.0001,0.000156286,0.0001179,0.0001441,0.000131903
5,1,20,0.00011,0.00009,0.0001,0.00009,0.00011,0.0001,0.000158485,0.00011642,0.00014622,0.000128079
5,1,21,0.00011,0.00009,0.0001,0.00009,0.00011,0.0001,0.000158485,0.00011138,0.00013973,0.000122931
5,1,22,0.00011,0.00009,0.0001,0.00009,0.00011,0.0001,0.000157985,0.00010347,0.00012934,0.000116477
5,1,23,0.00012,0.0001,0.0001,0.00009,0.00011,0.0001,0.000156985,9.33E-05,0.00011562,0.00010986
6,1,0,0.00012,0.0001,0.0001,0.0001,0.00011,0.00011,0.000142487,9.46E-05,9.12E-05,0.000104195
6,1,1,0.00012,0.0001,0.00012,0.0001,0.00012,0.00011,0.000138987,9.06E-05,9.15E-05,0.000100315
6,1,2,0.00013,0.0001,0.00012,0.00011,0.00012,0.00012,0.000135987,8.87E-05,9.09E-05,9.73E-05
6,1,3,0.00013,0.0001,0.00011,0.00011,0.00011,0.00012,0.000132988,8.80E-05,9.32E-05,9.51E-05
6,1,4,0.00013,0.0001,0.00011,0.00011,0.00012,0.00012,0.000129988,9.12E-05,9.51E-05,9.52E-05
6,1,5,0.00013,0.0001,0.0001,0.00011,0.00011,0.00012,0.000122489,9.76E-05,9.88E-05,9.79E-05
6,1,6,0.00013,0.0001,0.0001,0.00011,0.00011,0.00012,0.000121989,0.0001005,0.00010407,9.95E-05
6,1,7,0.00013,0.0001,0.0001,0.0001,0.00011,0.00012,0.000121989,0.00010747,0.00011062,0.000104379
6,1,8,0.00012,0.00009,0.00011,0.0001,0.00011,0.00012,0.000125488,0.00011508,0.00011291,0.000110791
6,1,9,0.00013,0.00009,0.00011,0.0001,0.00011,0.00012,0.000129788,0.00012003,0.00011548,0.000114277
6,1,10,0.00013,0.0001,0.00011,0.0001,0.00011,0.00012,0.000132988,0.00012513,0.0001154,0.000118328
6,1,11,0.00013,0.0001,0.00013,0.0001,0.00011,0.00012,0.000136987,0.00012774,0.00011335,0.000123251
6,1,12,0.00013,0.00012,0.00014,0.00011,0.00011,0.00012,0.000141987,0.00012444,0.00011301,0.00012347
6,1,13,0.00014,0.00012,0.00015,0.00012,0.00012,0.00013,0.000140487,0.00012502,0.00011338,0.000124496
6,1,14,0.00014,0.00012,0.00016,0.00011,0.00012,0.00012,0.000141987,0.00012754,0.00011242,0.000125225
6,1,15,0.00013,0.00012,0.00015,0.00011,0.00011,0.00012,0.000143487,0.00012726,0.00011325,0.000124749
6,1,16,0.00013,0.00011,0.00013,0.00011,0.00011,0.00012,0.000139487,0.00012525,0.00011698,0.000122189
6,1,17,0.00012,0.0001,0.00012,0.0001,0.00011,0.00011,0.000135987,0.00012246,0.00012683,0.000120629
6,1,18,0.00011,0.0001,0.00011,0.0001,0.00011,0.00011,0.000154736,0.00013407,0.00013507,0.000129299
6,1,19,0.00011,0.0001,0.00011,0.0001,0.00011,0.00011,0.000158485,0.00013888,0.00014375,0.000131903
6,1,20,0.00011,0.00009,0.0001,0.0001,0.00011,0.0001,0.000157485,0.00013505,0.00014561,0.000128079
6,1,21,0.00011,0.00009,0.0001,0.0001,0.00011,0.0001,0.000153986,0.00012523,0.00013883,0.000122931
6,1,22,0.00012,0.00009,0.0001,0.00009,0.00011,0.0001,0.000154486,0.00011234,0.0001294,0.000116477
6,1,23,0.00012,0.00009,0.00011,0.0001,0.00011,0.00011,0.000155486,0.00010181,0.00011557,0.00010986
7,1,0,0.00012,0.0001,0.00011,0.0001,0.00012,0.00011,0.000132988,0.00010031,9.09E-05,0.000104195
7,1,1,0.00012,0.0001,0.00012,0.00011,0.00012,0.00012,0.000130988,9.74E-05,9.07E-05,0.000100315
7,1,2,0.00013,0.0001,0.00012,0.00012,0.00012,0.00012,0.000127988,9.46E-05,9.03E-05,9.73E-05
7,1,3,0.00013,0.0001,0.00011,0.00012,0.00012,0.00012,0.000119489,9.38E-05,9.25E-05,9.51E-05
7,1,4,0.00013,0.0001,0.00011,0.00012,0.00012,0.00013,0.000117189,9.57E-05,9.49E-05,9.52E-05
7,1,5,0.00013,0.0001,0.00011,0.00012,0.00012,0.00013,0.00011048,9.87E-05,9.75E-05,9.79E-05
7,1,6,0.00013,0.0001,0.0001,0.00011,0.00012,0.00013,0.00011092,0.00010172,0.00010444,9.95E-05
7,1,7,0.00013,0.0001,0.00011,0.00011,0.00012,0.00012,0.00011272,0.00010961,0.00010974,0.000104379
7,1,8,0.00013,0.00009,0.0001,0.00011,0.00012,0.00012,0.000116789,0.00011825,0.0001141,0.000110791
7,1,9,0.00013,0.0001,0.00011,0.00011,0.00012,0.00012,0.000119789,0.00012302,0.0001152,0.000114277
7,1,10,0.00013,0.0001,0.00012,0.0001,0.00012,0.00012,0.000124788,0.00012649,0.0001159,0.000118328
7,1,11,0.00013,0.0001,0.00014,0.00011,0.00012,0.00012,0.000128788,0.00013064,0.00011458,0.000123251
7,1,12,0.00013,0.00012,0.00015,0.00012,0.00011,0.00012,0.000130988,0.00012909,0.00011255,0.00012347
7,1,13,0.00014,0.00012,0.00015,0.00012,0.00012,0.00013,0.000126988,0.00012825,0.00011143,0.000124496
7,1,14,0.00014,0.00013,0.00015,0.00011,0.00012,0.00013,0.000128488,0.00013027,0.0001125,0.000125225
7,1,15,0.00014,0.00012,0.00015,0.00011,0.00012,0.00012,0.000126788,0.00012973,0.0001149,0.000124749
7,1,16,0.00013,0.00011,0.00013,0.00011,0.00012,0.00012,0.000119989,0.0001275,0.00011816,0.000122189
7,1,17,0.00012,0.0001,0.00011,0.00011,0.00012,0.00011,0.000120989,0.00012495,0.00012614,0.000120629
7,1,18,0.00012,0.0001,0.00011,0.0001,0.00011,0.00011,0.000137687,0.00013222,0.00013409,0.000129299
7,1,19,0.00011,0.0001,0.0001,0.0001,0.00011,0.00011,0.000140687,0.00013738,0.00014487,0.000131903
7,1,20,0.00011,0.0001,0.0001,0.0001,0.00011,0.00011,0.000140287,0.00013319,0.00014631,0.000128079
7,1,21,0.00011,0.0001,0.0001,0.0001,0.00011,0.0001,0.000139587,0.00012649,0.00014095,0.000122931
7,1,22,0.00012,0.0001,0.0001,0.0001,0.00011,0.0001,0.000138087,0.00011735,0.0001289,0.000116477
7,1,23,0.00012,0.0001,0.0001,0.0001,0.00011,0.00011,0.000136687,0.00010887,0.00011659,0.00010986
8,1,0,0.00012,0.0001,0.00011,0.00011,0.00012,0.00011,0.000145287,9.47E-05,9.12E-05,0.000104195
8,1,1,0.00013,0.0001,0.00012,0.00011,0.00012,0.00012,0.000140987,9.19E-05,9.15E-05,0.000100315
8,1,2,0.00013,0.0001,0.00011,0.00012,0.00012,0.00012,0.000136487,9.14E-05,9.21E-05,9.73E-05
8,1,3,0.00013,0.0001,0.0001,0.00012,0.00012,0.00013,0.000133988,9.07E-05,9.20E-05,9.51E-05
8,1,4,0.00013,0.0001,0.00011,0.00012,0.00012,0.00013,0.000130488,9.34E-05,9.51E-05,9.52E-05
8,1,5,0.00013,0.0001,0.00011,0.00011,0.00012,0.00013,0.000124788,0.00010175,9.92E-05,9.79E-05
8,1,6,0.00013,0.0001,0.00011,0.00011,0.00012,0.00013,0.000122789,0.00010369,0.00010419,9.95E-05
8,1,7,0.00013,0.0001,0.00011,0.00011,0.00012,0.00013,0.000118489,0.00011021,0.00010967,0.000104379
8,1,8,0.00013,0.00009,0.00011,0.00011,0.00012,0.00012,0.000122989,0.00011876,0.00011335,0.000110791
8,1,9,0.00013,0.0001,0.00011,0.00011,0.00012,0.00012,0.000122889,0.00012399,0.00011435,0.000114277
8,1,10,0.00013,0.0001,0.00011,0.0001,0.00012,0.00012,0.000122789,0.00012919,0.00011472,0.000118328
8,1,11,0.00013,0.00011,0.00014,0.0001,0.00012,0.00012,0.000126488,0.00013175,0.00011397,0.000123251
8,1,12,0.00013,0.00012,0.00015,0.00011,0.00011,0.00012,0.000126988,0.00012867,0.00011246,0.00012347
8,1,13,0.00014,0.00012,0.00016,0.00012,0.00012,0.00013,0.000120989,0.00012935,0.00011297,0.000124496
8,1,14,0.00014,0.00012,0.00016,0.00011,0.00012,0.00012,0.000119179,0.00013247,0.00011372,0.000125225
8,1,15,0.00014,0.00011,0.00015,0.00011,0.00012,0.00012,0.000114789,0.00013265,0.000114,0.000124749
8,1,16,0.00013,0.0001,0.00013,0.00011,0.00012,0.00012,0.00011174,0.00013079,0.00011921,0.000122189
8,1,17,0.00012,0.0001,0.00012,0.0001,0.00012,0.00011,0.00011013,0.00012653,0.00012526,0.000120629
8,1,18,0.00012,0.00009,0.00011,0.0001,0.00011,0.00011,0.000121599,0.00013564,0.00013567,0.000129299
8,1,19,0.00012,0.0001,0.0001,0.0001,0.00011,0.00011,0.000121249,0.00014156,0.00014416,0.000131903
8,1,20,0.00012,0.00009,0.0001,0.0001,0.00011,0.00011,0.000123609,0.00013775,0.00014583,0.000128079
8,1,21,0.00012,0.00009,0.0001,0.0001,0.00011,0.0001,0.000122229,0.00013027,0.00014019,0.000122931
8,1,22,0.00012,0.00009,0.0001,0.0001,0.00011,0.0001,0.000119609,0.00011769,0.00012919,0.000116477
8,1,23,0.00012,0.00009,0.0001,0.0001,0.00011,0.00011,0.000124788,0.00010726,0.00011597,0.00010986
9,1,0,0.00012,0.0001,0.00011,0.0001,0.00012,0.00011,0.000138127,9.81E-05,9.06E-05,0.000104195
9,1,1,0.00013,0.0001,0.00012,0.00011,0.00012,0.00012,0.000145986,9.52E-05,9.18E-05,0.000100315
9,1,2,0.00013,0.0001,0.00011,0.00011,0.00012,0.00012,0.000139487,9.20E-05,9.12E-05,9.73E-05
9,1,3,0.00013,0.0001,0.00011,0.00011,0.00012,0.00013,0.000134987,9.17E-05,9.24E-05,9.51E-05
9,1,4,0.00013,0.0001,0.00011,0.00011,0.00012,0.00013,0.000133988,9.41E-05,9.50E-05,9.52E-05
9,1,5,0.00013,0.0001,0.00011,0.00011,0.00012,0.00013,0.000128488,0.00010268,9.84E-05,9.79E-05
9,1,6,0.00013,0.0001,0.00011,0.00011,0.00012,0.00013,0.000126488,0.00010472,0.00010467,9.95E-05
9,1,7,0.00013,0.00009,0.00011,0.00011,0.00012,0.00012,0.000123989,0.00010979,0.00011087,0.000104379
9,1,8,0.00013,0.00009,0.00011,0.00011,0.00012,0.00012,0.000126488,0.00011627,0.00011427,0.000110791
9,1,9,0.00013,0.00009,0.00011,0.0001,0.00012,0.00012,0.000128488,0.00012026,0.00011743,0.000114277
9,1,10,0.00013,0.0001,0.00012,0.0001,0.00012,0.00012,0.000128988,0.00012404,0.00011514,0.000118328
9,1,11,0.00013,0.00011,0.00014,0.00011,0.00011,0.00012,0.000133988,0.00012722,0.000114,0.000123251
9,1,12,0.00013,0.00012,0.00016,0.00011,0.00011,0.00012,0.000135987,0.00012543,0.000113,0.00012347
9,1,13,0.00014,0.00012,0.00016,0.00012,0.00012,0.00013,0.000134688,0.00012695,0.00011339,0.000124496
9,1,14,0.00014,0.00012,0.00016,0.00011,0.00012,0.00013,0.000136987,0.00012964,0.00011286,0.000125225
9,1,15,0.00014,0.00012,0.00015,0.00011,0.00011,0.00012,0.000136987,0.00013027,0.00011421,0.000124749
9,1,16,0.00013,0.00011,0.00013,0.00011,0.00011,0.00011,0.000133488,0.00012853,0.0001187,0.000122189
9,1,17,0.00012,0.0001,0.00013,0.0001,0.00011,0.00011,0.000129688,0.00012609,0.00012675,0.000120629
9,1,18,0.00012,0.0001,0.00011,0.0001,0.00011,0.00011,0.000149986,0.00013746,0.00013595,0.000129299
9,1,19,0.00011,0.0001,0.00011,0.0001,0.00011,0.00011,0.000149986,0.00014035,0.00014419,0.000131903
9,1,20,0.00011,0.0001,0.0001,0.0001,0.00011,0.0001,0.000150586,0.00013641,0.00014658,0.000128079
9,1,21,0.00011,0.00009,0.0001,0.0001,0.00011,0.0001,0.000149986,0.00012769,0.00014152,0.000122931
9,1,22,0.00012,0.00009,0.0001,0.00009,0.00011,0.0001,0.000149986,0.00011572,0.00012935,0.000116477
9,1,23,0.00012,0.0001,0.0001,0.0001,0.00012,0.00011,0.000148486,0.00010543,0.00011484,0.00010986
10,1,0,0.00012,0.0001,0.00011,0.0001,0.00012,0.00011,0.000140987,9.92E-05,8.99E-05,0.000104195
10,1,1,0.00012,0.0001,0.00012,0.00011,0.00012,0.00012,0.000135987,9.40E-05,9.11E-05,0.000100315
10,1,2,0.00013,0.0001,0.00011,0.00011,0.00012,0.00012,0.000134987,9.09E-05,9.11E-05,9.73E-05
10,1,3,0.00013,0.0001,0.00011,0.00011,0.00012,0.00013,0.000126988,8.97E-05,9.09E-05,9.51E-05
10,1,4,0.00013,0.0001,0.0001,0.00011,0.00012,0.00013,0.000123989,9.07E-05,9.49E-05,9.52E-05
10,1,5,0.00013,0.0001,0.0001,0.00011,0.00012,0.00013,0.000122789,9.48E-05,9.90E-05,9.79E-05
10,1,6,0.00013,0.0001,0.0001,0.00011,0.00012,0.00013,0.000120989,9.58E-05,0.0001049,9.95E-05
10,1,7,0.00012,0.0001,0.0001,0.0001,0.00012,0.00012,0.000119989,0.00010247,0.00010947,0.000104379
10,1,8,0.00012,0.00009,0.0001,0.0001,0.00012,0.00012,0.000123289,0.00011077,0.00011362,0.000110791
10,1,9,0.00012,0.00009,0.0001,0.0001,0.00012,0.00012,0.000126988,0.00011579,0.00011408,0.000114277
10,1,10,0.00013,0.0001,0.0001,0.0001,0.00011,0.00012,0.000133488,0.00011948,0.00011381,0.000118328
10,1,11,0.00013,0.0001,0.00013,0.0001,0.00011,0.00012,0.000134987,0.00012143,0.00011417,0.000123251
