Datetime,BTNXX,INDEA,INDNE,INDNO,INDSO,INDWE,BGDXX,COLXX,FJIXX,GMBXX,GHAXX,HNDXX,MDGXX,PAKXX,PHLXX,TZAXX,CPVXX
01/01/2015 00:00,0.1,12.6,2.9,31.5,2.8,20.5,0.043,0.653,0.961,0.123,0.481,0.167,0.196,0,0.294,0.125,0.502
01/01/2015 01:00,0.2,12.3,3.4,31.3,2.3,19.3,0.048,0.798,0.916,0.167,0.467,0.203,0.194,0,0.272,0.111,0.565
01/01/2015 02:00,0.2,12.1,2.2,28.4,1.5,17.1,0.018,0.668,0.853,0.192,0.459,0.179,0.184,0,0.224,0.095,0.613
01/01/2015 03:00,0.2,14.2,0.7,17,1.9,14.8,0.007,0.58,0.8,0.21,0.433,0.143,0.158,0,0.158,0.079,0.64
01/01/2015 04:00,0.3,13.5,0.4,10.1,2.1,14,0.004,0.581,0.76,0.248,0.388,0.12,0.21,0,0.1,0.107,0.672
01/01/2015 05:00,0.7,14,0.4,15.2,2.5,13.8,0.001,0.652,0.72,0.329,0.323,0.114,0.187,0,0.06,0.189,0.698
01/01/2015 06:00,1.3,17.4,0.4,20.8,3.5,14.2,0,0.683,0.706,0.404,0.248,0.113,0.154,0,0.039,0.207,0.723
01/01/2015 07:00,2,19.7,0.4,18,5.1,14.5,0,0.66,0.718,0.467,0.101,0.114,0.119,0,0.025,0.161,0.756
01/01/2015 08:00,2.6,17.7,0.3,17.8,7.1,15.3,0,0.601,0.73,0.376,0.104,0.118,0.085,0,0.016,0.101,0.791
01/01/2015 09:00,1.8,15.4,0.1,21,9.8,17.3,0,0.613,0.734,0.231,0.336,0.12,0.051,0,0.015,0.066,0.822
01/01/2015 10:00,0.3,11.8,0.1,26.1,12,20.1,0,0.557,0.737,0.338,0.399,0.153,0.026,0.003,0.026,0.046,0.843
01/01/2015 11:00,0.1,10.5,0.1,29.7,12.4,22.8,0.002,0.507,0.741,0.503,0.372,0.17,0.011,0.023,0.045,0.038,0.848
01/01/2015 12:00,0,10.6,0.2,34.8,12.5,25.9,0.009,0.473,0.742,0.571,0.301,0.176,0.003,0.057,0.072,0.037,0.845
01/01/2015 13:00,0,11.3,0.6,36.7,12.7,29.2,0.027,0.302,0.726,0.559,0.253,0.112,0.001,0.07,0.109,0.046,0.835
01/01/2015 14:00,0.1,11.6,0.8,35.4,11.6,28.3,0.053,0.135,0.701,0.488,0.228,0.181,0.001,0.051,0.136,0.079,0.824
01/01/2015 15:00,0.1,12,0.9,33.4,9.8,27.1,0.08,0.111,0.72,0.38,0.21,0.28,0.014,0.031,0.147,0.152,0.811
01/01/2015 16:00,0.1,10.4,0.9,31.4,7.8,25.4,0.109,0.108,0.777,0.257,0.161,0.343,0.044,0.021,0.159,0.261,0.777
01/01/2015 17:00,0.1,9.3,1.1,30.3,6.3,23.1,0.118,0.127,0.831,0.169,0.116,0.344,0.046,0.011,0.174,0.344,0.734
01/01/2015 18:00,0.2,9.3,1.2,29.1,5.3,20.5,0.096,0.136,0.884,0.127,0.079,0.332,0.037,0.005,0.201,0.361,0.695
01/01/2015 19:00,0.2,9.5,1.5,27.9,4.5,18.5,0.067,0.114,0.914,0.101,0.07,0.311,0.046,0.003,0.255,0.32,0.663
01/01/2015 20:00,0.2,9.3,1.5,25.2,4,17.8,0.043,0.083,0.92,0.102,0.106,0.295,0.063,0.002,0.367,0.264,0.668
01/01/2015 21:00,0.3,9.4,1.5,22.6,3.4,16.9,0.029,0.061,0.913,0.16,0.214,0.212,0.082,0.001,0.476,0.237,0.702
01/01/2015 22:00,0.3,9.5,1.5,20.1,2.8,15.8,0.022,0.095,0.908,0.305,0.334,0.159,0.103,0.001,0.518,0.211,0.722
01/01/2015 23:00,0.3,10,1.5,18,2.4,15,0.017,0.123,0.913,0.494,0.37,0.185,0.137,0.001,0.507,0.189,0.708
02/01/2015 00:00,0.2,10,1.3,16.2,2,14.5,0.013,0.107,0.92,0.648,0.355,0.201,0.16,0.004,0.487,0.163,0.663
02/01/2015 01:00,0.1,9.1,1.2,15.2,1.5,14.1,0.008,0.077,0.93,0.684,0.334,0.187,0.15,0.01,0.452,0.153,0.607
02/01/2015 02:00,0,7.3,0.2,13.3,0.6,11.4,0.001,0.05,0.937,0.652,0.308,0.162,0.132,0.009,0.348,0.138,0.558
02/01/2015 03:00,0.2,6.4,0.2,7.5,0.6,10.6,0,0.035,0.94,0.654,0.284,0.153,0.118,0.004,0.229,0.107,0.535
02/01/2015 04:00,0.6,7.5,0.3,5.8,1,11.3,0,0.016,0.938,0.678,0.245,0.131,0.12,0,0.138,0.116,0.547
02/01/2015 05:00,1.2,8.3,0.5,9.6,2,12,0,0.003,0.93,0.682,0.213,0.122,0.095,0.001,0.081,0.211,0.583
02/01/2015 06:00,2.6,8.9,0.7,10.8,3.8,11.6,0,0.002,0.924,0.669,0.173,0.139,0.066,0.006,0.049,0.22,0.619
02/01/2015 07:00,4.1,9.5,0.8,9.5,5.6,10.9,0,0.002,0.92,0.653,0.061,0.15,0.038,0.01,0.029,0.184,0.661
02/01/2015 08:00,4.8,9.7,0.9,8,7,10.1,0,0.001,0.916,0.523,0.055,0.16,0.016,0.016,0.015,0.129,0.71
02/01/2015 09:00,3.7,9.1,1,7.3,7.5,9.4,0,0,0.901,0.481,0.092,0.166,0.005,0.017,0.01,0.087,0.752
02/01/2015 10:00,1.2,7.6,0.9,7.5,7.5,8.9,0.001,0,0.865,0.713,0.169,0.179,0.004,0.017,0.008,0.069,0.789
02/01/2015 11:00,0.2,8.3,0.8,9.5,7.3,8.6,0.001,0,0.808,0.735,0.229,0.165,0.007,0.026,0.016,0.068,0.819
02/01/2015 12:00,0.1,9,0.9,13,8.6,10.5,0.001,0.004,0.74,0.676,0.204,0.137,0.014,0.044,0.047,0.077,0.832
02/01/2015 13:00,0.2,9,1.3,15.7,10.7,13.6,0.003,0.008,0.689,0.563,0.168,0.129,0.017,0.06,0.071,0.094,0.827
02/01/2015 14:00,0.4,8.4,1.4,15.8,10.8,15.4,0.008,0.015,0.661,0.458,0.141,0.268,0.006,0.054,0.068,0.118,0.816
02/01/2015 15:00,0.6,7.1,1.3,14.5,9.1,15.7,0.021,0.005,0.689,0.374,0.116,0.394,0.001,0.031,0.045,0.175,0.798
02/01/2015 16:00,0.7,5.5,0.9,13.2,6.6,14.8,0.034,0,0.744,0.277,0.092,0.441,0.011,0.013,0.035,0.294,0.784
02/01/2015 17:00,0.7,3.9,0.6,12.5,4.4,13.8,0.029,0,0.784,0.209,0.064,0.397,0.017,0.005,0.031,0.389,0.774
02/01/2015 18:00,0.5,3.1,0.4,12.6,2.9,13.2,0.012,0.001,0.808,0.206,0.038,0.321,0.018,0.001,0.025,0.402,0.766
02/01/2015 19:00,0.4,2.6,0.4,13,2.3,12.3,0.003,0.003,0.823,0.225,0.03,0.243,0.061,0,0.023,0.345,0.756
02/01/2015 20:00,0.3,2.3,0.5,12.7,2,11.5,0.002,0.002,0.833,0.311,0.029,0.164,0.098,0,0.026,0.296,0.749
02/01/2015 21:00,0.3,2.4,0.6,11.5,2,10.6,0.004,0,0.826,0.488,0.023,0.117,0.132,0,0.042,0.234,0.744
02/01/2015 22:00,0.3,2.7,0.6,10.1,2.1,9.4,0.004,0,0.806,0.666,0.005,0.074,0.168,0.002,0.061,0.181,0.74
02/01/2015 23:00,0.3,3.2,0.6,8.7,1.9,8.1,0.004,0.006,0.794,0.778,0,0.063,0.199,0.027,0.068,0.144,0.728
03/01/2015 00:00,0.3,3.8,0.8,7.3,1.8,7,0.003,0.013,0.797,0.827,0.001,0.064,0.217,0.087,0.079,0.112,0.7
03/01/2015 01:00,0.6,3.9,0.8,5.9,1.4,5.9,0.002,0.017,0.806,0.838,0.017,0.045,0.238,0.142,0.094,0.082,0.672
03/01/2015 02:00,0.3,2.1,0.1,4.6,0.5,3.6,0,0.007,0.816,0.826,0.05,0.054,0.252,0.168,0.101,0.06,0.642
03/01/2015 03:00,0.3,2,0.2,2,0.3,1.2,0,0.005,0.824,0.782,0.065,0.061,0.182,0.093,0.09,0.045,0.593
03/01/2015 04:00,1.2,2.2,0.6,0.6,0.6,0.8,0,0.017,0.834,0.746,0.059,0.073,0.119,0.017,0.075,0.051,0.55
03/01/2015 05:00,4.3,1.4,1.2,0.3,1.3,1.1,0.002,0.076,0.845,0.733,0.036,0.083,0.041,0.001,0.066,0.129,0.506
03/01/2015 06:00,5.9,0.7,1.8,0.3,1.9,1.5,0.007,0.143,0.85,0.732,0.014,0.09,0.012,0,0.061,0.149,0.474
03/01/2015 07:00,5.9,0.4,2.1,0.1,2,2,0.02,0.155,0.855,0.707,0.002,0.113,0.005,0,0.055,0.132,0.466
03/01/2015 08:00,5.4,0.3,2.3,0.1,1.8,2.4,0.037,0.119,0.862,0.498,0,0.117,0.001,0.001,0.049,0.094,0.47
03/01/2015 09:00,3.9,0.4,2.3,0.1,1.6,2.8,0.053,0.179,0.875,0.379,0.007,0.092,0,0.003,0.046,0.073,0.492
03/01/2015 10:00,1.1,0.6,1.7,0.2,1.6,3,0.074,0.228,0.88,0.58,0.03,0.074,0,0.004,0.048,0.068,0.523
03/01/2015 11:00,0.2,0.9,1.2,0.3,1.9,3.6,0.096,0.211,0.852,0.539,0.037,0.097,0,0.005,0.065,0.072,0.53
03/01/2015 12:00,0.2,1.8,1.1,1,4.8,7.2,0.112,0.186,0.768,0.395,0.041,0.093,0.008,0.007,0.105,0.078,0.529
03/01/2015 13:00,0.4,2.8,1,2.1,8.9,11.6,0.117,0.113,0.633,0.208,0.05,0.088,0.042,0.009,0.155,0.097,0.514
03/01/2015 14:00,0.7,3.7,0.6,3.9,9.8,12.9,0.104,0.05,0.51,0.131,0.064,0.182,0.083,0.009,0.2,0.135,0.491
03/01/2015 15:00,0.7,4.4,0.4,5.8,8.5,12.3,0.113,0.043,0.457,0.108,0.074,0.272,0.099,0.01,0.211,0.209,0.468
03/01/2015 16:00,0.6,4.6,0.3,7.9,6.8,12,0.139,0.082,0.447,0.089,0.083,0.277,0.088,0.01,0.188,0.343,0.442
03/01/2015 17:00,0.4,5.1,0.2,10.7,5.4,12.6,0.148,0.095,0.477,0.082,0.095,0.237,0.053,0.006,0.152,0.398,0.42
03/01/2015 18:00,0.3,5.3,0.2,14.7,4.2,13.5,0.134,0.073,0.565,0.091,0.086,0.192,0.011,0.004,0.122,0.323,0.402
03/01/2015 19:00,0.2,4.9,0.1,19.2,3.3,13.9,0.118,0.017,0.667,0.14,0.056,0.159,0.008,0.007,0.11,0.253,0.394
03/01/2015 20:00,0.2,4.8,0.1,22.3,2.8,14.1,0.104,0.003,0.752,0.267,0.023,0.145,0.053,0.02,0.103,0.218,0.4
03/01/2015 21:00,0.2,4.9,0.1,22.7,2.4,14.2,0.089,0.013,0.8,0.471,0.006,0.131,0.114,0.043,0.104,0.179,0.421
03/01/2015 22:00,0.2,4.9,0.1,22,1.9,14.3,0.063,0.064,0.833,0.618,0.001,0.093,0.149,0.088,0.107,0.157,0.442
03/01/2015 23:00,0.2,4.9,0.2,21.7,1.6,14.3,0.038,0.093,0.865,0.686,0,0.085,0.183,0.145,0.11,0.154,0.448
04/01/2015 00:00,0.4,4.7,0.3,21.5,1.9,14.2,0.021,0.09,0.89,0.712,0.003,0.093,0.196,0.179,0.116,0.143,0.442
04/01/2015 01:00,0.5,4.5,0.4,20,2.2,14,0.009,0.09,0.906,0.726,0.029,0.099,0.192,0.176,0.115,0.134,0.435
04/01/2015 02:00,0.8,3.4,0.1,16.9,1.2,9.8,0.001,0.086,0.923,0.697,0.082,0.116,0.191,0.172,0.1,0.126,0.449
04/01/2015 03:00,2.4,4,0.1,8,1.6,6.7,0,0.092,0.924,0.617,0.129,0.101,0.176,0.142,0.073,0.095,0.475
04/01/2015 04:00,5,5.8,0.3,2.7,2,6.6,0,0.106,0.92,0.55,0.154,0.078,0.17,0.077,0.045,0.086,0.496
04/01/2015 05:00,6.1,6.1,0.8,0.7,2.2,6.3,0,0.095,0.918,0.525,0.167,0.069,0.092,0.055,0.027,0.152,0.507
04/01/2015 06:00,6.7,6.7,1.8,0.3,1.9,5.6,0.001,0.084,0.92,0.447,0.182,0.042,0.058,0.021,0.018,0.185,0.498
04/01/2015 07:00,9.1,7.6,3.8,0.4,1.4,5.1,0.003,0.066,0.932,0.355,0.1,0.028,0.021,0.001,0.014,0.145,0.487
04/01/2015 08:00,12.2,8.3,4.1,0.7,0.9,5.1,0.01,0.069,0.943,0.239,0.048,0.038,0.003,0.003,0.016,0.1,0.481
04/01/2015 09:00,8.9,9.9,3.6,1.1,0.6,5.1,0.011,0.089,0.945,0.112,0.143,0.037,0,0.002,0.032,0.086,0.494
04/01/2015 10:00,4.7,12.2,2.8,1.4,0.6,5.2,0.014,0.112,0.94,0.186,0.258,0.038,0,0,0.076,0.09,0.526
04/01/2015 11:00,2.9,14.9,2.4,2.5,0.9,6.1,0.015,0.164,0.933,0.32,0.272,0.038,0.003,0,0.138,0.104,0.552
04/01/2015 12:00,2.6,17.7,3.4,5.5,2.6,10.6,0.019,0.251,0.91,0.312,0.253,0.03,0.002,0.036,0.202,0.122,0.557
04/01/2015 13:00,2.1,18.3,4.8,9.5,5.2,17.3,0.036,0.252,0.88,0.223,0.219,0.009,0.002,0.152,0.27,0.149,0.547
04/01/2015 14:00,1.3,18,5.4,12.8,7.6,22.7,0.058,0.202,0.859,0.135,0.17,0.019,0.004,0.294,0.328,0.178,0.525
04/01/2015 15:00,0.9,17,5.3,15.3,9.1,26,0.066,0.327,0.886,0.088,0.124,0.025,0.008,0.354,0.327,0.22,0.507
04/01/2015 16:00,0.9,15.2,5.6,17.3,9.8,27.9,0.06,0.444,0.924,0.07,0.087,0.016,0.005,0.348,0.27,0.328,0.518
04/01/2015 17:00,0.9,14.8,6.9,18.8,10,28.9,0.059,0.507,0.924,0.017,0.067,0.008,0.002,0.334,0.207,0.434,0.538
04/01/2015 18:00,1.1,15.3,7.3,20,9.7,28.9,0.071,0.628,0.891,0,0.07,0.005,0.014,0.32,0.152,0.454,0.558
04/01/2015 19:00,1.2,16.6,7,21.1,9.6,28.4,0.075,0.679,0.876,0.005,0.079,0.009,0.035,0.328,0.113,0.38,0.571
04/01/2015 20:00,1.1,16.3,7.7,21.2,9.8,27.7,0.087,0.58,0.88,0.093,0.084,0.022,0.056,0.395,0.082,0.286,0.59
04/01/2015 21:00,0.8,14.9,8.1,19.3,9.8,26.5,0.101,0.635,0.875,0.241,0.117,0.046,0.093,0.506,0.089,0.206,0.615
04/01/2015 22:00,0.7,13.1,7.8,17,10.3,24.9,0.109,0.781,0.871,0.359,0.187,0.055,0.132,0.586,0.129,0.151,0.633
04/01/2015 23:00,0.9,12.4,6.5,15.4,10.1,23.6,0.111,0.86,0.881,0.468,0.238,0.054,0.155,0.584,0.172,0.124,0.636
05/01/2015 00:00,1.1,12,5.4,13.4,10.3,22.8,0.105,0.887,0.888,0.423,0.249,0.06,0.164,0.526,0.223,0.126,0.623
05/01/2015 01:00,1.4,9.8,3.7,11.5,9.5,21.9,0.077,0.866,0.884,0.432,0.269,0.058,0.183,0.466,0.268,0.13,0.607
05/01/2015 02:00,3.3,6.1,3.4,9.5,9.8,16.3,0.013,0.833,0.878,0.47,0.291,0.054,0.219,0.4,0.289,0.12,0.594
05/01/2015 03:00,5,9.1,6.7,4.4,16.7,14.7,0.006,0.801,0.888,0.431,0.294,0.054,0.187,0.195,0.245,0.085,0.587
05/01/2015 04:00,6.2,11.3,8.4,1.3,15.2,15.1,0.004,0.804,0.909,0.347,0.294,0.051,0.122,0.136,0.171,0.094,0.594
05/01/2015 05:00,8.1,12.4,9.1,0.3,11.1,12,0.002,0.845,0.921,0.35,0.285,0.044,0.042,0.123,0.118,0.208,0.606
05/01/2015 06:00,10.9,13.4,9.3,0.2,7.3,7.3,0,0.796,0.936,0.346,0.254,0.039,0.017,0.044,0.089,0.27,0.607
05/01/2015 07:00,12.7,13.9,9,0.1,4.6,4.4,0,0.718,0.948,0.329,0.109,0.037,0.007,0.013,0.077,0.245,0.609
05/01/2015 08:00,11.8,14,8,0.1,3,2.8,0,0.66,0.947,0.32,0.046,0.036,0.002,0.008,0.072,0.196,0.618
05/01/2015 09:00,9,13.7,6.1,0,2.3,1.8,0,0.658,0.916,0.238,0.169,0.026,0,0.005,0.08,0.16,0.63
05/01/2015 10:00,5.3,12.3,5.3,0.1,2.2,1.4,0,0.655,0.898,0.218,0.29,0.021,0,0.002,0.096,0.127,0.637
05/01/2015 11:00,2.5,13.2,5.7,0.3,2.6,1.8,0,0.609,0.865,0.337,0.374,0.023,0,0.005,0.112,0.093,0.644
05/01/2015 12:00,1.3,14,5.6,0.6,4.3,4.6,0,0.578,0.817,0.361,0.342,0.021,0.001,0.02,0.118,0.062,0.648
05/01/2015 13:00,0.8,12.8,5.2,0.9,7.3,8.7,0,0.543,0.81,0.367,0.278,0.018,0.006,0.039,0.112,0.046,0.648
05/01/2015 14:00,0.7,11.6,4.2,1.2,10.1,12.1,0,0.601,0.867,0.325,0.217,0.029,0.041,0.042,0.104,0.05,0.653
05/01/2015 15:00,0.5,10.8,2.8,1.6,12.1,14.2,0.001,0.574,0.916,0.245,0.155,0.043,0.122,0.027,0.093,0.094,0.666
05/01/2015 16:00,0.4,10,1.8,2.1,12.6,14.8,0.002,0.512,0.927,0.176,0.096,0.061,0.153,0.006,0.08,0.2,0.69
05/01/2015 17:00,0.3,9.3,1.1,3.3,11.8,14.5,0.004,0.445,0.936,0.129,0.064,0.082,0.078,0,0.076,0.342,0.718
05/01/2015 18:00,0.3,8.8,0.6,4.6,10.6,13.8,0.006,0.398,0.937,0.138,0.049,0.102,0.014,0.002,0.082,0.432,0.741
05/01/2015 19:00,0.3,9.2,0.3,5.3,10,13.1,0.01,0.359,0.948,0.153,0.036,0.117,0.005,0.068,0.09,0.391,0.759
05/01/2015 20:00,0.3,10,0.1,5.3,9.6,12.3,0.017,0.281,0.96,0.134,0.034,0.131,0.011,0.235,0.092,0.311,0.777
05/01/2015 21:00,0.3,10.5,0.1,3.8,9.4,11.8,0.025,0.333,0.97,0.132,0.045,0.141,0.018,0.362,0.094,0.245,0.791
05/01/2015 22:00,0.3,10.4,0.3,2.2,9.1,11.5,0.033,0.509,0.976,0.173,0.092,0.119,0.025,0.401,0.097,0.243,0.795
05/01/2015 23:00,0.3,9.6,0.5,1.4,9.1,11.4,0.042,0.57,0.978,0.239,0.176,0.097,0.035,0.424,0.093,0.249,0.787
06/01/2015 00:00,0.3,9,0.6,1.3,9.3,11.5,0.052,0.503,0.976,0.311,0.221,0.084,0.051,0.436,0.09,0.172,0.769
06/01/2015 01:00,0.4,7.6,0.6,1.8,8.9,11.5,0.047,0.448,0.974,0.388,0.225,0.083,0.076,0.444,0.088,0.127,0.75
06/01/2015 02:00,0.2,2.6,0.1,2.7,6.6,7.5,0.009,0.386,0.97,0.458,0.232,0.066,0.095,0.434,0.084,0.083,0.73
06/01/2015 03:00,0.6,0.7,0.1,2.8,10.1,4,0.001,0.37,0.962,0.498,0.268,0.045,0.062,0.264,0.083,0.048,0.705
06/01/2015 04:00,2.1,0.6,0.3,1.4,8.5,3.4,0,0.372,0.955,0.538,0.285,0.043,0.028,0.152,0.084,0.055,0.682
06/01/2015 05:00,4.7,0.6,0.3,1.8,4.8,0.9,0,0.372,0.958,0.571,0.241,0.036,0.012,0.071,0.088,0.138,0.668
06/01/2015 06:00,7.4,0.8,0.4,5.3,2.3,0.4,0,0.337,0.964,0.588,0.211,0.032,0.004,0.008,0.097,0.202,0.662
06/01/2015 07:00,8,0.9,0.6,7.1,1.1,0.6,0,0.3,0.968,0.586,0.105,0.036,0.001,0.001,0.117,0.201,0.663
06/01/2015 08:00,6.9,1,0.8,7.6,0.5,1,0,0.289,0.966,0.413,0.081,0.047,0,0.001,0.145,0.136,0.674
06/01/2015 09:00,5.3,1.4,1,6.8,0.3,1.7,0,0.247,0.947,0.242,0.201,0.052,0,0.003,0.204,0.079,0.697
06/01/2015 10:00,2.5,2.4,1.1,5.4,0.3,2.6,0,0.183,0.906,0.439,0.361,0.05,0,0.006,0.31,0.049,0.721
06/01/2015 11:00,0.4,3.9,1.5,5.4,0.5,4.1,0,0.21,0.834,0.503,0.374,0.041,0,0.015,0.432,0.039,0.737
06/01/2015 12:00,0.2,4.6,1.4,5,1.1,9,0,0.278,0.726,0.446,0.283,0.022,0,0.031,0.542,0.05,0.74
06/01/2015 13:00,0.1,4.6,1.1,3.9,1.9,14.8,0,0.149,0.599,0.337,0.207,0.012,0.003,0.031,0.618,0.082,0.732
06/01/2015 14:00,0.1,4.4,0.9,3.1,2.7,17.5,0,0.008,0.433,0.251,0.166,0.02,0.016,0.014,0.687,0.131,0.709
06/01/2015 15:00,0.1,4,0.6,2.7,3.4,17.4,0,0,0.351,0.192,0.135,0.039,0.061,0.002,0.72,0.237,0.674
06/01/2015 16:00,0.1,3.3,0.5,2.3,3.8,15.8,0.002,0,0.379,0.154,0.103,0.07,0.08,0.003,0.703,0.422,0.64
06/01/2015 17:00,0.1,2.9,0.6,2.2,3.6,14.1,0.006,0,0.419,0.117,0.073,0.101,0.043,0.026,0.657,0.544,0.616
06/01/2015 18:00,0,2.9,0.8,2.2,3,12.8,0.009,0.003,0.513,0.125,0.039,0.129,0.003,0.104,0.601,0.535,0.601
06/01/2015 19:00,0,3.5,1,2.1,2.4,11.1,0.012,0.016,0.728,0.157,0.013,0.149,0.012,0.202,0.55,0.4,0.586
06/01/2015 20:00,0,4.3,1.1,2.1,1.9,9.8,0.013,0.027,0.839,0.158,0.001,0.158,0.03,0.266,0.493,0.274,0.574
06/01/2015 21:00,0,4.5,1.3,2,1.6,9.3,0.014,0.041,0.868,0.09,0,0.139,0.039,0.294,0.461,0.185,0.554
06/01/2015 22:00,0,4.1,1.3,1.8,1.4,9.1,0.015,0.078,0.877,0.042,0.002,0.073,0.042,0.314,0.456,0.101,0.522
06/01/2015 23:00,0,3.8,1.2,1.4,1.4,8.5,0.021,0.137,0.857,0.06,0.07,0.042,0.044,0.326,0.466,0.051,0.479
07/01/2015 00:00,0,3.9,1.3,1,1.4,7.7,0.031,0.123,0.822,0.12,0.261,0.041,0.054,0.337,0.501,0.04,0.436
07/01/2015 01:00,0,4.5,1.4,0.7,1.4,7,0.037,0.069,0.783,0.178,0.403,0.035,0.074,0.338,0.54,0.053,0.406
07/01/2015 02:00,0.1,2.3,0.3,0.4,1.1,5.3,0.009,0.028,0.757,0.222,0.379,0.029,0.093,0.297,0.565,0.059,0.395
07/01/2015 03:00,0.6,0.4,0.3,0.1,1.4,2.7,0,0.016,0.761,0.27,0.299,0.027,0.093,0.154,0.555,0.054,0.395
07/01/2015 04:00,1.9,0.3,0.3,0,1.4,1.4,0,0.018,0.77,0.32,0.245,0.022,0.078,0.034,0.524,0.055,0.404
07/01/2015 05:00,4,0.4,0.3,0.1,1.3,0.4,0,0.012,0.765,0.329,0.212,0.017,0.051,0.001,0.501,0.063,0.421
07/01/2015 06:00,6.3,0.8,0.7,0.2,0.9,0.3,0,0.002,0.748,0.296,0.17,0.015,0.037,0,0.497,0.062,0.437
07/01/2015 07:00,7.5,1.3,1.2,0.3,0.6,0.4,0,0,0.722,0.319,0.072,0.015,0.03,0,0.501,0.045,0.442
07/01/2015 08:00,7.2,1.6,1.7,0.3,0.4,0.6,0,0,0.695,0.348,0.017,0.017,0.024,0,0.505,0.031,0.416
07/01/2015 09:00,5.9,1.8,2.3,0.4,0.3,0.9,0,0.003,0.617,0.282,0.058,0.015,0.022,0,0.527,0.027,0.403
07/01/2015 10:00,2.7,2.3,2.1,0.5,0.4,1.3,0,0.084,0.466,0.179,0.102,0.013,0.026,0,0.597,0.028,0.431
07/01/2015 11:00,0.5,2.4,1.8,1,0.6,2.3,0,0.289,0.334,0.195,0.111,0.012,0.029,0,0.65,0.035,0.467
07/01/2015 12:00,0.2,2.6,1.1,2.6,1.4,5.7,0,0.379,0.316,0.163,0.103,0.011,0.026,0.006,0.677,0.049,0.485
07/01/2015 13:00,0.2,2.5,0.8,4.8,3.3,9.8,0,0.203,0.364,0.148,0.062,0.006,0.023,0.012,0.704,0.072,0.492
07/01/2015 14:00,0.2,2.1,0.8,7,4.7,12,0,0.112,0.413,0.156,0.036,0.01,0.028,0.008,0.731,0.118,0.501
07/01/2015 15:00,0.2,1.6,0.8,9.5,4.9,12,0,0.168,0.435,0.157,0.027,0.025,0.041,0.002,0.739,0.251,0.489
07/01/2015 16:00,0.2,1.3,0.9,12.1,4.3,11,0,0.193,0.435,0.13,0.028,0.04,0.047,0,0.739,0.462,0.467
07/01/2015 17:00,0.2,1.2,1.1,15,3.3,9.6,0,0.18,0.415,0.123,0.031,0.048,0.031,0,0.741,0.559,0.465
07/01/2015 18:00,0.2,1.3,1.4,17.5,2.4,8.6,0.003,0.164,0.367,0.134,0.032,0.058,0.01,0,0.755,0.527,0.476
07/01/2015 19:00,0.2,1.5,1.6,19.2,1.8,8.3,0.013,0.131,0.29,0.157,0.035,0.075,0.011,0.001,0.784,0.432,0.482
07/01/2015 20:00,0.2,1.8,1.9,19.4,1.8,8.8,0.039,0.071,0.211,0.161,0.053,0.088,0.039,0.008,0.814,0.346,0.484
07/01/2015 21:00,0.2,1.9,2.3,18.8,2.1,10,0.061,0.079,0.166,0.152,0.118,0.085,0.068,0.034,0.844,0.28,0.477
07/01/2015 22:00,0.3,2.1,2.8,17.8,2.9,11.5,0.039,0.21,0.135,0.16,0.236,0.046,0.088,0.077,0.857,0.228,0.458
07/01/2015 23:00,0.4,2.3,3.4,16.9,3.5,12.8,0.021,0.272,0.1,0.187,0.348,0.053,0.102,0.118,0.859,0.161,0.429
08/01/2015 00:00,0.4,2.6,4.2,16.6,4.3,13.6,0.014,0.261,0.053,0.239,0.41,0.06,0.115,0.138,0.868,0.098,0.413
08/01/2015 01:00,0.5,3.1,3.9,16.2,4.8,13.8,0.006,0.237,0.028,0.255,0.425,0.051,0.128,0.128,0.891,0.058,0.4
08/01/2015 02:00,0.9,1.6,1.4,15.2,2.9,9.8,0.001,0.2,0.017,0.249,0.405,0.035,0.134,0.099,0.914,0.034,0.379
08/01/2015 03:00,2.1,0.4,1.1,7.8,2.7,4.4,0.001,0.155,0.009,0.245,0.341,0.031,0.148,0.048,0.918,0.021,0.388
08/01/2015 04:00,3.1,0.2,1.3,2.3,3.4,6.6,0.018,0.168,0.005,0.226,0.283,0.029,0.187,0.007,0.907,0.039,0.425
08/01/2015 05:00,4,0.2,1.7,0.1,2.3,4,0.033,0.192,0.004,0.233,0.241,0.028,0.17,0.011,0.886,0.077,0.479
08/01/2015 06:00,5,0.4,2.3,0,1.3,1.8,0.037,0.163,0.004,0.261,0.192,0.028,0.143,0.004,0.845,0.114,0.529
08/01/2015 07:00,5.3,0.8,2.5,0,0.6,0.9,0.049,0.155,0.002,0.266,0.07,0.025,0.114,0.002,0.791,0.103,0.573
08/01/2015 08:00,4.8,1.3,2.3,0,0.3,0.6,0.062,0.161,0.001,0.225,0.028,0.016,0.086,0.001,0.742,0.077,0.603
08/01/2015 09:00,3.1,2.1,2,0,0.3,0.6,0.072,0.184,0.001,0.101,0.113,0.011,0.061,0,0.707,0.051,0.615
08/01/2015 10:00,0.9,3.4,1.6,0.1,0.3,0.8,0.081,0.213,0,0.075,0.21,0.007,0.038,0,0.697,0.036,0.617
08/01/2015 11:00,0.1,6.1,1.9,0.3,0.7,1.5,0.093,0.228,0,0.115,0.194,0.005,0.022,0.001,0.703,0.035,0.606
08/01/2015 12:00,0,9.3,2.5,1.3,2.3,4.9,0.112,0.265,0.001,0.084,0.145,0.003,0.011,0.02,0.71,0.049,0.578
