Datetime,AS-BRN-XX,AS-IDN-JW,AS-IDN-KA,AS-IDN-ML,AS-IDN-NU,AS-IDN-PP,AS-IDN-SL,AS-IDN-SM,AS-KHM-XX,AS-LAO-CE,AS-LAO-NO,AS-LAO-SO,AS-MMR-XX,AS-MYS-CE,AS-MYS-EA,AS-MYS-NO,AS-MYS-SH,AS-MYS-SK,AS-MYS-SO,AS-PHL-LU,AS-PHL-MI,AS-PHL-VI,AS-SGP-XX,AS-THA-CE,AS-THA-NE,AS-THA-NO,AS-THA-SO,AS-VNM-CH,AS-VNM-NC,AS-VNM-NO,AS-VNM-SC,AS-VNM-SO
02/02/2015 20:00,5.5,2.632,19.364,30.08,9.964,23.124,54.708,22.372,5.6,10.8,1.7,37.8,28.4,3.1,3.6,0.3,15.5,16.1,12.6,25.7,37.7,46.8,12.4,3.2,39.9,90.3,9.6,20.7,44.8,62,23.3,73.4
02/02/2015 21:00,3.8,1.974,15.98,42.676,9.964,12.784,64.672,21.15,5.3,13.7,0.9,44.9,28.3,4,3.4,0.4,11.9,13.3,14.4,26.9,33.7,41.3,12.7,0.5,35.5,89.5,11.2,21.3,43.2,61,22.5,72
02/02/2015 22:00,2.6,1.598,25.756,47,13.348,1.316,76.516,17.672,3.3,15.2,0.6,49.5,30,4.7,3.2,0.6,7.8,11.7,17.5,28.1,28.7,35,14.6,0,31.2,85,15,23.1,45.7,59.9,23.7,70
02/02/2015 23:00,1.4,1.128,16.168,42.676,8.648,4.7,84.036,13.536,0.8,17.8,0.5,47.1,36.7,5.4,3.8,0.8,2,8.7,18.9,27.4,31.6,31.3,16,0,28.9,77,17.7,18.5,48.4,55.8,22.5,66.3
03/02/2015 00:00,0.5,1.222,6.204,39.856,9.024,9.212,91.368,10.622,1.5,19.7,0.1,43.7,32.5,4.4,9.1,0.5,1.2,0.6,11.9,31.1,37.4,40.4,13.5,0,32.2,72.4,13.6,29.3,56.1,52.5,21,73.2
03/02/2015 01:00,0.5,1.504,14.476,42.676,14.476,9.588,85.164,9.87,2.6,20.3,0.1,44.4,7.6,4.3,17.1,0.6,2.8,0.6,12.5,37.2,41.5,51.1,14.9,0.3,40,69.5,11.4,44,66.8,46.4,31.7,80.6
03/02/2015 02:00,0.3,2.068,17.484,51.7,17.86,9.964,77.08,11.092,1.7,17.2,1.7,42.5,1.4,3.5,12.1,0.3,2.5,0.7,17.3,38.3,46.2,50.1,18,1.4,43.8,58,14.9,40,63.6,33.2,33.2,77.9
03/02/2015 03:00,0.4,2.726,14.852,64.672,20.68,13.16,81.78,13.724,0.8,13.6,9.9,36.9,0.1,2.1,13.5,0.1,2.6,0.1,18.2,36.4,46.6,46.4,17.7,2.5,42.2,50.4,17.2,36.4,59.6,20.7,34.3,75.8
03/02/2015 04:00,1,3.196,12.784,74.26,22.372,19.176,100,16.544,0.4,10.4,23.7,31.9,0.1,1,13.9,0.1,3.2,0.2,16.7,33.8,44.1,46.3,15.6,3,36.6,42.9,18.3,34.5,57.6,12.5,36.2,75.6
03/02/2015 05:00,2.5,3.384,13.536,78.208,25.004,25.192,100,17.578,0.2,7.8,29.8,39.5,2.4,0.3,12.2,0.1,4.1,1.1,14.6,32.3,41.3,47.6,13.9,3,27.5,35.8,19.2,34.9,54.5,8.2,38.8,75.6
03/02/2015 06:00,5.4,4.418,13.536,81.404,26.884,23.876,100,18.048,0.1,6.7,30.9,53.9,7.7,0,11.4,0.1,5.5,3.2,13.1,32.3,37.4,49.4,12.3,2.6,20.6,28,20.1,37.2,47.9,5.8,42.2,76.8
03/02/2015 07:00,7.7,6.58,11.28,83.096,23.5,26.32,100,18.048,0.1,7.3,30.9,62.4,14.1,0,11.8,0.1,6.4,5.4,12.2,31.3,31.2,50.1,11.1,2.5,17.6,23.5,20.3,42.1,42.4,3.9,45.8,79.9
03/02/2015 08:00,6.8,8.93,4.136,80.652,14.288,34.968,100,19.082,0.1,8.9,25.4,59.3,18,0,12,0.2,3.9,5.4,12.4,27.4,25.6,47.1,10.9,3,17.3,21.7,19.6,44.9,42.2,2.4,47.8,84
03/02/2015 09:00,8,9.494,3.196,70.312,8.836,40.608,99.64,20.116,0.2,9.3,16.3,49.7,17.8,0,11.3,0.3,5.5,5.8,14.4,26.5,25.2,39.5,12,3.9,19.3,19.6,20.1,38.4,43.2,1.4,41,87.6
03/02/2015 10:00,10.1,7.896,13.912,56.776,7.52,45.12,50.196,20.774,0.8,8.6,12.9,49.4,18.4,0.2,12.4,0.3,15.5,16,19.3,28.3,27.9,34.4,16.3,5.8,26.5,15.5,21.3,39.4,34.8,3.8,30.1,89.5
03/02/2015 11:00,10.1,9.306,23.876,46.812,8.084,35.344,23.5,20.68,2.3,6.3,15.9,59.9,20,0.6,17.2,0.6,17.9,20.6,28.1,29.9,30.5,33.4,23.3,10.1,41,10.6,27.6,35.3,33.6,11.5,32.6,90.8
03/02/2015 12:00,9.5,9.588,31.584,37.788,8.46,24.816,14.664,20.116,4.3,7.3,12.8,61.3,13.4,1.8,19,0.7,18.5,22.5,29.1,27.2,32.5,32,26.3,11.2,55.2,8,28.8,31.5,31,21.2,38.3,91.9
03/02/2015 13:00,10.1,9.776,32.9,30.644,10.34,18.988,11.092,20.398,4.8,13.5,8.2,57.4,7.7,4.6,18.1,1.1,16.1,23.4,28,25.3,32,31.4,27.4,8.9,60.4,7.6,30.4,28.8,31.6,29.5,43.1,91.1
03/02/2015 14:00,10.5,9.4,29.704,29.892,13.16,22.184,8.46,20.68,2.5,12.9,4.6,53.1,6.1,9.4,15.1,1.2,16.1,18.1,25.9,25.6,30.3,32.5,27.9,6,63.8,8,30.8,28.6,33.4,34.1,42.2,90.3
03/02/2015 15:00,11.8,7.99,21.244,34.78,16.732,19.364,9.964,23.03,0.7,15.5,2.6,55,7.7,13.9,9.7,1.4,18.3,15.2,25.3,28.5,31.1,38.6,28.9,4.1,66.3,7.2,27.9,31.6,36.5,33.4,44.9,89.1
03/02/2015 16:00,13.1,6.58,25.944,41.548,18.8,25.756,14.288,28.012,0.8,16.8,1.2,43.3,11.8,17.5,5.8,2.5,19.9,15.3,25.6,31.1,34.3,45.9,29.2,2.6,66.1,4.1,25.2,31.2,39.8,39.2,43.4,87.1
03/02/2015 17:00,13.7,5.734,29.14,47.752,18.988,32.524,18.048,30.362,2.6,17.6,0.6,37.6,16.6,20,4.4,2.6,20.2,13,28.5,32.8,38.6,48.1,30.9,1.2,64.9,3.9,23.1,31.2,43.3,43.3,44.6,84.3
03/02/2015 18:00,12.3,6.11,24.44,52.828,16.544,40.796,22.184,25.756,7.4,18.3,0.7,39.4,21.6,22.5,5.2,3.3,22,12.2,30.2,33.1,42.5,52.3,34.1,0.3,62,4.5,21,32.9,47,46.4,45.7,81.7
03/02/2015 19:00,12,6.58,39.48,56.964,19.552,43.804,24.628,18.706,15.2,19,1.5,41.8,26.4,25.2,6.6,4.1,23.1,13.8,31.1,33.7,43.3,52.9,37.6,0,61.2,3.3,20.8,34.7,51,48.8,48.1,79.1
03/02/2015 20:00,14.9,6.392,30.456,61.664,22.748,42.864,26.884,14.758,22.9,16.7,3.1,47,30.2,26.9,6.8,4.2,24.6,10.8,32.5,34.8,40.8,50.3,41.3,0,60.4,2.8,21.1,36.4,54.2,51.9,51.3,77.4
03/02/2015 21:00,17,6.956,28.012,61.1,21.432,37.788,25.568,14.476,26.3,15.8,4.9,49.4,33.4,27.7,11.8,4.3,26.2,5.1,33.6,34.6,35.9,45.7,43.4,0,59.3,3.1,21.4,36.4,57.5,52.8,53.8,76.2
03/02/2015 22:00,17.5,9.306,15.792,58.656,17.484,7.144,21.808,12.972,28.4,15.8,7.8,48.5,36.4,26.9,13.3,5.9,26.7,2.8,33.4,34.3,31.6,43.9,42.8,0.5,58.6,4.8,22.3,36.7,63.3,55.6,56.5,77.6
03/02/2015 23:00,14,11.374,6.768,71.252,11.468,8.272,21.056,14.382,29.6,16.8,10.5,43.8,41.3,26.3,10.4,7.8,8,1.4,31.4,38.1,30,46.6,41.6,5.8,57.8,6.8,23.7,33.8,63,60.6,57.3,77.6
04/02/2015 00:00,8.4,12.596,12.408,79.524,11.844,15.792,19.928,14.57,37.2,21.8,7.3,43,44.7,22,11.4,8,15.7,0.8,24,44.8,37.6,57.1,38.3,10.3,76.8,7.2,17.9,59,64.3,63.9,67.4,84.9
04/02/2015 01:00,14.6,18.612,12.22,81.78,17.296,19.928,18.8,13.442,59.9,33.4,5.8,65.1,21.1,27.7,19.4,12,24.7,0.1,29.1,47.2,41.6,71.7,38.4,13.9,80.8,5.9,18.9,76.5,80.4,64.8,80.8,89.4
04/02/2015 02:00,18.7,19.082,8.46,80.84,21.432,25.38,16.92,12.69,61.1,39.8,6.9,77.6,9.4,27.7,22.8,11.2,26.1,0.1,41.2,47.1,45.9,79.1,48.5,12.4,78.4,4.2,30.5,81.1,81.6,56.9,83.9,91
04/02/2015 03:00,15.3,13.912,7.896,80.088,28.952,25.944,15.416,14.758,52.8,42.2,3.8,83.7,9.4,21.4,24.3,10.1,24.8,0.4,45.9,48.2,47.6,82.6,56,10.4,75.9,3.5,37.7,84.4,79.4,45.4,84.9,92.2
04/02/2015 04:00,13.4,13.63,9.4,76.14,37.412,22.56,13.348,13.63,39.9,41.1,1.1,85,7.5,13.8,25.5,8,24.3,1.2,46.3,50.4,46.4,84.9,56.2,9.7,74.8,4.5,40.7,86.1,77.9,32.5,85,93
04/02/2015 05:00,14,12.972,11.468,68.056,40.044,25.38,11.468,10.998,27.7,39.3,0.3,83,3.8,8,27,5.3,23.3,2.4,44.8,51.1,45,87,53.2,9.9,73,6.4,41.3,86.8,79.1,19.7,84.7,93.5
04/02/2015 06:00,16.4,11.562,15.04,59.972,38.164,30.08,10.152,8.648,18.7,36,0.1,79.5,6.7,4.3,29.1,3.6,21.2,1.8,42.8,52.6,45.6,88.7,50,10.1,70.3,7.3,42,86.5,79.5,12.2,84.2,93.9
04/02/2015 07:00,17.2,11.092,20.116,52.264,39.48,40.984,15.04,7.144,14.9,31.7,0.3,77.7,12.7,2.1,28.4,2.9,18.1,1.9,41.3,54.2,43.2,88.9,47,10.1,68.4,8.4,43.9,85.7,77.7,9.2,84,94.2
04/02/2015 08:00,15.3,10.622,18.236,44.744,32.9,44.18,18.048,6.016,15.3,28.6,1.7,76.8,16.7,1,22.5,2.3,11.5,2.5,36.7,53.2,34.9,87.9,43.3,9.9,69.7,10.2,44.9,83.1,72.9,8.9,82.3,94.9
04/02/2015 09:00,16,9.87,11.468,37.6,26.508,36.472,22.56,5.64,16.7,20.8,4.9,73.3,17.6,0.9,18,1.5,9.5,3.5,29.1,52.3,31.2,88,38.4,7.1,71.7,15.5,44.9,71,62.4,10.6,71.8,95.3
04/02/2015 10:00,18.4,8.836,10.152,30.832,28.2,29.516,25.568,6.392,21.6,11,9.2,70.3,18.6,1.2,17.6,1.7,13.4,8.9,26.4,52.2,30.2,88.2,34.4,4.5,70.7,21.5,38.6,58.3,52.3,15.3,63.1,94.9
04/02/2015 11:00,20,8.648,13.724,25.756,29.328,23.124,29.14,7.896,29.6,11.8,16.7,71.5,16.3,1.9,17.9,1.7,13.7,18.3,29.5,54.4,32.9,88.9,34.1,4.3,68.6,20.4,34.9,56.3,50.7,23,66.9,94.7
04/02/2015 12:00,21.9,8.46,20.304,27.824,29.892,24.816,31.396,7.99,33.7,14.4,16.9,71.4,8.5,4.1,16.8,2.3,12.4,25,31.8,57.1,36.8,88.8,34.3,5.7,72,16.2,35,56.6,50,31.1,70.2,94.9
04/02/2015 13:00,22.5,7.896,25.004,26.696,26.132,26.508,31.772,7.896,30.1,16,13.8,72.4,11,6.8,12.8,4,9.8,26.2,28.7,58.9,42.8,87.8,32.8,7.5,72.9,16.1,34.6,54.7,50.4,34.1,73.3,95.1
04/02/2015 14:00,19.8,7.332,28.2,27.636,29.14,22.936,29.892,9.588,28,16.8,9.6,71.1,24.3,9.3,9.7,5.3,9.2,27,30.2,59.6,57.8,86.8,33.4,8.9,75.3,18.8,32.6,55,51.6,44.7,74.8,94.5
04/02/2015 15:00,18.8,7.802,29.328,26.884,30.268,22.184,31.96,10.434,25.3,18.7,7.4,71.1,26.7,11.4,6.1,3.9,12.2,29.4,29.4,60.8,72.3,86.7,31.5,11.8,79.2,21.8,29.2,59.5,52.6,53.2,75.8,92.6
04/02/2015 16:00,20.5,8.46,30.832,26.884,31.396,33.84,35.908,10.34,33.2,23.1,6.8,71,29.1,12.6,5.6,3.2,14.4,28,27.8,61.6,76,87.2,32.5,15.5,81.9,14.7,26.6,64.8,54.4,58,76.8,88.7
04/02/2015 17:00,18.1,10.528,27.448,26.508,32.148,45.684,38.916,10.246,56.4,23.5,7.4,70.5,29.8,11.6,10.5,3.2,14.7,26.9,30.6,61,72.4,86.8,37.9,19,80.5,11.5,24.2,67.9,55.5,59.2,76.5,85.3
04/02/2015 18:00,16.7,14.946,26.132,27.072,32.148,54.144,42.864,10.81,55.5,22,9.2,70,32.8,11.2,10.1,4,14.2,26.7,32,59.3,66.1,84.5,41.3,23.4,78.6,11.1,22,69.1,56.1,58.4,75.4,84.6
04/02/2015 19:00,16.7,18.894,29.892,27.636,26.508,53.016,45.872,12.596,54.2,17.5,10.4,69.6,37.6,12.1,9.2,6.3,14.1,30.6,34.1,56.3,59.9,81.3,45.3,31.1,76.5,9.6,24.9,69.8,56.7,61.5,74.4,84.5
04/02/2015 20:00,16.1,22.748,21.996,27.072,24.44,48.128,46.248,14.758,52.6,15.7,10.8,69.9,43.8,13.3,7.1,7.7,15.3,25.8,34.8,54.8,55.2,78.5,46.4,34.4,74.9,4.9,27.9,72,56.2,62.1,74.8,87.2
04/02/2015 21:00,9.9,24.722,16.168,25.004,22.372,42.3,37.6,16.45,48.1,15.5,13.1,67.6,50.4,13.6,6,8.8,11.3,21.5,29.1,52.1,52.5,77.7,41,35.1,69.7,0.3,31.6,72.4,56.3,60.3,73.5,87.4
04/02/2015 22:00,6.6,25.85,13.16,19.928,18.988,13.724,26.32,16.638,40.1,17.6,13.2,64.4,54.3,14.5,11.2,9.9,8.8,5.2,26.7,50.1,49.4,78.2,35.7,32.5,62.4,0,35.5,72.3,56.3,59.9,72.5,86.1
04/02/2015 23:00,3.9,22.372,3.948,15.604,14.664,0.564,19.928,15.98,35.9,17.1,11.3,58.1,53.8,16,13.3,10.4,1.5,0,25.9,51.8,42.5,81.6,31.5,29,57.8,1.1,41.1,72.2,55.7,59.8,72.4,84.6
05/02/2015 00:00,2.4,20.962,6.016,14.664,21.056,1.88,17.86,14.57,43.7,15,8.6,54.4,45.6,14.1,18.3,11.4,0.4,1,14.3,60.6,57.4,88.1,23.5,24.4,63.9,10.2,36.9,74.9,50.1,54.7,71.9,89.4
05/02/2015 01:00,1.4,20.492,6.956,15.604,29.892,2.068,13.724,14.1,59.3,26.5,7.6,70,19.8,15.3,26.2,19.4,5.5,2.9,14.5,66.3,65.8,89.1,24.1,26.1,70.6,21.3,43.2,88.5,58,55.5,85.8,93.3
05/02/2015 02:00,0,19.646,3.008,14.476,36.848,1.88,10.904,15.416,63.3,36.2,2.9,81.4,28.1,19.2,27.4,18.6,8.5,3.5,27.1,65.5,75.4,90.5,27.8,21.9,71.1,24,64.2,92.2,67.2,51,91.7,94.3
05/02/2015 03:00,0,18.424,4.888,11.28,47.188,1.88,11.656,17.766,59.4,42.5,1.1,84.6,51,18.1,33.8,14.2,12.1,1.1,33.2,67.7,80,92.7,27.1,15.8,65.5,18.8,72.7,94.2,67.8,40.9,93.8,95.4
05/02/2015 04:00,0,16.638,5.64,7.332,58.656,2.256,15.604,20.398,51.6,43.2,0.9,85.7,62.4,13.6,36.7,9.3,14.6,0,35.5,70.9,77.7,93.4,27.8,12,54.9,10.6,75.1,94.9,66.6,29.6,94.1,96.5
05/02/2015 05:00,0,15.228,5.828,3.948,64.108,2.632,18.988,22.372,43.2,43.2,0.9,85.7,66.3,8.3,37.4,5.2,19.9,0,36.4,74.8,75.9,92.7,28.3,7.4,42.5,4.3,74.9,94.7,64.8,20.2,93.2,97.1
05/02/2015 06:00,0.2,17.014,5.264,2.632,62.792,1.88,21.432,23.5,38.2,40,0.9,84.9,65.3,4.4,37.5,2.7,19.7,0.1,34.4,79.1,77,92,27.4,4.5,33.4,1.4,73.9,94.1,61.8,16.2,91,97.4
05/02/2015 07:00,1.3,20.116,6.768,2.444,53.768,2.256,25.38,22.372,37.2,34.6,0.6,83,63.6,2.1,35.2,1.3,13.2,0.2,31.4,82.5,78,90.8,25.9,2.1,28.8,0.8,73.7,91.7,58.6,15.2,87,97.5
05/02/2015 08:00,1.8,21.338,3.008,2.82,40.232,5.828,31.02,19.552,39.1,28,1.1,80.7,63.1,1.1,23.7,0.5,13.6,0,27.5,83.1,75.3,86.9,25.1,1,29.4,0.9,71.1,86.3,53.3,14.1,80.8,97.4
05/02/2015 09:00,2.1,18.894,2.632,3.572,22.372,11.468,31.772,17.296,41,14.4,1.8,75,62.7,1.8,18.2,0.2,23.3,0,24,77.9,72.2,81.2,25.3,0.8,35.8,0.9,63.5,74.4,36.5,10.8,64.2,96.9
05/02/2015 10:00,4.1,17.578,13.912,4.136,18.8,11.844,30.08,16.168,43.9,9,0.9,67.4,55,2.3,23.1,0.4,42,0.2,22,74.7,71.9,77.8,25.9,2.7,51.6,0.8,54.7,63.1,27.8,8.2,56.4,95.4
05/02/2015 11:00,5,19.458,25.756,3.948,21.996,11.28,29.516,16.826,48.3,11.7,1,64.4,58.6,3.4,27.1,2.2,47.5,2.2,24,72.4,67.5,77.7,27.3,8.7,68.8,0.9,52.2,62,28.4,8.7,59.9,93.7
05/02/2015 12:00,5.4,20.68,27.072,3.196,25.568,9.588,29.892,19.74,50.3,12.1,1,64.8,62.5,7.2,20.9,4.1,51.9,6.9,24.9,68.6,62.9,80.1,26.4,13.8,72.5,1.6,45.1,60.6,29.1,10.1,62.8,92.1
05/02/2015 13:00,6.8,21.714,28.764,3.008,28.012,8.46,30.644,25.756,52.2,10.7,0.3,62.2,66.8,12.3,22.8,7.8,44.7,14.7,23.1,64.1,61.9,82.2,25.3,15.8,77.3,3.1,40.8,58.1,25.9,9.3,62.5,91.1
05/02/2015 14:00,10.5,22.56,29.328,3.572,25.38,11.092,31.396,32.712,55.8,8.6,1.2,59.3,68.3,15,23.3,10.6,38,19.1,21.1,61.8,66.1,84,25,15.8,80.3,4.8,38.7,57.4,27.4,7,65.6,89.5
05/02/2015 15:00,6.1,22.654,28.012,4.324,25.004,12.784,29.516,35.344,70,7,5.7,56.1,61.2,16.2,21.7,11.2,40.4,1.9,22,63.1,66.5,85.4,25.2,17.1,81.7,5.6,32.8,62.1,25.7,7,70.4,87.2
05/02/2015 16:00,0.2,21.996,30.08,4.136,30.832,9.776,24.064,32.618,72.8,6.4,4.8,53.2,50.9,17.4,19.6,10.3,42.1,0,26.1,65.7,67.3,86.2,27.2,20.7,75.9,3.1,25.2,66.1,24.7,9.5,71.8,84.8
05/02/2015 17:00,0,21.714,33.276,3.384,30.268,7.332,19.74,28.952,64.1,6.3,3,49.4,38,18.6,20.4,8.6,38.1,0,28,68.4,71.8,86.8,31.1,25.2,69.7,0.6,20.1,67.4,24.6,12.5,71.8,81.2
05/02/2015 18:00,0.1,20.962,44.18,3.008,32.336,6.58,16.732,27.166,60.1,5.1,1.8,48.4,28.5,19.2,20.1,7.3,34.9,0.1,30.9,70.2,76.8,87.5,35.3,27.7,62.6,0.9,15.9,68.2,24.5,12.9,70,76.8
05/02/2015 19:00,0.3,20.68,37.788,2.444,30.832,5.264,11.844,28.294,55.8,3.4,4.8,49.2,19.2,19.2,17.6,6.3,26.7,3.4,31.1,74.4,79,88.4,39.4,28,58.7,2.8,12.2,65.8,24.9,12.4,65.3,77.3
05/02/2015 20:00,2.2,20.586,40.232,1.504,35.532,3.76,6.768,31.678,50.4,1.7,7.8,50.8,11.3,19.2,15.6,5.4,21.5,4.5,31.1,77.3,81.2,89.1,42.8,28.9,53,2.6,9.8,63.7,24.9,15.4,59.5,76.6
05/02/2015 21:00,2.8,19.74,41.36,0.94,38.54,5.264,5.076,32.336,42.6,0.6,10.3,51.3,10.6,16.1,9.7,3.8,20,0.4,28.2,79.1,81.2,89.1,39.1,27.8,45.1,1.4,11.1,58,26,21.2,56.7,71.2
05/02/2015 22:00,1.6,14.852,27.448,0.94,35.532,3.76,6.016,29.14,32,0.8,16.6,51.4,9.3,13.1,5.8,2.9,11.8,0.4,25.9,79.5,77.9,88.5,35.8,25,38.6,1.6,15.6,53.3,24.3,25.2,52.2,66
05/02/2015 23:00,0.3,9.306,9.4,0.376,30.268,0.376,7.52,22.466,22.4,0.4,15.5,50.1,7.1,11.3,5.6,2.8,2.8,6.9,23.1,82,83.9,92.4,32.8,21.2,31.2,3.4,19,44.9,19.5,27.8,51.1,61.5
06/02/2015 00:00,0.1,8.366,8.836,0.94,37.036,0.188,11.656,13.818,32.3,0.1,12.3,45.2,5.1,7.7,9.4,2.7,3.5,2.1,13.6,88.2,86.5,95.9,25.1,17.1,36.3,6,15.2,42.5,14,26.9,49.8,67.2
06/02/2015 01:00,0.1,9.118,18.988,5.264,55.272,0.188,16.356,8.648,43.2,2.9,28.7,61.3,2.1,8.7,21.4,7.3,11.3,0,9.7,90.7,84.9,96.4,18.2,22.5,50.1,7.4,18.1,67.6,33.3,25.6,65.6,77.9
06/02/2015 02:00,0,9.682,19.176,15.792,59.22,1.128,20.492,7.144,33.4,5.8,47.9,63.5,3.3,6.7,20.4,7.1,23.3,0.1,14.7,90.7,81.6,96,17.7,21.4,48.9,9.3,25.9,73.1,49.3,24.1,70.5,82.7
06/02/2015 03:00,0,9.776,26.508,24.628,55.836,5.64,22.748,9.4,21.2,7.3,64.9,54.7,9.4,2.9,19.8,5.4,36.4,0.6,18,89.8,79.6,95.1,18,15.8,30.4,11.2,29.1,77.2,52.3,29.1,73.5,86.7
06/02/2015 04:00,0,9.306,29.704,24.44,48.504,15.792,22.184,13.63,13.7,7.3,71,41.3,14.7,0.4,19.2,3.1,39.8,1,16.9,87.6,79.5,94,16.4,7.7,15.2,11.6,29.4,80.8,48.4,41,75.3,90.5
06/02/2015 05:00,0.1,9.024,25.944,19.364,40.044,25.944,20.492,17.484,8.4,6,75.6,29.4,20.8,0,15.2,1.2,36.9,1.1,12.3,84.5,80.1,93,12.9,2.7,6.7,10.4,26.4,81.2,43.2,54.9,75.2,92.9
06/02/2015 06:00,1.2,8.742,17.672,13.912,30.08,25.004,21.996,20.68,5.2,3.7,81.8,22.3,27.2,0,11.2,0.2,27.8,0.9,6.9,81.2,82.4,92.1,9.7,0.6,1.7,8.4,22.6,80.2,39.7,62.8,73.3,94.4
06/02/2015 07:00,2.1,8.46,6.58,9.4,20.492,30.268,27.636,22.372,3.6,1.9,83.6,20.3,27.2,0.2,8.6,0.3,17,0.3,3.4,77.8,83.5,91,7.1,0.2,0.2,6.9,18.9,76.6,38,62.2,70.1,95.5
06/02/2015 08:00,2,8.272,5.64,6.204,11.844,39.292,32.9,23.312,4,1.1,77.9,22.2,20.4,5.5,10.5,1.1,9.3,0,1.7,73.2,80,87.3,4.9,0.2,0.2,6.6,16.4,66.3,35.6,57,61.5,96.1
06/02/2015 09:00,2.7,8.648,5.076,6.768,6.956,44.18,33.652,22.654,5.7,0.3,64.4,23.1,13,10.8,15.2,1.9,7.1,0,1.6,64.2,78.8,81.4,4.6,0.3,0.6,7.4,15.1,46.4,24.1,46.4,40.6,95.5
06/02/2015 10:00,6,9.4,11.844,9.4,8.272,37.036,31.96,21.714,11.2,0.2,47.2,37.9,8.3,14.1,15.6,1.7,11.5,1.9,2.5,58.6,79.5,75,6.9,0.4,6.2,10.8,15.6,38.6,16.4,35.5,32.8,92.7
06/02/2015 11:00,7.7,9.964,12.784,11.468,9.4,39.104,28.388,21.902,19.3,0.5,28.8,39.5,6.8,15.2,19.4,1.7,10.5,8.5,4.2,56.6,78.8,70,11.1,1,21.8,18.5,17.6,35.2,19.2,30.8,29.7,88.9
06/02/2015 12:00,8.1,9.87,17.484,12.972,9.964,39.668,24.064,22.842,23.3,0.6,20.1,30.5,7.7,14.4,15.3,1.5,8.9,10.8,5,52.5,76.2,70.4,15.1,1.8,36.4,26.4,15.2,33.8,17,29.4,26.1,84.6
06/02/2015 13:00,11.8,9.588,15.228,14.852,10.152,36.66,21.996,25.38,25.1,0.1,16.4,24.3,11.4,14.4,9.7,1.3,9.5,13.9,4.9,50.2,73.7,71.8,16.7,3,41.3,26.4,11.9,31,15.4,26.1,23.3,81.3
06/02/2015 14:00,12,10.058,21.056,17.296,10.904,32.336,22.184,30.362,25.1,0,11.9,18.3,17.1,15.3,9.4,1.5,9.5,15.4,4.5,47.9,72.4,73.7,17.1,3.6,38.6,23.4,9.3,27.7,14.8,16.8,20.2,75.7
06/02/2015 15:00,12.7,10.058,29.328,17.86,12.784,34.216,22.936,36.472,25.1,0,7.2,14.4,22.8,14.5,9.5,2.2,13.4,16.7,3.3,45.9,71.3,72.2,14.7,3.7,35.2,21.3,5.4,26,17.2,11,21.2,69.2
06/02/2015 16:00,10.3,10.246,33.276,16.92,15.228,34.404,22.184,43.992,22.8,0,5.9,12.5,25.5,12,8.7,2.7,17.3,22,2.8,43.8,70.2,69.6,11.1,3.5,32,12.8,1.9,24.1,18.7,11.2,22.8,66.2
06/02/2015 17:00,6,11.092,35.156,15.98,17.484,32.148,19.176,43.616,21.8,0,4.7,10.4,26.4,10.5,9.5,2.7,19.3,22.7,3.2,41.5,68.3,67.7,8.3,3.1,28.2,11.2,0.5,19.5,20.5,17.3,22.3,60.5
06/02/2015 18:00,3.2,11.75,36.284,15.416,19.74,27.072,22.184,28.388,20.1,0,4.3,8.8,27.5,10.1,16.1,2.4,23.3,19.4,7.1,39.8,63.2,66.8,6.7,3,24.3,8.7,0.4,20.1,10.8,16.7,22,56.3
06/02/2015 19:00,3.5,11.75,36.284,14.1,19.176,22.936,21.62,18.612,19.6,0.1,4.7,9.7,30.2,8.4,15.5,2,24.9,15.9,14.4,40.3,61.3,67.6,8.8,2.9,20.1,8,0.7,18.8,9.4,16.6,22.4,52.2
06/02/2015 20:00,5.6,12.22,44.18,12.22,18.048,18.048,17.86,19.458,18.7,0.6,7.1,11.1,34.6,6.8,23.1,1.9,24.1,10.2,21.3,41,59.8,65.8,13.2,2.6,16.8,9.1,1,15.7,4.8,15.2,22,46.9
06/02/2015 21:00,6.1,10.622,31.96,8.836,17.108,13.16,15.792,25.004,16.7,2,5,11.3,40.3,5.9,23.6,1.7,20.5,3.8,26.1,39.7,57.1,65.3,16.9,2.1,13.2,10,0.8,14.7,1,10.1,18.6,41.6
06/02/2015 22:00,6,8.084,27.448,6.204,12.596,13.348,13.912,23.406,15.7,4.9,3,10.7,44.4,5.2,21.6,1.2,17.4,1,30.2,34.3,53.9,62.9,23.6,2,10.5,9.9,0.4,14.1,0.2,6.9,14.7,41.7
06/02/2015 23:00,3.9,4.7,30.644,5.452,7.708,10.34,8.46,13.348,13.1,7.7,2,8.5,46.8,4.6,20.9,0.9,5.2,0.6,32.2,32.5,69.2,66.3,34.5,2.7,8.7,9.1,0.1,10.3,0.1,3.5,10.5,52.9
07/02/2015 00:00,0.8,3.478,17.484,6.956,4.7,5.828,5.452,6.016,23.8,3.9,0.3,0.2,41.1,3.2,11.2,0.5,7.6,0,30.8,45,76.1,79,50.5,1.2,2.6,7.8,0.1,15.2,0.5,0.8,8.3,57.1
07/02/2015 01:00,1.2,3.29,18.424,8.272,4.324,4.136,5.076,5.734,24.5,0.3,0,0,8.2,1.2,7.8,0.6,11.8,0,25.3,51,73.4,84.2,59.3,0.2,0.2,6.2,1.1,32.3,0.4,1.7,14,68.4
