Datetime,AS-BRN-XX,AS-IDN-JW,AS-IDN-KA,AS-IDN-ML,AS-IDN-NU,AS-IDN-PP,AS-IDN-SL,AS-IDN-SM,AS-KHM-XX,AS-LAO-CE,AS-LAO-NO,AS-LAO-SO,AS-MMR-XX,AS-MYS-CE,AS-MYS-EA,AS-MYS-NO,AS-MYS-SH,AS-MYS-SK,AS-MYS-SO,AS-PHL-LU,AS-PHL-MI,AS-PHL-VI,AS-SGP-XX,AS-THA-CE,AS-THA-NE,AS-THA-NO,AS-THA-SO,AS-VNM-CH,AS-VNM-NC,AS-VNM-NO,AS-VNM-SC,AS-VNM-SO
01/01/2015 00:00,0.3,47.94,11.28,22.372,6.768,0.564,72.568,43.992,9.9,8.6,4.2,30,27.4,7,20.8,8.7,3.4,0.3,17.7,80.3,84,95.5,23.2,19.8,37.3,50.6,31.5,60.7,33.7,27.6,68.4,54.2
01/01/2015 01:00,0.6,50,27.636,24.816,6.768,1.504,91.744,44.368,33,15.9,2.8,57.2,33.3,10.2,25.4,19.2,9.5,0.1,18.4,82.9,86.2,96.8,21.8,26.5,71.4,54.1,35.4,79.1,40.2,25.1,85,58.7
01/01/2015 02:00,0.7,50,31.584,24.064,8.836,2.068,100,42.488,44.9,29.1,3.1,77,43.3,11.5,27.8,31.6,16.4,0.4,25.9,84.2,86.2,97.1,22.9,21.4,78.3,57.4,56,85.5,57.1,25.9,90.5,63.3
01/01/2015 03:00,0.5,50,25.38,23.688,12.972,4.136,100,39.668,46.1,41.3,3.9,84.1,37.5,10.6,39.7,35.8,21.4,0.2,25.6,85.6,85.3,97.1,20.6,13.7,74.4,57.5,63.7,88.2,65,23.6,92.4,70
01/01/2015 04:00,0.3,50,16.92,24.628,16.732,6.768,91.744,36.848,43.2,52.3,4,86.2,32.4,8.4,44.6,33.4,23.5,0,19.2,86.6,83.8,96.7,15.5,9.2,69.3,54.7,64.2,89,70.7,22,92.7,76.8
01/01/2015 05:00,0.2,50,16.544,26.696,18.988,7.896,83.472,36.378,38,57.4,3.5,87.4,25.7,5.4,42.2,25.1,20.8,0,12.5,86.7,81.8,95.9,10.5,8,66.6,52.5,61.9,89.7,72.4,20,91.7,79.4
01/01/2015 06:00,0.4,50,16.732,27.824,20.304,6.204,79.336,40.608,34.4,58.3,3.5,87.7,19.7,3.6,31.4,13.5,15.4,0,8.2,86.1,77.8,94.9,6.2,8.7,67.2,50.4,58.6,88.4,72.7,19.2,90.1,80.6
01/01/2015 07:00,1.6,49.256,14.476,28.012,16.92,6.768,77.644,39.856,33.7,59.6,4.1,86.2,16.6,2.5,17.7,6.1,8.9,0.1,5.9,84.3,73.2,92.9,3.1,10.6,71.2,43.6,55.2,87.2,71.8,19.5,88.2,80.6
01/01/2015 08:00,3,49.068,7.708,27.26,10.904,10.904,71.064,37.412,35.2,59.4,5.1,82.3,17.1,1.9,6.9,3.6,4.5,0.3,5.7,81.2,67.4,90,2,14,76.8,34.8,51,83.4,66.7,20.6,82.7,80
01/01/2015 09:00,6,45.778,5.264,21.244,8.084,17.108,59.596,30.456,32.1,45.1,5.7,76.5,14.6,1,5.4,1.7,8.3,1.6,8.3,76.6,64.7,87.8,2.2,18.2,80,28.1,45.5,71.7,44.8,22.3,73,79.1
01/01/2015 10:00,14.6,41.642,16.168,14.476,10.152,13.348,49.444,21.056,30,40.1,6.2,73.2,16.1,0.2,4.7,1,17.2,14.2,13.2,71.8,63,87.4,4.7,23.8,78.1,25.6,40.6,65.1,36.7,33.6,74.2,82
01/01/2015 11:00,17.9,42.676,14.664,9.964,12.972,6.58,41.924,19.176,32.5,44.4,9.3,72.7,20.5,0,4.2,1.6,15.7,27,19.3,70.5,67.4,88.9,10.3,29.4,77.2,24.3,41.4,62.4,42.1,40.7,78.4,87.7
01/01/2015 12:00,18,47.94,15.04,6.768,13.348,5.828,39.48,20.962,34.4,44.3,8.2,71.4,21,0,8.1,2.1,16.9,25.9,23.3,70,71.5,89.6,15.9,28.4,74.2,21.7,42,61.2,45.7,44.2,79.3,90.7
01/01/2015 13:00,13.6,50,16.92,4.324,13.724,4.888,35.156,29.61,31,41.3,8.2,67.4,19.6,0,20.8,2.7,30.9,23.3,24.7,70.4,75.2,89.7,20,23.3,70.3,18.6,38.7,61.3,45.4,47.2,79.5,90.8
01/01/2015 14:00,11.7,50,17.86,2.444,15.792,6.392,50.384,30.08,27.5,41.8,8.7,60.7,17.1,0,36.7,1.9,36.2,24.8,23.6,70.5,76.2,89.1,21.3,18.4,66.3,18.8,37.1,62,45.9,45.2,77.4,88.4
01/01/2015 15:00,12,50,24.064,2.068,16.92,9.4,43.804,31.678,26.8,38.7,8.8,58,19.5,0.3,31.1,2.2,35.5,25.6,25.1,71.3,75.6,89,21.3,19.9,66.1,15.2,35,62.4,44.9,41.5,73.5,83.7
01/01/2015 16:00,12,50,25.192,2.068,18.048,8.46,35.532,34.028,27.4,36.4,8.9,58.3,18.6,2.3,24.1,5.2,30.2,21.9,25.2,72,75.8,88.6,20.1,28.6,64.4,8.7,31.7,64.4,44.7,40.2,68.2,78.5
01/01/2015 17:00,11.1,50,27.072,3.196,19.552,5.64,32.9,42.3,27.2,34.1,6,57,18.2,4.3,20.1,8.9,27.8,22.5,20.4,73.4,75.5,87.5,16.8,39.5,64.2,5.3,29.5,63.3,44.8,38.8,67.2,72.7
01/01/2015 18:00,9.1,47.94,30.268,4.324,25.756,3.196,32.9,50,27.2,32.5,4.2,56.4,24,3.6,15.7,13.3,32.8,22.3,16.6,74.4,74.8,87,13.1,46.9,68.2,5.5,28.9,61,46,35.6,69.7,72.1
01/01/2015 19:00,7.6,46.624,31.396,4.136,41.924,1.316,29.516,50,27,31.1,2.5,57.8,29.3,1.7,8.9,16.8,38,20.6,17.8,75.6,73.2,87,10.2,48.8,70,4,32.5,57.6,49.1,32,74.1,69.1
01/01/2015 20:00,5.8,42.676,20.304,3.384,54.896,0.564,26.884,50,25.1,29.1,1.8,59.2,33.1,1.2,6.8,18.2,37.9,15.5,18.1,76.5,69,86.7,8.2,48.3,72,2.8,39.9,60.8,52.6,29.8,74,65
01/01/2015 21:00,2.7,41.172,18.048,3.384,52.828,0.188,25.756,50,20.3,27.3,3,57.1,37.9,0.9,2.8,16,22.7,8.2,14.2,76.5,63,87.1,5.3,43.4,65.2,2,40.1,63.5,57.8,28.6,78.5,56
01/01/2015 22:00,0.7,37.6,14.664,2.82,48.504,0,24.064,50,15.8,28.2,3.6,56,43.4,0.2,2.6,13.9,8,3,11.1,76.5,54.8,88.7,3.2,37.2,50.1,1.4,37.6,65.3,61.5,28.5,76.9,42.8
01/01/2015 23:00,0.1,28.67,8.084,0.376,35.156,0.188,20.868,45.778,13,27.4,5.3,47.6,47,0.2,6.8,12.5,0.2,0.7,8.2,76.6,45,90.9,2,31.9,31.7,0.9,38.1,63.3,61.8,25.4,70.4,34.1
02/01/2015 00:00,0,35.25,1.504,0.188,21.432,0.376,23.688,39.668,11.7,22,4,36.7,44.2,0.5,13.4,13.6,0,0,4.5,81.3,35.5,93.3,0.9,22,28.1,1,33.2,62,57.8,16.9,68.9,32.3
02/01/2015 01:00,0,42.676,1.504,0.188,16.92,0.564,21.432,34.78,28.7,27,2.7,66.1,30.8,2.1,24.5,25.7,0,0,5.4,85.1,28,93.9,0.6,34.8,67.5,0.9,31,78.9,67.2,18.7,83.3,46.4
02/01/2015 02:00,0,47.094,4.7,0.188,24.44,1.504,21.996,31.772,40.2,31.7,0.7,81.4,37.7,5.9,19,35.9,0.7,0,3.8,86.2,26.5,93,0.2,32.6,77.3,0.6,45.8,82.3,78.5,15.5,89.7,54.4
02/01/2015 03:00,0,50,9.4,1.316,25.756,5.64,22.56,32.054,43.7,32.9,0.2,83.6,32.8,8.7,21.9,40.4,4.9,0,2.7,86.2,27.8,90.8,0.1,26.1,72.8,0.5,51.6,85.2,78.9,10,91.3,60.7
02/01/2015 04:00,0.2,50,14.664,6.204,25.192,12.784,23.312,38.916,41.4,31.3,0.1,84.2,25.5,9,23.6,37.7,10.5,0,2.6,84.9,30.5,88.1,0.1,19.9,63.7,0.6,55.4,87.7,78.5,6.6,91.4,70.5
02/01/2015 05:00,0.5,50,15.98,10.152,27.824,19.928,22.936,43.428,36.4,28.5,0,84.1,16.7,6.2,20.9,28.2,14.6,0,2.5,83.6,31.7,85.2,0.1,15.8,56.2,1.3,58.4,88,75.7,4.7,90.5,76.3
02/01/2015 06:00,0.2,50,13.348,6.016,32.148,22.184,21.808,43.898,32.5,26.6,0,83.8,17.9,3.1,16.2,17.6,14.8,0.1,3.8,82.9,31.7,81.9,0.5,14,52.5,3.3,60.3,86.7,71.8,3.9,89.3,79.2
02/01/2015 07:00,0,50,6.768,2.82,37.224,21.056,21.432,40.984,31.8,25.1,0,81.6,17.5,1.2,11.1,8.9,8.9,0.1,7.6,82.5,31.7,77.3,1.3,14.1,52.7,6.5,61.8,85.4,65.7,3.6,88.3,81.6
02/01/2015 08:00,0,47.658,2.444,2.256,36.66,23.688,31.772,39.762,33.3,24.5,0,77.4,14,0.5,4.3,2.4,2.7,0,10.6,80,33.2,73.8,2.3,15.7,56.4,9.3,57.8,79.2,58.6,3.5,82.3,84.6
02/01/2015 09:00,0.1,45.12,2.444,2.068,50.76,25.38,36.66,40.89,32.5,19.1,0,70.2,10.3,0.2,4.1,0.5,4.6,0,10.7,75.9,45.7,76.7,3.3,18.3,61.9,13,49.5,64.2,39.4,4.6,70.1,86.5
02/01/2015 10:00,1.5,42.206,5.076,1.88,45.684,20.492,39.292,41.642,28.9,13.1,0.4,68.2,9.3,0.1,4.4,0.2,10.5,1.2,11.2,72.8,58.6,79.2,4.6,23.7,66.8,17.1,44.7,61.4,29.1,8.2,65.9,87.9
02/01/2015 11:00,3.7,42.112,12.032,2.444,37.976,19.364,28.952,40.702,30.4,13.9,1.1,70.5,15.1,0,1.9,0.3,16.3,5.8,14.2,71.4,65.8,82.4,8.3,29.9,74.8,18.3,42.2,63.9,32.3,11.7,68.7,89
02/01/2015 12:00,3.1,44.274,19.364,3.384,28.2,15.98,27.26,39.104,30,10.4,1.3,69,28.4,0,1.2,0.6,8.8,8.5,18,69.7,71.2,84.5,13.7,30.4,74.4,16.1,39.4,63.9,30,14.6,69,89.2
02/01/2015 13:00,1.4,49.35,20.304,5.264,25.38,11.656,27.824,37.788,26.6,8.7,0.9,66.8,31,0,1.4,1.2,6.3,9.9,20.9,67.7,78.8,85.5,20.1,27,67.4,12.8,37.9,61.4,28.1,15.5,67.8,87.5
02/01/2015 14:00,0.2,50,17.484,7.896,25.004,9.588,29.704,35.72,21.9,6.1,0.9,64.4,24.9,0,1.6,1.5,3.7,9.4,25.5,66.2,82.9,85.6,26.5,23.8,63.2,9.7,36.1,59.6,26,13.3,65.7,81.6
02/01/2015 15:00,0,50,14.288,11.468,27.072,7.144,31.208,36.284,22.4,4.6,3,59.8,16.4,0,1.7,2.3,0.8,9.9,21.9,66.6,82.6,85.4,28,24.2,58.8,7,34.3,61.3,28.4,9.7,69,75.2
02/01/2015 16:00,0,50,15.792,16.732,25.192,7.708,28.2,38.822,26.2,3.9,6.9,56.6,13.7,0,1.8,2.4,0.1,13.8,19.2,68.2,80.2,85.6,27.9,28.3,54.6,3.2,35.3,61,23.5,5.7,71.5,67.5
02/01/2015 17:00,0.4,50,15.04,22.936,23.688,5.076,24.252,42.018,31.2,4.8,10.7,46.7,17.9,0.1,3,2.6,0,15,22,70.5,78.6,86,30.9,35.8,59.7,1.1,34,61.3,26.1,3,71.9,61.5
02/01/2015 18:00,2.9,50,10.904,25.004,24.816,7.332,21.808,45.214,32.7,6.2,12.3,40.7,22.7,0.3,6.2,2.8,0,11.9,22.5,72.9,75.8,86.7,35.8,41.5,61.2,1.8,31.1,61.7,27.2,2.8,68.6,59.8
02/01/2015 19:00,7.6,50,9.212,24.816,21.808,9.776,21.244,48.504,30.5,7.4,8.4,39.4,28,1.1,11.8,4.1,0.1,5.3,24.9,74.4,74.4,87.4,41.8,43.1,65.3,4.7,31.4,62.1,26.9,2.7,69.1,53.5
02/01/2015 20:00,11.6,50,8.836,23.5,17.296,12.784,25.944,50,28.3,5.1,4.1,41.8,34.1,1.7,13.5,5.8,2.6,1,26.5,75.7,72.2,87.6,48.1,43.4,64.9,13.1,31,61,28.6,1.8,70,48.4
02/01/2015 21:00,12.9,50,6.956,22.372,13.724,14.1,24.252,50,22.2,4.8,1.6,42.4,38.8,3.1,17.6,5.7,7.3,0,26.4,74.8,71,88,48.8,41.1,54.8,20.3,29.7,57.6,28.9,3.6,67.9,40.2
02/01/2015 22:00,14.2,50,1.88,13.724,12.596,6.768,18.048,50,16.5,5.4,0.4,44.2,43.4,5.4,19.1,10.3,8.4,0.2,24.5,73.9,68,88.6,44,37.4,49.1,22,29.4,54.4,22.1,6,65.3,36.9
02/01/2015 23:00,6.7,35.626,3.76,6.204,11.656,13.724,15.792,50,13.6,5.8,0.3,41.9,46,5.6,10.8,13.8,2.9,1.5,25.2,72.6,65.9,89.8,36.9,33.4,44.8,17.9,30.3,51.3,23.2,8.4,61.5,37.4
03/01/2015 00:00,2.4,39.48,13.912,7.52,12.032,22.56,25.38,46.812,15.2,2.7,0.7,28.9,41.5,4.8,8.4,14.4,1.5,1.2,14.2,75,65.7,93.1,24.6,27.4,35.6,18.1,23.5,45,16.3,7.7,56.1,40.5
03/01/2015 01:00,1,40.608,12.408,12.032,17.108,27.448,33.652,42.77,43.7,5.8,0.2,57.8,11.6,11.5,29.1,26.5,4,0.2,13.1,77.4,72.6,93.9,16,28.5,60.9,17.9,25.8,65.4,24.5,5.4,74.2,51
03/01/2015 02:00,0.1,41.454,16.356,14.852,38.728,31.208,37.412,37.694,48.4,8.6,0.3,66.1,24.8,14.4,24.9,32.5,4.7,0.3,23.2,77.3,75.1,93.3,15.8,22.5,62.3,12.5,47.4,74.4,27.7,4.5,76.8,61.9
03/01/2015 03:00,0.2,41.736,27.072,16.356,47.564,39.292,45.308,35.156,42.2,11.8,0.5,64.9,17.4,12.3,28.7,28.9,5.4,0.1,32.8,75.1,74.8,91.4,16,16.4,51.3,8.2,61.7,76.8,28.9,3.3,76.1,72.4
03/01/2015 04:00,0.3,40.89,35.908,12.032,49.82,47,58.468,34.028,36.2,14.4,0.4,64.4,21.1,8.6,30.5,21,4.9,0.1,31.7,71.4,74.1,88.2,12.7,11.5,40.2,10.8,66.5,77.7,31.4,2.6,76.6,81.4
03/01/2015 05:00,0.8,40.796,35.344,6.58,48.692,58.092,71.44,32.806,30.9,15.4,0.2,64.7,26.5,4.1,25.9,13.1,3.7,1.4,25.5,67.7,72.8,84.5,10.2,8.6,32.6,16.8,67.2,76.3,33.9,2.6,75.8,85.9
03/01/2015 06:00,1.1,43.522,27.636,3.384,41.36,67.304,81.216,30.55,26.6,16.7,0.1,65.2,28.8,0.9,19.1,6.8,1.8,4.1,19.7,66.4,70.2,80.6,10,7.1,29.5,24.8,63.5,73.7,36.7,3.8,73.1,88.1
03/01/2015 07:00,0.5,45.026,15.792,3.572,32.9,73.508,78.396,26.884,23.8,20.4,0,65.5,24.8,0,12.1,3.4,0.7,3.4,14.6,66.1,67.9,74.9,9,7.1,30.5,32,57.4,67.1,39.5,4.7,68.3,89.6
03/01/2015 08:00,0.1,43.992,5.076,6.58,28.952,69.748,64.86,22.372,22.8,25.1,0,63,16,0,6.4,1.7,0.8,1.1,9.7,63.2,68.7,68.5,5.8,8.4,35.7,37,49.8,54.9,39.3,7.1,57.5,90
03/01/2015 09:00,0.1,42.958,4.324,13.912,27.636,58.468,36.848,17.954,23.3,22.3,0.1,56.6,8.2,0,8,0.4,4.5,1.4,9.8,60.6,72.6,67.6,5,11.9,44.7,36.8,39.4,46.9,26.1,11.6,46.7,89.6
03/01/2015 10:00,0.4,41.924,14.288,26.32,29.704,48.88,24.816,13.818,24.3,19.5,0.4,59.4,5,0,5.8,0.2,13.4,7.2,9.9,59.4,75.6,67.6,6.4,19.4,58.2,34.3,33.7,50.1,21.4,17.8,47.3,90.6
03/01/2015 11:00,0.8,43.616,17.86,39.48,29.516,34.028,21.808,12.596,25.9,20.7,1.5,61.1,12.5,0,2.1,0.4,18.7,12.4,10.6,60,77.6,69.7,9.3,27.4,69.5,38.6,31.1,49.6,22.5,22,44.9,91
03/01/2015 12:00,1.5,43.616,12.596,49.632,25.756,25.944,18.236,14.852,25,18.7,2.7,57.5,22,0,1.8,0.8,20.1,16,12.3,62.4,78,74.6,12.9,29.1,70.7,40.7,30.6,47.9,23.1,23.2,46,90
03/01/2015 13:00,2.1,41.736,10.716,55.084,30.268,32.336,14.852,14.476,22.8,17.9,3.5,53.5,22.1,0,2.2,1.3,14.4,15.6,14.1,62.6,78.8,78.2,17,25.5,66.6,40.7,31.3,46.8,18.5,19.6,44.7,86.2
03/01/2015 14:00,3.2,39.668,10.904,55.648,36.096,21.432,13.724,15.792,22.3,13.9,5.4,49.4,25.5,0,2.7,1.2,12.2,10.8,14.9,62.2,80.2,81.4,20.3,20.3,62.3,43.3,30.6,44.1,19.1,12.5,44,82.4
03/01/2015 15:00,4.1,37.6,13.348,50.196,39.48,19.552,14.476,16.638,27,8.4,9.7,41,21.8,0,3.6,1,9.9,7.6,14.8,63,80,82,22.8,18,59.3,46.6,30.7,40.1,17.5,6.7,45.9,77
03/01/2015 16:00,4.1,34.592,10.34,41.36,36.096,17.672,15.98,16.544,31.8,7.3,13.5,34.4,16.6,0.1,6.8,0.5,7,5.4,16.1,63.8,79.4,81.4,24.4,19.2,56.5,53.9,29.4,38.5,16.2,4.6,45.7,69.6
03/01/2015 17:00,3.7,33.088,15.98,34.216,44.556,17.296,16.356,21.62,33.2,6.2,15.4,33.2,18.2,0.4,11.9,1.5,4.4,4.1,19.7,64.8,77.9,81.7,24.5,22.5,52.3,60.3,24.9,36.4,16.9,3.9,42.6,64.8
03/01/2015 18:00,3.5,32.712,20.304,30.456,41.172,17.86,15.416,20.586,29.4,4.1,13.2,31.7,17.1,0.8,15.8,3.3,2.7,3.3,20.7,64.2,74.4,81.4,23.6,27.5,47.6,63.3,18.4,37,16.8,2.7,41.5,63
03/01/2015 19:00,3.5,33.088,22.56,31.02,37.6,19.552,15.792,19.27,24.6,4.8,8.4,30.2,18.8,1.1,17.3,5.7,0.8,3.5,18.7,63.8,71.2,82.2,23.3,31.1,44.2,67.4,16.2,38.1,19,1.3,40.2,52.4
03/01/2015 20:00,3.5,33.934,23.312,32.9,33.84,22.748,17.672,17.484,22.5,5.1,4.4,33.3,21.3,1.2,15.8,6.2,0,4.8,17.2,63.3,70.5,80.1,25.4,31.9,42.2,75.5,15.7,40.4,21.5,1.7,41.3,47.6
03/01/2015 21:00,3.4,33.276,21.996,30.268,28.764,25.192,17.86,14.664,19.4,6.5,1.8,35.8,29.3,1.1,15,5.8,0,6.8,17,62.2,72,77.4,26.6,31.7,38.8,78.2,17.7,38.3,21.6,1.9,40.4,39.1
03/01/2015 22:00,3.6,32.242,19.74,23.124,14.476,11.092,17.672,12.596,14.2,4.6,0.5,44.4,35.1,0.9,12.8,4.5,0,11.5,17.5,61,72.4,73.7,25,26.5,36.1,80.8,18.6,33.5,17.9,1.6,39.3,29.6
03/01/2015 23:00,2.2,24.91,7.708,19.552,7.52,1.504,16.732,10.528,11.8,3,0.1,34.4,27,0.9,10.1,3.6,0,11.8,15.4,61.8,71,73.7,21.4,23,34,81.6,19,28.1,17.1,1.4,36.2,24.2
04/01/2015 00:00,0,23.406,12.784,18.612,11.844,6.392,20.68,10.34,14.4,2.5,0.2,20.2,21.9,1.4,5.9,3.9,0.8,0.2,7.6,67.7,72.8,80.8,15.8,13.3,29.5,82.9,13.6,21.5,11.1,0.9,34.1,21.9
04/01/2015 01:00,0,18.142,16.732,16.544,21.244,9.964,27.072,13.536,28.3,2.5,0,41.2,15.6,4.5,14.4,8.8,3.9,0,13.7,70.8,76.8,83.8,18.5,15.7,45.9,84.5,10.5,44.7,18.4,0.1,52.8,25.2
04/01/2015 02:00,0,11.468,16.92,14.288,25.004,8.46,30.832,14.382,23.3,1.6,0,43.5,4.6,5,10,10.6,4.9,0,16.6,69,75.8,84.1,20,13.8,29.1,84,14,48.5,21.6,1.2,55.2,26.2
04/01/2015 03:00,0,10.904,26.696,13.348,25.568,10.716,34.028,13.16,17.7,1,0,36.9,5.2,3.5,8.6,8,5.6,0,14.6,65.2,71,82.4,18.1,7.3,10.6,80.4,13.7,49.5,22.5,2.8,56.1,28.3
04/01/2015 04:00,0.4,13.066,34.968,12.784,23.312,11.656,34.78,11.374,16.1,0.6,0,29.1,2.6,1.7,8.4,4.1,5.4,0,10.7,61.3,66.1,79.3,14,4.3,3.3,75.8,13.7,52.3,23.4,4.6,55.7,31.5
04/01/2015 05:00,1.3,15.698,41.36,14.288,17.86,10.152,33.652,11.844,15.5,0.5,0.2,22.5,5.8,0.3,8,1.4,5,0,7,56.9,61.7,75.8,9.6,3.9,2.1,69.3,14,51.3,23.5,7.3,54.1,34
04/01/2015 06:00,2.1,17.86,42.676,17.86,11.468,5.828,33.464,13.536,15.5,0.5,0.7,20.1,9.3,0,7.9,0.4,5.8,0,4.6,53.9,56.8,71.9,6.4,4.6,3.5,65.1,13.1,50.8,24.5,8.5,52.6,35.1
04/01/2015 07:00,2,19.552,33.276,24.628,5.64,3.948,33.652,14.57,16.9,1.4,1.2,22.7,10.3,0,7.7,0.1,5.8,0.2,3,51.8,50.4,65.8,4,7.2,7.2,58.4,12.2,51.6,27.2,8,52.4,36.5
04/01/2015 08:00,1.1,19.74,16.168,36.848,2.82,9.024,36.096,13.63,19.9,4.7,1,26.1,8.6,0,8.9,0.2,2.9,0.7,3.5,49.1,46.4,55.5,2.6,11.4,14.6,47.3,11.8,46.4,29.1,8,48.1,39.7
04/01/2015 09:00,0.7,19.928,13.348,53.016,2.068,22.184,33.464,11.186,22.1,12,0.2,30.7,7.8,0,13.4,0.3,2,0.6,6.2,46.4,48.4,50.5,2.8,14.7,25.1,38.8,12.2,33.4,23.9,11.1,32.2,39.4
04/01/2015 10:00,1.3,21.15,21.244,67.304,3.008,29.14,29.516,7.144,23.6,18.7,0,51,12.3,0,15.8,0.6,7.3,5.5,8.8,46.8,52.2,52.7,5.1,19.5,44.1,31.2,13,36.4,15.3,26.1,30.4,38.8
04/01/2015 11:00,1.4,23.406,24.816,69.184,4.888,25.004,29.14,8.272,25.4,11.2,0,53.9,12.3,0,20.6,1,9,16.2,14.8,46.7,52.6,58.1,10.7,25.8,61.9,22.1,16.4,36.1,12,36.7,32.5,39.5
04/01/2015 12:00,1,27.166,25.756,57.34,4.7,13.724,29.328,10.152,23.1,5.8,0.5,41.7,6.3,0,20.8,1.7,10.1,18.3,21.5,44.3,55.6,63.6,16.7,30.1,63.3,17.5,16.1,32.8,8.6,36.4,31.2,41.3
04/01/2015 13:00,0.8,29.328,25.192,49.444,4.136,6.016,28.576,9.682,19.8,3.3,0.4,36.4,12.4,0.1,19.2,3.6,8.9,19.2,25.1,42,61.5,69,23.3,32.5,56.5,13.6,13.4,28.4,5.4,29.2,28.4,42
04/01/2015 14:00,1.3,31.02,24.064,58.468,3.76,2.82,24.816,9.494,17.1,1.8,0.5,30,18.7,0.4,17.8,5.1,8.8,20,27.5,43.7,62.3,72,28.1,31.7,50.7,12.1,11.8,24.7,3.5,17.8,25.1,45.9
04/01/2015 15:00,2.8,28.2,22.372,72.192,5.076,2.82,22.56,9.4,14.4,0.1,1.7,26.5,16.7,0.3,11.6,4.1,8.4,17.4,27.8,45.7,62.6,72.7,30.2,26.9,48.4,10.3,13.2,19.4,1.7,13.5,24.9,50.5
04/01/2015 16:00,6.3,25.004,22.936,74.072,7.896,7.52,23.688,9.494,11.8,0,3,26.6,16,1.2,9.4,5.2,8.8,17.1,27.2,52,63.3,71,28.8,23.1,47.6,7.5,15.8,21.3,0.7,11.3,25.5,53.7
04/01/2015 17:00,9.1,21.902,24.064,68.432,12.972,9.212,25.756,10.434,11.3,0,3.2,25.1,21.7,4.2,13,8.1,11.4,15.9,25.4,49.4,61.8,68.5,25.9,20.2,45.5,4.4,17.8,22.4,0.6,6.4,25.3,55.6
04/01/2015 18:00,8.8,17.672,23.124,60.724,16.732,10.34,28.952,11.75,12,0,2,23.1,24.5,6.4,13.9,7.2,12.1,14.1,24.9,47,60.5,65.8,26.4,19.5,38.8,4.1,17.9,22.9,2.1,2.3,24.8,53.8
04/01/2015 19:00,6.9,14.476,22.372,52.264,19.364,11.844,35.156,13.63,12.1,0.1,0.7,23.3,21.3,5.6,10.5,4.1,12.9,11.9,26.4,45.3,60.8,64.2,31.3,20.7,32.3,3.8,16.2,23.5,9.3,0.9,24.1,46.8
04/01/2015 20:00,5.1,12.22,17.86,43.804,20.492,11.092,43.616,14.946,13,0.2,0.1,25.7,29,4.1,7.7,2.1,14.6,10.5,25.6,46,61.3,62.5,35.3,20.1,28.5,4,13.4,24.5,19.1,0.5,23.1,40.3
04/01/2015 21:00,3.8,11.374,15.04,31.584,18.612,6.956,43.428,13.254,11.1,0.1,0,27.4,36.2,3.4,10.3,1.1,13.7,12.7,23.5,46.2,59.4,62,34.1,17.7,27.1,4.6,10.4,25.1,22.6,0.3,21.8,35.8
04/01/2015 22:00,4.1,11.28,15.98,21.432,12.972,0.188,36.66,10.528,8.6,0,0,28.1,39.8,2.5,15.5,0.8,14.5,17.1,22.8,46.4,58.5,61.3,30.4,16.2,25.9,5.2,6.8,27.7,21.9,0.2,20.6,32.1
04/01/2015 23:00,3.8,8.648,10.152,17.484,7.52,0.752,30.456,8.366,7.7,0,0,31.1,39.7,1.7,17.1,0.9,8.6,12.4,21.2,46.3,59.4,59,23.9,15.2,25.2,5.4,3,19.5,19.9,0.2,18.3,27
05/01/2015 00:00,0.8,3.29,4.512,18.988,8.084,5.264,36.848,6.486,6.1,0,0.2,15.4,37.9,0.7,6.6,0.6,2,0.8,12.9,50.5,62.2,66,14.8,7.7,17.7,5.5,1.3,13.9,7.7,0.2,11.8,31.9
05/01/2015 01:00,1.3,1.88,6.58,24.44,11.656,9.776,34.592,5.452,18.4,0,0,22.5,11.5,0.4,8.6,1,2.1,1,17.9,48.4,58.6,67.4,17.9,6.9,31,6.4,1.8,30.4,7.1,0.4,24.8,42.4
05/01/2015 02:00,1.3,3.29,11.28,32.336,15.792,14.288,27.448,4.136,16.4,0,0,23.8,1.1,0.5,10.8,0.7,8.5,3,20.1,42.4,54.6,65.7,21.5,9.5,27.8,5.1,3,26.6,5.3,0.6,30,40.7
05/01/2015 03:00,1.2,4.888,14.476,42.112,18.988,18.8,25.004,4.23,9.7,0,0,16.7,1.2,0.8,7.6,0.4,12.5,1.7,17,36.5,50.1,62.2,21.2,6.7,19.9,4.6,2.1,22.6,2.9,0.8,32.9,36.7
05/01/2015 04:00,1.2,5.734,13.16,52.452,19.74,21.62,25.944,4.794,7.1,0.1,0.1,10.9,0.5,2,6.5,0.2,12.3,0.4,13.2,32.3,45.6,57.4,19.2,5,14,4.2,1.7,19.3,2.4,1.3,34.1,34.4
05/01/2015 05:00,1.4,5.358,11.844,60.16,17.86,22.184,28.388,5.076,6.6,0.2,0.3,7.2,1.1,4.3,7.3,0.1,8.2,0.4,11,29.4,41.8,52.5,16.8,4.1,9.2,4.2,1.8,17.1,2.7,1.8,35.2,32.4
05/01/2015 06:00,1.6,4.23,11.468,63.544,13.348,17.484,29.328,5.452,6.1,0.3,0.6,5.5,3.4,6,8.4,0,4.3,1.1,10.2,27.4,39.1,49.1,13.3,3.1,5.6,3.9,2.4,17.5,3.7,2,37,30.2
