PLEXOS_Nodes,Country,PLEXOS_Countries,Share_%_Country_Demand,Unit,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
AF-UGA,UGA,AF-UGA,1.0,GWh,7972.07,8357.046,8742.022,9126.998,9511.974,9896.95,10517.57,11138.19,11758.81,12379.43,13000.05,13895.668,14791.286,15686.903999999999,16582.522,17478.14,18695.584,19913.028,21130.472,22347.916,23565.36,25099.91,26634.46,28169.010000000002,29703.56,31238.11,33312.176,35386.242,37460.308000000005,39534.374,41608.44,44589.842000000004,47571.244,50552.646,53534.047999999995,56515.45,60785.538,65055.626,69325.714,73595.802,77865.89,83769.174,89672.458,95575.742,101479.026,107382.31,115173.936,122965.562,130757.188,138548.814,146340.44,156415.806,166491.172,176566.538,186641.90399999998,196717.27,209472.944,222228.618,234984.29200000002,247739.96600000001,260495.64,276268.544,292041.448,307814.35199999996,323587.256,339360.16,358473.53599999996,377586.91199999995,396700.28799999994,415813.664,434927.04,457654.434,480381.828,503109.222,525836.616,548564.01,575089.344,601614.6780000001,628140.0120000001,654665.346,681190.68,711594.486,741998.292,772402.098,802805.904,833209.71,867468.2999999999,901726.89,935985.48,970244.0700000001,1004502.66
AF-ZMB,ZMB,AF-ZMB,1.0,GWh,13039.97,13039.97,13039.97,13039.97,13039.97,13039.97,13039.97,13039.97,13039.97,13039.97,13039.97,13039.97,13039.97,13039.97,13039.97,13039.97,13039.97,13039.97,13039.97,13039.97,13039.97,13039.97,13039.97,13039.97,13039.97,13039.97,13678.421999999999,14316.874,14955.326,15593.777999999998,16232.23,17521.3,18810.37,20099.440000000002,21388.510000000002,22677.58,24405.294,26133.008,27860.722,29588.436,31316.15,33628.552,35940.954000000005,38253.356,40565.758,42878.16,45827.842000000004,48777.524000000005,51727.206000000006,54676.888,57626.57,61306.686,64986.801999999996,68666.918,72347.034,76027.15,80532.38799999999,85037.62599999999,89542.864,94048.102,98553.34,103943.04,109332.73999999999,114722.44,120112.14,125501.84,131810.364,138118.888,144427.412,150735.936,157044.46,164289.772,171535.084,178780.396,186025.70799999998,193271.02,201428.042,209585.06399999998,217742.086,225899.108,234056.13,243079.31,252102.49000000002,261125.67,270148.85000000003,279172.03,288997.356,298822.68200000003,308648.008,318473.334,328298.66
AF-ZWE,ZWE,AF-ZWE,1.0,GWh,9610.04,9610.04,9610.04,9610.04,9610.04,9610.04,9610.04,9610.04,9610.04,9610.04,9610.04,9610.04,9610.04,9610.04,9610.04,9610.04,9610.04,9610.04,9610.04,9610.04,9610.04,9610.04,9610.04,9610.04,9610.04,9610.04,9610.04,9610.04,9610.04,9610.04,9610.04,9610.04,9610.04,9610.04,9610.04,9610.04,9610.04,9610.04,9610.04,9610.04,9610.04,9610.04,9610.04,9610.04,9610.04,9610.04,9610.04,9610.04,9610.04,9610.04,9610.04,10004.070000000002,10398.1,10792.130000000001,11186.16,11580.19,12384.746000000001,13189.302,13993.858,14798.414,15602.97,16554.94,17506.91,18458.879999999997,19410.85,20362.82,21469.612,22576.404,23683.196,24789.987999999998,25896.78,27167.113999999998,28437.448,29707.782,30978.116,32248.45,33689.098,35129.746,36570.394,38011.042,39451.69,41067.576,42683.462,44299.348,45915.234000000004,47531.12,49310.876000000004,51090.632000000005,52870.388000000006,54650.144,56429.9
AS-AFG,AFG,AS-AFG,1.0,GWh,7099.68,7099.68,7099.68,7099.68,7099.68,7099.68,7099.68,7099.68,7099.68,7099.68,7099.68,8744.772,10389.864,12034.956,13680.047999999999,15325.14,17663.404,20001.667999999998,22339.932,24678.196,27016.46,29840.71,32664.96,35489.21,38313.46,41137.71,44457.716,47777.722,51097.728,54417.734,57737.74,61461.754,65185.768,68909.782,72633.796,76357.81,80529.822,84701.834,88873.84599999999,93045.858,97217.87,102749.56999999999,108281.26999999999,113812.97,119344.67,124876.37,131282.97,137689.57,144096.16999999998,150502.77,156909.37,164312.88999999998,171716.41,179119.93,186523.45,193926.97,202440.742,210954.514,219468.286,227982.058,236495.83,246302.202,256108.574,265914.946,275721.31799999997,285527.69,296775.304,308022.918,319270.532,330518.146,341765.76,354578.04,367390.32,380202.6,393014.88,405827.16,420294.98799999995,434762.816,449230.644,463698.472,478166.3,494372.366,510578.432,526784.498,542990.564,559196.63,577254.744,595312.858,613370.972,631429.086,649487.2
AS-ARE,ARE,AS-ARE,1.0,GWh,127410.01,127410.01,127410.01,127410.01,127410.01,127410.01,127410.01,127410.01,127410.01,127410.01,127410.01,127410.01,127410.01,127410.01,127410.01,127410.01,130118.072,132826.134,135534.196,138242.258,140950.32,144760.704,148571.088,152381.472,156191.856,160002.24,163760.12399999998,167518.008,171275.892,175033.776,178791.66,182169.374,185547.08800000002,188924.802,192302.516,195680.23,198692.026,201703.82200000001,204715.618,207727.414,210739.21,213546.448,216353.686,219160.924,221968.16199999998,224775.4,227725.398,230675.396,233625.394,236575.39200000002,239525.39,242250.65600000002,244975.92200000002,247701.188,250426.454,253151.72,255555.28399999999,257958.848,260362.41199999998,262765.97599999997,265169.54,267131.174,269092.808,271054.442,273016.076,274977.71,276544.536,278111.362,279678.188,281245.014,282811.84,283993.242,285174.64400000003,286356.046,287537.448,288718.85,289585.212,290451.57399999996,291317.936,292184.29799999995,293050.66,293575.968,294101.276,294626.584,295151.892,295677.2,295819.42600000004,295961.652,296103.878,296246.104,296388.33
AS-BGD,BGD,AS-BGD,1.0,GWh,59020.01,59474.844000000005,59929.678,60384.512,60839.346,61294.18,70514.794,79735.408,88956.022,98176.636,107397.25,117734.076,128070.902,138407.728,148744.554,159081.38,170076.19,181071.0,192065.81,203060.62,214055.43,225368.05599999998,236680.682,247993.308,259305.934,270618.56,282350.586,294082.612,305814.63800000004,317546.664,329278.69,341155.58,353032.47000000003,364909.36,376786.25,388663.14,401043.52,413423.9,425804.28,438184.66,450565.04,464297.02999999997,478029.01999999996,491761.01,505493.0,519224.99,533396.1799999999,547567.37,561738.5599999999,575909.75,590080.94,604651.502,619222.064,633792.6259999999,648363.188,662933.75,677976.558,693019.366,708062.174,723104.9820000001,738147.79,753717.3740000001,769286.958,784856.542,800426.1259999999,815995.71,831814.1699999999,847632.63,863451.09,879269.55,895088.01,911114.42,927140.8300000001,943167.24,959193.65,975220.06,991514.6020000001,1007809.1440000001,1024103.686,1040398.228,1056692.77,1073414.178,1090135.5860000001,1106856.994,1123578.402,1140299.81,1157418.026,1174536.242,1191654.4579999999,1208772.6739999999,1225890.89
AS-BHR,BHR,AS-BHR,1.0,GWh,28470.01,28470.01,28470.01,28470.01,28470.01,28470.01,28470.01,28470.01,28470.01,28470.01,28470.01,28470.01,28470.01,28470.01,28470.01,28470.01,28470.01,28470.01,28470.01,28470.01,28470.01,28470.01,28470.01,28470.01,28470.01,28470.01,28470.01,28470.01,28470.01,28470.01,28470.01,28470.01,28470.01,28470.01,28470.01,28470.01,28470.01,28470.01,28470.01,28470.01,28470.01,29028.232,29586.453999999998,30144.676,30702.897999999997,31261.12,31871.528,32481.936,33092.344000000005,33702.752,34313.16,34912.722,35512.284,36111.846000000005,36711.408,37310.97,37883.012,38455.054000000004,39027.096,39599.138,40171.18,40690.53,41209.88,41729.23,42248.58,42767.93,43223.43,43678.93,44134.43,44589.93,45045.43,45446.25,45847.07,46247.89,46648.71,47049.53,47408.626,47767.722,48126.818,48485.914000000004,48845.01,49157.5,49469.99,49782.48,50094.97,50407.46,50652.358,50897.256,51142.153999999995,51387.051999999996,51631.95
AS-BRN,BRN,AS-BRN,1.0,GWh,4209.99,4209.99,4209.99,4209.99,4209.99,4209.99,4236.664,4263.338,4290.012,4316.686,4343.36,4462.3859999999995,4581.411999999999,4700.438,4819.464,4938.49,5057.94,5177.389999999999,5296.84,5416.29,5535.74,5659.032,5782.324,5905.616,6028.907999999999,6152.2,6277.9839999999995,6403.768,6529.552,6655.336,6781.12,6909.054,7036.988,7164.922,7292.856,7420.79,7553.46,7686.13,7818.8,7951.47,8084.14,8220.246000000001,8356.352,8492.458,8628.564,8764.67,8903.494,9042.318000000001,9181.142,9319.966,9458.79,9590.014000000001,9721.238000000001,9852.462,9983.686,10114.91,10233.468,10352.026,10470.584,10589.142,10707.7,10811.684000000001,10915.668000000001,11019.652,11123.636,11227.62,11318.566,11409.512,11500.458,11591.404,11682.35,11758.84,11835.33,11911.82,11988.31,12064.8,12127.054,12189.307999999999,12251.562,12313.815999999999,12376.07,12425.32,12474.57,12523.82,12573.07,12622.32,12660.028,12697.736,12735.444,12773.152,12810.86
AS-BTN,BTN,AS-BTN,1.0,GWh,2463.64,2463.64,2463.64,2463.64,2463.64,2463.64,2463.64,2463.64,2463.64,2463.64,2463.64,2555.028,2646.4159999999997,2737.804,2829.192,2920.58,3099.81,3279.04,3458.27,3637.5,3816.73,4009.828,4202.926,4396.024,4589.122,4782.22,4995.692,5209.164,5422.636,5636.108,5849.58,6084.91,6320.24,6555.57,6790.9,7026.23,7279.816,7533.402,7786.987999999999,8040.574,8294.16,8572.898,8851.636,9130.374,9409.112000000001,9687.85,9977.666000000001,10267.482,10557.298,10847.114,11136.93,11433.136,11729.342,12025.547999999999,12321.753999999999,12617.96,12911.869999999999,13205.779999999999,13499.69,13793.6,14087.51,14370.874,14654.238,14937.602,15220.966,15504.33,15766.898,16029.465999999999,16292.034,16554.602,16817.17,17056.609999999997,17296.05,17535.489999999998,17774.93,18014.37,18232.744,18451.118,18669.492000000002,18887.866,19106.24,19304.846,19503.452,19702.058,19900.664,20099.27,20275.474000000002,20451.678,20627.882,20804.086,20980.29
AS-IDN,IDN,AS-IDN,1.0,GWh,320202.09,339722.586,359243.082,378763.578,398284.074,417804.57,440766.036,463727.50200000004,486688.968,509650.434,532611.9,558078.058,583544.216,609010.374,634476.532,659942.69,686130.9079999999,712319.1259999999,738507.344,764695.562,790883.78,817553.974,844224.1680000001,870894.362,897564.556,924234.75,952327.852,980420.954,1008514.056,1036607.158,1064700.26,1093096.0320000001,1121491.804,1149887.5760000001,1178283.348,1206679.12,1234387.4000000001,1262095.6800000002,1289803.96,1317512.24,1345220.52,1372314.214,1399407.908,1426501.602,1453595.296,1480688.99,1506966.346,1533243.702,1559521.058,1585798.414,1612075.77,1637197.044,1662318.318,1687439.592,1712560.866,1737682.14,1761213.22,1784744.3,1808275.38,1831806.46,1855337.54,1877672.974,1900008.408,1922343.842,1944679.276,1967014.71,1988420.6539999999,2009826.598,2031232.542,2052638.486,2074044.43,2094593.388,2115142.346,2135691.304,2156240.262,2176789.22,2196503.074,2216216.9280000003,2235930.782,2255644.6360000004,2275358.49,2294283.436,2313208.382,2332133.328,2351058.274,2369983.22,2388095.174,2406207.128,2424319.0820000004,2442431.0360000003,2460542.99
AS-IRN,IRN,AS-IRN,1.0,GWh,284574.94,289847.942,295120.944,300393.946,305666.94800000003,310939.95,317409.624,323879.298,330348.972,336818.646,343288.32,350392.54600000003,357496.772,364600.998,371705.224,378809.45,385525.798,392242.146,398958.494,405674.842,412391.19,419449.194,426507.19800000003,433565.202,440623.206,447681.21,454995.016,462308.822,469622.628,476936.434,484250.24,491097.402,497944.564,504791.72599999997,511638.888,518486.05,524525.494,530564.938,536604.382,542643.826,548683.27,554929.528,561175.7860000001,567422.044,573668.302,579914.56,585728.68,591542.8,597356.92,603171.04,608985.16,614851.1460000001,620717.132,626583.118,632449.1039999999,638315.09,643769.35,649223.61,654677.87,660132.13,665586.39,670288.598,674990.806,679693.0140000001,684395.2220000001,689097.43,693132.552,697167.674,701202.7960000001,705237.9180000001,709273.04,713055.93,716838.8200000001,720621.71,724404.6,728187.49,732220.482,736253.4739999999,740286.466,744319.458,748352.45,752795.274,757238.098,761680.9219999999,766123.7459999999,770566.57,775148.0079999999,779729.446,784310.884,788892.322,793473.76
AS-IRQ,IRQ,AS-IRQ,1.0,GWh,84049.64,88834.112,93618.584,98403.056,103187.52799999999,107972.0,113198.418,118424.836,123651.254,128877.67199999999,134104.09,138637.44,143170.79,147704.13999999998,152237.49,156770.84,161849.95799999998,166929.076,172008.194,177087.312,182166.43,187457.388,192748.346,198039.304,203330.262,208621.22,213534.126,218447.032,223359.938,228272.844,233185.75,238193.798,243201.846,248209.894,253217.94199999998,258225.99,263083.222,267940.454,272797.686,277654.918,282512.15,287852.204,293192.25800000003,298532.312,303872.366,309212.42,314783.832,320355.244,325926.65599999996,331498.06799999997,337069.48,343034.57399999996,348999.668,354964.762,360929.856,366894.95,373376.56200000003,379858.174,386339.786,392821.398,399303.01,406353.23600000003,413403.462,420453.688,427503.914,434554.14,442312.00800000003,450069.876,457827.744,465585.61199999996,473343.48,481823.288,490303.096,498782.904,507262.712,515742.52,524944.878,534147.236,543349.594,552551.952,561754.31,571653.696,581553.082,591452.468,601351.854,611251.24,621760.402,632269.564,642778.726,653287.888,663797.05
AS-ISR,ISR,AS-ISR,1.0,GWh,59029.96,59029.96,59029.96,59029.96,59029.96,59029.96,60677.532,62325.104,63972.67600000001,65620.248,67267.82,69403.24,71538.66,73674.08,75809.5,77944.92,80238.822,82532.724,84826.62599999999,87120.52799999999,89414.43,91918.446,94422.462,96926.47799999999,99430.49399999999,101934.51,104640.824,107347.13799999999,110053.452,112759.766,115466.08,118353.738,121241.396,124129.054,127016.712,129904.37,132939.66,135974.95,139010.24,142045.53,145080.82,148276.632,151472.44400000002,154668.256,157864.068,161059.88,164477.878,167895.876,171313.874,174731.872,178149.87,181906.4,185662.93,189419.46,193175.99,196932.52,201022.312,205112.104,209201.896,213291.688,217381.48,221771.27000000002,226161.06,230550.85,234940.63999999998,239330.43,244020.2,248709.97,253399.74000000002,258089.51,262779.28,267825.12200000003,272870.96400000004,277916.806,282962.648,288008.49,293476.472,298944.454,304412.436,309880.418,315348.4,321288.412,327228.424,333168.43600000005,339108.44800000003,345048.46,351422.93200000003,357797.40400000004,364171.876,370546.348,376920.82
AS-JOR,JOR,AS-JOR,1.0,GWh,21508.29,22353.702,23199.114,24044.525999999998,24889.938,25735.35,26734.154,27732.958,28731.762,29730.566,30729.37,31907.079999999998,33084.79,34262.5,35440.21,36617.92,37950.412,39282.903999999995,40615.396,41947.888,43280.38,44754.316,46228.252,47702.187999999995,49176.123999999996,50650.06,52287.294,53924.528,55561.762,57198.996,58836.23,60628.008,62419.786,64211.564,66003.342,67795.12,69719.636,71644.152,73568.66799999999,75493.184,77417.7,79548.42,81679.14,83809.86,85940.58,88071.3,90341.552,92611.804,94882.056,97152.308,99422.56,101772.692,104122.824,106472.956,108823.088,111173.22,113546.852,115920.484,118294.11600000001,120667.748,123041.38,125425.486,127809.592,130193.698,132577.804,134961.91,137372.93600000002,139783.962,142194.988,144606.014,147017.04,149387.814,151758.58800000002,154129.362,156500.136,158870.91,161179.29200000002,163487.674,165796.056,168104.438,170412.82,172634.464,174856.108,177077.752,179299.396,181521.04,183645.54,185770.04,187894.54,190019.04,192143.54
AS-KAZ,KAZ,AS-KAZ,1.0,GWh,106469.99,106469.99,106469.99,106469.99,106469.99,106469.99,106469.99,106469.99,106469.99,106469.99,106469.99,106469.99,106469.99,106469.99,106469.99,106469.99,106469.99,106469.99,106469.99,106469.99,106469.99,108075.36200000001,109680.73400000001,111286.106,112891.478,114496.85,116748.524,119000.198,121251.872,123503.546,125755.22,127491.06,129226.90000000001,130962.74,132698.58000000002,134434.42,135503.40000000002,136572.38,137641.36000000002,138710.34,139779.32,140495.886,141212.452,141929.018,142645.584,143362.15,144195.088,145028.02599999998,145860.964,146693.902,147526.84,148553.154,149579.468,150605.782,151632.096,152658.41,153670.332,154682.254,155694.176,156706.098,157718.02,158558.604,159399.188,160239.772,161080.356,161920.94,162735.334,163549.728,164364.122,165178.516,165992.91,166824.104,167655.298,168486.492,169317.68600000002,170148.88,171011.126,171873.372,172735.618,173597.864,174460.11,175307.19999999998,176154.28999999998,177001.38,177848.47,178695.56,179426.832,180158.104,180889.37600000002,181620.64800000002,182351.92
AS-KGZ,KGZ,AS-KGZ,1.0,GWh,13580.03,13580.03,13580.03,13580.03,13580.03,13580.03,13580.03,13580.03,13580.03,13580.03,13580.03,13580.03,13580.03,13580.03,13580.03,13580.03,13580.03,13580.03,13580.03,13580.03,13580.03,13580.03,13580.03,13580.03,13580.03,13580.03,13754.298,13928.566,14102.834,14277.102,14451.37,14852.62,15253.87,15655.119999999999,16056.369999999999,16457.62,16843.79,17229.96,17616.13,18002.3,18388.47,18853.31,19318.15,19782.989999999998,20247.829999999998,20712.67,21187.503999999997,21662.338,22137.172,22612.006,23086.84,23581.47,24076.100000000002,24570.73,25065.36,25559.99,26061.352000000003,26562.714,27064.076,27565.438,28066.8,28550.898,29034.996,29519.094,30003.192,30487.29,30963.898,31440.506,31917.114,32393.722,32870.33,33349.504,33828.678,34307.852,34787.026,35266.2,35755.348,36244.496,36733.644,37222.792,37711.94,38211.086,38710.232,39209.378,39708.524,40207.67,40703.832,41199.994,41696.156,42192.318,42688.48
AS-KHM,KHM,AS-KHM,1.0,GWh,5920.01,5920.01,5920.01,5920.01,5920.01,5920.01,5920.01,5920.01,5920.01,5920.01,5920.01,6322.358,6724.706,7127.054,7529.402,7931.75,8892.29,9852.83,10813.37,11773.91,12734.45,13742.806,14751.162,15759.518,16767.874,17776.23,18862.474,19948.718,21034.962,22121.206,23207.45,24362.056,25516.662,26671.268,27825.874,28980.48,30175.26,31370.039999999997,32564.82,33759.6,34954.38,36395.293999999994,37836.208,39277.121999999996,40718.036,42158.95,43675.736,45192.522,46709.308,48226.094,49742.88,51378.725999999995,53014.572,54650.418,56286.264,57922.11,59685.068,61448.026,63210.984,64973.941999999995,66736.9,68601.508,70466.116,72330.724,74195.332,76059.94,78009.736,79959.532,81909.328,83859.124,85808.92,87864.424,89919.928,91975.432,94030.936,96086.44,98275.29400000001,100464.148,102653.00200000001,104841.856,107030.71,109382.288,111733.86600000001,114085.444,116437.02200000001,118788.6,121296.02,123803.44,126310.86000000002,128818.28000000001,131325.7
AS-KOR,KOR,AS-KOR,1.0,GWh,552880.02,552880.02,552880.02,552880.02,552880.02,552880.02,552880.02,552880.02,552880.02,552880.02,552880.02,552880.02,552880.02,552880.02,552880.02,552880.02,552880.02,552880.02,552880.02,552880.02,552880.02,552880.02,552880.02,552880.02,552880.02,552880.02,552880.02,552880.02,552880.02,552880.02,552880.02,552880.02,552880.02,552880.02,552880.02,552880.02,556196.83,559513.64,562830.45,566147.26,569464.07,572599.884,575735.698,578871.512,582007.326,585143.14,587100.478,589057.816,591015.154,592972.492,594929.83,596216.374,597502.918,598789.462,600076.006,601362.55,602600.876,603839.202,605077.528,606315.854,607554.18,608305.942,609057.704,609809.466,610561.228,611312.99,611989.846,612666.702,613343.558,614020.414,614697.27,615186.92,615676.5700000001,616166.22,616655.87,617145.52,617393.432,617641.344,617889.2559999999,618137.168,618385.08,618421.824,618458.568,618495.312,618532.056,618568.8,618416.1980000001,618263.596,618110.9940000001,617958.392,617805.79
AS-KWT,KWT,AS-KWT,1.0,GWh,67920.01,67920.01,67920.01,67920.01,67920.01,67920.01,67920.01,67920.01,67920.01,67920.01,67920.01,67920.01,67920.01,67920.01,67920.01,67920.01,67920.01,67920.01,67920.01,67920.01,67920.01,67920.01,67920.01,67920.01,67920.01,67920.01,68188.404,68456.798,68725.192,68993.586,69261.98,70740.048,72218.116,73696.18400000001,75174.25200000001,76652.32,77988.724,79325.128,80661.532,81997.936,83334.34,84558.466,85782.592,87006.718,88230.844,89454.97,90601.184,91747.398,92893.612,94039.826,95186.04,96199.98999999999,97213.93999999999,98227.89,99241.84,100255.79,101115.768,101975.746,102835.72399999999,103695.70199999999,104555.68,105302.654,106049.628,106796.602,107543.576,108290.55,109019.772,109748.994,110478.216,111207.43800000001,111936.66,112639.452,113342.244,114045.036,114747.828,115450.62,116130.8,116810.98,117491.16,118171.34,118851.52,119469.948,120088.376,120706.804,121325.232,121943.66,122452.566,122961.47200000001,123470.378,123979.284,124488.19
AS-LAO,LAO,AS-LAO,1.0,GWh,6269.54,6313.854,6358.168,6402.482,6446.795999999999,6491.11,7094.876,7698.642,8302.408,8906.174,9509.94,10145.938,10781.936,11417.934000000001,12053.932,12689.93,13324.634,13959.338,14594.042000000001,15228.746000000001,15863.45,16474.63,17085.81,17696.989999999998,18308.17,18919.35,19549.46,20179.57,20809.68,21439.79,22069.9,22732.446,23394.992000000002,24057.538,24720.084000000003,25382.63,26087.536,26792.442,27497.347999999998,28202.254,28907.16,29674.618,30442.076,31209.534,31976.992000000002,32744.45,33509.0,34273.55,35038.1,35802.649999999994,36567.2,37350.424,38133.648,38916.871999999996,39700.096,40483.32,41299.744,42116.168,42932.592000000004,43749.016,44565.44,45421.146,46276.852,47132.558000000005,47988.264,48843.97,49729.478,50614.986000000004,51500.494,52386.002,53271.51,54180.596000000005,55089.682,55998.768000000004,56907.854,57816.94,58755.406,59693.872,60632.337999999996,61570.804,62509.27,63486.532,64463.794,65441.056,66418.318,67395.58,68424.654,69453.728,70482.802,71511.876,72540.95
AS-LBN,LBN,AS-LBN,1.0,GWh,20326.12,20688.397999999997,21050.676,21412.953999999998,21775.232,22137.51,22583.652,23029.793999999998,23475.936,23922.078,24368.22,24850.77,25333.32,25815.870000000003,26298.420000000002,26780.97,27266.992000000002,27753.014000000003,28239.036,28725.058,29211.08,29704.518,30197.956000000002,30691.394,31184.832000000002,31678.27,32186.296000000002,32694.322,33202.348,33710.374,34218.4,34726.906,35235.412000000004,35743.918,36252.424,36760.93,37235.03,37709.13,38183.23,38657.33,39131.43,39581.858,40032.286,40482.714,40933.142,41383.57,41800.48,42217.39,42634.3,43051.21,43468.12,43842.97,44217.82,44592.670000000006,44967.520000000004,45342.37,45689.372,46036.374,46383.376,46730.378,47077.38,47390.335999999996,47703.292,48016.248,48329.204000000005,48642.16,48925.04,49207.92,49490.8,49773.68,50056.56,50302.668,50548.776,50794.884,51040.992,51287.1,51499.758,51712.416,51925.074,52137.731999999996,52350.39,52541.048,52731.706,52922.364,53113.022,53303.68,53486.364,53669.048,53851.731999999996,54034.416,54217.1
AS-LKA,LKA,AS-LKA,1.0,GWh,13190.01,13190.01,13190.01,13190.01,13190.01,13190.01,13190.01,13190.01,13190.01,13190.01,13190.01,14412.244,15634.478,16856.712,18078.946,19301.18,21227.322,23153.464,25079.606,27005.748,28931.89,30955.876,32979.862,35003.848,37027.834,39051.82,41221.234,43390.648,45560.062,47729.475999999995,49898.89,52189.872,54480.854,56771.836,59062.818,61353.8,63773.608,66193.416,68613.224,71033.03199999999,73452.84,75995.582,78538.324,81081.066,83623.808,86166.55,88851.058,91535.566,94220.074,96904.582,99589.09,102359.006,105128.92199999999,107898.83799999999,110668.754,113438.67,116154.932,118871.194,121587.45599999999,124303.718,127019.98,129653.128,132286.276,134919.424,137552.572,140185.72,142817.74,145449.76,148081.78,150713.80000000002,153345.82,155984.844,158623.86800000002,161262.892,163901.916,166540.94,169165.232,171789.524,174413.816,177038.108,179662.4,182226.954,184791.508,187356.062,189920.616,192485.17,194940.81600000002,197396.462,199852.108,202307.754,204763.4
AS-MMR,MMR,AS-MMR,1.0,GWh,25350.49,27881.926,30413.362,32944.797999999995,35476.234,38007.67,40671.32,43334.97,45998.619999999995,48662.27,51325.92,53869.79,56413.659999999996,58957.53,61501.399999999994,64045.27,66373.22,68701.17,71029.12,73357.07,75685.02,77583.426,79481.83200000001,81380.238,83278.644,85177.05,86775.57800000001,88374.106,89972.634,91571.162,93169.69,94691.798,96213.906,97736.014,99258.122,100780.23,102261.836,103743.442,105225.048,106706.654,108188.26,109692.84599999999,111197.432,112702.018,114206.604,115711.19,117071.172,118431.15400000001,119791.136,121151.118,122511.1,123766.652,125022.204,126277.75600000001,127533.308,128788.86,129987.982,131187.104,132386.226,133585.348,134784.47,135944.522,137104.574,138264.62600000002,139424.678,140584.73,141740.738,142896.746,144052.754,145208.762,146364.77,147554.166,148743.562,149932.95799999998,151122.354,152311.75,153548.048,154784.346,156020.644,157256.94199999998,158493.24,159792.83,161092.41999999998,162392.01,163691.6,164991.19,166368.036,167744.882,169121.728,170498.57400000002,171875.42
AS-MNG,MNG,AS-MNG,1.0,GWh,6889.98,7164.969999999999,7439.96,7714.95,7989.9400000000005,8264.93,8678.43,9091.93,9505.43,9918.93,10332.43,10747.674,11162.918,11578.162,11993.405999999999,12408.65,12834.532,13260.413999999999,13686.295999999998,14112.178,14538.06,14991.312,15444.564,15897.815999999999,16351.068,16804.32,17291.714,17779.108,18266.502,18753.896,19241.29,19735.608,20229.926,20724.244000000002,21218.562,21712.88,22206.898,22700.916,23194.934,23688.952,24182.97,24659.724000000002,25136.478000000003,25613.232,26089.986,26566.74,27043.23,27519.72,27996.21,28472.7,28949.19,29435.352,29921.514,30407.676,30893.838,31380.0,31858.502,32337.004,32815.506,33294.008,33772.51,34205.546,34638.582,35071.618,35504.654,35937.69,36335.154,36732.618,37130.082,37527.546,37925.01,38297.196,38669.382000000005,39041.568,39413.754,39785.94,40147.496,40509.052,40870.608,41232.164000000004,41593.72,41949.088,42304.456,42659.824,43015.191999999995,43370.56,43700.106,44029.652,44359.198,44688.744,45018.29
AS-NPL,NPL,AS-NPL,1.0,GWh,5260.01,5260.01,5260.01,5260.01,5260.01,5260.01,5260.01,5260.01,5260.01,5260.01,5260.01,5260.01,5260.01,5260.01,5260.01,5260.01,6148.896000000001,7037.782,7926.668000000001,8815.554,9704.44,11608.498,13512.556,15416.614,17320.672,19224.73,21396.676,23568.622,25740.568,27912.514,30084.46,32492.246,34900.032,37307.818,39715.604,42123.39,44800.176,47476.962,50153.748,52830.534,55507.32,58792.682,62078.044,65363.406,68648.76800000001,71934.13,75600.43400000001,79266.738,82933.042,86599.34599999999,90265.65,94308.296,98350.942,102393.588,106436.234,110478.88,114914.08600000001,119349.292,123784.498,128219.704,132654.91,137496.04200000002,142337.174,147178.306,152019.438,156860.57,162032.374,167204.178,172375.982,177547.786,182719.59,188178.832,193638.074,199097.316,204556.558,210015.8,215739.96,221464.12,227188.28,232912.44,238636.6,244647.992,250659.384,256670.776,262682.168,268693.56,274951.614,281209.668,287467.722,293725.776,299983.83
AS-PAK,PAK,AS-PAK,1.0,GWh,125998.58,135847.434,145696.288,155545.142,165393.996,175242.85,187137.096,199031.342,210925.588,222819.83399999997,234714.08,248570.82799999998,262427.576,276284.324,290141.072,303997.82,319348.678,334699.536,350050.394,365401.252,380752.11,397332.06,413912.01,430491.95999999996,447071.91,463651.86,481515.58999999997,499379.32,517243.05,535106.78,552970.51,572312.5920000001,591654.674,610996.756,630338.838,649680.92,671058.3420000001,692435.7640000001,713813.186,735190.608,756568.03,781292.324,806016.618,830740.912,855465.206,880189.5,906877.658,933565.816,960253.974,986942.132,1013630.29,1042608.598,1071586.906,1100565.2140000002,1129543.522,1158521.83,1190000.264,1221478.698,1252957.132,1284435.566,1315914.0,1349602.196,1383290.392,1416978.588,1450666.784,1484354.98,1519791.766,1555228.552,1590665.338,1626102.1239999998,1661538.91,1698580.014,1735621.118,1772662.2219999998,1809703.326,1846744.43,1885205.716,1923667.002,1962128.288,2000589.574,2039050.86,2079100.198,2119149.536,2159198.874,2199248.212,2239297.55,2280604.5439999998,2321911.5379999997,2363218.532,2404525.526,2445832.52
