PLEXOS_Nodes,Country,PLEXOS_Countries,Share_%_Country_Demand,Unit,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
NA-USA-ME,USA,NA-USA,0.0057791068355963855,GWh,25334.62,25468.42,25602.219999999998,25736.02,25869.82,26003.62,26895.85,27788.079999999998,28680.309999999998,29572.54,30464.77,31268.806,32072.842,32876.878,33680.914,34484.95,35219.698,35954.445999999996,36689.194,37423.942,38158.69,38832.356,39506.022,40179.688,40853.354,41527.02,42166.301999999996,42805.583999999995,43444.866,44084.148,44723.43,45328.634,45933.837999999996,46539.042,47144.246,47749.45,48302.77,48856.09,49409.41,49962.73,50516.05,51072.914000000004,51629.778000000006,52186.642,52743.506,53300.37,53886.782,54473.194,55059.606,55646.018000000004,56232.43,56848.844,57465.258,58081.672,58698.086,59314.5,59907.972,60501.444,61094.916,61688.388,62281.86,62847.912000000004,63413.964,63980.016,64546.068,65112.12,65685.41,66258.70000000001,66831.99,67405.28,67978.57,68527.156,69075.742,69624.32800000001,70172.914,70721.5,71250.146,71778.792,72307.438,72836.084,73364.73,73878.33,74391.93,74905.53,75419.12999999999,75932.73,76428.53,76924.33,77420.12999999999,77915.93,78411.73
NA-USA-MW,USA,NA-USA,0.04971954986938962,GWh,217962.06,219113.17799999999,220264.296,221415.414,222566.532,223717.65,231393.798,239069.946,246746.094,254422.242,262098.39,269015.77400000003,275933.158,282850.542,289767.926,296685.31,303006.592,309327.874,315649.15599999996,321970.43799999997,328291.72,334087.48,339883.24,345679.0,351474.76,357270.52,362770.488,368270.456,373770.424,379270.392,384770.36,389977.12,395183.88,400390.63999999996,405597.39999999997,410804.16,415564.562,420324.964,425085.366,429845.768,434606.17,439397.04,444187.91,448978.78,453769.65,458560.52,463605.624,468650.728,473695.832,478740.936,483786.04,489089.25,494392.46,499695.67,504998.88,510302.09,515407.924,520513.75800000003,525619.5920000001,530725.426,535831.26,540701.186,545571.112,550441.0380000001,555310.964,560180.89,565113.088,570045.286,574977.484,579909.682,584841.88,589561.548,594281.216,599000.884,603720.552,608440.22,612988.342,617536.4639999999,622084.586,626632.708,631180.83,635599.494,640018.1579999999,644436.822,648855.486,653274.15,657539.684,661805.218,666070.752,670336.286,674601.82
NA-USA-NE,USA,NA-USA,0.03177095680151981,GWh,139278.47,140014.04,140749.61000000002,141485.18,142220.75,142956.32,147861.404,152766.488,157671.572,162576.656,167481.74,171901.97199999998,176322.204,180742.436,185162.668,189582.9,193622.22,197661.54,201700.86,205740.18,209779.5,213483.01,217186.52,220890.03,224593.53999999998,228297.05,231811.546,235326.042,238840.538,242355.03399999999,245869.53,249196.668,252523.80599999998,255850.944,259178.08199999997,262505.22,265547.132,268589.044,271630.956,274672.868,277714.78,280776.162,283837.544,286898.92600000004,289960.308,293021.69,296245.528,299469.366,302693.204,305917.042,309140.88,312529.648,315918.41599999997,319307.184,322695.952,326084.72,329347.366,332610.012,335872.658,339135.304,342397.95,345509.848,348621.746,351733.64400000003,354845.542,357957.44,361109.132,364260.824,367412.516,370564.20800000004,373715.9,376731.78400000004,379747.668,382763.552,385779.436,388795.32,391701.58400000003,394607.848,397514.112,400420.376,403326.64,406150.18,408973.72000000003,411797.26,414620.80000000005,417444.34,420170.03,422895.72000000003,425621.41,428347.1,431072.79
NA-USA-NW,USA,NA-USA,0.060521465055145725,GWh,265315.82,266717.026,268118.232,269519.43799999997,270920.644,272321.85,281665.69399999996,291009.538,300353.382,309697.226,319041.07,327461.304,335881.538,344301.772,352722.006,361142.24,368836.866,376531.49199999997,384226.118,391920.744,399615.37,406670.298,413725.226,420780.154,427835.082,434890.01,441584.882,448279.754,454974.626,461669.498,468364.37,474702.336,481040.302,487378.268,493716.234,500054.2,505848.83,511643.46,517438.08999999997,523232.72,529027.35,534859.0719999999,540690.794,546522.516,552354.238,558185.96,564327.1479999999,570468.336,576609.524,582750.712,588891.9,595347.268,601802.636,608258.004,614713.372,621168.74,627383.852,633598.964,639814.076,646029.1880000001,652244.3,658172.2520000001,664100.204,670028.1560000001,675956.108,681884.06,687887.812,693891.564,699895.316,705899.068,711902.82,717647.868,723392.916,729137.964,734883.012,740628.06,746164.292,751700.524,757236.756,762772.988,768309.22,773687.868,779066.516,784445.164,789823.8119999999,795202.46,800394.7119999999,805586.9639999999,810779.216,815971.468,821163.72
NA-USA-NY,USA,NA-USA,0.039629798930429054,GWh,173730.3,174647.818,175565.336,176482.854,177400.372,178317.89,184436.29200000002,190554.69400000002,196673.09600000002,202791.498,208909.9,214423.51799999998,219937.136,225450.754,230964.372,236477.99,241516.474,246554.95799999998,251593.442,256631.926,261670.41,266290.018,270909.626,275529.234,280148.842,284768.45,289152.29000000004,293536.13,297919.97000000003,302303.81,306687.65,310837.786,314987.922,319138.058,323288.194,327438.33,331232.688,335027.04600000003,338821.404,342615.762,346410.12,350228.762,354047.404,357866.04600000003,361684.688,365503.33,369524.61600000004,373545.902,377567.188,381588.474,385609.76,389836.772,394063.784,398290.79600000003,402517.808,406744.82,410814.51,414884.2,418953.89,423023.58,427093.27,430974.92600000004,434856.582,438738.238,442619.894,446501.55,450432.842,454364.134,458295.426,462226.718,466158.01,469919.9,473681.79000000004,477443.68,481205.57,484967.46,488592.61600000004,492217.772,495842.928,499468.084,503093.24,506615.21,510137.18,513659.15,517181.12,520703.09,524103.00600000005,527502.922,530902.838,534302.7540000001,537702.67
NA-USA-RE,USA,NA-USA,0.0687984764547944,GWh,301600.83,303193.668,304786.506,306379.34400000004,307972.18200000003,309565.02,320186.742,330808.46400000004,341430.186,352051.908,362673.63,372245.43,381817.23,391389.03,400960.83,410532.63,419279.58400000003,428026.538,436773.492,445520.446,454267.4,462287.17000000004,470306.94,478326.71,486346.48,494366.25,501976.726,509587.202,517197.678,524808.154,532418.63,539623.386,546828.142,554032.898,561237.654,568442.41,575029.522,581616.634,588203.746,594790.858,601377.97,608007.2459999999,614636.522,621265.798,627895.074,634524.35,641505.418,648486.4859999999,655467.554,662448.622,669429.69,676767.904,684106.118,691444.3319999999,698782.546,706120.76,713185.862,720250.964,727316.066,734381.1680000001,741446.27,748184.936,754923.602,761662.268,768400.934,775139.6,781964.434,788789.268,795614.102,802438.936,809263.77,815794.522,822325.274,828856.0260000001,835386.778,841917.53,848210.9060000001,854504.282,860797.658,867091.034,873384.41,879498.65,885612.89,891727.13,897841.37,903955.61,909857.9619999999,915760.314,921662.666,927565.018,933467.37
NA-USA-RM,USA,NA-USA,0.02449279138495355,GWh,107372.23,107939.294,108506.358,109073.422,109640.486,110207.55,113988.966,117770.382,121551.79800000001,125333.214,129114.63,132522.264,135929.898,139337.532,142745.166,146152.8,149266.78399999999,152380.76799999998,155494.752,158608.736,161722.72,164577.82,167432.92,170288.02,173143.12,175998.22,178707.608,181416.996,184126.384,186835.772,189545.16,192110.11000000002,194675.06,197240.01,199804.96,202369.91,204714.972,207060.034,209405.096,211750.158,214095.22,216455.294,218815.368,221175.442,223535.516,225895.59,228380.904,230866.218,233351.532,235836.846,238322.16,240934.622,243547.084,246159.546,248772.008,251384.47,253899.7,256414.93,258930.16,261445.38999999998,263960.62,266359.638,268758.656,271157.674,273556.69200000004,275955.71,278385.40400000004,280815.098,283244.792,285674.486,288104.18,290429.178,292754.176,295079.174,297404.17199999996,299729.17,301969.662,304210.154,306450.646,308691.138,310931.63,313108.346,315285.06200000003,317461.778,319638.494,321815.21,323916.494,326017.778,328119.06200000003,330220.346,332321.63
NA-USA-RW,USA,NA-USA,0.132511451435124,GWh,580907.68,583975.6140000001,587043.5480000001,590111.482,593179.416,596247.35,616705.652,637163.954,657622.2559999999,678080.558,698538.86,716974.922,735410.984,753847.046,772283.108,790719.17,807566.5140000001,824413.858,841261.202,858108.546,874955.89,890402.62,905849.35,921296.0800000001,936742.81,952189.54,966847.934,981506.328,996164.7220000001,1010823.116,1025481.51,1039358.454,1053235.398,1067112.342,1080989.286,1094866.23,1107553.544,1120240.858,1132928.172,1145615.486,1158302.8,1171071.324,1183839.848,1196608.372,1209376.896,1222145.42,1235591.5219999999,1249037.6239999998,1262483.726,1275929.828,1289375.93,1303509.9279999998,1317643.926,1331777.9239999999,1345911.922,1360045.92,1373653.878,1387261.836,1400869.794,1414477.7519999999,1428085.71,1441064.93,1454044.15,1467023.37,1480002.59,1492981.81,1506126.994,1519272.178,1532417.362,1545562.546,1558707.73,1571286.486,1583865.242,1596443.998,1609022.754,1621601.51,1633723.064,1645844.618,1657966.172,1670087.726,1682209.28,1693985.804,1705762.328,1717538.852,1729315.376,1741091.9,1752460.308,1763828.716,1775197.1239999998,1786565.532,1797933.94
NA-USA-RA,USA,NA-USA,0.01636373690834446,GWh,71735.84,72114.698,72493.556,72872.414,73251.272,73630.13,76156.508,78682.886,81209.26400000001,83735.642,86262.02,88538.676,90815.33200000001,93091.988,95368.644,97645.3,99725.766,101806.232,103886.698,105967.164,108047.63,109955.134,111862.638,113770.14199999999,115677.646,117585.15,119395.30399999999,121205.458,123015.612,124825.766,126635.92,128349.574,130063.228,131776.882,133490.536,135204.19,136770.93600000002,138337.682,139904.428,141471.174,143037.92,144614.69400000002,146191.46800000002,147768.242,149345.016,150921.79,152582.24000000002,154242.69,155903.14,157563.59,159224.04,160969.43600000002,162714.832,164460.228,166205.62399999998,167951.02,169631.456,171311.892,172992.328,174672.764,176353.2,177955.994,179558.788,181161.58200000002,182764.37600000002,184367.17,185990.46000000002,187613.75,189237.04,190860.33,192483.62,194036.96,195590.3,197143.64,198696.98,200250.32,201747.20200000002,203244.084,204740.96600000001,206237.848,207734.73,209189.00400000002,210643.27800000002,212097.552,213551.826,215006.1,216409.976,217813.852,219217.728,220621.60400000002,222025.48
NA-USA-SN,USA,NA-USA,0.016733949483835987,GWh,73358.79,73746.218,74133.646,74521.074,74908.502,75295.93,77879.466,80463.002,83046.538,85630.074,88213.61,90541.772,92869.934,95198.096,97526.258,99854.42,101981.954,104109.488,106237.022,108364.556,110492.09,112442.75,114393.41,116344.06999999999,118294.73,120245.39,122096.49799999999,123947.606,125798.71399999999,127649.822,129500.93,131253.35199999998,133005.774,134758.196,136510.61800000002,138263.04,139865.23200000002,141467.424,143069.616,144671.808,146274.0,147886.448,149498.896,151111.34399999998,152723.792,154336.24,156034.256,157732.272,159430.288,161128.304,162826.32,164611.204,166396.088,168180.972,169965.856,171750.74,173469.194,175187.648,176906.102,178624.556,180343.01,181982.06600000002,183621.122,185260.178,186899.234,188538.29,190198.304,191858.318,193518.332,195178.346,196838.36,198426.84399999998,200015.32799999998,201603.812,203192.296,204780.78,206311.526,207842.272,209373.018,210903.764,212434.51,213921.68600000002,215408.86200000002,216896.038,218383.214,219870.39,221306.026,222741.662,224177.298,225612.934,227048.57
NA-USA-SS,USA,NA-USA,0.03715518746845278,GWh,162882.03,163742.254,164602.478,165462.702,166322.926,167183.15,172919.5,178655.85,184392.2,190128.55,195864.9,201034.22999999998,206203.56,211372.88999999998,216542.22,221711.55,226435.414,231159.278,235883.142,240607.006,245330.87,249662.014,253993.158,258324.30200000003,262655.446,266986.59,271096.69,275206.79000000004,279316.89,283426.99000000005,287537.09,291428.07800000004,295319.06600000005,299210.054,303101.042,306992.03,310549.456,314106.882,317664.308,321221.734,324779.16,328359.35599999997,331939.55199999997,335519.748,339099.944,342680.14,346450.322,350220.504,353990.686,357760.868,361531.05,365494.114,369457.178,373420.24199999997,377383.306,381346.37,385161.936,388977.502,392793.068,396608.634,400424.2,404063.474,407702.748,411342.022,414981.29600000003,418620.57,422306.378,425992.186,429677.994,433363.80199999997,437049.61,440576.59599999996,444103.582,447630.56799999997,451157.554,454684.54,458083.32999999996,461482.12,464880.91,468279.7,471678.49,474980.53599999996,478282.582,481584.62799999997,484886.674,488188.72,491376.334,494563.948,497751.562,500939.176,504126.79
NA-USA-SC,USA,NA-USA,0.05494967670523367,GWh,240890.04,242162.248,243434.456,244706.664,245978.872,247251.08,255734.702,264218.324,272701.946,281185.56799999997,289669.19,297314.232,304959.27400000003,312604.316,320249.358,327894.4,334880.634,341866.868,348853.102,355839.336,362825.57,369231.0,375636.43,382041.86,388447.29,394852.72,400931.244,407009.768,413088.292,419166.816,425245.34,430999.814,436754.288,442508.76200000005,448263.23600000003,454017.71,459278.868,464540.026,469801.184,475062.342,480323.5,485618.336,490913.172,496208.008,501502.844,506797.68,512373.49199999997,517949.304,523525.116,529100.928,534676.74,540537.808,546398.8759999999,552259.944,558121.012,563982.08,569625.01,575267.94,580910.87,586553.7999999999,592196.73,597578.936,602961.142,608343.348,613725.554,619107.76,624558.7880000001,630009.816,635460.844,640911.872,646362.9,651579.042,656795.184,662011.326,667227.468,672443.61,677470.16,682496.71,687523.26,692549.8099999999,697576.36,702459.834,707343.308,712226.782,717110.2559999999,721993.73,726707.966,731422.202,736136.438,740850.674,745564.91
NA-USA-SA,USA,NA-USA,0.037582077424044937,GWh,164753.44,165623.548,166493.65600000002,167363.764,168233.872,169103.98,174906.238,180708.496,186510.75400000002,192313.012,198115.27,203343.992,208572.714,213801.436,219030.158,224258.88,229037.018,233815.15600000002,238593.294,243371.432,248149.57,252530.476,256911.38199999998,261292.288,265673.19399999996,270054.1,274211.424,278368.74799999996,282526.072,286683.39599999995,290840.72,294776.41199999995,298712.104,302647.796,306583.488,310519.18,314117.478,317715.776,321314.07399999996,324912.372,328510.67,332132.0,335753.33,339374.66,342995.99,346617.32,350430.82,354244.32,358057.82,361871.32,365684.82,369693.416,373702.012,377710.608,381719.20399999997,385727.8,389587.206,393446.612,397306.018,401165.424,405024.83,408705.916,412387.00200000004,416068.088,419749.174,423430.26,427158.416,430886.572,434614.728,438342.88399999996,442071.04,445638.548,449206.056,452773.564,456341.072,459908.58,463346.42000000004,466784.26,470222.10000000003,473659.94,477097.78,480437.766,483777.75200000004,487117.738,490457.72400000005,493797.71,497021.946,500246.18200000003,503470.418,506694.65400000004,509918.89
NA-USA-SW,USA,NA-USA,0.026913777592472134,GWh,117985.43,118608.544,119231.658,119854.772,120477.886,121101.0,125256.188,129411.376,133566.564,137721.752,141876.94,145621.402,149365.864,153110.326,156854.788,160599.25,164021.034,167442.818,170864.602,174286.386,177708.17,180845.484,183982.798,187120.112,190257.426,193394.74,196371.938,199349.136,202326.334,205303.532,208280.73,211099.21000000002,213917.69,216736.17,219554.65,222373.13,224949.99,227526.85,230103.71,232680.57,235257.43,237850.786,240444.142,243037.498,245630.854,248224.21,250955.18399999998,253686.158,256417.13199999998,259148.106,261879.08,264749.77,267620.46,270491.15,273361.84,276232.53,278996.378,281760.226,284524.074,287287.922,290051.77,292687.918,295324.066,297960.21400000004,300596.362,303232.51,305902.368,308572.226,311242.084,313911.942,316581.8,319136.61199999996,321691.424,324246.236,326801.048,329355.86,331817.81,334279.76,336741.70999999996,339203.66,341665.61,344057.486,346449.36199999996,348841.238,351233.114,353624.99,355933.974,358242.958,360551.942,362860.926,365169.91
NA-USA-SE,USA,NA-USA,0.060310644152636164,GWh,264391.61,265787.936,267184.262,268580.588,269976.914,271373.24,280684.53599999996,289995.832,299307.12799999997,308618.424,317929.72,326320.62399999995,334711.528,343102.432,351493.336,359884.24,367552.06,375219.88,382887.7,390555.52,398223.34,405253.694,412284.048,419314.402,426344.756,433375.11,440046.662,446718.214,453389.766,460061.31799999997,466732.87,473048.758,479364.646,485680.534,491996.422,498312.31,504086.756,509861.202,515635.64800000004,521410.09400000004,527184.54,532995.946,538807.352,544618.758,550430.164,556241.57,562361.3659999999,568481.162,574600.958,580720.7540000001,586840.55,593273.432,599706.314,606139.196,612572.078,619004.96,625198.422,631391.884,637585.346,643778.808,649972.27,655879.572,661786.8740000001,667694.176,673601.478,679508.78,685491.618,691474.456,697457.294,703440.132,709422.97,715148.0059999999,720873.042,726598.078,732323.1140000001,738048.15,743565.098,749082.046,754598.9940000001,760115.942,765632.89,770992.802,776352.714,781712.6259999999,787072.538,792432.45,797606.614,802780.7779999999,807954.942,813129.106,818303.27
NA-USA-SV,USA,NA-USA,0.07938445534809005,GWh,348007.96,349845.886,351683.81200000003,353521.738,355359.66400000005,357197.59,369453.672,381709.754,393965.836,406221.918,418478.0,429522.606,440567.212,451611.818,462656.424,473701.03,483793.87200000003,493886.71400000004,503979.556,514072.398,524165.24,533419.008,542672.776,551926.544,561180.3119999999,570434.08,579215.574,587997.068,596778.562,605560.056,614341.55,622654.898,630968.246,639281.594,647594.942,655908.29,663508.958,671109.626,678710.294,686310.962,693911.63,701560.948,709210.266,716859.584,724508.902,732158.22,740213.46,748268.7,756323.9400000001,764379.18,772434.42,780901.762,789369.104,797836.446,806303.7880000001,814771.13,822923.332,831075.534,839227.736,847379.938,855532.14,863307.682,871083.224,878858.766,886634.308,894409.85,902284.818,910159.786,918034.754,925909.722,933784.69,941320.3219999999,948855.9539999999,956391.586,963927.218,971462.85,978724.586,985986.322,993248.058,1000509.794,1007771.53,1014826.564,1021881.598,1028936.632,1035991.666,1043046.7,1049857.244,1056667.788,1063478.332,1070288.876,1077099.42
NA-USA-GU,USA,NA-USA,0.00037462401478963913,GWh,1642.29,1650.962,1659.634,1668.306,1676.978,1685.65,1743.488,1801.326,1859.164,1917.002,1974.84,2026.962,2079.084,2131.2059999999997,2183.328,2235.45,2283.078,2330.706,2378.334,2425.962,2473.59,2517.26,2560.9300000000003,2604.6,2648.27,2691.94,2733.382,2774.824,2816.266,2857.708,2899.15,2938.38,2977.61,3016.84,3056.07,3095.3,3131.17,3167.04,3202.9100000000003,3238.78,3274.65,3310.748,3346.846,3382.944,3419.042,3455.14,3493.152,3531.1639999999998,3569.176,3607.1879999999996,3645.2,3685.158,3725.116,3765.0739999999996,3805.0319999999997,3844.99,3883.462,3921.9339999999997,3960.406,3998.8779999999997,4037.35,4074.044,4110.737999999999,4147.432,4184.126,4220.82,4257.982,4295.144,4332.306,4369.468,4406.63,4442.192,4477.754,4513.316,4548.878,4584.44,4618.71,4652.98,4687.25,4721.5199999999995,4755.79,4789.082,4822.374,4855.666,4888.958,4922.25,4954.39,4986.53,5018.67,5050.8099999999995,5082.95
NA-USA-HA,USA,NA-USA,0.0021542869978625956,GWh,9444.03,9493.906,9543.782000000001,9593.658,9643.534,9693.41,10026.008,10358.606,10691.204,11023.802,11356.4,11656.122,11955.844,12255.566,12555.288,12855.01,13128.904,13402.798,13676.692,13950.586,14224.48,14475.601999999999,14726.724,14977.846,15228.968,15480.09,15718.398000000001,15956.706,16195.014000000001,16433.322,16671.63,16897.232,17122.834,17348.436,17574.038,17799.64,18005.902,18212.164,18418.426,18624.688000000002,18830.95,19038.532,19246.114,19453.696,19661.278000000002,19868.86,20087.458,20306.056,20524.654,20743.252,20961.85,21191.631999999998,21421.413999999997,21651.196,21880.978,22110.76,22331.989999999998,22553.219999999998,22774.45,22995.68,23216.91,23427.918,23638.926,23849.934,24060.942,24271.95,24485.656,24699.362,24913.068,25126.774,25340.48,25544.978,25749.476,25953.974000000002,26158.472,26362.97,26560.034,26757.098,26954.162,27151.226000000002,27348.29,27539.746,27731.202,27922.658,28114.114,28305.57,28490.39,28675.21,28860.03,29044.85,29229.67
NA-USA-PR,USA,NA-USA,0.004188947550738677,GWh,18363.63,18460.614,18557.598,18654.582,18751.566,18848.55,19495.278,20142.005999999998,20788.734,21435.462,22082.19,22664.989999999998,23247.789999999997,23830.59,24413.39,24996.19,25528.768,26061.346,26593.924,27126.502,27659.08,28147.38,28635.68,29123.980000000003,29612.280000000002,30100.58,30563.962000000003,31027.344,31490.726000000002,31954.108,32417.49,32856.166000000005,33294.842000000004,33733.518000000004,34172.194,34610.87,35011.942,35413.014,35814.086,36215.158,36616.23,37019.868,37423.506,37827.144,38230.782,38634.42,39059.477999999996,39484.536,39909.594,40334.652,40759.71,41206.514,41653.318,42100.122,42546.926,42993.73,43423.904,43854.078,44284.252,44714.426,45144.6,45554.898,45965.195999999996,46375.494,46785.791999999994,47196.09,47611.636,48027.182,48442.727999999996,48858.274,49273.82,49671.458,50069.096,50466.734000000004,50864.372,51262.01,51645.196,52028.382000000005,52411.568,52794.754,53177.94,53550.22,53922.5,54294.78,54667.06,55039.34,55398.718,55758.096,56117.474,56476.852,56836.23
NA-USA-AK,USA,NA-USA,0.001395015769423034,GWh,6115.51,6147.808,6180.106,6212.404,6244.702,6277.0,6492.376,6707.752,6923.128000000001,7138.504,7353.88,7547.964,7742.048,7936.132,8130.215999999999,8324.3,8501.662,8679.024,8856.386,9033.748,9211.11,9373.726,9536.342,9698.958,9861.574,10024.19,10178.506000000001,10332.822,10487.138,10641.454,10795.77,10941.86,11087.95,11234.039999999999,11380.13,11526.22,11659.786,11793.351999999999,11926.918,12060.483999999999,12194.05,12328.47,12462.89,12597.31,12731.73,12866.15,13007.704,13149.258,13290.812,13432.366,13573.92,13722.716,13871.512,14020.307999999999,14169.104,14317.9,14461.158,14604.416,14747.674,14890.932,15034.19,15170.828,15307.466,15444.104,15580.742,15717.38,15855.766,15994.152,16132.538,16270.924,16409.31,16541.734,16674.158,16806.582000000002,16939.006,17071.43,17199.04,17326.65,17454.26,17581.87,17709.48,17833.456,17957.432,18081.408,18205.384000000002,18329.36,18449.042,18568.724000000002,18688.406,18808.088,18927.77
AS-IND-EA,IND,AS-IND,0.11630273130611371,GWh,160859.48,160859.48,160859.48,160859.48,160859.48,160859.48,164204.84,167550.2,170895.56,174240.92,177586.28,190862.28399999999,204138.288,217414.292,230690.29599999997,243966.3,258062.52,272158.74,286254.96,300351.18,314447.4,329307.688,344167.976,359028.264,373888.552,388748.84,404799.76200000005,420850.684,436901.606,452952.528,469003.45,486447.68200000003,503891.914,521336.146,538780.378,556224.61,574627.936,593031.262,611434.588,629837.914,648241.24,668474.74,688708.24,708941.74,729175.24,749408.74,770179.268,790949.796,811720.324,832490.852,853261.38,874281.28,895301.18,916321.08,937340.98,958360.88,979287.7339999999,1000214.588,1021141.4419999999,1042068.296,1062995.15,1083493.7559999998,1103992.362,1124490.9679999999,1144989.574,1165488.18,1185324.8699999999,1205161.5599999998,1224998.25,1244834.94,1264671.63,1283666.484,1302661.338,1321656.1919999998,1340651.0459999999,1359645.9,1377845.54,1396045.18,1414244.82,1432444.46,1450644.1,1467960.078,1485276.056,1502592.034,1519908.012,1537223.99,1553476.634,1569729.278,1585981.922,1602234.5659999999,1618487.21
AS-IND-NE,IND,AS-IND,0.012072172533876276,GWh,16697.14,16697.14,16697.14,16697.14,16697.14,16697.14,17044.388,17391.636,17738.884000000002,18086.132,18433.38,19811.422000000002,21189.464,22567.506,23945.548000000003,25323.59,26786.772,28249.954,29713.136,31176.318,32639.5,34181.992,35724.484,37266.975999999995,38809.468,40351.96,42018.038,43684.116,45350.194,47016.272,48682.35,50493.054,52303.758,54114.462,55925.166000000005,57735.87,59646.128000000004,61556.386000000006,63466.644,65376.902,67287.16,69387.388,71487.61600000001,73587.844,75688.072,77788.3,79944.272,82100.244,84256.216,86412.18800000001,88568.16,90750.016,92931.872,95113.728,97295.584,99477.44,101649.638,103821.836,105994.034,108166.23199999999,110338.43,112466.17599999999,114593.92199999999,116721.668,118849.414,120977.16,123036.2,125095.23999999999,127154.28,129213.31999999999,131272.36,133244.01799999998,135215.67599999998,137187.334,139158.992,141130.65,143019.764,144908.878,146797.992,148687.106,150576.22,152373.612,154171.004,155968.396,157765.788,159563.18,161250.196,162937.212,164624.228,166311.244,167998.26
AS-IND-NO,IND,AS-IND,0.31028838380123763,GWh,429162.98,429162.98,429162.98,429162.98,429162.98,429162.98,438088.192,447013.404,455938.616,464863.828,473789.04,509208.584,544628.128,580047.672,615467.216,650886.76,688494.5920000001,726102.424,763710.256,801318.088,838925.92,878572.236,918218.552,957864.868,997511.184,1037157.5,1079980.35,1122803.2,1165626.05,1208448.9,1251271.75,1297811.866,1344351.982,1390892.098,1437432.2140000002,1483972.33,1533071.246,1582170.162,1631269.078,1680367.994,1729466.91,1783448.6199999999,1837430.3299999998,1891412.04,1945393.75,1999375.46,2054789.926,2110204.392,2165618.858,2221033.324,2276447.79,2332527.5640000002,2388607.338,2444687.112,2500766.886,2556846.66,2612678.1920000003,2668509.724,2724341.256,2780172.7879999997,2836004.32,2890693.312,2945382.304,3000071.2959999996,3054760.2879999997,3109449.28,3162372.324,3215295.368,3268218.412,3321141.456,3374064.5,3424741.574,3475418.648,3526095.722,3576772.796,3627449.87,3676005.37,3724560.87,3773116.37,3821671.87,3870227.37,3916425.31,3962623.25,4008821.19,4055019.13,4101217.07,4144578.104,4187939.138,4231300.172,4274661.206,4318022.24
AS-IND-SO,IND,AS-IND,0.2625007890098913,GWh,363067.48,363067.48,363067.48,363067.48,363067.48,363067.48,370618.11799999996,378168.756,385719.394,393270.032,400820.67,430785.24,460749.81,490714.38,520678.95,550643.52,582459.36,614275.2,646091.04,677906.88,709722.72,743263.096,776803.472,810343.848,843884.2239999999,877424.6,913652.292,949879.984,986107.676,1022335.368,1058563.06,1097935.522,1137307.9840000002,1176680.446,1216052.908,1255425.37,1296962.5480000002,1338499.726,1380036.904,1421574.082,1463111.26,1508779.232,1554447.2040000001,1600115.176,1645783.148,1691451.12,1738331.1900000002,1785211.26,1832091.33,1878971.4,1925851.47,1973294.384,2020737.298,2068180.212,2115623.126,2163066.04,2210298.942,2257531.844,2304764.746,2351997.648,2399230.55,2445496.878,2491763.206,2538029.534,2584295.8619999997,2630562.19,2675334.542,2720106.894,2764879.2460000003,2809651.598,2854423.95,2897296.234,2940168.518,2983040.802,3025913.086,3068785.37,3109862.826,3150940.282,3192017.738,3233095.194,3274172.65,3313255.6319999998,3352338.614,3391421.596,3430504.578,3469587.56,3506270.55,3542953.54,3579636.53,3616319.52,3653002.51
AS-IND-WE,IND,AS-IND,0.2988358604471612,GWh,413322.88,413322.88,413322.88,413322.88,413322.88,413322.88,421918.668,430514.456,439110.244,447706.032,456301.82,490414.054,524526.288,558638.522,592750.756,626862.99,663082.744,699302.498,735522.252,771742.006,807961.76,846144.758,884327.756,922510.754,960693.752,998876.75,1040119.04,1081361.33,1122603.6199999999,1163845.91,1205088.2,1249910.554,1294732.908,1339555.262,1384377.616,1429199.97,1476486.68,1523773.39,1571060.1,1618346.81,1665633.52,1717622.802,1769612.084,1821601.366,1873590.648,1925579.93,1978949.088,2032318.246,2085687.404,2139056.562,2192425.72,2246435.6300000004,2300445.54,2354455.45,2408465.36,2462475.27,2516246.1,2570016.93,2623787.76,2677558.59,2731329.42,2783999.88,2836670.34,2889340.8000000003,2942011.2600000002,2994681.72,3045651.412,3096621.1040000003,3147590.796,3198560.4880000004,3249530.18,3298336.8000000003,3347143.42,3395950.04,3444756.6599999997,3493563.28,3540326.63,3587089.98,3633853.3299999996,3680616.6799999997,3727380.03,3771872.838,3816365.6459999997,3860858.454,3905351.2619999996,3949844.07,3991604.6799999997,4033365.29,4075125.9,4116886.5100000002,4158647.12
