REGION,FUEL,TIMESLICE,YEAR,VALUE
GLOBAL,ELCAGOXX02,S1D1,2045,0.12265628473987499
GLOBAL,ELCAGOXX02,S1D1,2046,0.12265628473987499
GLOBAL,ELCAGOXX02,S1D1,2047,0.12265628473987499
GLOBAL,ELCAGOXX02,S1D1,2048,0.12265628473987499
GLOBAL,ELCAGOXX02,S1D1,2049,0.12265628473987499
GLOBAL,ELCAGOXX02,S1D1,2050,0.12265628473987499
GLOBAL,ELCBDIXX02,S1D1,2015,0.12134178577497498
GLOBAL,ELCBDIXX02,S1D1,2016,0.12134178577497498
GLOBAL,ELCBDIXX02,S1D1,2017,0.12134178577497498
GLOBAL,ELCBDIXX02,S1D1,2018,0.12134178577497498
GLOBAL,ELCBDIXX02,S1D1,2019,0.12134178577497498
GLOBAL,ELCBDIXX02,S1D1,2020,0.12134178577497498
GLOBAL,ELCBDIXX02,S1D1,2021,0.12134178577497498
GLOBAL,ELCBDIXX02,S1D1,2022,0.12134178577497498
GLOBAL,ELCBDIXX02,S1D1,2023,0.12134178577497498
GLOBAL,ELCBDIXX02,S1D1,2024,0.12134178577497498
GLOBAL,ELCBDIXX02,S1D1,2025,0.12134178577497498
GLOBAL,ELCBDIXX02,S1D1,2026,0.12134178577497498
GLOBAL,ELCBDIXX02,S1D1,2027,0.12134178577497498
GLOBAL,ELCBDIXX02,S1D1,2028,0.12134178577497498
GLOBAL,ELCBDIXX02,S1D1,2029,0.12134178577497498
GLOBAL,ELCBDIXX02,S1D1,2030,0.12134178577497498
GLOBAL,ELCBDIXX02,S1D1,2031,0.12134178577497498
GLOBAL,ELCBDIXX02,S1D1,2032,0.12134178577497498
GLOBAL,ELCBDIXX02,S1D1,2033,0.12134178577497498
GLOBAL,ELCBDIXX02,S1D1,2034,0.12134178577497498
GLOBAL,ELCBDIXX02,S1D1,2035,0.12134178577497498
GLOBAL,ELCBDIXX02,S1D1,2036,0.12134178577497498
GLOBAL,ELCBDIXX02,S1D1,2037,0.12134178577497498
GLOBAL,ELCBDIXX02,S1D1,2038,0.12134178577497498
GLOBAL,ELCBDIXX02,S1D1,2039,0.12134178577497498
GLOBAL,ELCBDIXX02,S1D1,2040,0.12134178577497498
GLOBAL,ELCBDIXX02,S1D1,2041,0.12134178577497498
GLOBAL,ELCBDIXX02,S1D1,2042,0.12134178577497498
GLOBAL,ELCBDIXX02,S1D1,2043,0.12134178577497498
GLOBAL,ELCBDIXX02,S1D1,2044,0.12134178577497498
GLOBAL,ELCBDIXX02,S1D1,2045,0.12134178577497498
GLOBAL,ELCBDIXX02,S1D1,2046,0.12134178577497498
GLOBAL,ELCBDIXX02,S1D1,2047,0.12134178577497498
GLOBAL,ELCBDIXX02,S1D1,2048,0.12134178577497498
GLOBAL,ELCBDIXX02,S1D1,2049,0.12134178577497498
GLOBAL,ELCBDIXX02,S1D1,2050,0.12134178577497498
GLOBAL,ELCBENXX02,S1D1,2015,0.11031325525190556
GLOBAL,ELCBENXX02,S1D1,2016,0.11031325525190556
GLOBAL,ELCBENXX02,S1D1,2017,0.11031325525190556
GLOBAL,ELCBENXX02,S1D1,2018,0.11031325525190556
GLOBAL,ELCBENXX02,S1D1,2019,0.11031325525190556
GLOBAL,ELCBENXX02,S1D1,2020,0.11031325525190556
GLOBAL,ELCBENXX02,S1D1,2021,0.11031325525190556
GLOBAL,ELCBENXX02,S1D1,2022,0.11031325525190556
GLOBAL,ELCBENXX02,S1D1,2023,0.11031325525190556
GLOBAL,ELCBENXX02,S1D1,2024,0.11031325525190556
GLOBAL,ELCBENXX02,S1D1,2025,0.11031325525190556
GLOBAL,ELCBENXX02,S1D1,2026,0.11031325525190556
GLOBAL,ELCBENXX02,S1D1,2027,0.11031325525190556
GLOBAL,ELCBENXX02,S1D1,2028,0.11031325525190556
GLOBAL,ELCBENXX02,S1D1,2029,0.11031325525190556
GLOBAL,ELCBENXX02,S1D1,2030,0.11031325525190556
GLOBAL,ELCBENXX02,S1D1,2031,0.11031325525190556
GLOBAL,ELCBENXX02,S1D1,2032,0.11031325525190556
GLOBAL,ELCBENXX02,S1D1,2033,0.11031325525190556
GLOBAL,ELCBENXX02,S1D1,2034,0.11031325525190556
GLOBAL,ELCBENXX02,S1D1,2035,0.11031325525190556
GLOBAL,ELCBENXX02,S1D1,2036,0.11031325525190556
GLOBAL,ELCBENXX02,S1D1,2037,0.11031325525190556
GLOBAL,ELCBENXX02,S1D1,2038,0.11031325525190556
GLOBAL,ELCBENXX02,S1D1,2039,0.11031325525190556
GLOBAL,ELCBENXX02,S1D1,2040,0.11031325525190556
GLOBAL,ELCBENXX02,S1D1,2041,0.11031325525190556
GLOBAL,ELCBENXX02,S1D1,2042,0.11031325525190556
GLOBAL,ELCBENXX02,S1D1,2043,0.11031325525190556
GLOBAL,ELCBENXX02,S1D1,2044,0.11031325525190556
GLOBAL,ELCBENXX02,S1D1,2045,0.11031325525190556
GLOBAL,ELCBENXX02,S1D1,2046,0.11031325525190556
GLOBAL,ELCBENXX02,S1D1,2047,0.11031325525190556
GLOBAL,ELCBENXX02,S1D1,2048,0.11031325525190556
GLOBAL,ELCBENXX02,S1D1,2049,0.11031325525190556
GLOBAL,ELCBENXX02,S1D1,2050,0.11031325525190556
GLOBAL,ELCBFAXX02,S1D1,2015,0.11177407514489382
GLOBAL,ELCBFAXX02,S1D1,2016,0.11177407514489382
GLOBAL,ELCBFAXX02,S1D1,2017,0.11177407514489382
GLOBAL,ELCBFAXX02,S1D1,2018,0.11177407514489382
GLOBAL,ELCBFAXX02,S1D1,2019,0.11177407514489382
GLOBAL,ELCBFAXX02,S1D1,2020,0.11177407514489382
GLOBAL,ELCBFAXX02,S1D1,2021,0.11177407514489382
GLOBAL,ELCBFAXX02,S1D1,2022,0.11177407514489382
GLOBAL,ELCBFAXX02,S1D1,2023,0.11177407514489382
GLOBAL,ELCBFAXX02,S1D1,2024,0.11177407514489382
GLOBAL,ELCBFAXX02,S1D1,2025,0.11177407514489382
GLOBAL,ELCBFAXX02,S1D1,2026,0.11177407514489382
GLOBAL,ELCBFAXX02,S1D1,2027,0.11177407514489382
GLOBAL,ELCBFAXX02,S1D1,2028,0.11177407514489382
GLOBAL,ELCBFAXX02,S1D1,2029,0.11177407514489382
GLOBAL,ELCBFAXX02,S1D1,2030,0.11177407514489382
GLOBAL,ELCBFAXX02,S1D1,2031,0.11177407514489382
GLOBAL,ELCBFAXX02,S1D1,2032,0.11177407514489382
GLOBAL,ELCBFAXX02,S1D1,2033,0.11177407514489382
GLOBAL,ELCBFAXX02,S1D1,2034,0.11177407514489382
GLOBAL,ELCBFAXX02,S1D1,2035,0.11177407514489382
GLOBAL,ELCBFAXX02,S1D1,2036,0.11177407514489382
GLOBAL,ELCBFAXX02,S1D1,2037,0.11177407514489382
GLOBAL,ELCBFAXX02,S1D1,2038,0.11177407514489382
GLOBAL,ELCBFAXX02,S1D1,2039,0.11177407514489382
GLOBAL,ELCBFAXX02,S1D1,2040,0.11177407514489382
GLOBAL,ELCBFAXX02,S1D1,2041,0.11177407514489382
GLOBAL,ELCBFAXX02,S1D1,2042,0.11177407514489382
GLOBAL,ELCBFAXX02,S1D1,2043,0.11177407514489382
GLOBAL,ELCBFAXX02,S1D1,2044,0.11177407514489382
GLOBAL,ELCBFAXX02,S1D1,2045,0.11177407514489382
GLOBAL,ELCBFAXX02,S1D1,2046,0.11177407514489382
GLOBAL,ELCBFAXX02,S1D1,2047,0.11177407514489382
GLOBAL,ELCBFAXX02,S1D1,2048,0.11177407514489382
GLOBAL,ELCBFAXX02,S1D1,2049,0.11177407514489382
GLOBAL,ELCBFAXX02,S1D1,2050,0.11177407514489382
GLOBAL,ELCBWAXX02,S1D1,2015,0.13355642512003307
GLOBAL,ELCBWAXX02,S1D1,2016,0.13355642512003307
GLOBAL,ELCBWAXX02,S1D1,2017,0.13355642512003307
GLOBAL,ELCBWAXX02,S1D1,2018,0.13355642512003307
GLOBAL,ELCBWAXX02,S1D1,2019,0.13355642512003307
GLOBAL,ELCBWAXX02,S1D1,2020,0.13355642512003307
GLOBAL,ELCBWAXX02,S1D1,2021,0.13355642512003307
GLOBAL,ELCBWAXX02,S1D1,2022,0.13355642512003307
GLOBAL,ELCBWAXX02,S1D1,2023,0.13355642512003307
GLOBAL,ELCBWAXX02,S1D1,2024,0.13355642512003307
GLOBAL,ELCBWAXX02,S1D1,2025,0.13355642512003307
GLOBAL,ELCBWAXX02,S1D1,2026,0.13355642512003307
GLOBAL,ELCBWAXX02,S1D1,2027,0.13355642512003307
GLOBAL,ELCBWAXX02,S1D1,2028,0.13355642512003307
GLOBAL,ELCBWAXX02,S1D1,2029,0.13355642512003307
GLOBAL,ELCBWAXX02,S1D1,2030,0.13355642512003307
GLOBAL,ELCBWAXX02,S1D1,2031,0.13355642512003307
GLOBAL,ELCBWAXX02,S1D1,2032,0.13355642512003307
GLOBAL,ELCBWAXX02,S1D1,2033,0.13355642512003307
GLOBAL,ELCBWAXX02,S1D1,2034,0.13355642512003307
GLOBAL,ELCBWAXX02,S1D1,2035,0.13355642512003307
GLOBAL,ELCBWAXX02,S1D1,2036,0.13355642512003307
GLOBAL,ELCBWAXX02,S1D1,2037,0.13355642512003307
GLOBAL,ELCBWAXX02,S1D1,2038,0.13355642512003307
GLOBAL,ELCBWAXX02,S1D1,2039,0.13355642512003307
GLOBAL,ELCBWAXX02,S1D1,2040,0.13355642512003307
GLOBAL,ELCBWAXX02,S1D1,2041,0.13355642512003307
GLOBAL,ELCBWAXX02,S1D1,2042,0.13355642512003307
GLOBAL,ELCBWAXX02,S1D1,2043,0.13355642512003307
GLOBAL,ELCBWAXX02,S1D1,2044,0.13355642512003307
GLOBAL,ELCBWAXX02,S1D1,2045,0.13355642512003307
GLOBAL,ELCBWAXX02,S1D1,2046,0.13355642512003307
GLOBAL,ELCBWAXX02,S1D1,2047,0.13355642512003307
GLOBAL,ELCBWAXX02,S1D1,2048,0.13355642512003307
GLOBAL,ELCBWAXX02,S1D1,2049,0.13355642512003307
GLOBAL,ELCBWAXX02,S1D1,2050,0.13355642512003307
GLOBAL,ELCCAFXX02,S1D1,2015,0.0980754552393414
GLOBAL,ELCCAFXX02,S1D1,2016,0.0980754552393414
GLOBAL,ELCCAFXX02,S1D1,2017,0.0980754552393414
GLOBAL,ELCCAFXX02,S1D1,2018,0.0980754552393414
GLOBAL,ELCCAFXX02,S1D1,2019,0.0980754552393414
GLOBAL,ELCCAFXX02,S1D1,2020,0.0980754552393414
GLOBAL,ELCCAFXX02,S1D1,2021,0.0980754552393414
GLOBAL,ELCCAFXX02,S1D1,2022,0.0980754552393414
GLOBAL,ELCCAFXX02,S1D1,2023,0.0980754552393414
GLOBAL,ELCCAFXX02,S1D1,2024,0.0980754552393414
GLOBAL,ELCCAFXX02,S1D1,2025,0.0980754552393414
GLOBAL,ELCCAFXX02,S1D1,2026,0.0980754552393414
GLOBAL,ELCCAFXX02,S1D1,2027,0.0980754552393414
GLOBAL,ELCCAFXX02,S1D1,2028,0.0980754552393414
GLOBAL,ELCCAFXX02,S1D1,2029,0.0980754552393414
GLOBAL,ELCCAFXX02,S1D1,2030,0.0980754552393414
GLOBAL,ELCCAFXX02,S1D1,2031,0.0980754552393414
GLOBAL,ELCCAFXX02,S1D1,2032,0.0980754552393414
GLOBAL,ELCCAFXX02,S1D1,2033,0.0980754552393414
GLOBAL,ELCCAFXX02,S1D1,2034,0.0980754552393414
GLOBAL,ELCCAFXX02,S1D1,2035,0.0980754552393414
GLOBAL,ELCCAFXX02,S1D1,2036,0.0980754552393414
GLOBAL,ELCCAFXX02,S1D1,2037,0.0980754552393414
GLOBAL,ELCCAFXX02,S1D1,2038,0.0980754552393414
GLOBAL,ELCCAFXX02,S1D1,2039,0.0980754552393414
GLOBAL,ELCCAFXX02,S1D1,2040,0.0980754552393414
GLOBAL,ELCCAFXX02,S1D1,2041,0.0980754552393414
GLOBAL,ELCCAFXX02,S1D1,2042,0.0980754552393414
GLOBAL,ELCCAFXX02,S1D1,2043,0.0980754552393414
GLOBAL,ELCCAFXX02,S1D1,2044,0.0980754552393414
GLOBAL,ELCCAFXX02,S1D1,2045,0.0980754552393414
GLOBAL,ELCCAFXX02,S1D1,2046,0.0980754552393414
GLOBAL,ELCCAFXX02,S1D1,2047,0.0980754552393414
GLOBAL,ELCCAFXX02,S1D1,2048,0.0980754552393414
GLOBAL,ELCCAFXX02,S1D1,2049,0.0980754552393414
GLOBAL,ELCCAFXX02,S1D1,2050,0.0980754552393414
GLOBAL,ELCCIVXX02,S1D1,2015,0.1104435589550207
GLOBAL,ELCCIVXX02,S1D1,2016,0.1104435589550207
GLOBAL,ELCCIVXX02,S1D1,2017,0.1104435589550207
GLOBAL,ELCCIVXX02,S1D1,2018,0.1104435589550207
GLOBAL,ELCCIVXX02,S1D1,2019,0.1104435589550207
GLOBAL,ELCCIVXX02,S1D1,2020,0.1104435589550207
GLOBAL,ELCCIVXX02,S1D1,2021,0.1104435589550207
GLOBAL,ELCCIVXX02,S1D1,2022,0.1104435589550207
GLOBAL,ELCCIVXX02,S1D1,2023,0.1104435589550207
GLOBAL,ELCCIVXX02,S1D1,2024,0.1104435589550207
GLOBAL,ELCCIVXX02,S1D1,2025,0.1104435589550207
GLOBAL,ELCCIVXX02,S1D1,2026,0.1104435589550207
GLOBAL,ELCCIVXX02,S1D1,2027,0.1104435589550207
GLOBAL,ELCCIVXX02,S1D1,2028,0.1104435589550207
GLOBAL,ELCCIVXX02,S1D1,2029,0.1104435589550207
GLOBAL,ELCCIVXX02,S1D1,2030,0.1104435589550207
GLOBAL,ELCCIVXX02,S1D1,2031,0.1104435589550207
GLOBAL,ELCCIVXX02,S1D1,2032,0.1104435589550207
GLOBAL,ELCCIVXX02,S1D1,2033,0.1104435589550207
GLOBAL,ELCCIVXX02,S1D1,2034,0.1104435589550207
GLOBAL,ELCCIVXX02,S1D1,2035,0.1104435589550207
GLOBAL,ELCCIVXX02,S1D1,2036,0.1104435589550207
GLOBAL,ELCCIVXX02,S1D1,2037,0.1104435589550207
GLOBAL,ELCCIVXX02,S1D1,2038,0.1104435589550207
GLOBAL,ELCCIVXX02,S1D1,2039,0.1104435589550207
GLOBAL,ELCCIVXX02,S1D1,2040,0.1104435589550207
GLOBAL,ELCCIVXX02,S1D1,2041,0.1104435589550207
GLOBAL,ELCCIVXX02,S1D1,2042,0.1104435589550207
GLOBAL,ELCCIVXX02,S1D1,2043,0.1104435589550207
GLOBAL,ELCCIVXX02,S1D1,2044,0.1104435589550207
GLOBAL,ELCCIVXX02,S1D1,2045,0.1104435589550207
GLOBAL,ELCCIVXX02,S1D1,2046,0.1104435589550207
GLOBAL,ELCCIVXX02,S1D1,2047,0.1104435589550207
GLOBAL,ELCCIVXX02,S1D1,2048,0.1104435589550207
GLOBAL,ELCCIVXX02,S1D1,2049,0.1104435589550207
GLOBAL,ELCCIVXX02,S1D1,2050,0.1104435589550207
GLOBAL,ELCCMRXX02,S1D1,2015,0.11838265632915784
GLOBAL,ELCCMRXX02,S1D1,2016,0.11838265632915784
GLOBAL,ELCCMRXX02,S1D1,2017,0.11838265632915784
GLOBAL,ELCCMRXX02,S1D1,2018,0.11838265632915784
GLOBAL,ELCCMRXX02,S1D1,2019,0.11838265632915784
GLOBAL,ELCCMRXX02,S1D1,2020,0.11838265632915784
GLOBAL,ELCCMRXX02,S1D1,2021,0.11838265632915784
GLOBAL,ELCCMRXX02,S1D1,2022,0.11838265632915784
GLOBAL,ELCCMRXX02,S1D1,2023,0.11838265632915784
GLOBAL,ELCCMRXX02,S1D1,2024,0.11838265632915784
GLOBAL,ELCCMRXX02,S1D1,2025,0.11838265632915784
GLOBAL,ELCCMRXX02,S1D1,2026,0.11838265632915784
GLOBAL,ELCCMRXX02,S1D1,2027,0.11838265632915784
GLOBAL,ELCCMRXX02,S1D1,2028,0.11838265632915784
GLOBAL,ELCCMRXX02,S1D1,2029,0.11838265632915784
GLOBAL,ELCCMRXX02,S1D1,2030,0.11838265632915784
GLOBAL,ELCCMRXX02,S1D1,2031,0.11838265632915784
GLOBAL,ELCCMRXX02,S1D1,2032,0.11838265632915784
GLOBAL,ELCCMRXX02,S1D1,2033,0.11838265632915784
GLOBAL,ELCCMRXX02,S1D1,2034,0.11838265632915784
GLOBAL,ELCCMRXX02,S1D1,2035,0.11838265632915784
GLOBAL,ELCCMRXX02,S1D1,2036,0.11838265632915784
GLOBAL,ELCCMRXX02,S1D1,2037,0.11838265632915784
GLOBAL,ELCCMRXX02,S1D1,2038,0.11838265632915784
GLOBAL,ELCCMRXX02,S1D1,2039,0.11838265632915784
GLOBAL,ELCCMRXX02,S1D1,2040,0.11838265632915784
GLOBAL,ELCCMRXX02,S1D1,2041,0.11838265632915784
GLOBAL,ELCCMRXX02,S1D1,2042,0.11838265632915784
GLOBAL,ELCCMRXX02,S1D1,2043,0.11838265632915784
GLOBAL,ELCCMRXX02,S1D1,2044,0.11838265632915784
GLOBAL,ELCCMRXX02,S1D1,2045,0.11838265632915784
GLOBAL,ELCCMRXX02,S1D1,2046,0.11838265632915784
GLOBAL,ELCCMRXX02,S1D1,2047,0.11838265632915784
GLOBAL,ELCCMRXX02,S1D1,2048,0.11838265632915784
GLOBAL,ELCCMRXX02,S1D1,2049,0.11838265632915784
GLOBAL,ELCCMRXX02,S1D1,2050,0.11838265632915784
GLOBAL,ELCCODXX02,S1D1,2015,0.12490191778037288
GLOBAL,ELCCODXX02,S1D1,2016,0.12490191778037288
GLOBAL,ELCCODXX02,S1D1,2017,0.12490191778037288
GLOBAL,ELCCODXX02,S1D1,2018,0.12490191778037288
GLOBAL,ELCCODXX02,S1D1,2019,0.12490191778037288
GLOBAL,ELCCODXX02,S1D1,2020,0.12490191778037288
GLOBAL,ELCCODXX02,S1D1,2021,0.12490191778037288
GLOBAL,ELCCODXX02,S1D1,2022,0.12490191778037288
GLOBAL,ELCCODXX02,S1D1,2023,0.12490191778037288
GLOBAL,ELCCODXX02,S1D1,2024,0.12490191778037288
GLOBAL,ELCCODXX02,S1D1,2025,0.12490191778037288
GLOBAL,ELCCODXX02,S1D1,2026,0.12490191778037288
GLOBAL,ELCCODXX02,S1D1,2027,0.12490191778037288
GLOBAL,ELCCODXX02,S1D1,2028,0.12490191778037288
GLOBAL,ELCCODXX02,S1D1,2029,0.12490191778037288
GLOBAL,ELCCODXX02,S1D1,2030,0.12490191778037288
GLOBAL,ELCCODXX02,S1D1,2031,0.12490191778037288
GLOBAL,ELCCODXX02,S1D1,2032,0.12490191778037288
GLOBAL,ELCCODXX02,S1D1,2033,0.12490191778037288
GLOBAL,ELCCODXX02,S1D1,2034,0.12490191778037288
GLOBAL,ELCCODXX02,S1D1,2035,0.12490191778037288
GLOBAL,ELCCODXX02,S1D1,2036,0.12490191778037288
GLOBAL,ELCCODXX02,S1D1,2037,0.12490191778037288
GLOBAL,ELCCODXX02,S1D1,2038,0.12490191778037288
GLOBAL,ELCCODXX02,S1D1,2039,0.12490191778037288
GLOBAL,ELCCODXX02,S1D1,2040,0.12490191778037288
GLOBAL,ELCCODXX02,S1D1,2041,0.12490191778037288
GLOBAL,ELCCODXX02,S1D1,2042,0.12490191778037288
GLOBAL,ELCCODXX02,S1D1,2043,0.12490191778037288
GLOBAL,ELCCODXX02,S1D1,2044,0.12490191778037288
GLOBAL,ELCCODXX02,S1D1,2045,0.12490191778037288
GLOBAL,ELCCODXX02,S1D1,2046,0.12490191778037288
GLOBAL,ELCCODXX02,S1D1,2047,0.12490191778037288
GLOBAL,ELCCODXX02,S1D1,2048,0.12490191778037288
GLOBAL,ELCCODXX02,S1D1,2049,0.12490191778037288
GLOBAL,ELCCODXX02,S1D1,2050,0.12490191778037288
GLOBAL,ELCCOGXX02,S1D1,2015,0.11088353467356024
GLOBAL,ELCCOGXX02,S1D1,2016,0.11088353467356024
GLOBAL,ELCCOGXX02,S1D1,2017,0.11088353467356024
GLOBAL,ELCCOGXX02,S1D1,2018,0.11088353467356024
GLOBAL,ELCCOGXX02,S1D1,2019,0.11088353467356024
GLOBAL,ELCCOGXX02,S1D1,2020,0.11088353467356024
GLOBAL,ELCCOGXX02,S1D1,2021,0.11088353467356024
GLOBAL,ELCCOGXX02,S1D1,2022,0.11088353467356024
GLOBAL,ELCCOGXX02,S1D1,2023,0.11088353467356024
GLOBAL,ELCCOGXX02,S1D1,2024,0.11088353467356024
GLOBAL,ELCCOGXX02,S1D1,2025,0.11088353467356024
GLOBAL,ELCCOGXX02,S1D1,2026,0.11088353467356024
GLOBAL,ELCCOGXX02,S1D1,2027,0.11088353467356024
GLOBAL,ELCCOGXX02,S1D1,2028,0.11088353467356024
GLOBAL,ELCCOGXX02,S1D1,2029,0.11088353467356024
GLOBAL,ELCCOGXX02,S1D1,2030,0.11088353467356024
GLOBAL,ELCCOGXX02,S1D1,2031,0.11088353467356024
GLOBAL,ELCCOGXX02,S1D1,2032,0.11088353467356024
GLOBAL,ELCCOGXX02,S1D1,2033,0.11088353467356024
GLOBAL,ELCCOGXX02,S1D1,2034,0.11088353467356024
GLOBAL,ELCCOGXX02,S1D1,2035,0.11088353467356024
GLOBAL,ELCCOGXX02,S1D1,2036,0.11088353467356024
GLOBAL,ELCCOGXX02,S1D1,2037,0.11088353467356024
GLOBAL,ELCCOGXX02,S1D1,2038,0.11088353467356024
GLOBAL,ELCCOGXX02,S1D1,2039,0.11088353467356024
GLOBAL,ELCCOGXX02,S1D1,2040,0.11088353467356024
GLOBAL,ELCCOGXX02,S1D1,2041,0.11088353467356024
GLOBAL,ELCCOGXX02,S1D1,2042,0.11088353467356024
GLOBAL,ELCCOGXX02,S1D1,2043,0.11088353467356024
GLOBAL,ELCCOGXX02,S1D1,2044,0.11088353467356024
GLOBAL,ELCCOGXX02,S1D1,2045,0.11088353467356024
GLOBAL,ELCCOGXX02,S1D1,2046,0.11088353467356024
GLOBAL,ELCCOGXX02,S1D1,2047,0.11088353467356024
GLOBAL,ELCCOGXX02,S1D1,2048,0.11088353467356024
GLOBAL,ELCCOGXX02,S1D1,2049,0.11088353467356024
GLOBAL,ELCCOGXX02,S1D1,2050,0.11088353467356024
GLOBAL,ELCCPVXX02,S1D1,2015,0.09639492127791476
GLOBAL,ELCCPVXX02,S1D1,2016,0.09639492127791476
GLOBAL,ELCCPVXX02,S1D1,2017,0.09639492127791476
GLOBAL,ELCCPVXX02,S1D1,2018,0.09639492127791476
GLOBAL,ELCCPVXX02,S1D1,2019,0.09639492127791476
GLOBAL,ELCCPVXX02,S1D1,2020,0.09639492127791476
GLOBAL,ELCCPVXX02,S1D1,2021,0.09639492127791476
GLOBAL,ELCCPVXX02,S1D1,2022,0.09639492127791476
GLOBAL,ELCCPVXX02,S1D1,2023,0.09639492127791476
GLOBAL,ELCCPVXX02,S1D1,2024,0.09639492127791476
GLOBAL,ELCCPVXX02,S1D1,2025,0.09639492127791476
GLOBAL,ELCCPVXX02,S1D1,2026,0.09639492127791476
GLOBAL,ELCCPVXX02,S1D1,2027,0.09639492127791476
GLOBAL,ELCCPVXX02,S1D1,2028,0.09639492127791476
GLOBAL,ELCCPVXX02,S1D1,2029,0.09639492127791476
GLOBAL,ELCCPVXX02,S1D1,2030,0.09639492127791476
GLOBAL,ELCCPVXX02,S1D1,2031,0.09639492127791476
GLOBAL,ELCCPVXX02,S1D1,2032,0.09639492127791476
GLOBAL,ELCCPVXX02,S1D1,2033,0.09639492127791476
GLOBAL,ELCCPVXX02,S1D1,2034,0.09639492127791476
GLOBAL,ELCCPVXX02,S1D1,2035,0.09639492127791476
GLOBAL,ELCCPVXX02,S1D1,2036,0.09639492127791476
GLOBAL,ELCCPVXX02,S1D1,2037,0.09639492127791476
GLOBAL,ELCCPVXX02,S1D1,2038,0.09639492127791476
GLOBAL,ELCCPVXX02,S1D1,2039,0.09639492127791476
GLOBAL,ELCCPVXX02,S1D1,2040,0.09639492127791476
GLOBAL,ELCCPVXX02,S1D1,2041,0.09639492127791476
GLOBAL,ELCCPVXX02,S1D1,2042,0.09639492127791476
GLOBAL,ELCCPVXX02,S1D1,2043,0.09639492127791476
GLOBAL,ELCCPVXX02,S1D1,2044,0.09639492127791476
GLOBAL,ELCCPVXX02,S1D1,2045,0.09639492127791476
GLOBAL,ELCCPVXX02,S1D1,2046,0.09639492127791476
GLOBAL,ELCCPVXX02,S1D1,2047,0.09639492127791476
GLOBAL,ELCCPVXX02,S1D1,2048,0.09639492127791476
GLOBAL,ELCCPVXX02,S1D1,2049,0.09639492127791476
GLOBAL,ELCCPVXX02,S1D1,2050,0.09639492127791476
GLOBAL,ELCDJIXX02,S1D1,2015,0.0937035153894361
GLOBAL,ELCDJIXX02,S1D1,2016,0.0937035153894361
GLOBAL,ELCDJIXX02,S1D1,2017,0.0937035153894361
GLOBAL,ELCDJIXX02,S1D1,2018,0.0937035153894361
GLOBAL,ELCDJIXX02,S1D1,2019,0.0937035153894361
GLOBAL,ELCDJIXX02,S1D1,2020,0.0937035153894361
GLOBAL,ELCDJIXX02,S1D1,2021,0.0937035153894361
GLOBAL,ELCDJIXX02,S1D1,2022,0.0937035153894361
GLOBAL,ELCDJIXX02,S1D1,2023,0.0937035153894361
GLOBAL,ELCDJIXX02,S1D1,2024,0.0937035153894361
GLOBAL,ELCDJIXX02,S1D1,2025,0.0937035153894361
GLOBAL,ELCDJIXX02,S1D1,2026,0.0937035153894361
GLOBAL,ELCDJIXX02,S1D1,2027,0.0937035153894361
GLOBAL,ELCDJIXX02,S1D1,2028,0.0937035153894361
GLOBAL,ELCDJIXX02,S1D1,2029,0.0937035153894361
GLOBAL,ELCDJIXX02,S1D1,2030,0.0937035153894361
