NAME,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12
AFG_Hyd_Capacity Scaler,13.7,14.2,23.1,48.2,48.2,48.2,48.2,30.7,25.1,25.5,16.8,14.1
AFG_Hyd_KajakiHydroele1,51.5,54.3,54.3,46.9,36.0,25.3,22.6,22.6,24.4,48.3,54.3,54.3
AFG_Hyd_MahiparHydroel2,16.5,19.4,35.8,54.3,54.3,35.4,28.4,29.7,35.8,54.3,54.3,21.8
AFG_Hyd_NaghluDamHydr3,47.4,47.4,47.4,27.9,16.7,14.5,12.0,11.4,16.8,17.1,29.4,47.4
AFG_Hyd_NangarharDaru4,30.5,30.5,30.5,17.9,14.9,12.0,11.2,7.4,8.1,16.9,22.2,30.5
AFG_Hyd_PuleKhumriHy6,4.5,4.9,7.1,11.5,43.3,43.3,43.3,29.7,37.7,43.3,15.5,7.1
AFG_Hyd_SarobiDamHydr7,4.7,4.9,5.8,7.7,18.5,47.4,47.4,47.4,32.5,47.4,22.1,7.8
AGO_Hyd_Biopiohydro49,42.0,42.3,42.9,47.7,58.3,76.6,76.6,76.6,63.0,76.6,66.9,44.7
AGO_Hyd_Cambambe50,62.8,65.7,60.4,57.4,76.6,71.5,69.9,65.7,62.8,73.8,72.4,65.7
AGO_Hyd_Capacity Scaler,76.6,76.6,69.2,68.3,65.5,61.4,57.5,57.2,63.2,70.9,76.6,76.6
AGO_Hyd_Capanda51,76.6,76.6,76.6,73.9,61.3,46.8,36.6,36.3,43.8,53.0,69.3,76.6
AGO_Hyd_Matala58,62.8,65.7,60.4,57.4,76.6,71.5,69.9,65.7,62.8,73.8,72.4,65.7
AGO_Hyd_RioLuachimo60,62.8,65.7,60.4,57.4,76.6,71.5,69.9,65.7,62.8,73.8,72.4,65.7
ALB_Hyd_Bistrica18,38.4,41.0,36.3,33.0,52.3,46.9,45.4,41.0,38.4,49.4,47.8,41.0
ALB_Hyd_Capacity Scaler,16.5,17.0,18.1,36.5,52.3,52.3,52.3,52.3,45.4,32.8,17.2,17.0
ALB_Hyd_Fierza9,21.5,22.9,43.8,52.3,52.3,36.3,34.0,33.5,39.8,52.3,52.3,27.1
ALB_Hyd_Koman10,16.5,20.5,34.8,52.3,52.3,42.5,38.4,36.5,49.2,52.3,52.3,18.1
ALB_Hyd_Lanabregas11,13.8,13.2,13.8,24.5,50.9,50.9,50.9,50.9,34.3,24.5,17.2,17.5
ALB_Hyd_Shkopet12,52.3,52.3,46.9,33.0,24.0,18.0,16.5,17.0,18.1,36.1,52.3,52.3
ALB_Hyd_Ulez13,6.5,7.1,15.1,29.8,46.6,52.3,52.3,52.3,52.3,27.2,7.2,6.5
ALB_Hyd_VauiDijes14,48.2,48.2,48.2,23.3,16.2,14.4,12.1,11.5,15.6,22.4,31.2,48.2
ARG_Hyd_AGUADELTORO66,22.4,22.8,24.0,35.9,74.6,74.6,53.1,52.5,74.6,74.6,36.3,22.6
ARG_Hyd_ALICURA67,28.2,28.2,22.6,17.8,25.8,18.2,28.2,17.7,18.5,20.5,28.2,22.0
ARG_Hyd_ALVAREZCONDARC71,9.2,12.3,19.8,24.6,37.0,77.8,77.8,77.8,77.8,42.5,14.3,8.4
ARG_Hyd_ARROYITO72,22.4,50.4,77.8,77.8,77.8,77.8,74.0,47.9,26.2,23.3,24.7,12.0
ARG_Hyd_BENJAMINREOLIN77,8.8,14.7,23.3,54.8,77.8,77.8,77.8,77.8,61.5,50.8,28.6,8.4
ARG_Hyd_CABRACORRAL82,8.4,9.2,9.0,9.2,24.9,77.8,77.8,77.8,77.8,50.2,22.3,9.2
ARG_Hyd_CACHEUTANUEVA83,64.8,64.8,64.8,31.9,18.7,16.0,15.4,15.6,17.4,28.7,56.1,64.8
ARG_Hyd_CASADEPIEDRA89,64.8,64.8,64.8,39.7,21.1,16.6,15.4,16.0,18.7,27.1,48.8,64.8
ARG_Hyd_CASSAFFOUSTH90,32.6,42.9,64.8,55.9,52.5,62.4,64.8,64.8,64.8,17.4,6.7,13.8
ARG_Hyd_CHLOSCARACOLE105,9.0,13.8,15.3,20.0,42.3,77.8,77.8,77.8,77.8,42.9,18.4,8.4
ARG_Hyd_CIPOLLETTI108,11.1,14.4,39.6,55.7,55.7,36.9,26.7,31.3,55.7,55.7,33.9,20.0
ARG_Hyd_CUESTADELVIEN189,7.5,6.5,9.7,15.3,32.1,60.1,64.8,64.8,46.6,64.8,64.8,39.2
ARG_Hyd_ELCADILLAL193,47.0,55.7,55.7,40.5,29.7,34.1,22.1,16.7,29.1,46.6,55.7,55.7
ARG_Hyd_ELCARRIZAL194,10.7,9.7,13.9,13.5,71.4,77.8,77.8,77.8,77.8,39.5,17.4,8.4
ARG_Hyd_ELCHOCON195,64.9,60.1,53.5,50.4,46.5,43.5,43.1,46.0,45.2,50.6,50.9,60.7
ARG_Hyd_ELTIGRE196,54.8,54.0,48.5,56.8,61.1,64.8,64.8,63.7,64.8,64.8,58.9,52.9
ARG_Hyd_ELTUNAL197,33.4,37.9,49.4,49.4,49.4,26.1,16.2,10.0,23.0,48.5,49.4,48.3
ARG_Hyd_ESCABA199,55.1,56.3,48.5,56.4,63.7,64.8,64.8,63.9,64.8,64.8,55.9,52.9
ARG_Hyd_FITZSIMON203,8.6,11.8,17.3,31.3,50.2,77.8,77.8,77.8,77.8,47.7,12.8,8.4
ARG_Hyd_FLORENTINOAMEG204,68.8,62.6,74.6,74.6,65.3,48.6,48.6,46.7,51.7,56.3,74.6,74.6
ARG_Hyd_FUTALEUFU205,6.4,4.7,3.3,7.5,21.5,28.2,28.2,28.2,28.2,24.6,10.7,8.4
ARG_Hyd_GENERALSANMAR209,22.0,54.5,77.8,77.8,77.8,77.8,53.9,61.6,32.8,29.9,24.4,12.0
ARG_Hyd_GUILLERMOCESPE212,11.6,11.2,9.7,11.8,60.0,77.8,77.8,77.8,77.8,47.3,23.8,8.4
ARG_Hyd_H_PICHIPICUN213,64.8,64.8,64.8,37.9,22.6,19.8,16.4,15.4,22.7,23.2,40.3,64.8
ARG_Hyd_JULIANROMERO217,44.9,45.8,57.9,73.2,74.6,64.6,57.5,54.1,60.8,70.7,68.0,49.0
ARG_Hyd_LASMADERAS223,27.0,19.2,18.0,22.6,68.0,68.0,68.0,68.0,37.1,32.2,43.9,43.9
ARG_Hyd_LAVIA222,37.9,34.5,56.1,74.6,74.6,59.5,54.5,56.1,55.9,74.6,74.6,43.4
ARG_Hyd_LOSCORONELES224,64.8,64.8,64.8,33.1,24.8,20.5,17.6,15.4,24.5,30.8,42.5,64.8
ARG_Hyd_LOSMOLINOSI225,28.2,28.2,21.8,17.7,27.6,20.5,28.2,19.5,20.1,18.8,28.2,20.3
ARG_Hyd_LOSMOLINOSII226,22.6,54.6,77.8,77.8,77.8,77.8,39.7,60.5,33.5,28.7,21.5,12.8
ARG_Hyd_LOSQUIROGA227,22.7,22.7,23.2,36.9,74.6,74.6,74.6,58.1,74.6,65.3,29.3,22.4
ARG_Hyd_LOSREYUNOS228,54.8,54.0,48.5,56.8,61.1,64.8,64.8,63.7,64.8,64.8,58.9,52.9
ARG_Hyd_NIHUILI237,46.2,45.4,51.1,64.0,74.6,74.6,58.1,57.9,74.6,74.6,58.3,52.3
ARG_Hyd_NIHUILII238,8.4,9.8,15.1,23.6,37.5,77.8,77.8,77.8,77.8,41.0,11.5,8.4
ARG_Hyd_NIHUILIII239,9.0,21.1,55.1,60.3,62.9,77.8,77.8,77.8,77.8,77.8,21.3,8.4
ARG_Hyd_NIHUILIV240,61.1,60.9,48.5,48.6,64.8,64.8,62.7,51.5,64.8,64.8,52.7,52.8
ARG_Hyd_PIEDRADELAGUI258,8.4,9.3,21.7,43.6,69.7,77.8,77.8,77.8,77.8,40.1,9.8,8.4
ARG_Hyd_PIEDRASMORAS259,18.7,18.7,18.7,9.5,5.8,5.3,5.3,4.5,4.1,12.1,17.9,18.7
ARG_Hyd_PLANICIEBANDER262,64.8,64.8,64.8,32.8,18.7,16.5,16.0,15.4,16.5,24.3,60.8,64.8
ARG_Hyd_PUEBLOVIEJO265,22.4,23.7,29.0,74.6,74.6,74.6,64.0,52.5,68.4,74.6,47.5,24.6
ARG_Hyd_QUEBRADADEULL269,8.4,9.3,21.7,43.6,69.7,77.8,77.8,77.8,77.8,40.1,9.8,8.4
ARG_Hyd_RIOCORRALITO270,31.3,31.3,31.3,9.3,4.1,3.2,3.2,3.2,3.2,4.1,18.7,31.3
ARG_Hyd_RIOGRANDE272,15.0,37.5,77.8,77.8,77.8,77.8,41.7,40.5,28.6,14.7,12.8,8.4
ARG_Hyd_RIOHONDO273,49.4,44.5,40.3,45.5,30.2,14.1,5.3,7.7,23.0,49.4,49.4,49.4
ARG_Hyd_SALTOANDERSEN274,64.8,64.8,64.8,27.9,21.0,18.2,16.1,15.4,22.6,27.1,51.0,64.8
ARG_Hyd_SALTOGRANDEM275,32.5,46.1,64.8,26.6,19.2,34.2,64.8,64.8,64.8,11.3,6.5,14.8
ARG_Hyd_SANROQUE280,36.4,36.4,22.3,27.4,15.9,6.9,4.3,3.8,7.9,24.8,36.4,36.4
ARG_Hyd_ULLUM288,22.4,26.0,53.3,74.6,74.6,54.3,51.6,49.3,56.1,74.6,74.6,34.6
ARG_Hyd_URUGUAI289,8.4,9.2,9.0,9.2,24.9,77.8,77.8,77.8,77.8,50.2,22.3,9.2
ARG_Hyd_YACYRETA294,55.1,56.3,48.5,56.4,63.7,64.8,64.8,63.9,64.8,64.8,55.9,52.9
ARM_Hyd_Capacity Scaler,3.9,5.0,7.3,13.8,21.9,34.4,34.4,34.4,34.4,21.0,5.4,3.9
ARM_Hyd_SevanHrazdanC298,5.7,7.5,10.7,34.4,34.4,34.4,34.4,34.4,26.8,27.2,17.3,4.4
ARM_Hyd_Shamb299,9.7,11.5,10.3,10.4,13.5,34.4,34.4,34.4,34.4,24.8,15.5,7.2
ARM_Hyd_Spandaryan300,9.2,8.5,16.9,21.9,21.9,21.9,7.4,5.5,8.9,21.9,15.3,11.9
ARM_Hyd_Tatev301,18.8,18.8,16.0,10.0,7.2,7.3,6.4,4.2,5.2,12.8,18.8,18.8
AUS_Hyd_Banimboola315,22.3,22.3,22.3,22.3,20.7,12.3,5.5,5.2,7.8,9.6,13.4,18.1
AUS_Hyd_BarronGorge318,15.5,15.5,8.3,9.9,9.1,5.6,2.6,1.6,4.6,12.3,15.5,15.5
AUS_Hyd_Bastyan319,21.0,21.0,16.1,13.4,10.8,8.8,5.7,4.2,11.3,15.5,21.0,21.0
AUS_Hyd_BendeelaShoal324,15.5,13.6,12.5,13.4,15.5,11.4,5.6,6.0,9.7,12.3,15.5,15.5
AUS_Hyd_Blowering329,17.8,17.8,17.8,9.1,5.0,4.6,4.4,2.3,4.4,13.4,16.9,17.8
AUS_Hyd_BogongMountB334,15.5,15.5,13.0,15.5,12.4,8.6,3.6,3.6,6.2,10.2,14.1,15.5
AUS_Hyd_BrownMountain346,7.8,7.8,7.8,13.3,28.7,28.7,28.7,28.7,18.2,13.3,9.7,10.2
AUS_Hyd_Burrendong350,3.8,4.1,4.1,4.1,11.1,33.5,33.5,33.5,33.5,21.3,9.3,4.1
AUS_Hyd_BurrinjuckPowe351,16.8,19.0,20.7,19.7,23.5,23.5,23.5,20.1,21.0,21.4,23.2,23.5
AUS_Hyd_ButlersGorge354,6.0,16.1,33.5,33.5,33.5,33.5,15.7,16.8,11.1,5.9,4.8,3.8
AUS_Hyd_Catagunya372,18.1,18.1,11.4,14.1,11.9,5.9,3.2,2.1,3.5,11.2,18.1,18.1
AUS_Hyd_Cethana375,27.5,25.3,22.5,21.2,19.7,18.3,18.1,19.1,19.0,21.2,21.4,25.5
AUS_Hyd_Clover383,4.2,7.8,20.7,20.7,20.7,20.7,16.6,10.1,10.8,8.8,4.3,3.8
AUS_Hyd_Cluny384,21.0,18.7,16.8,19.0,13.3,5.9,2.5,3.6,9.9,21.0,21.0,21.0
AUS_Hyd_Copeton394,16.9,16.9,16.7,7.5,4.1,3.5,3.1,4.2,9.9,15.7,16.9,16.9
AUS_Hyd_DartmouthMoun403,1.2,1.2,1.2,1.5,1.9,2.5,2.5,2.5,2.5,2.3,1.5,1.2
AUS_Hyd_DevilsGate406,20.7,20.7,20.7,16.1,13.4,13.4,9.1,7.5,17.7,16.8,14.6,20.7
AUS_Hyd_Eildon412,20.7,20.7,20.7,20.7,15.7,13.5,9.7,8.1,9.3,12.7,13.4,19.3
AUS_Hyd_EildonSmallHy413,17.7,26.7,33.5,33.5,22.8,13.4,33.5,33.5,13.3,5.7,4.8,12.4
AUS_Hyd_Fisher423,2.7,4.1,7.0,10.8,25.0,25.0,25.0,15.3,18.0,25.0,9.2,4.2
AUS_Hyd_Glenbawn428,27.5,25.3,22.5,21.2,19.7,18.3,18.1,19.1,19.0,21.2,21.4,25.5
AUS_Hyd_Gordon431,30.4,31.4,31.4,31.4,26.0,25.5,23.4,23.5,26.0,25.5,31.4,31.4
AUS_Hyd_Guthega438,13.3,13.4,19.1,21.0,21.0,14.3,5.7,4.8,12.5,21.0,21.0,20.1
AUS_Hyd_Hume451,3.2,6.2,20.7,20.7,20.7,20.7,14.3,8.1,8.4,9.1,4.1,2.5
AUS_Hyd_JindabyneDamM460,16.9,16.9,16.7,7.8,4.1,3.6,3.2,4.4,11.1,16.0,16.9,16.9
AUS_Hyd_JohnButters461,27.5,25.3,22.5,21.2,19.7,18.3,18.1,19.1,19.0,21.2,21.4,25.5
AUS_Hyd_Jounama462,2.7,2.7,3.5,25.9,25.9,25.9,12.5,18.7,25.7,25.9,24.9,5.6
AUS_Hyd_KangarooValley471,16.8,20.7,20.7,20.7,20.7,18.1,9.3,8.4,10.5,6.8,10.2,9.1
AUS_Hyd_Kareeya472,16.9,16.9,16.7,7.8,4.1,3.6,3.2,4.4,11.1,16.0,16.9,16.9
AUS_Hyd_Koombooloomba478,3.8,4.2,10.3,18.7,27.7,33.5,33.5,33.5,33.5,17.1,4.3,3.8
AUS_Hyd_LakeEcho492,3.1,3.2,4.3,9.0,24.0,27.4,27.4,27.4,27.4,14.3,4.1,3.1
AUS_Hyd_LakeGlenmaggie493,3.5,6.7,20.7,20.7,20.7,20.7,14.5,8.4,8.8,9.6,4.1,2.7
AUS_Hyd_LakeKeepit494,15.4,18.0,18.1,18.1,9.3,7.5,5.5,4.8,9.6,14.6,18.1,18.1
AUS_Hyd_LakeWilliamHo495,7.5,9.2,8.1,4.2,4.6,27.4,27.4,27.4,27.4,11.2,3.1,4.2
AUS_Hyd_Lemonthyme502,4.8,6.0,7.0,8.4,14.3,33.5,33.5,33.5,33.5,31.2,8.1,3.8
AUS_Hyd_Liapootah505,6.0,9.2,12.5,26.4,26.4,23.8,21.2,25.0,26.4,26.4,23.1,12.7
AUS_Hyd_LowerLakeMarg510,1.1,2.3,4.7,4.4,4.2,8.1,8.1,8.1,8.1,3.7,3.5,1.4
AUS_Hyd_LowerRubicon511,4.8,5.6,15.6,20.7,20.7,9.9,8.6,12.5,12.5,20.7,20.7,7.6
AUS_Hyd_Mackintosh518,2.7,5.9,13.5,14.5,14.5,14.5,8.1,14.5,14.5,3.6,3.2,1.5
AUS_Hyd_McKayCreekMo525,3.8,3.8,8.1,33.5,33.5,33.5,33.5,18.3,14.5,15.7,8.8,4.1
AUS_Hyd_Meadowbank526,3.8,4.8,7.5,13.4,21.2,33.5,33.5,33.5,33.5,20.7,5.3,3.8
AUS_Hyd_Murray1557,5.6,5.5,8.4,13.4,17.8,17.8,17.8,17.8,14.3,11.4,12.3,8.1
AUS_Hyd_Murray2558,17.8,17.8,17.8,9.3,6.3,5.5,4.8,3.1,5.2,10.1,15.5,17.8
AUS_Hyd_Nieterana565,8.1,7.8,8.1,13.5,28.7,28.7,28.7,28.7,19.3,13.5,9.9,10.2
AUS_Hyd_Nymboida572,4.1,4.8,7.5,13.4,21.3,33.5,33.5,33.5,33.5,20.7,5.3,3.8
AUS_Hyd_Oaky576,27.4,27.4,27.4,15.9,9.6,8.3,6.9,6.3,9.7,9.9,16.8,27.4
AUS_Hyd_OrdRiver579,9.3,9.7,13.2,31.4,31.4,31.4,24.6,22.8,30.3,31.4,23.1,10.1
AUS_Hyd_Paloona582,11.3,10.2,13.3,31.4,31.4,31.4,31.4,21.2,16.7,19.3,14.1,9.3
AUS_Hyd_Pindari588,3.6,4.6,19.3,25.7,25.7,24.5,23.1,20.3,22.4,24.5,21.4,5.5
AUS_Hyd_Poatina595,20.7,20.7,20.7,13.2,12.2,8.8,6.9,7.8,9.1,8.8,15.4,20.7
AUS_Hyd_Reece606,33.5,33.5,29.5,16.5,12.5,11.4,11.2,11.2,13.5,19.7,33.5,33.5
AUS_Hyd_Repulse608,5.7,3.2,2.7,2.7,3.1,24.2,24.2,24.2,24.2,10.8,4.2,4.1
AUS_Hyd_Rowallan616,16.8,13.2,6.9,2.7,2.7,5.3,24.2,24.2,24.2,18.1,12.5,24.2
AUS_Hyd_Rubicon619,4.2,4.1,3.1,3.1,3.1,27.4,27.4,27.4,27.4,7.8,4.3,3.8
AUS_Hyd_Tarraleah651,27.4,27.4,24.5,12.3,8.1,6.9,6.7,6.3,7.5,11.2,27.4,27.4
AUS_Hyd_TerminalStorag657,25.0,28.0,23.2,22.2,22.2,21.0,18.3,18.9,16.7,22.6,21.3,25.0
AUS_Hyd_TheDrop658,8.3,9.0,10.1,10.1,9.2,10.1,10.1,7.8,6.9,6.8,9.0,10.1
AUS_Hyd_TodsCorner661,20.7,20.7,20.7,13.0,11.1,9.1,7.1,7.5,7.6,6.8,14.1,20.7
AUS_Hyd_Trevallyn669,27.4,27.4,27.4,13.6,12.2,10.5,7.5,6.3,10.2,14.3,18.1,27.4
AUS_Hyd_Tribute670,7.8,7.8,8.1,11.9,28.7,28.7,28.7,28.7,25.3,13.3,10.2,8.1
AUS_Hyd_Tumut1Upper672,13.5,14.3,17.1,17.1,17.1,4.2,2.0,2.6,5.9,14.6,17.1,16.8
AUS_Hyd_Tumut2Upper673,3.8,3.8,8.1,33.5,33.5,33.5,33.5,18.3,14.5,15.7,8.8,4.1
AUS_Hyd_Tumut3674,14.3,14.6,14.6,9.2,4.8,2.7,2.2,1.5,2.0,8.1,14.6,14.6
AUS_Hyd_Tungatinah675,5.7,8.1,14.1,25.2,25.6,25.2,21.4,18.1,18.8,18.2,15.5,8.1
AUS_Hyd_UpperLakeMarg677,27.5,25.3,22.5,21.2,19.7,18.3,18.1,19.1,19.0,21.2,21.4,25.5
AUS_Hyd_Warragamba691,1.5,4.1,10.8,10.2,8.6,14.5,14.5,14.5,14.5,6.3,6.3,2.7
AUS_Hyd_Wayatinah696,21.0,21.0,17.1,21.0,16.6,12.3,4.3,4.3,8.6,13.5,19.0,21.0
AUS_Hyd_WestKiewaMou701,18.7,20.7,20.7,18.3,18.1,12.3,4.2,3.8,11.9,10.2,20.7,20.7
AUS_Hyd_Wilmot706,6.0,6.2,6.9,11.8,15.7,22.4,27.1,27.1,27.1,27.1,13.2,8.4
AUS_Hyd_Wivenhoe714,25.0,28.0,23.2,22.2,22.2,21.0,18.3,18.9,16.7,22.6,21.3,25.0
AUS_Hyd_WivenhoeHydroe715,6.9,6.0,6.2,8.1,11.9,11.9,11.1,11.4,27.1,27.1,27.1,27.1
AUS_Hyd_WyangalaA724,6.0,6.2,6.9,11.8,15.7,22.4,27.1,27.1,27.1,27.1,13.2,8.4
AUS_Hyd_Yarrawonga728,25.0,28.0,23.2,22.2,22.2,21.0,18.3,18.9,16.7,22.6,21.3,25.0
AUT_Hyd_AbwindenAsten732,8.8,10.2,14.9,22.5,35.1,70.5,70.5,70.5,70.5,38.3,11.9,8.8
AUT_Hyd_Altenmarkt733,52.4,54.1,54.1,42.8,27.0,25.0,16.8,11.3,27.9,41.4,54.1,54.1
AUT_Hyd_Arnstein734,70.1,70.1,63.6,30.5,20.6,17.6,16.8,16.6,18.7,27.5,70.1,70.1
AUT_Hyd_Aschach735,52.8,55.3,70.5,70.5,70.5,57.8,53.7,54.3,59.1,62.2,70.5,59.4
AUT_Hyd_Bischofshofen736,20.2,19.5,20.2,34.3,70.5,70.5,70.5,70.5,48.1,34.3,24.9,25.3
AUT_Hyd_BraunauSimbach737,70.1,65.3,58.2,54.8,50.7,46.9,46.5,50.3,49.1,55.0,55.4,65.9
AUT_Hyd_Dionysen738,10.8,10.9,8.8,12.2,70.5,70.5,70.5,70.5,45.3,40.0,18.3,9.1
AUT_Hyd_EringFrauenste740,14.1,24.8,55.9,55.9,31.1,52.5,55.9,34.9,55.9,38.2,32.3,19.9
AUT_Hyd_Erzbach741,70.1,70.1,70.1,33.3,23.7,21.1,17.4,16.6,23.0,32.6,45.5,70.1
AUT_Hyd_FeistritzLudma742,25.3,44.6,63.5,70.5,70.5,70.5,70.5,62.9,39.7,50.9,36.5,12.9
AUT_Hyd_Feldkirchen743,70.1,65.3,58.2,54.8,50.7,46.9,46.5,50.3,49.1,55.0,55.4,65.9
AUT_Hyd_FerlachMariaR744,24.8,24.8,25.0,37.5,70.5,70.5,70.5,56.3,70.5,62.2,30.7,24.5
AUT_Hyd_Fisching745,23.5,23.5,23.5,17.0,8.4,2.5,2.4,2.4,2.4,4.0,8.1,23.5
AUT_Hyd_FreudenauDanub746,66.2,60.1,67.6,70.5,70.5,54.6,53.1,52.8,54.7,60.6,70.5,70.5
AUT_Hyd_Friesach747,70.1,65.3,58.2,54.8,50.7,46.9,46.5,50.3,49.1,55.0,55.4,65.9
AUT_Hyd_Funsingau748,52.8,59.1,62.5,59.5,70.5,70.5,70.5,60.4,63.5,64.9,69.8,70.5
AUT_Hyd_Gabersdorf749,70.1,70.1,70.1,32.1,20.2,17.2,16.6,17.0,18.5,30.5,65.7,70.1
AUT_Hyd_Gaming750,14.0,18.0,28.9,37.6,51.5,70.1,70.1,70.1,70.1,16.3,7.3,8.4
AUT_Hyd_Gerlos751,70.1,70.1,70.1,58.6,47.9,43.6,39.1,33.1,51.9,55.2,60.3,70.1
AUT_Hyd_Gratkorn752,59.8,60.9,52.6,61.1,69.0,70.1,70.1,69.3,70.1,70.1,60.7,56.9
AUT_Hyd_Greifenstein753,24.8,24.5,41.9,70.5,70.5,58.6,54.9,54.3,70.5,70.5,68.4,28.5
AUT_Hyd_Hieflau754,24.5,28.9,47.6,70.5,70.5,58.0,52.7,50.3,66.9,70.5,70.5,26.3
AUT_Hyd_HieflauErzbach755,22.9,29.0,51.6,70.5,70.5,70.5,64.4,51.5,58.4,70.5,62.6,33.9
AUT_Hyd_Jochenstein756,58.0,60.7,70.5,68.3,68.0,70.5,70.5,58.0,52.8,52.6,65.1,70.5
AUT_Hyd_KaprunLimberg763,7.6,6.6,6.4,6.5,22.2,62.6,62.6,62.6,62.6,45.1,14.9,9.0
AUT_Hyd_Kaprunmainsta765,70.5,70.5,59.4,50.9,46.3,45.0,49.6,45.2,46.7,51.0,70.5,70.5
AUT_Hyd_KaprunOberstuf764,25.7,25.7,25.7,21.5,17.0,17.2,17.2,14.1,10.7,9.4,14.9,25.7
AUT_Hyd_Kellerberg766,59.9,67.8,52.6,55.3,64.1,69.7,70.1,70.1,70.1,70.1,59.3,55.7
AUT_Hyd_Klammsee767,13.8,29.5,66.2,70.5,70.5,70.5,39.0,70.5,70.0,17.2,15.3,8.8
AUT_Hyd_Klaus768,14.2,35.9,70.5,70.5,70.5,70.5,34.7,37.4,23.7,14.1,12.6,8.8
AUT_Hyd_KopswerkII769,8.9,12.2,17.0,29.4,46.1,70.5,70.5,70.5,70.5,43.8,12.9,8.8
AUT_Hyd_Kreuzbergmaut770,48.8,49.5,58.7,69.8,70.5,63.6,58.4,55.7,60.7,68.2,65.9,52.2
AUT_Hyd_Kreuzeckdayss771,13.9,13.8,14.8,14.8,8.8,10.2,12.2,8.2,9.4,12.5,14.8,14.8
AUT_Hyd_Krippau772,8.9,7.3,7.3,8.8,33.1,70.1,39.7,57.2,70.1,70.1,70.1,44.5
AUT_Hyd_KWAmlach757,44.4,44.4,42.7,18.7,9.0,7.8,7.3,10.2,24.9,40.8,44.4,44.4
AUT_Hyd_KWImst758,53.5,54.7,70.5,70.5,70.5,70.5,56.9,54.2,52.8,52.8,54.7,53.5
AUT_Hyd_KWJenbach759,8.8,13.3,17.2,20.4,39.1,70.5,70.5,70.5,70.5,54.4,18.6,9.1
AUT_Hyd_KWKaunertal760,10.1,8.2,22.9,59.7,60.6,60.6,60.6,33.3,39.7,60.6,46.3,27.9
AUT_Hyd_KWKhtai761,59.9,67.8,52.6,55.3,64.1,69.7,70.1,70.1,70.1,70.1,59.3,55.7
AUT_Hyd_KWSilz762,8.9,12.2,17.0,29.4,46.1,70.5,70.5,70.5,70.5,43.8,12.9,8.8
AUT_Hyd_Landl773,5.3,8.4,41.5,52.4,52.4,51.9,42.5,34.7,43.6,52.4,52.4,12.2
AUT_Hyd_Laufnitzdorf774,70.5,70.5,37.4,44.0,31.4,17.2,8.9,7.6,10.9,44.5,70.5,70.5
AUT_Hyd_Lebring775,24.5,25.5,26.4,45.7,70.5,70.5,55.0,44.7,70.5,70.5,36.5,25.9
AUT_Hyd_Leoben776,58.5,64.4,64.4,56.7,24.5,12.7,8.4,6.8,23.7,41.7,64.4,64.4
AUT_Hyd_Lnerseewerk779,17.9,18.6,18.6,18.6,10.8,8.8,12.9,9.4,10.8,14.5,18.3,18.6
AUT_Hyd_Losenstein777,37.1,56.0,56.0,56.0,56.0,35.6,25.7,14.0,9.7,14.9,26.9,42.2
AUT_Hyd_LowTuxbachS778,38.7,42.5,44.0,46.9,54.1,54.1,45.5,24.0,37.5,54.1,54.1,52.1
AUT_Hyd_Maltamainstag781,48.8,49.5,58.7,69.8,70.5,63.6,58.4,55.7,60.7,68.2,65.9,52.2
AUT_Hyd_MaltaSecondary780,59.8,60.9,52.6,61.1,69.0,70.1,70.1,69.3,70.1,70.1,60.7,56.9
AUT_Hyd_Mandling782,18.6,15.5,30.7,54.1,54.1,54.1,29.8,17.2,30.6,54.1,48.1,33.0
AUT_Hyd_Mayrhofen783,70.5,70.5,70.5,21.4,8.7,8.4,8.4,8.4,8.4,10.1,28.5,70.5
AUT_Hyd_Melk784,24.5,28.3,58.5,70.5,70.5,46.1,43.1,45.0,48.1,70.5,70.5,33.1
AUT_Hyd_Mellachrunpow785,46.4,46.4,27.3,30.9,21.5,9.5,5.4,5.0,9.7,33.8,46.4,46.4
AUT_Hyd_Neutting786,52.4,52.4,52.4,38.8,24.8,13.4,17.2,8.4,16.0,14.1,30.5,52.4
AUT_Hyd_Niklai787,14.9,20.6,36.8,64.6,66.1,64.6,55.5,46.0,48.3,46.7,39.7,20.4
AUT_Hyd_NussdorfnearV788,11.1,43.6,67.0,67.0,67.0,67.0,15.2,8.0,6.9,13.5,14.0,13.6
AUT_Hyd_OberaudorfEbbs789,52.8,53.5,60.4,70.0,70.5,64.3,60.1,58.2,62.2,68.7,66.8,55.2
AUT_Hyd_Obervermuntwerk790,46.5,46.5,43.4,36.6,14.2,6.3,5.0,7.6,23.5,44.4,46.5,46.5
AUT_Hyd_Obervogau791,70.1,70.1,70.1,34.9,20.4,17.2,16.6,17.0,18.6,31.1,61.1,70.1
AUT_Hyd_OttensheimWilh792,70.1,70.1,70.1,43.1,23.0,17.9,16.6,17.2,20.4,29.4,53.5,70.1
AUT_Hyd_PassauIngling793,3.0,3.0,3.7,7.8,26.0,28.6,28.6,28.6,28.6,19.1,6.2,3.2
AUT_Hyd_Paternion794,59.9,67.8,52.6,55.3,64.1,69.7,70.1,70.1,70.1,70.1,59.3,55.7
AUT_Hyd_Peggau795,8.0,5.9,7.6,20.3,30.5,29.9,30.5,30.5,30.5,25.9,15.3,13.2
