NAME,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12
JPN-KY_Hyd_Capacity Scaler,3.1,8.1,11.9,16,12.5,29.9,29.9,29.9,29.9,6.3,5.8,3
JPN-OK_Hyd_Capacity Scaler,5.1,12.3,28.6,30.7,30.7,30.7,16.4,30.7,30.3,6.7,6,3.1
JPN-SH_Hyd_Capacity Scaler,26.8,26.2,29.9,29.9,19.2,23.6,29.9,14.7,28.9,17.2,27.1,29.9
JPN-TO_Hyd_Capacity Scaler,6.4,8.6,24.3,29.9,13.9,18.8,29.5,28,29.9,22.6,23.8,16.1
KAZ_Hyd_Capacity Scaler,7.1,8.5,24.4,71,71,71,71,39.8,30.2,31.7,18.1,8.4
KGZ_Hyd_Capacity Scaler,22.6,23.8,45.1,80,80,80,78.1,49.3,40.6,44.3,29.7,23.7
KHM_Hyd_Capacity Scaler,6.2,6.4,7.2,14,29.9,57.1,61.9,61.9,61.9,41.9,15.3,8.6
KOR_Hyd_Capacity Scaler,4.5,11.3,22,20.9,17,37,37.3,37.3,37.3,13.7,12.1,5.4
KWT_Hyd_Capacity Scaler,33.7,33.7,33.7,22.9,10.7,3.6,3.4,3.4,3.4,5.8,22.9,33.7
LAO_Hyd_Capacity Scaler,34.6,34.9,36,42,66.6,80,80,80,80,54.2,36.6,34.6
LBN_Hyd_Capacity Scaler,44.6,44.6,44.6,44.5,29.1,6.6,4.5,4.5,4.6,13.4,33.7,44.6
LKA_Hyd_Capacity Scaler,6.1,6.5,7.4,15.1,31.3,61.1,61.1,61.1,39.2,61.1,44.7,10.4
MMR_Hyd_Capacity Scaler,15,14.7,14.7,16.1,37.6,74.5,80,80,80,74.1,39.2,15.3
MNG_Hyd_Capacity Scaler,6.9,8.5,22,38.1,55.5,68.9,68.9,68.9,68.9,35.3,9.1,7
MYS_Hyd_Capacity Scaler,34.2,19.1,21.5,27.3,28.4,23.4,21.5,30.3,52.3,55.3,55.3,55.3
NPL_Hyd_Capacity Scaler,8,7.8,8.5,10.8,24.3,78.4,78.4,78.4,78.4,19.9,7.9,8.5
OMN_Hyd_Capacity Scaler,33.7,33.7,33.7,22.9,10.7,3.6,3.4,3.4,3.4,5.8,22.9,33.7
PAK_Hyd_Capacity Scaler,30.5,51.3,68.5,75.5,71.2,64.9,69.1,67.6,42.2,19,14.7,22.5
PHL_Hyd_Capacity Scaler,15,9.3,8,8.3,21.8,33.2,41.4,39.2,42,42,32,23.7
PRK_Hyd_Capacity Scaler,4.6,6.2,15.5,42.8,36.9,43,45.5,45.5,45.4,18.3,12.3,5.5
QAT_Hyd_Capacity Scaler,33.7,33.7,33.7,22.9,10.7,3.6,3.4,3.4,3.4,5.8,22.9,33.7
RUS-CE_Hyd_Capacity Scaler,12.6,21,59.9,67.3,61.9,55.8,55.3,47.9,54.1,63.7,61.5,21.3
RUS-FE_Hyd_Capacity Scaler,8.5,9.6,13.7,62.2,67.6,65.5,44.1,52.3,63.8,54.1,48.4,14.6
RUS-MV_Hyd_Capacity Scaler,8.7,12.6,51,67.4,67.6,64.4,60.3,52,58.7,64.4,56.2,14.4
RUS-NW_Hyd_Capacity Scaler,15.3,20.8,37.1,65.6,67,65.6,56.2,46.8,49.4,47.7,40.2,20.5
RUS-SI_Hyd_Capacity Scaler,8.7,10.1,19.4,58.2,66.1,65.2,65.2,49.7,46.6,32.9,19.2,9.9
RUS-SO_Hyd_Capacity Scaler,21.1,29.4,44.3,67.7,67.7,67.6,56.2,43.2,43.2,43.9,38.9,27
RUS-UR_Hyd_Capacity Scaler,10.2,12.4,25.8,66.9,67.4,64.3,60.4,48,53.6,52,30.1,12.7
SAU_Hyd_Capacity Scaler,33.7,33.7,33.7,22.9,10.7,3.6,3.4,3.4,3.4,5.8,22.9,33.7
SGP_Hyd_Capacity Scaler,34.2,19.1,21.5,27.3,28.4,23.4,21.5,30.3,52.3,55.3,55.3,55.3
SYR_Hyd_Capacity Scaler,44.6,44.6,44.6,44.5,29.1,6.6,4.5,4.5,4.6,13.4,33.7,44.6
THA_Hyd_Capacity Scaler,5.2,5.1,6.4,10.3,31.5,42.3,43.9,44.5,46.7,37.8,14.8,9.5
TJK_Hyd_Capacity Scaler,9.8,13.1,38.7,80,80,80,76.1,30,17.6,16.4,13.2,13.2
TKM_Hyd_Capacity Scaler,44.4,46.2,68.6,80,80,80,71.5,53.5,54.9,76.2,65.8,48.1
TUR_Hyd_Capacity Scaler,42.6,48.1,51.5,49.5,39.1,22,9.9,9,8.8,18.5,38,46.5
TWN_Hyd_Capacity Scaler,5.1,12.3,28.6,30.7,30.7,30.7,16.4,30.7,30.3,6.7,6,3.1
UZB_Hyd_Capacity Scaler,44.4,46.2,68.6,80,80,80,71.5,53.5,54.9,76.2,65.8,48.1
VNM_Hyd_Capacity Scaler,19.4,19,20.8,28.2,52.5,63.1,64.6,65,80,67.3,46,39.1
YEM_Hyd_Capacity Scaler,33.7,33.7,33.7,22.9,10.7,3.6,3.4,3.4,3.4,5.8,22.9,33.7
SOM_Hyd_Capacity Scaler,8.9,13.3,21.8,30.6,43.5,76.8,79.4,79.4,79.4,40.1,11.5,8.3
TCD_Hyd_Capacity Scaler,9.4,9.5,14.6,29.5,48.6,78.7,78.7,78.7,78.7,57.5,20.7,12.2
TLS_Hyd_Capacity Scaler,48.1,44.8,47.4,44.4,30.1,17.3,12,12.9,20.3,29,46.9,55.7
MLT_Hyd_Capacity Scaler,17.2,19.4,21.8,26.1,34.7,32.7,26.7,19.3,26.6,39.4,28.6,21.5
BLZ_Hyd_Capacity Scaler,14.3,10.4,8,7.6,12.5,61.2,65.1,64.7,65.1,45.3,15.6,16
HTI_Hyd_Capacity Scaler,50.5,49.4,49.4,50.4,62.1,80,65.3,73.8,80,80,80,67.6
SUR_Hyd_Capacity Scaler,69.4,58.6,55.4,69.4,69.4,69.4,31.1,15.4,7.9,6.9,16.7,49.9
ARG_Hyd_RIOGRANDE272,13.54971181,10.19394206,11.01705539,28.8722831,63.31641031,63.31641031,63.31641031,63.31641031,43.81495594,25.45319695,15.00598924,18.17180976
NZL_Hyd_Waipori14634,40.38463997,29.66138929,30.35118905,23.70402781,59.38548766,62.70906828,62.70906828,62.70906828,62.70906828,56.68899772,39.00504047,36.30855053
NZL_Hyd_Manapouri14615,55.81107077,34.92895103,51.10789064,59.76174207,62.70906828,60.51425089,48.41140071,62.70906828,62.70906828,62.70906828,45.71491077,51.9858176
NZL_Hyd_PaerauandPate14623,51.42143599,24.64466383,45.58949264,47.21992841,59.44819673,62.70906828,55.99919797,62.70906828,62.70906828,62.70906828,43.20654804,53.3654171
NZL_Hyd_Clyde14604,49.97912742,24.45653663,45.4640745,47.21992841,59.13465138,62.70906828,54.7450166,62.70906828,62.70906828,62.70906828,42.39133015,52.55019922
NZL_Hyd_Waitaki14636,54.43147126,28.40720793,53.49083524,56.68899772,62.70906828,57.44150654,48.97578232,62.70906828,62.70906828,62.70906828,53.42812617,58.82110604
NZL_Hyd_Aviemore14602,54.3687622,28.40720793,53.49083524,56.68899772,62.70906828,57.50421561,48.91307326,62.70906828,62.70906828,62.70906828,53.42812617,58.75839697
NZL_Hyd_Benmore14603,53.86708965,28.40720793,53.49083524,56.93983399,62.70906828,57.69234281,48.16056444,62.70906828,62.70906828,62.70906828,53.1772899,58.5075607
NZL_Hyd_OhauA14622,54.61959847,29.78680743,56.68899772,55.99919797,62.70906828,61.39217784,53.05187176,62.70906828,62.70906828,62.70906828,50.6062181,57.94317909
NZL_Hyd_Tekapo14631,49.66558207,29.09700768,51.42143599,58.13130629,62.70906828,56.31274331,46.02845611,62.70906828,62.70906828,62.70906828,53.61625338,57.75505188
ARG_Hyd_FLORENTINOAMEG204,42.61313279,10.19394206,45.47677545,56.08144728,63.31641031,53.20728389,36.95339435,63.31641031,63.31641031,63.31641031,48.94559334,55.48679279
NZL_Hyd_Highbank14608,49.66558207,29.09700768,51.42143599,58.13130629,62.70906828,56.31274331,46.02845611,62.70906828,62.70906828,62.70906828,53.61625338,57.75505188
NZL_Hyd_Coleridge14606,49.66558207,29.09700768,51.42143599,58.13130629,62.70906828,56.31274331,46.02845611,62.70906828,62.70906828,62.70906828,53.61625338,57.75505188
ARG_Hyd_FUTALEUFU205,9.307512316,7.787918468,7.028121545,29.31549797,63.31641031,63.31641031,63.31641031,63.31641031,44.1948544,25.83309541,12.72659847,13.67634463
AUS_Hyd_Gordon431,6.72898082,4.628077306,6.881220205,18.26872621,29.4126492,30.44787702,30.44787702,30.44787702,30.44787702,28.31652562,15.8937918,12.72721259
AUS_Hyd_Meadowbank526,6.759428697,4.993451831,5.663305125,15.04125125,25.91114334,30.44787702,30.44787702,30.44787702,30.44787702,29.0168268,15.52841728,11.7833284
CHL_Hyd_COLLIL4643,32.49237451,31.15570041,30.48736336,50.0919169,80,80,80,80,63.18018418,47.02870541,35.49989125,36.33531257
CHL_Hyd_DONGO4663,32.49237451,31.15570041,30.48736336,50.0919169,80,80,80,80,63.18018418,47.02870541,35.49989125,36.33531257
AUS_Hyd_Repulse608,6.272262665,4.719420937,5.754648756,16.9594675,27.89025535,30.44787702,30.44787702,30.44787702,30.44787702,28.68190015,15.13259488,12.0573593
AUS_Hyd_Cluny384,6.272262665,4.719420937,5.754648756,16.9594675,27.89025535,30.44787702,30.44787702,30.44787702,30.44787702,28.68190015,15.13259488,12.0573593
AUS_Hyd_Catagunya372,6.241814788,4.68897306,5.754648756,17.05081113,28.01204685,30.44787702,30.44787702,30.44787702,30.44787702,28.59055652,15.13259488,12.0573593
AUS_Hyd_Wayatinah696,6.241814788,4.68897306,5.754648756,17.05081113,28.01204685,30.44787702,30.44787702,30.44787702,30.44787702,28.59055652,15.13259488,12.0573593
AUS_Hyd_Liapootah505,6.241814788,4.68897306,5.754648756,17.05081113,28.01204685,30.44787702,30.44787702,30.44787702,30.44787702,28.59055652,15.13259488,12.0573593
AUS_Hyd_Tarraleah651,6.333158419,5.115243339,5.81554451,16.53319722,26.52010088,29.10817043,30.44787702,30.44787702,30.44787702,30.44787702,16.10692694,12.54452533
AUS_Hyd_Tungatinah675,6.333158419,5.115243339,5.81554451,16.53319722,26.52010088,29.10817043,30.44787702,30.44787702,30.44787702,30.44787702,16.10692694,12.54452533
AUS_Hyd_Nieterana565,6.089575403,4.780316691,5.724200879,17.53797716,28.31652562,30.44787702,30.44787702,30.44787702,30.44787702,29.4126492,15.34573002,12.36183807
AUS_Hyd_ButlersGorge354,6.089575403,4.780316691,5.724200879,17.53797716,28.31652562,30.44787702,30.44787702,30.44787702,30.44787702,29.4126492,15.34573002,12.36183807
AUS_Hyd_LakeEcho492,7.886000147,5.754648756,4.932556076,8.342718302,15.37617789,21.8615757,30.44787702,30.44787702,30.44787702,30.44787702,17.29439414,10.65675696
AUS_Hyd_JohnButters461,7.946895901,5.998231772,7.459729869,20.03470308,30.44787702,30.11295037,30.44787702,30.44787702,30.44787702,26.03293485,15.68065666,13.2448265
AUS_Hyd_LowerLakeMarg510,7.946895901,5.998231772,7.459729869,20.03470308,30.44787702,30.11295037,30.44787702,30.44787702,30.44787702,26.03293485,15.68065666,13.2448265
AUS_Hyd_UpperLakeMarg677,7.946895901,5.998231772,7.459729869,20.03470308,30.44787702,30.11295037,30.44787702,30.44787702,30.44787702,26.03293485,15.68065666,13.2448265
AUS_Hyd_TodsCorner661,4.372690708,3.044787702,4.191613025,8.809093934,20.69986176,30.44787702,30.44787702,30.44787702,30.44787702,16.8368712,8.024423976,6.274006376
AUS_Hyd_Tribute670,7.946895901,5.998231772,7.459729869,20.03470308,30.44787702,30.11295037,30.44787702,30.44787702,30.44787702,26.03293485,15.68065666,13.2448265
AUS_Hyd_Poatina595,4.372690708,3.044787702,4.191613025,8.809093934,20.69986176,30.44787702,30.44787702,30.44787702,30.44787702,16.8368712,8.024423976,6.274006376
AUS_Hyd_Bastyan319,7.946895901,6.028679649,7.459729869,20.0042552,30.44787702,30.02160674,30.44787702,30.44787702,30.44787702,26.03293485,15.74155242,13.30572226
AUS_Hyd_Rowallan616,5.602409371,3.531953734,4.506285798,16.25916633,28.16428624,30.44787702,30.44787702,30.44787702,30.44787702,23.32307379,11.93556779,9.89556003
AUS_Hyd_Reece606,7.216146853,5.754648756,6.820324451,19.24305827,29.4126492,30.44787702,30.44787702,30.44787702,30.44787702,24.29740586,14.43229371,12.02691142
AUS_Hyd_Mackintosh518,7.977343778,6.028679649,7.459729869,19.94335945,30.44787702,29.93026311,30.44787702,30.44787702,30.44787702,26.03293485,15.80244817,13.36661801
CHL_Hyd_LAARENA4697,32.49237451,31.15570041,30.48736336,50.0919169,80,80,80,80,63.18018418,47.02870541,35.49989125,36.33531257
AUS_Hyd_Fisher423,5.602409371,3.531953734,4.506285798,16.25916633,28.16428624,30.44787702,30.44787702,30.44787702,30.44787702,23.32307379,11.93556779,9.89556003
AUS_Hyd_Lemonthyme502,5.602409371,3.531953734,4.506285798,16.25916633,28.16428624,30.44787702,30.44787702,30.44787702,30.44787702,23.32307379,11.93556779,9.89556003
CHL_Hyd_CANUTILLAR4622,21.83884189,21.15605348,21.83884189,38.4740504,80,80,80,80,54.67475719,38.4740504,27.42529251,27.98393757
AUS_Hyd_Wilmot706,6.454949927,4.445390044,5.602409371,17.65976867,29.10817043,30.44787702,30.44787702,30.44787702,30.44787702,24.38874949,13.36661801,11.17437086
AUS_Hyd_Cethana375,6.454949927,4.445390044,5.602409371,17.65976867,29.10817043,30.44787702,30.44787702,30.44787702,30.44787702,24.38874949,13.36661801,11.17437086
AUS_Hyd_Trevallyn669,4.372690708,3.044787702,4.191613025,8.809093934,20.69986176,30.44787702,30.44787702,30.44787702,30.44787702,16.8368712,8.024423976,6.274006376
AUS_Hyd_DevilsGate406,6.150471157,4.262702782,5.51106574,16.92901962,28.3469735,30.44787702,30.44787702,30.44787702,30.44787702,23.50576106,12.78810835,10.68720483
AUS_Hyd_Paloona582,6.089575403,4.232254905,5.480617863,16.77678024,28.16428624,30.44787702,30.44787702,30.44787702,30.44787702,23.32307379,12.63586896,10.56541332
CHL_Hyd_ENSENADARIOBL4675,21.83884189,21.15605348,21.83884189,38.4740504,80,80,80,80,54.67475719,38.4740504,27.42529251,27.98393757
NZL_Hyd_Cobb14605,17.43312098,13.16890434,18.12292073,37.31189562,52.55019922,62.70906828,62.70906828,62.70906828,62.70906828,50.54350903,31.66807948,24.89550011
CHL_Hyd_LOSCOLONOS4716,21.83884189,21.15605348,21.83884189,38.4740504,80,80,80,80,54.67475719,38.4740504,27.42529251,27.98393757
CHL_Hyd_HIDROBONITOMC14689,21.83884189,21.15605348,21.83884189,38.4740504,80,80,80,80,54.67475719,38.4740504,27.42529251,27.98393757
CHL_Hyd_HIDROBONITOMC24690,21.83884189,21.15605348,21.83884189,38.4740504,80,80,80,80,54.67475719,38.4740504,27.42529251,27.98393757
CHL_Hyd_NALCAS4752,21.83884189,21.15605348,21.83884189,38.4740504,80,80,80,80,54.67475719,38.4740504,27.42529251,27.98393757
CHL_Hyd_CALLAO4615,21.83884189,21.15605348,21.83884189,38.4740504,80,80,80,80,54.67475719,38.4740504,27.42529251,27.98393757
CHL_Hyd_CAPULLO4623,21.83884189,21.15605348,21.83884189,38.4740504,80,80,80,80,54.67475719,38.4740504,27.42529251,27.98393757
CHL_Hyd_LOSCORRALES4717,21.83884189,21.15605348,21.83884189,38.4740504,80,80,80,80,54.67475719,38.4740504,27.42529251,27.98393757
CHL_Hyd_LOSCORRALES24718,21.83884189,21.15605348,21.83884189,38.4740504,80,80,80,80,54.67475719,38.4740504,27.42529251,27.98393757
CHL_Hyd_PILMAIQUEN4769,21.83884189,21.15605348,21.83884189,38.4740504,80,80,80,80,54.67475719,38.4740504,27.42529251,27.98393757
CHL_Hyd_RUCATAYO4798,21.83884189,21.15605348,21.83884189,38.4740504,80,80,80,80,54.67475719,38.4740504,27.42529251,27.98393757
CHL_Hyd_LICAN4709,21.83884189,21.15605348,21.83884189,38.4740504,80,80,80,80,54.67475719,38.4740504,27.42529251,27.98393757
ARG_Hyd_ALICURA67,6.992856708,6.331641031,6.992856708,23.10247503,63.31641031,63.31641031,63.31641031,63.31641031,38.79131974,23.10247503,12.40280316,12.9437978
CHL_Hyd_DONWALTERIO4662,21.83884189,21.15605348,21.83884189,38.4740504,80,80,80,80,54.67475719,38.4740504,27.42529251,27.98393757
CHL_Hyd_PEHUI4765,21.83884189,21.15605348,21.83884189,38.4740504,80,80,80,80,54.67475719,38.4740504,27.42529251,27.98393757
CHL_Hyd_PICHILONCO4768,21.83884189,21.15605348,21.83884189,38.4740504,80,80,80,80,54.67475719,38.4740504,27.42529251,27.98393757
CHL_Hyd_MUCHI4749,21.83884189,21.15605348,21.83884189,38.4740504,80,80,80,80,54.67475719,38.4740504,27.42529251,27.98393757
CHL_Hyd_LASFLORES4704,21.83884189,21.15605348,21.83884189,38.4740504,80,80,80,80,54.67475719,38.4740504,27.42529251,27.98393757
ARG_Hyd_H_PICHIPICUN213,6.331641031,6.391751547,6.451862063,21.23904903,63.31641031,63.31641031,63.31641031,63.31641031,35.42513083,21.23904903,12.04214006,13.18423987
CHL_Hyd_RECA4791,21.83884189,21.15605348,21.83884189,38.4740504,80,80,80,80,54.67475719,38.4740504,27.42529251,27.98393757
NZL_Hyd_Patea14624,25.58529986,23.39048247,29.53597116,42.26591202,60.8905053,62.70906828,62.70906828,62.70906828,62.70906828,60.13799648,37.68815003,28.84617141
CHL_Hyd_PULLINQUE4776,21.83884189,21.15605348,21.83884189,38.4740504,80,80,80,80,54.67475719,38.4740504,27.42529251,27.98393757
ARG_Hyd_GUILLERMOCESPE212,6.331641031,6.512736696,7.3578498,20.63819857,63.31641031,63.31641031,63.31641031,63.31641031,35.36731267,21.30221601,12.48889364,13.27364153
ARG_Hyd_ELCHOCON195,6.331641031,6.512736696,7.297484578,20.63819857,63.31641031,63.31641031,63.31641031,63.31641031,35.36731267,21.30221601,12.48889364,13.27364153
ARG_Hyd_ARROYITO72,6.331641031,6.512736696,7.3578498,20.63819857,63.31641031,63.31641031,63.31641031,63.31641031,35.36731267,21.30221601,12.48889364,13.27364153
NZL_Hyd_Piripaua14625,22.19901017,22.76339178,30.66473439,36.5593868,49.35203673,62.70906828,62.70906828,62.70906828,62.70906828,40.63547624,23.57860967,31.16640693
CHL_Hyd_ALLIPEN4601,21.83884189,21.15605348,21.83884189,38.4740504,80,80,80,80,54.67475719,38.4740504,27.42529251,27.98393757
CHL_Hyd_MAISAN4739,21.83884189,21.15605348,21.83884189,38.4740504,80,80,80,80,54.67475719,38.4740504,27.42529251,27.98393757
ARG_Hyd_CIPOLLETTI108,27.0361072,51.41292517,63.31641031,39.25617439,44.00490517,63.31641031,46.47424517,33.43106464,44.89133491,63.31641031,63.31641031,51.79282363
CHL_Hyd_TRUFULTRUFUL4844,21.15605348,21.21812515,21.28019683,36.54982852,80,80,80,80,51.19874348,36.54982852,27.05286247,28.23222427
CHL_Hyd_ELMANZANO4669,21.83884189,21.15605348,21.83884189,38.4740504,80,80,80,80,54.67475719,38.4740504,27.42529251,27.98393757
ARG_Hyd_JULIANROMERO217,27.0361072,51.41292517,63.31641031,39.25617439,44.00490517,63.31641031,46.47424517,33.43106464,44.89133491,63.31641031,63.31641031,51.79282363
ARG_Hyd_SALTOANDERSEN274,27.0361072,51.41292517,63.31641031,39.25617439,44.00490517,63.31641031,46.47424517,33.43106464,44.89133491,63.31641031,63.31641031,51.79282363
NZL_Hyd_Tuai14632,22.19901017,22.76339178,30.66473439,36.5593868,49.35203673,62.70906828,62.70906828,62.70906828,62.70906828,40.63547624,23.57860967,31.16640693
NZL_Hyd_Aratiatia14600,23.57860967,22.1363011,27.78011725,37.24918656,57.25337934,62.70906828,62.70906828,62.70906828,62.70906828,48.85036419,32.23246109,30.91557066
CHL_Hyd_RIOTRUENO4796,21.83884189,21.15605348,21.83884189,38.4740504,80,80,80,80,54.67475719,38.4740504,27.42529251,27.98393757
NZL_Hyd_Ohakuri14621,23.57860967,22.1363011,27.78011725,37.24918656,57.25337934,62.70906828,62.70906828,62.70906828,62.70906828,48.85036419,32.23246109,30.91557066
NZL_Hyd_Atiamuri14601,23.5159006,22.07359203,27.84282631,37.24918656,56.93983399,62.70906828,62.70906828,62.70906828,62.70906828,48.72494605,32.23246109,31.0409888
NZL_Hyd_Whakamaru14638,23.39048247,21.88546483,27.4665719,37.06105935,56.50087052,62.70906828,62.70906828,62.70906828,62.70906828,48.97578232,32.48329737,31.0409888
NZL_Hyd_Maraetai14616,23.20235526,21.69733762,27.02760843,36.68480494,56.25003424,62.70906828,62.70906828,62.70906828,62.70906828,49.35203673,32.85955178,30.97827973
NZL_Hyd_Waipapa14633,23.07693713,21.57191949,26.83948122,36.5593868,56.12461611,62.70906828,62.70906828,62.70906828,62.70906828,49.47745487,33.11038805,30.97827973
ARG_Hyd_CASADEPIEDRA89,27.0361072,51.41292517,63.31641031,39.25617439,44.00490517,63.31641031,46.47424517,33.43106464,44.89133491,63.31641031,63.31641031,51.79282363
NZL_Hyd_Matahina14617,22.63797365,22.57526458,30.66473439,36.74751401,48.97578232,62.70906828,62.70906828,62.70906828,62.70906828,40.69818531,24.08028222,31.60537041
NZL_Hyd_Arapuni14599,22.95151899,21.38379228,26.52593588,36.3712596,55.81107077,62.70906828,62.70906828,62.70906828,62.70906828,49.72829114,33.36122432,30.97827973
CHL_Hyd_PALMUCHO4762,21.51232359,21.15605348,21.69045865,32.02229184,80,80,80,80,71.21200395,36.0006414,28.34083403,22.28424216
CHL_Hyd_RALCO4789,21.51232359,21.15605348,21.69045865,32.02229184,80,80,80,80,71.21200395,36.0006414,28.34083403,22.28424216
NZL_Hyd_Karapiro14612,22.76339178,21.07024694,26.33780868,36.1831324,55.37210729,62.70906828,62.70906828,62.70906828,62.70906828,49.85370928,33.54935153,30.97827973
CHL_Hyd_PANGUE4763,21.51232359,21.15605348,21.69045865,32.02229184,80,80,80,80,71.21200395,36.0006414,28.34083403,22.28424216
AUS_Hyd_LakeGlenmaggie493,4.607244548,5.328378478,3.044787702,8.934048124,21.3736084,30.44787702,30.44787702,30.44787702,30.44787702,24.76894732,10.82702469,9.264567842
CHL_Hyd_BOQUIAMARGO4614,21.51232359,21.15605348,21.69045865,32.02229184,80,80,80,80,71.21200395,36.0006414,28.34083403,22.28424216
CHL_Hyd_RENAICO4792,21.274571,21.15605348,21.63012354,31.23004231,80,80,80,80,61.27423253,33.24484008,27.49674057,22.10419361
CHL_Hyd_RIOPICOIQUEN4795,21.274571,21.15605348,21.63012354,31.23004231,80,80,80,80,61.27423253,33.24484008,27.49674057,22.10419361
CHL_Hyd_ANGOSTURA4604,21.51232359,21.15605348,21.69045865,32.02229184,80,80,80,80,71.21200395,36.0006414,28.34083403,22.28424216
CHL_Hyd_QUILLAILEO4785,21.51232359,21.15605348,21.69045865,32.02229184,80,80,80,80,71.21200395,36.0006414,28.34083403,22.28424216
CHL_Hyd_LLEUQUEREO4712,21.51232359,21.15605348,21.69045865,32.02229184,80,80,80,80,71.21200395,36.0006414,28.34083403,22.28424216
CHL_Hyd_MAMPIL4742,21.51232359,21.15605348,21.69045865,32.02229184,80,80,80,80,71.21200395,36.0006414,28.34083403,22.28424216
CHL_Hyd_PEUCHEN4767,21.51232359,21.15605348,21.69045865,32.02229184,80,80,80,80,71.21200395,36.0006414,28.34083403,22.28424216
CHL_Hyd_LOSPADRES4725,21.51232359,21.15605348,21.69045865,32.02229184,80,80,80,80,71.21200395,36.0006414,28.34083403,22.28424216
CHL_Hyd_ELDIUTO4667,21.274571,21.15605348,21.63012354,31.23004231,80,80,80,80,61.27423253,33.24484008,27.49674057,22.10419361
CHL_Hyd_ABANICO4598,21.51232359,21.15605348,21.69045865,32.02229184,80,80,80,80,71.21200395,36.0006414,28.34083403,22.28424216
CHL_Hyd_RUCUE4799,21.51232359,21.15605348,21.69045865,32.02229184,80,80,80,80,71.21200395,36.0006414,28.34083403,22.28424216
CHL_Hyd_QUILLECO4786,21.51232359,21.15605348,21.69045865,32.02229184,80,80,80,80,71.21200395,36.0006414,28.34083403,22.28424216
AUS_Hyd_Rubicon619,4.607244548,5.328378478,3.044787702,8.934048124,21.3736084,30.44787702,30.44787702,30.44787702,30.44787702,24.76894732,10.82702469,9.264567842
CHL_Hyd_ANTUCO4606,21.51232359,21.15605348,21.69045865,32.02229184,80,80,80,80,71.21200395,36.0006414,28.34083403,22.28424216
AUS_Hyd_LowerRubicon511,4.607244548,5.328378478,3.044787702,8.934048124,21.3736084,30.44787702,30.44787702,30.44787702,30.44787702,24.76894732,10.82702469,9.264567842
CHL_Hyd_ELTORO4672,21.51232359,21.15605348,21.69045865,32.02229184,80,80,80,80,71.21200395,36.0006414,28.34083403,22.28424216
CHL_Hyd_LAJA14702,21.274571,21.15605348,21.63012354,31.23004231,80,80,80,80,61.27423253,33.24484008,27.49674057,22.10419361
AUS_Hyd_EildonSmallHy413,4.607244548,5.328378478,3.044787702,8.934048124,21.3736084,30.44787702,30.44787702,30.44787702,30.44787702,24.76894732,10.82702469,9.264567842
AUS_Hyd_Eildon412,4.607244548,5.328378478,3.044787702,8.934048124,21.3736084,30.44787702,30.44787702,30.44787702,30.44787702,24.76894732,10.82702469,9.264567842
AUS_Hyd_LakeWilliamHo495,4.607244548,5.328378478,3.044787702,8.934048124,21.3736084,30.44787702,30.44787702,30.44787702,30.44787702,24.76894732,10.82702469,9.264567842
AUS_Hyd_McKayCreekMo525,6.881220205,5.115243339,3.531953734,8.220926794,23.32307379,30.44787702,30.44787702,30.44787702,30.44787702,26.64189239,11.63108902,9.164810982
AUS_Hyd_BogongMountB334,6.881220205,5.115243339,3.531953734,8.220926794,23.32307379,30.44787702,30.44787702,30.44787702,30.44787702,26.64189239,11.63108902,9.164810982
AUS_Hyd_Clover383,6.881220205,5.115243339,3.531953734,8.220926794,23.32307379,30.44787702,30.44787702,30.44787702,30.44787702,26.64189239,11.63108902,9.164810982
AUS_Hyd_WestKiewaMou701,6.881220205,5.115243339,3.531953734,8.220926794,23.32307379,30.44787702,30.44787702,30.44787702,30.44787702,26.64189239,11.63108902,9.164810982
AUS_Hyd_BrownMountain346,9.317050367,9.469289752,9.956455784,13.48840952,18.26872621,28.65145227,30.44787702,30.44787702,30.44787702,30.44787702,16.92901962,10.29138243
AUS_Hyd_DartmouthMoun403,8.251374671,6.576741435,4.871660322,8.799436457,21.1917224,29.5344407,30.44787702,30.44787702,30.44787702,30.44787702,15.01080337,10.2000388
AUS_Hyd_Banimboola315,8.251374671,6.546293558,4.871660322,8.799436457,21.25261816,29.59533646,30.44787702,30.44787702,30.44787702,30.44787702,14.98035549,10.2000388
AUS_Hyd_JindabyneDamM460,9.317050367,9.469289752,9.956455784,13.48840952,18.26872621,28.65145227,30.44787702,30.44787702,30.44787702,30.44787702,16.92901962,10.29138243
AUS_Hyd_Guthega438,6.789876574,6.485397804,7.5510735,12.02691142,20.85679576,27.58577658,30.44787702,30.44787702,30.44787702,30.44787702,14.91945974,8.799436457
AUS_Hyd_Murray1557,6.789876574,6.485397804,7.5510735,12.02691142,20.85679576,27.58577658,30.44787702,30.44787702,30.44787702,30.44787702,14.91945974,8.799436457
AUS_Hyd_Murray2558,6.789876574,6.485397804,7.5510735,12.02691142,20.85679576,27.58577658,30.44787702,30.44787702,30.44787702,30.44787702,14.91945974,8.799436457
AUS_Hyd_Hume451,8.890780088,6.241814788,6.089575403,10.38272606,21.1917224,30.44787702,30.44787702,30.44787702,30.44787702,30.204294,13.79288829,9.926007907
AUS_Hyd_Yarrawonga728,8.890780088,6.241814788,6.089575403,10.38272606,21.1917224,30.44787702,30.44787702,30.44787702,30.44787702,30.204294,13.79288829,9.926007907
